,Player,G,MP,FTr,USG%
209,Danny Green,20,115,.154,18.9
121,Dante Cunningham,63,707,.224,16.8
506,Darius Songaila,75,1410,.152,19.5
393,Darko Miličić,32,685,.137,16.0
289,Darnell Jackson,28,123,.200,17.2
24,Darrell Arthur,32,457,.205,17.4
114,Darren Collison,76,2109,.221,23.1
12,David Andersen,63,891,.197,20.2
344,David Lee,81,3019,.262,23.8
572,David West,81,2949,.279,24.0
320,DeAndre Jordan,70,1137,.538,14.7
54,DeJuan Blair,82,1494,.325,20.8
136,DeMar DeRozan,77,1664,.379,18.1
101,DeMarre Carroll,71,795,.239,14.8
142,DeSagana Diop,27,262,.310,8.0
509,DeShawn Stevenson,64,883,.215,10.7
573,Delonte West,60,1500,.326,18.3
171,Derek Fisher,82,2227,.237,14.0
581,Deron Williams,76,2802,.397,23.8
81,Derrick Brown,57,535,.490,17.2
481,Derrick Rose,78,2871,.246,27.2
366,Desmond Mason,5,66,.333,11.9
187,Devean George,45,761,.112,13.0
82,Devin Brown,50,1060,.238,19.8
221,Devin Harris,64,2221,.437,25.5
422,Dirk Nowitzki,81,3039,.392,28.8
382,Dominic McGuire,51,307,.135,10.6
212,Donté Greene,76,1630,.253,19.2
594,Dorell Wright,72,1496,.165,15.8
196,Drew Gooden,70,1755,.359,21.0
316,Dwayne Jones,2,7,,0.0
255,Dwight Howard,82,2843,.978,23.9
556,Dwyane Wade,77,2792,.465,34.9
36,Earl Barron,7,232,.426,17.9
66,Earl Boykins,67,1117,.221,20.7
110,Earl Clark,51,383,.238,21.9
568,Earl Watson,79,2322,.323,14.7
251,Eddie House,68,1217,.114,20.0
122,Eddy Curry,7,62,.810,30.2
413,Eduardo Nájera,46,685,.164,12.2
67,Elton Brand,76,2297,.272,21.7
429,Emeka Okafor,82,2370,.418,17.1
201,Eric Gordon,62,2229,.381,21.5
371,Eric Maynor,81,1269,.196,17.1
127,Erick Dampier,55,1280,.474,11.4
277,Ersan İlyasova,81,1898,.217,20.8
528,Etan Thomas,23,321,.324,13.4
426,Fabricio Oberto,57,650,.304,6.9
158,Francisco Elson,12,66,.333,12.5
181,Francisco García,25,575,.097,15.7
522,Garrett Temple,27,334,.495,20.3
242,George Hill,78,2276,.321,19.0
238,Gerald Henderson,43,355,.452,18.2
561,Gerald Wallace,76,3119,.577,20.3
17,Gilbert Arenas,32,1169,.336,31.9
130,Glen Davis,54,933,.495,19.7
149,Goran Dragić,80,1442,.324,21.1
243,Grant Hill,81,2430,.357,16.8
427,Greg Oden,21,502,.421,20.7
564,Hakim Warrick,76,1557,.498,21.8
214,Hamed Haddadi,36,240,.306,16.5
527,Hasheem Thabeet,68,883,.710,10.7
548,Hedo Türkoğlu,74,2272,.335,18.1
557,Henry Walker,35,768,.211,16.6
19,Hilton Armstrong,33,335,.405,15.5
356,Ian Mahinmi,26,165,.855,25.2
549,Ime Udoka,69,944,.237,14.4
33,J.J. Barea,78,1546,.171,19.9
240,J.J. Hickson,81,1691,.312,18.9
190,J.R. Giddens,32,239,.383,16.7
502,J.R. Smith,75,2082,.195,26.9
469,JJ Redick,82,1808,.401,18.3
377,JaVale McGee,60,968,.378,19.1
355,Jamaal Magloire,36,359,1.054,13.0
540,Jamaal Tinsley,38,589,.193,16.0
120,Jamal Crawford,79,2460,.285,25.8
402,Jamario Moon,61,1052,.182,12.8
417,Jameer Nelson,65,1860,.164,22.3
219,James Harden,76,1738,.415,20.4
313,James Johnson,65,757,.333,18.0
317,James Jones,36,503,.235,13.3
448,James Posey,77,1731,.232,11.4
497,James Singleton,57,977,.244,15.4
123,JamesOn Curry,1,0,,
437,Jannero Pargo,63,829,.118,24.4
151,Jared Dudley,82,1991,.282,13.7
305,Jared Jeffries,70,1794,.382,11.1
284,Jarrett Jack,82,2243,.359,19.1
111,Jarron Collins,34,261,.806,8.8
233,Jarvis Hayes,45,1033,.055,16.2
112,Jason Collins,24,115,.087,11.6
226,Jason Hart,5,22,.000,10.3
322,Jason Kapono,57,976,.050,15.9
326,Jason Kidd,80,2881,.148,14.5
369,Jason Maxiell,76,1550,.373,16.4
471,Jason Richardson,79,2485,.184,20.8
503,Jason Smith,56,658,.241,15.8
526,Jason Terry,77,2540,.257,23.0
535,Jason Thompson,75,2357,.353,19.6
582,Jason Williams,82,1703,.096,14.5
583,Jawad Williams,54,742,.218,15.3
28,Jeff Ayres,39,405,.308,10.1
174,Jeff Foster,16,255,.196,11.1
210,Jeff Green,82,3043,.208,19.2
518,Jeff Teague,71,719,.216,19.1
424,Jermaine O'Neal,70,1991,.302,22.9
516,Jermaine Taylor,31,303,.387,23.1
508,Jerry Stackhouse,42,855,.218,21.9
41,Jerryd Bayless,74,1304,.501,24.9
419,Joakim Noah,64,1925,.421,17.1
386,Jodie Meeks,60,719,.146,19.6
3,Joe Alexander,8,29,.500,11.3
314,Joe Johnson,76,2886,.194,26.3
504,Joe Smith,64,592,.249,18.4
16,Joel Anthony,80,1322,.579,8.7
454,Joel Przybilla,30,681,.593,10.3
144,Joey Dorsey,15,106,.600,13.1
203,Joey Graham,63,759,.361,16.2
445,Johan Petro,36,436,.208,13.6
488,John Salmons,81,2824,.308,19.9
76,Jon Brockman,52,654,.602,10.4
309,Jonas Jerebko,80,2232,.292,15.7
50,Jonathan Bender,25,292,.260,21.6
172,Jonny Flynn,81,2339,.284,24.2
164,Jordan Farmar,82,1474,.165,19.0
244,Jordan Hill,47,624,.338,18.7
62,Josh Boone,63,1045,.260,12.5
256,Josh Howard,35,918,.358,24.8
385,Josh McRoberts,42,524,.260,15.3
450,Josh Powell,63,581,.160,18.6
505,Josh Smith,81,2871,.422,22.2
95,José Calderón,68,1817,.183,17.9
248,Jrue Holiday,73,1767,.165,18.4
595,Julian Wright,68,871,.177,15.4
259,Juwan Howard,73,1632,.187,13.9
487,Kareem Rush,7,58,.000,10.9
59,Keith Bogans,79,1559,.168,11.0
29,Kelenna Azubuike,9,231,.318,19.9
443,Kendrick Perkins,78,2154,.536,17.6
529,Kenny Thomas,26,313,.343,8.1
362,Kenyon Martin,58,1986,.269,17.5
155,Kevin Durant,82,3239,.504,32.0
182,Kevin Garnett,69,2060,.286,22.1
352,Kevin Love,60,1714,.427,22.4
363,Kevin Martin,46,1633,.491,25.3
431,Kevin Ollie,25,263,.178,9.3
143,Keyon Dooling,53,971,.188,19.4
247,Kirk Hinrich,74,2481,.150,16.6
87,Kobe Bryant,73,2835,.345,32.3
329,Kosta Koufos,36,172,.319,17.9
266,Kris Humphries,69,1221,.466,21.0
530,Kurt Thomas,70,1049,.072,11.3
85,Kwame Brown,48,660,.790,14.7
328,Kyle Korver,52,952,.175,16.2
353,Kyle Lowry,68,1651,.560,18.6
569,Kyle Weaver,12,144,.182,12.4
167,Kyrylo Fesenko,49,408,.600,15.8
2,LaMarcus Aldridge,78,2922,.260,22.9
428,Lamar Odom,82,2585,.273,17.0
263,Larry Hughes,45,1115,.293,20.9
296,LeBron James,76,2966,.506,33.5
32,Leandro Barbosa,44,786,.200,24.9
449,Leon Powe,20,236,1.286,17.3
260,Lester Hudson,25,131,.245,25.0
270,Lindsey Hunter,13,122,.067,12.8
10,Lou Amundson,79,1168,.446,14.6
584,Lou Williams,64,1912,.344,21.1
375,Luc Mbah a Moute,73,1866,.360,12.1
493,Luis Scola,82,2671,.245,22.7
473,Luke Ridnour,82,1759,.204,22.0
563,Luke Walton,29,272,.048,16.1
135,Luol Deng,70,2651,.325,21.9
237,Luther Head,47,813,.186,21.2
4,Malik Allen,51,456,.112,14.0
215,Malik Hairston,47,317,.395,14.5
194,Manu Ginóbili,75,2150,.393,25.8
183,Marc Gasol,69,2469,.578,16.9
202,Marcin Gortat,81,1088,.330,13.0
44,Marco Belinelli,66,1121,.319,20.1
31,Marcus Banks,22,244,.397,19.8
96,Marcus Camby,74,2314,.244,12.8
216,Marcus Haislip,10,44,.238,27.3
335,Marcus Landry,18,111,.116,20.9
539,Marcus Thornton,73,1872,.200,25.3
585,Marcus Williams,62,872,.203,18.5
113,Mardy Collins,43,470,.164,16.3
107,Mario Chalmers,73,1807,.242,16.3
574,Mario West,39,142,.476,10.5
128,Marquis Daniels,51,937,.225,15.8
507,Marreese Speights,62,1016,.327,25.1
570,Martell Webster,82,2005,.243,18.2
586,Marvin Williams,81,2468,.324,15.5
35,Matt Barnes,81,2097,.262,16.2
61,Matt Bonner,65,1161,.129,17.0
102,Matt Carroll,25,121,.120,22.7
161,Maurice Evans,79,1317,.155,15.4
430,Mehmet Okur,73,2149,.308,21.0
592,Metta World Peace,77,2605,.251,16.2
42,Michael Beasley,78,2328,.231,25.8
168,Michael Finley,46,709,.082,13.8
468,Michael Redd,18,492,.310,23.7
447,Mickaël Piétrus,75,1687,.202,18.0
51,Mike Bibby,80,2195,.123,16.1
116,Mike Conley,80,2569,.225,18.4
154,Mike Dunleavy,67,1486,.283,20.7
222,Mike Harris,13,96,.367,20.2
297,Mike James,4,46,.400,28.1
398,Mike Miller,54,1805,.196,14.7
580,Mike Wilks,4,59,.333,13.5
403,Mikki Moore,23,406,.122,12.2
587,Mo Williams,69,2359,.232,22.0
157,Monta Ellis,64,2647,.276,29.5
444,Morris Peterson,46,973,.179,16.5
474,Nate Robinson,56,1115,.136,24.4
301,Nathan Jawai,39,412,.342,16.3
401,Nazr Mohammed,58,984,.365,21.3
330,Nenad Krstić,76,1741,.189,17.1
241,Nenê,82,2755,.580,16.5
115,Nick Collison,75,1557,.346,12.1
596,Nick Young,74,1421,.233,21.4
40,Nicolas Batum,37,918,.190,16.4
374,O.J. Mayo,82,3113,.221,20.7
442,Oleksiy Pecherov,44,447,.170,22.8
331,Oliver Lafayette,1,22,.000,14.9
106,Omri Casspi,77,1931,.259,19.4
271,Othello Hunter,7,33,.333,23.4
302,Othyus Jeffers,14,73,.655,26.7
423,Patrick O'Bryant,11,51,.400,20.3
399,Patty Mills,10,38,.292,38.9
184,Pau Gasol,65,2403,.429,21.4
131,Paul Davis,2,8,.500,27.6
400,Paul Millsap,82,2277,.369,18.7
446,Paul Pierce,71,2411,.499,23.8
512,Peja Stojaković,62,1947,.156,18.6
25,Player,G,MP,FTr,USG%
389,Pops Mensah-Bonsu,20,120,.727,20.3
72,Primož Brezec,21,95,.231,14.6
472,Quentin Richardson,76,2082,.127,14.8
482,Quinton Ross,52,562,.126,10.4
7,Rafer Alston,52,1421,.182,18.8
47,Raja Bell,6,180,.049,17.3
480,Rajon Rondo,81,2963,.312,20.2
495,Ramon Sessions,82,1732,.420,19.9
404,Randolph Morris,28,124,.659,24.1
176,Randy Foye,70,1667,.234,21.1
345,Rashard Lewis,72,2369,.224,19.4
562,Rasheed Wallace,79,1780,.192,20.2
418,Rasho Nesterović,42,413,.034,18.5
92,Rasual Butler,82,2702,.167,17.0
5,Ray Allen,80,2819,.260,20.2
165,Raymond Felton,80,2643,.204,19.2
162,Reggie Evans,28,311,.870,17.2
588,Reggie Williams,24,782,.219,18.6
30,Renaldo Balkman,13,91,.333,13.0
217,Richard Hamilton,46,1552,.336,27.9
304,Richard Jefferson,81,2520,.370,18.3
132,Ricky Davis,36,499,.217,16.8
350,Robin Lopez,51,986,.430,17.3
100,Rodney Carney,68,857,.223,17.6
514,Rodney Stuckey,73,2499,.324,26.4
43,Rodrigue Beaubois,56,700,.174,24.7
367,Roger Mason,79,1515,.069,17.2
552,Roko Ukić,13,97,.367,19.1
410,Ronald Murray,75,1673,.284,23.6
69,Ronnie Brewer,58,1742,.310,13.9
452,Ronnie Price,60,806,.244,18.0
547,Ronny Turiaf,42,872,.534,11.3
239,Roy Hibbert,81,2035,.286,22.2
281,Royal Ivey,44,326,.145,13.8
166,Rudy Fernández,62,1441,.232,17.7
185,Rudy Gay,80,3175,.311,22.5
575,Russell Westbrook,82,2813,.364,25.7
14,Ryan Anderson,63,911,.211,24.4
65,Ryan Bowen,1,8,2.000,10.5
195,Ryan Gomes,76,2210,.172,17.4
249,Ryan Hollins,73,1223,.521,16.6
598,Sam Young,80,1321,.352,22.1
126,Samuel Dalembert,82,2124,.254,15.1
441,Sasha Pavlović,71,877,.087,18.1
555,Sasha Vujačić,67,575,.201,15.2
358,Sean Marks,14,75,.625,7.4
370,Sean May,37,331,.288,19.3
589,Sean Williams,20,227,.388,15.6
519,Sebastian Telfair,43,659,.184,18.4
273,Serge Ibaka,73,1323,.249,16.2
477,Sergio Rodríguez,66,1048,.265,21.6
39,Shane Battier,67,2168,.237,11.4
86,Shannon Brown,82,1700,.204,18.8
425,Shaquille O'Neal,53,1240,.488,25.1
346,Shaun Livingston,36,796,.239,15.9
461,Shavlik Randolph,6,53,.111,19.5
357,Shawn Marion,75,2385,.179,18.1
590,Shelden Williams,54,597,.810,15.3
318,Solomon Jones,52,675,.403,16.1
571,Sonny Weems,69,1368,.140,18.4
231,Spencer Hawes,72,1904,.159,19.6
124,Stephen Curry,80,2896,.175,21.8
204,Stephen Graham,70,804,.271,17.6
293,Stephen Jackson,81,3129,.306,27.5
55,Steve Blake,80,2159,.092,14.5
416,Steve Nash,81,2660,.228,22.9
421,Steve Novak,54,362,.083,14.2
272,Steven Hunter,21,158,.837,18.8
179,Sundiata Gaines,32,217,.561,24.0
173,T.J. Ford,47,1189,.323,21.0
189,Taj Gibson,82,2204,.278,16.7
213,Taylor Griffin,8,32,.400,17.6
453,Tayshaun Prince,49,1664,.169,18.9
591,Terrence Williams,78,1764,.221,21.8
494,Thabo Sefolosha,82,2348,.202,10.9
599,Thaddeus Young,67,2145,.203,21.5
465,Theo Ratliff,49,807,.329,12.3
153,Tim Duncan,78,2438,.346,26.0
531,Tim Thomas,18,285,.226,21.1
147,Toney Douglas,56,1087,.174,19.8
6,Tony Allen,54,889,.470,19.6
38,Tony Battie,15,134,.250,16.2
439,Tony Parker,56,1728,.344,25.8
379,Tracy McGrady,30,673,.268,20.6
139,Travis Diener,9,51,.400,10.5
432,Travis Outlaw,34,730,.210,21.4
230,Trenton Hassell,52,1106,.315,12.3
18,Trevor Ariza,72,2629,.228,21.2
193,Trey Gilder,2,5,.000,8.8
408,Troy Murphy,72,2344,.237,18.8
342,Ty Lawson,65,1318,.359,18.0
218,Tyler Hansbrough,29,511,.502,25.5
163,Tyreke Evans,72,2677,.399,26.2
532,Tyrus Thomas,54,1220,.417,22.1
108,Tyson Chandler,51,1163,.826,14.0
229,Udonis Haslem,78,2177,.305,17.1
105,Vince Carter,75,2310,.301,25.2
456,Vladimir Radmanović,41,891,.099,16.0
156,Wayne Ellington,76,1384,.156,17.4
368,Wesley Matthews,82,2025,.342,16.5
94,Will Bynum,63,1667,.333,20.1
117,Will Conroy,5,36,.200,18.3
211,Willie Green,73,1553,.210,19.4
109,Wilson Chandler,65,2320,.186,20.2
138,Yakhouba Diawara,6,44,.000,13.9
310,Yi Jianlian,52,1655,.343,20.1
464,Zach Randolph,81,3051,.348,24.6
435,Zaza Pachulia,78,1089,.581,15.5
275,Zydrunas Ilgauskas,64,1339,.231,19.0
