,Player,G,MP,FTr,USG%
236,Trenton Hassell,82,2068,.240,13.2
19,Trevor Ariza,80,1382,.447,17.8
253,Troy Hudson,79,1729,.136,21.9
378,Troy Murphy,70,2375,.337,22.2
326,Tyronn Lue,70,2007,.252,18.7
110,Tyson Chandler,80,2189,.802,14.0
234,Udonis Haslem,80,2675,.351,14.9
305,Viktor Khryapa,32,523,.339,15.4
31,Vin Baker,27,204,.405,14.9
104,Vince Carter,77,2828,.299,31.6
438,Vitaly Potapenko,33,335,.356,15.5
157,Vlade Divac,15,130,.387,17.5
442,Vladimir Radmanović,63,1856,.158,19.3
321,Voshon Lenard,3,54,.308,26.0
515,Wally Szczerbiak,81,2558,.331,21.5
343,Walter McCarty,72,906,.123,13.9
607,Wang Zhizhi,20,92,.333,23.4
425,Wesley Person,41,667,.058,16.8
213,Willie Green,57,1066,.296,23.0
363,Yao Ming,80,2447,.510,26.8
516,Yuta Tabuse,4,17,.667,22.5
445,Zach Randolph,46,1603,.343,27.7
410,Zaza Pachulia,74,1397,.523,16.5
222,Zendon Hamilton,16,159,1.500,18.6
432,Zoran Planinić,43,515,.379,22.2
262,Zydrunas Ilgauskas,78,2615,.514,24.1
93,Žarko Čabarkapa,40,475,.367,21.9
447,Željko Rebrača,58,928,.363,16.0
