,Player,% of FGA by Distance - 2P,% of FGA by Distance - 0-3,% of FGA by Distance - 3-10,% of FGA by Distance - 10-16,% of FGA by Distance - 16-3P,% of FGA by Distance - 3P,% of FG Ast'd - 2P,% of FG Ast'd - 3P,Dunks - %FGA,Corner 3s - %3PA
277,Art Long,1.000,.533,.299,.139,.029,.000,.642,,.160,
111,Austin Croshere,.676,.230,.103,.109,.234,.324,.596,.980,.054,.359
243,Avery Johnson,.988,.470,.201,.081,.236,.012,.324,,.000,.200
122,Baron Davis,.644,.326,.055,.092,.171,.356,.229,.671,.028,.092
490,Ben Wallace,.994,.698,.158,.079,.058,.006,.592,,.267,.333
102,Bimbo Coles,.863,.158,.137,.233,.336,.137,.635,1.000,.000,.150
361,Bo Outlaw,.993,.829,.110,.033,.020,.007,.800,1.000,.140,.000
465,Bob Sura,.775,.451,.190,.046,.088,.225,.346,.738,.029,.195
226,Bobby Jackson,.710,.322,.085,.094,.208,.290,.478,.759,.001,.525
434,Bobby Simmons,.853,.400,.126,.053,.274,.147,.462,.500,.053,.143
499,Bonzi Wells,.834,.332,.085,.089,.329,.166,.606,.894,.064,.349
319,Brad Miller,.990,.472,.209,.196,.113,.010,.617,1.000,.048,.000
19,Brandon Armstrong,.800,.129,.071,.094,.506,.200,.682,.800,.012,.412
207,Brendan Haywood,1.000,.538,.303,.127,.032,.000,.541,,.235,
33,Brent Barry,.510,.225,.105,.049,.130,.490,.565,.939,.033,.165
390,Brent Price,.444,.148,.074,.037,.185,.556,.200,.750,.000,.000
263,Brevin Knight,.976,.237,.078,.177,.485,.024,.367,1.000,.000,.125
88,Brian Cardinal,.462,.000,.000,.077,.385,.538,.667,1.000,.000,.571
181,Brian Grant,.997,.279,.174,.169,.375,.003,.762,,.057,.500
430,Brian Scalabrine,.851,.358,.075,.119,.299,.149,.550,1.000,.060,.200
433,Brian Shaw,.491,.173,.110,.081,.127,.509,.563,.897,.000,.136
436,Brian Skinner,1.000,.605,.235,.111,.049,.000,.705,,.179,
55,Bruce Bowen,.628,.224,.143,.093,.168,.372,.687,.982,.010,.642
464,Bruno Šundov,.975,.150,.200,.325,.300,.025,.813,,.025,.000
457,Bryant Stith,.638,.245,.112,.074,.207,.362,.565,1.000,.000,.353
140,Bryce Drew,.599,.159,.066,.110,.264,.401,.532,.839,.000,.205
425,Bryon Russell,.613,.214,.067,.068,.264,.387,.779,.935,.010,.279
54,Cal Bowdler,.971,.207,.103,.178,.483,.029,.817,1.000,.017,.000
94,Calbert Cheaney,.991,.277,.163,.152,.399,.009,.647,,.054,.250
52,Calvin Booth,1.000,.195,.171,.256,.378,.000,.771,,.024,
21,Carlos Arroyo,.982,.315,.090,.063,.514,.018,.510,,.000,.500
415,Carlos Rogers,.860,.442,.302,.023,.093,.140,.609,1.000,.186,.333
209,Cedric Henderson,.871,.387,.065,.065,.355,.129,.692,.500,.129,.000
351,Charles Oakley,.977,.065,.015,.114,.783,.023,.896,.000,.000,.333
440,Charles Smith,.694,.353,.161,.044,.136,.306,.463,.943,.075,.344
38,Charlie Bell,.455,.000,.000,.091,.364,.545,.333,,.000,.167
494,Charlie Ward,.459,.139,.063,.086,.172,.541,.233,.811,.000,.201
47,Chauncey Billups,.617,.194,.062,.079,.282,.383,.397,.621,.004,.152
372,Cherokee Parks,1.000,.373,.120,.277,.229,.000,.700,,.108,
10,Chris Andersen,.946,.676,.095,.054,.122,.054,.600,,.230,.250
96,Chris Childs,.595,.216,.047,.108,.223,.405,.484,.909,.000,.042
106,Chris Crawford,.978,.378,.156,.156,.289,.022,.619,,.022,.000
142,Chris Dudley,.960,.460,.400,.100,.000,.040,.650,,.100,.000
174,Chris Gatling,.973,.324,.235,.167,.246,.027,.615,1.000,.048,.625
316,Chris Mihm,.987,.329,.272,.200,.186,.013,.679,.667,.070,.143
324,Chris Mills,.703,.136,.155,.108,.304,.297,.715,.938,.000,.394
497,Chris Webber,.982,.292,.187,.137,.367,.018,.594,1.000,.081,.000
503,Chris Whitney,.508,.043,.043,.087,.335,.492,.678,.794,.000,.223
266,Christian Laettner,.972,.246,.102,.202,.423,.028,.699,1.000,.006,.100
24,Chucky Atkins,.575,.246,.039,.067,.223,.425,.335,.949,.000,.295
65,Chucky Brown,1.000,.185,.259,.074,.481,.000,.400,,.000,
496,Clarence Weatherspoon,1.000,.438,.223,.177,.162,.000,.698,,.069,
410,Clifford Robinson,.716,.146,.179,.196,.196,.284,.640,.974,.009,.211
286,Corey Maggette,.738,.338,.104,.068,.228,.262,.656,1.000,.092,.245
49,Corie Blount,.996,.414,.155,.275,.151,.004,.678,,.060,.000
513,Corliss Williamson,.994,.442,.243,.195,.114,.006,.612,1.000,.035,.600
4,Courtney Alexander,.962,.190,.127,.278,.367,.038,.642,.800,.042,.222
326,Cuttino Mobley,.722,.180,.071,.129,.342,.278,.374,.799,.019,.289
123,Dale Davis,1.000,.507,.166,.262,.066,.000,.645,,.167,
29,Dalibor Bagarić,.994,.416,.230,.219,.129,.006,.611,,.124,.000
252,Damon Jones,.345,.158,.021,.063,.102,.655,.356,.913,.000,.446
460,Damon Stoudamire,.679,.149,.102,.107,.320,.321,.426,.692,.000,.125
66,Damone Brown,.952,.238,.238,.095,.381,.048,.500,,.000,.000
271,Dan Langhi,.968,.168,.072,.136,.592,.032,.708,1.000,.016,.250
288,Dan Majerle,.187,.059,.028,.031,.069,.813,.300,.949,.003,.255
32,Dana Barros,.630,.161,.068,.073,.328,.370,.340,.958,.000,.127
426,Daniel Santiago,1.000,.375,.250,.125,.250,.000,.750,,.000,
151,Danny Ferry,.441,.011,.006,.136,.288,.559,.818,1.000,.000,.414
158,Danny Fortson,.994,.301,.234,.162,.298,.006,.545,1.000,.003,.000
290,Danny Manning,.953,.295,.161,.107,.389,.047,.714,1.000,.040,.429
317,Darius Miles,.970,.444,.188,.131,.206,.030,.621,.333,.196,.105
20,Darrell Armstrong,.519,.184,.063,.101,.170,.481,.433,.820,.012,.274
296,Darrick Martin,.800,.200,.300,.100,.200,.200,,,.000,.500
188,Darvin Ham,.967,.687,.123,.090,.066,.033,.723,.000,.289,.286
411,David Robinson,1.000,.503,.110,.286,.101,.000,.677,,.171,
500,David Wesley,.719,.160,.029,.058,.471,.281,.717,.976,.000,.254
136,DeSagana Diop,1.000,.379,.345,.172,.103,.000,.500,,.000,
455,DeShawn Stevenson,.933,.299,.081,.105,.447,.067,.759,.500,.049,.280
169,Dean Garrett,1.000,.273,.255,.309,.164,.000,.611,,.091,
355,Dean Oliver,.717,.196,.130,.043,.348,.283,.067,.500,.000,.154
67,Dee Brown,.400,.000,.000,.200,.200,.600,1.000,1.000,.000,.500
114,Dell Curry,.622,.043,.020,.107,.452,.378,.677,.911,.000,.260
246,DerMarr Johnson,.543,.250,.070,.124,.098,.457,.552,.978,.063,.324
11,Derek Anderson,.627,.229,.049,.069,.283,.373,.654,.882,.049,.241
153,Derek Fisher,.476,.081,.039,.068,.288,.524,.585,.917,.002,.289
101,Derrick Coleman,.887,.350,.184,.245,.109,.113,.597,.964,.059,.145
132,Derrick Dial,.908,.208,.050,.192,.458,.092,.550,1.000,.017,.182
310,Derrick McKey,.902,.295,.131,.303,.172,.098,.638,1.000,.000,.667
300,Desmond Mason,.923,.221,.142,.120,.441,.077,.680,.875,.069,.356
176,Devean George,.660,.237,.090,.117,.216,.340,.617,.939,.084,.371
435,Dickey Simpkins,,,,,,,,,,
338,Dikembe Mutombo,1.000,.413,.390,.187,.009,.000,.570,,.066,
179,Dion Glover,.800,.390,.092,.151,.167,.200,.444,.967,.042,.165
348,Dirk Nowitzki,.722,.241,.078,.154,.249,.278,.610,.964,.039,.100
400,Don Reid,1.000,.553,.389,.053,.005,.000,.644,,.168,
202,Donnell Harvey,1.000,.544,.217,.083,.157,.000,.611,,.189,
294,Donny Marshall,.862,.345,.172,.069,.276,.138,.500,.500,.034,.250
295,Donyell Marshall,.936,.579,.189,.071,.097,.064,.721,1.000,.135,.405
97,Doug Christie,.652,.336,.063,.045,.208,.348,.589,.956,.083,.355
364,Doug Overton,.386,.091,.091,.068,.136,.614,.429,.857,.000,.148
58,Earl Boykins,.847,.164,.153,.255,.276,.153,.320,.923,.000,.119
495,Earl Watson,.792,.358,.175,.132,.127,.208,.563,.875,.028,.318
177,Eddie Gill,.761,.120,.109,.163,.370,.239,.188,.571,.000,.273
184,Eddie Griffin,.590,.173,.065,.150,.203,.410,.636,.989,.039,.092
215,Eddie House,.700,.078,.053,.149,.420,.300,.503,.796,.000,.299
253,Eddie Jones,.681,.184,.069,.137,.290,.319,.519,.899,.026,.270
412,Eddie Robinson,.980,.231,.093,.279,.377,.020,.736,1.000,.085,.200
115,Eddy Curry,1.000,.634,.202,.109,.056,.000,.688,,.212,
341,Eduardo Nájera,.993,.660,.110,.103,.120,.007,.667,,.120,.000
87,Elden Campbell,.997,.314,.282,.270,.132,.003,.604,,.076,.500
396,Eldridge Recasner,.833,.167,.167,.333,.167,.167,.500,,.000,.000
377,Elliot Perry,1.000,.100,.100,.400,.400,.000,.400,,.000,
61,Elton Brand,1.000,.391,.333,.231,.046,.000,.509,,.070,
124,Emanual Davis,.571,.172,.111,.121,.167,.429,.512,.931,.010,.459
329,Eric Montross,.992,.258,.220,.341,.174,.008,.679,,.068,.000
381,Eric Piatkowski,.495,.159,.042,.113,.180,.505,.604,.946,.002,.172
447,Eric Snow,.957,.224,.107,.369,.255,.043,.553,1.000,.000,.037
506,Eric Williams,.777,.366,.252,.086,.073,.223,.567,.958,.010,.767
31,Erick Barkley,.897,.324,.088,.059,.426,.103,.609,1.000,.000,.143
119,Erick Dampier,1.000,.388,.477,.092,.044,.000,.512,,.106,
461,Erick Strickland,.494,.205,.053,.072,.164,.506,.337,.958,.002,.231
68,Ernest Brown,1.000,.000,.500,.333,.167,.000,1.000,,.000,
247,Ervin Johnson,.995,.560,.218,.192,.026,.005,.618,,.031,.000
469,Etan Thomas,1.000,.483,.364,.113,.040,.000,.654,,.146,
148,Evan Eschmeyer,1.000,.820,.080,.060,.040,.000,.619,,.180,
279,Felipe López,.788,.442,.096,.071,.179,.212,.533,.929,.051,.545
449,Felton Spencer,1.000,.692,.231,.038,.038,.000,.833,,.000,
213,Fred Hoiberg,.684,.227,.034,.052,.371,.316,.835,1.000,.024,.163
374,Gary Payton,.850,.287,.210,.150,.204,.150,.326,.797,.000,.254
477,Gary Trent,.995,.346,.357,.184,.108,.005,.611,,.050,.000
281,George Lynch,.970,.444,.096,.141,.288,.030,.694,1.000,.020,.333
304,George McCloud,.615,.167,.087,.085,.276,.385,.596,.933,.010,.288
491,Gerald Wallace,.960,.594,.126,.057,.183,.040,.560,,.194,.286
18,Gilbert Arenas,.706,.341,.068,.055,.242,.294,.289,.795,.036,.088
401,Glen Rice,.617,.186,.120,.090,.222,.383,.553,.944,.012,.375
413,Glenn Robinson,.845,.139,.151,.373,.180,.155,.632,.914,.017,.124
210,Grant Hill,.990,.333,.179,.246,.231,.010,.470,,.031,.000
278,Grant Long,.956,.184,.088,.094,.590,.044,.801,1.000,.060,.294
15,Greg Anthony,.657,.162,.080,.122,.293,.343,.496,.854,.000,.209
78,Greg Buckner,.919,.530,.121,.121,.146,.081,.687,.800,.000,.375
159,Greg Foster,.556,.111,.111,.111,.222,.444,.500,,.000,.500
360,Greg Ostertag,1.000,.716,.169,.109,.005,.000,.626,,.114,
354,Hakeem Olajuwon,.995,.251,.184,.409,.151,.005,.613,,.022,.000
333,Hanno Möttölä,.966,.331,.154,.174,.307,.034,.726,.000,.018,.308
240,Harold Jamison,1.000,.721,.279,.000,.000,.000,.682,,.209,
480,Hedo Türkoğlu,.751,.217,.114,.146,.275,.249,.471,.905,.031,.199
182,Horace Grant,1.000,.297,.041,.130,.532,.000,.807,,.016,
145,Howard Eisley,.669,.194,.137,.120,.217,.331,.089,.571,.000,.138
125,Hubert Davis,.613,.061,.141,.107,.304,.387,.663,.895,.000,.119
57,Ira Bowman,.857,.571,.000,.286,.000,.143,.200,,.000,.000
345,Ira Newble,.973,.578,.065,.171,.160,.027,.808,1.000,.114,.286
27,Isaac Austin,.967,.120,.054,.174,.620,.033,.917,,.000,.333
155,Isaac Fontaine,.643,.286,.071,.143,.143,.357,.000,1.000,.000,.400
409,Isaiah Rider,.815,.284,.160,.111,.259,.185,.516,1.000,.037,.133
441,Jabari Smith,.952,.349,.095,.175,.333,.048,.769,,.079,.000
486,Jacque Vaughn,.877,.301,.080,.089,.406,.123,.423,.833,.000,.259
501,Jahidi White,1.000,.781,.201,.018,.000,.000,.520,,.315,
479,Jake Tsakalidis,.998,.528,.323,.105,.043,.003,.695,,.155,.000
487,Jake Voskuhl,1.000,.731,.150,.098,.021,.000,.673,,.171,
420,Jalen Rose,.831,.123,.123,.247,.339,.169,.585,.865,.014,.427
287,Jamaal Magloire,.998,.691,.220,.051,.034,.002,.623,,.242,.000
473,Jamaal Tinsley,.770,.246,.205,.120,.199,.230,.377,.881,.000,.137
107,Jamal Crawford,.690,.070,.112,.123,.385,.310,.333,.846,.000,.121
298,Jamal Mashburn,.849,.149,.129,.258,.313,.151,.397,.951,.005,.152
387,James Posey,.678,.283,.076,.084,.235,.322,.710,.940,.092,.549
63,Jamison Brewer,.800,.400,.400,.000,.000,.200,1.000,,.000,.000
227,Jaren Jackson,.459,.027,.000,.054,.378,.541,.875,1.000,.000,.400
104,Jarron Collins,.997,.513,.181,.207,.096,.003,.646,,.044,.000
85,Jason Caffey,.986,.417,.236,.292,.042,.014,.556,,.083,.000
103,Jason Collier,.989,.453,.147,.095,.295,.011,.805,,.000,.000
105,Jason Collins,.993,.475,.176,.173,.169,.007,.448,1.000,.029,.000
200,Jason Hart,.895,.263,.053,.211,.368,.105,.600,,.000,.000
259,Jason Kidd,.680,.187,.059,.153,.281,.320,.387,.752,.002,.165
403,Jason Richardson,.774,.261,.167,.130,.216,.226,.474,.927,.081,.138
468,Jason Terry,.636,.196,.081,.153,.205,.364,.273,.738,.015,.185
507,Jason Williams,.563,.114,.035,.082,.333,.437,.301,.417,.001,.116
160,Jeff Foster,.962,.462,.157,.119,.223,.038,.634,1.000,.109,.333
309,Jeff McInnis,.791,.109,.190,.302,.191,.209,.405,.867,.001,.038
478,Jeff Trepagnier,.957,.391,.087,.000,.478,.043,1.000,,.174,.000
305,Jelani McCoy,1.000,.619,.238,.143,.000,.000,.667,,.238,
228,Jermaine Jackson,.952,.500,.071,.071,.310,.048,.421,.000,.095,.000
349,Jermaine O'Neal,.988,.271,.407,.222,.087,.012,.664,1.000,.115,.286
235,Jerome James,1.000,.381,.443,.158,.018,.000,.582,,.216,
508,Jerome Williams,1.000,.670,.134,.113,.082,.000,.626,,.098,
451,Jerry Stackhouse,.773,.249,.050,.190,.283,.227,.443,.756,.055,.363
427,Jeryl Sasser,1.000,.429,.214,.143,.214,.000,.333,,.000,
229,Jim Jackson,.849,.182,.126,.214,.327,.151,.410,.947,.019,.420
108,Joe Crispin,.426,.132,.074,.074,.147,.574,.545,.467,.000,.026
248,Joe Johnson,.777,.223,.159,.171,.224,.223,.587,.974,.024,.531
444,Joe Smith,.995,.324,.198,.160,.313,.005,.637,1.000,.084,.000
391,Joel Przybilla,.993,.782,.106,.099,.007,.007,.789,,.303,.000
9,John Amaechi,1.000,.470,.271,.078,.181,.000,.630,,.030,
112,John Crotty,.668,.250,.053,.058,.308,.332,.642,.774,.000,.014
452,John Starks,.694,.226,.061,.055,.352,.306,.800,.862,.003,.368
458,John Stockton,.899,.370,.062,.155,.312,.101,.404,.720,.000,.103
492,John Wallace,.939,.280,.201,.262,.196,.061,.693,1.000,.075,.077
346,Johnny Newman,.615,.277,.034,.068,.236,.385,.622,.909,.027,.281
34,Jon Barry,.506,.188,.034,.079,.207,.494,.552,.777,.002,.295
42,Jonathan Bender,.728,.233,.220,.089,.187,.272,.634,.978,.111,.256
157,Joseph Forte,.750,.000,.167,.167,.417,.250,1.000,,.000,.000
79,Jud Buechler,.492,.153,.008,.034,.297,.508,.739,.952,.000,.550
254,Jumaine Jones,.738,.222,.078,.133,.305,.263,.715,.923,.070,.131
217,Juwan Howard,.998,.323,.307,.268,.100,.002,.613,,.063,.000
328,Jérôme Moïso,1.000,.300,.200,.050,.450,.000,.750,,.150,
289,Karl Malone,.982,.272,.106,.214,.391,.018,.792,.778,.021,.040
69,Kedrick Brown,.614,.300,.086,.129,.100,.386,.556,1.000,.086,.593
484,Keith Van Horn,.731,.268,.137,.152,.174,.269,.635,.990,.059,.246
92,Kelvin Cato,.997,.752,.132,.071,.043,.003,.784,,.475,.000
178,Kendall Gill,.896,.216,.026,.121,.533,.104,.705,.833,.012,.386
12,Kenny Anderson,.954,.288,.127,.155,.384,.046,.406,.889,.000,.121
428,Kenny Satterfield,.864,.291,.156,.131,.286,.136,.379,.714,.010,.037
470,Kenny Thomas,.981,.409,.205,.077,.290,.019,.442,,.053,.250
297,Kenyon Martin,.930,.331,.207,.179,.214,.070,.616,1.000,.179,.164
98,Keon Clark,.994,.439,.179,.245,.130,.006,.600,,.089,.400
261,Kerry Kittles,.743,.307,.067,.095,.273,.257,.750,.908,.071,.087
168,Kevin Garnett,.917,.209,.216,.218,.275,.083,.588,.838,.067,.026
356,Kevin Ollie,.994,.360,.119,.156,.360,.006,.647,1.000,.000,1.000
514,Kevin Willis,.996,.486,.285,.144,.081,.004,.664,,.063,.000
139,Keyon Dooling,.754,.158,.193,.193,.211,.246,.389,1.000,.035,.214
206,Kirk Haston,.923,.154,.179,.231,.359,.077,.818,,.000,.333
76,Kobe Bryant,.917,.249,.142,.212,.315,.083,.363,.576,.061,.061
471,Kurt Thomas,.994,.336,.259,.284,.115,.006,.747,1.000,.014,.333
70,Kwame Brown,.996,.280,.284,.305,.128,.004,.500,,.115,.000
147,LaPhonso Ellis,.726,.190,.164,.126,.246,.274,.616,1.000,.029,.355
353,Lamar Odom,.767,.272,.228,.103,.164,.233,.341,.688,.025,.024
336,Lamond Murray,.759,.192,.118,.171,.278,.241,.587,.881,.044,.340
221,Larry Hughes,.885,.316,.205,.128,.236,.115,.378,.722,.040,.118
414,Larry Robinson,.500,.000,.000,.250,.250,.500,,1.000,.000,.500
450,Latrell Sprewell,.716,.156,.122,.195,.244,.284,.407,.800,.019,.201
388,Lavor Postell,.690,.179,.060,.250,.202,.310,.227,.667,.012,.308
167,Lawrence Funderburke,.988,.424,.131,.139,.294,.012,.548,,.102,.000
340,Lee Nailon,.997,.283,.209,.220,.285,.003,.707,1.000,.038,.500
445,Leon Smith,1.000,.615,.308,.077,.000,.000,.500,,.269,
222,Lindsey Hunter,.576,.122,.037,.139,.278,.424,.509,.899,.012,.231
515,Loren Woods,.979,.417,.208,.167,.188,.021,.758,,.094,.500
519,Lorenzen Wright,.996,.412,.288,.198,.099,.004,.682,,.082,.000
199,Lucious Harris,.780,.248,.060,.099,.374,.220,.698,.841,.004,.237
6,Malik Allen,.980,.176,.216,.216,.373,.020,.591,,.039,.000
423,Malik Rose,.981,.417,.152,.229,.183,.019,.610,1.000,.101,.333
339,Mamadou N'Diaye,1.000,.500,.200,.200,.100,.000,.667,,.000,
230,Marc Jackson,.994,.293,.220,.189,.293,.006,.600,,.037,.000
86,Marcus Camby,.997,.572,.159,.203,.062,.003,.692,,.138,.000
154,Marcus Fizer,.952,.350,.173,.239,.189,.048,.651,.857,.044,.220
50,Mark Blount,1.000,.474,.237,.145,.145,.000,.875,,.132,
77,Mark Bryant,1.000,.345,.218,.309,.127,.000,.760,,.055,
233,Mark Jackson,.671,.223,.228,.132,.088,.329,.348,.987,.000,.297
284,Mark Madsen,.986,.644,.219,.062,.062,.014,.591,,.116,.000
385,Mark Pope,.725,.363,.110,.055,.198,.275,.813,1.000,.088,.680
462,Mark Strickland,.980,.417,.113,.176,.275,.020,.744,1.000,.157,.500
100,Mateen Cleaves,.882,.353,.118,.074,.338,.118,.357,.000,.000,.125
83,Matt Bullard,.504,.096,.035,.043,.330,.496,.696,1.000,.000,.088
175,Matt Geiger,1.000,.250,.000,.375,.375,.000,.000,,.000,
196,Matt Harpring,.918,.350,.117,.208,.242,.082,.775,.952,.011,.594
149,Maurice Evans,.842,.474,.263,.105,.000,.158,.556,,.211,.333
35,Mengke Bateer,.909,.379,.144,.136,.250,.091,.694,1.000,.000,.000
516,Metta World Peace,.733,.263,.126,.149,.195,.267,.477,.868,.035,.200
59,Michael Bradley,.920,.560,.080,.160,.120,.080,.769,,.080,.000
116,Michael Curry,.906,.272,.036,.091,.507,.094,.839,1.000,.087,.346
135,Michael Dickerson,.563,.167,.000,.063,.333,.438,.714,1.000,.042,.238
138,Michael Doleac,1.000,.257,.123,.299,.321,.000,.846,,.016,
152,Michael Finley,.818,.186,.115,.204,.314,.182,.529,.908,.047,.254
256,Michael Jordan,.960,.122,.112,.328,.399,.040,.442,.700,.015,.038
359,Michael Olowokandi,1.000,.184,.527,.254,.035,.000,.549,,.058,
399,Michael Redd,.675,.251,.108,.133,.182,.325,.612,.932,.013,.414
424,Michael Ruffin,1.000,.615,.346,.038,.000,.000,.429,,.115,
456,Michael Stewart,1.000,.652,.261,.087,.000,.000,.750,,.087,
46,Mike Bibby,.860,.191,.072,.125,.472,.140,.557,.882,.004,.261
236,Mike James,.512,.047,.163,.047,.256,.488,.571,.875,.000,.190
322,Mike Miller,.622,.252,.096,.103,.171,.378,.468,.914,.055,.149
376,Mike Penberthy,1.000,.500,.000,.000,.500,.000,.000,,.000,
330,Mikki Moore,.967,.426,.131,.131,.279,.033,.679,1.000,.213,.500
368,Milt Palacio,.808,.393,.070,.089,.257,.192,.435,.923,.009,.537
408,Mitch Richmond,.749,.142,.065,.190,.352,.251,.561,.833,.008,.113
84,Mitchell Butler,.870,.565,.130,.000,.174,.130,.444,1.000,.043,1.000
509,Monty Williams,.989,.754,.130,.058,.047,.011,.505,,.047,.250
347,Moochie Norris,.788,.230,.113,.113,.333,.212,.316,.889,.000,.231
48,Mookie Blaylock,.712,.144,.055,.144,.370,.288,.343,.867,.000,.310
380,Morris Peterson,.699,.275,.079,.112,.233,.301,.643,.869,.020,.294
327,Nazr Mohammed,.999,.471,.236,.224,.067,.001,.626,,.097,.000
13,Nick Anderson,.368,.066,.039,.079,.184,.632,1.000,.923,.000,.188
481,Nick Van Exel,.715,.152,.222,.129,.212,.285,.298,.613,.000,.146
404,Norm Richardson,.692,.346,.077,.038,.231,.308,.833,1.000,.000,.875
146,Obinna Ekezie,1.000,.231,.359,.231,.179,.000,.692,,.051,
365,Olumide Oyedeji,1.000,.756,.244,.000,.000,.000,.591,,.171,
198,Othella Harrington,.996,.378,.336,.209,.073,.004,.654,,.024,.500
71,P.J. Brown,1.000,.421,.101,.269,.209,.000,.736,,.072,
172,Pat Garrity,.484,.048,.037,.056,.343,.516,.772,.982,.007,.210
150,Patrick Ewing,.997,.330,.273,.243,.150,.003,.635,,.042,1.000
173,Pau Gasol,.995,.465,.344,.111,.075,.005,.691,1.000,.174,.000
382,Paul Pierce,.675,.260,.071,.118,.225,.325,.543,.767,.033,.110
459,Peja Stojaković,.726,.237,.105,.108,.275,.274,.617,.853,.025,.277
26,Player,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,%3PA
255,Popeye Jones,.978,.262,.246,.222,.248,.022,.661,1.000,.004,.364
141,Predrag Drobnjak,.995,.251,.133,.159,.452,.005,.822,,.031,.000
64,Primož Brezec,1.000,.586,.172,.069,.172,.000,.571,,.000,
407,Quentin Richardson,.623,.293,.145,.080,.107,.377,.513,.940,.054,.086
274,Quincy Lewis,.874,.266,.084,.133,.392,.126,.787,.667,.014,.389
267,Raef LaFrentz,.709,.359,.104,.075,.171,.291,.719,.971,.049,.246
8,Rafer Alston,.628,.230,.042,.089,.267,.372,.231,.926,.000,.310
41,Raja Bell,.817,.258,.117,.175,.267,.183,.659,1.000,.017,.432
73,Randy Brown,1.000,1.000,.000,.000,.000,.000,,,.000,
276,Randy Livingston,.852,.333,.185,.130,.204,.148,.714,1.000,.000,.250
275,Rashard Lewis,.675,.183,.198,.140,.154,.325,.623,.984,.050,.392
493,Rasheed Wallace,.754,.196,.184,.169,.204,.246,.685,.965,.090,.161
344,Rasho Nesterović,.998,.330,.367,.158,.143,.002,.651,,.044,.000
485,Ratko Varda,1.000,.667,.000,.000,.333,.000,1.000,,.000,
7,Ray Allen,.540,.167,.089,.176,.108,.460,.449,.769,.028,.250
323,Reggie Miller,.515,.106,.035,.094,.279,.485,.791,.883,.007,.273
437,Reggie Slater,1.000,.400,.533,.000,.067,.000,.857,,.067,
189,Richard Hamilton,.961,.172,.221,.333,.235,.039,.632,1.000,.012,.119
241,Richard Jefferson,.905,.423,.081,.103,.298,.095,.630,.923,.129,.411
75,Rick Brunson,.903,.345,.062,.080,.407,.097,.282,1.000,.000,.455
163,Rick Fox,.656,.212,.071,.127,.246,.344,.616,.969,.012,.255
126,Ricky Davis,.955,.312,.064,.213,.366,.045,.638,.636,.111,.200
214,Robert Horry,.559,.204,.070,.091,.193,.441,.626,.947,.046,.369
366,Robert Pack,.941,.368,.132,.103,.338,.059,.208,.000,.000,.000
