,Player,% of FGA by Distance - 2P,% of FGA by Distance - 0-3,% of FGA by Distance - 3-10,% of FGA by Distance - 10-16,% of FGA by Distance - 16-3P,% of FGA by Distance - 3P,% of FG Ast'd - 2P,% of FG Ast'd - 3P,Dunks - %FGA,Corner 3s - %3PA
321,Carl Landry,.993,.522,.105,.163,.203,.007,.669,1.000,.160,.667
71,Carlos Boozer,1.000,.441,.166,.186,.207,.000,.633,,.047,
20,Carmelo Anthony,.859,.351,.084,.132,.292,.141,.428,.873,.057,.176
94,Caron Butler,.806,.282,.100,.116,.308,.194,.408,.431,.027,.176
347,Cartier Martin,.571,.286,.039,.117,.130,.429,.556,1.000,.000,.545
499,Cedric Simmons,1.000,.560,.280,.120,.040,.000,.545,,.160,
192,Channing Frye,.876,.142,.101,.060,.573,.124,.794,1.000,.022,.485
50,Charlie Bell,.542,.153,.017,.061,.311,.458,.523,.839,.004,.446
555,Charlie Villanueva,.763,.274,.173,.154,.163,.237,.578,.989,.052,.140
56,Chauncey Billups,.595,.180,.069,.113,.233,.405,.157,.537,.001,.091
483,Cheikh Samb,.906,.219,.063,.125,.500,.094,.667,,.000,.333
18,Chris Andersen,.966,.747,.089,.065,.065,.034,.639,.500,.247,.300
72,Chris Bosh,.961,.314,.135,.181,.331,.039,.519,.833,.073,.041
164,Chris Douglas-Roberts,.932,.494,.131,.131,.176,.068,.474,1.000,.023,.750
169,Chris Duhon,.523,.330,.072,.029,.091,.477,.113,.583,.003,.148
309,Chris Kaman,1.000,.518,.207,.200,.075,.000,.714,,.066,
368,Chris Mihm,1.000,.575,.275,.125,.025,.000,.667,,.075,
428,Chris Paul,.860,.264,.186,.160,.249,.140,.097,.547,.003,.051
446,Chris Quinn,.526,.131,.083,.083,.228,.474,.339,.821,.000,.204
578,Chris Wilcox,.989,.551,.284,.130,.024,.011,.571,,.200,.000
238,Chuck Hayes,.965,.504,.372,.080,.009,.035,.667,,.000,.000
27,Chucky Atkins,.496,.142,.018,.027,.310,.504,.632,.867,.000,.175
76,Corey Brewer,.867,.389,.067,.067,.344,.133,.625,1.000,.044,.583
339,Corey Maggette,.850,.331,.151,.107,.260,.150,.522,1.000,.052,.147
323,Courtney Lee,.624,.291,.046,.085,.202,.376,.534,.963,.043,.473
502,Courtney Sims,1.000,.667,.167,.000,.167,.000,.667,,.000,
510,Craig Smith,.998,.588,.300,.064,.047,.002,.588,,.023,.000
380,Cuttino Mobley,.760,.349,.034,.158,.219,.240,.490,1.000,.021,.371
30,D.J. Augustin,.604,.277,.066,.079,.182,.396,.151,.861,.000,.191
271,D.J. Mbenga,.982,.333,.175,.281,.193,.018,.815,,.123,.000
576,D.J. White,1.000,.380,.160,.300,.160,.000,.654,,.040,
122,Daequan Cook,.388,.067,.026,.074,.220,.612,.596,.954,.012,.309
302,Dahntay Jones,.949,.500,.158,.074,.217,.051,.587,1.000,.101,.882
581,Damien Wilkins,.662,.197,.103,.094,.268,.338,.560,1.000,.033,.458
303,Damon Jones,.176,.029,.000,.029,.118,.824,,.909,.000,.286
193,Dan Gadzuric,.992,.480,.123,.221,.168,.008,.641,,.156,.000
203,Daniel Gibson,.463,.112,.055,.049,.247,.537,.469,.898,.002,.424
195,Danilo Gallinari,.424,.136,.048,.064,.176,.576,.458,.906,.024,.278
217,Danny Granger,.648,.198,.103,.104,.242,.352,.373,.951,.016,.064
370,Darius Miles,.939,.434,.091,.121,.293,.061,.447,.000,.081,.000
519,Darius Songaila,.998,.389,.195,.090,.324,.002,.798,,.007,.000
371,Darko Miličić,1.000,.492,.444,.045,.019,.000,.672,,.154,
279,Darnell Jackson,.977,.384,.105,.116,.372,.023,.838,,.105,1.000
26,Darrell Arthur,.995,.381,.177,.161,.278,.005,.775,,.128,.000
324,David Lee,.997,.636,.121,.123,.117,.003,.665,,.114,.000
571,David West,.981,.255,.202,.242,.281,.019,.578,1.000,.030,.240
308,DeAndre Jordan,1.000,.850,.129,.014,.007,.000,.677,,.503,
398,DeMarcus Nelson,.944,.407,.259,.019,.259,.056,.333,,.019,.000
155,DeSagana Diop,1.000,.579,.263,.123,.035,.000,.676,,.099,
522,DeShawn Stevenson,.442,.130,.035,.035,.242,.558,.216,.857,.000,.271
84,Dee Brown,.510,.367,.061,.020,.061,.490,.364,.857,.000,.125
572,Delonte West,.635,.229,.067,.138,.200,.365,.268,.923,.016,.456
401,Demetris Nichols,.778,.222,.111,.000,.444,.222,.000,,.000,.000
185,Derek Fisher,.561,.137,.076,.071,.278,.439,.372,.892,.000,.262
582,Deron Williams,.770,.340,.097,.073,.260,.230,.221,.486,.008,.035
471,Derrick Rose,.940,.392,.089,.127,.332,.060,.342,.813,.017,.139
180,Desmon Farmer,.143,.143,.000,.000,.000,.857,1.000,1.000,.000,.667
351,Desmond Mason,.989,.414,.267,.214,.095,.011,.613,,.074,.000
202,Devean George,.465,.268,.028,.035,.134,.535,.594,1.000,.042,.592
87,Devin Brown,.690,.358,.115,.086,.131,.310,.410,.964,.013,.227
231,Devin Harris,.788,.387,.068,.121,.212,.212,.192,.500,.002,.055
395,Dikembe Mutombo,1.000,.846,.154,.000,.000,.000,.600,,.077,
410,Dirk Nowitzki,.895,.144,.085,.327,.339,.105,.520,.967,.009,.041
363,Dominic McGuire,.988,.426,.139,.059,.364,.012,.572,1.000,.117,.000
290,Dontell Jefferson,.909,.545,.045,.136,.182,.091,.400,1.000,.045,.500
223,Donté Greene,.576,.229,.081,.047,.220,.424,.647,1.000,.042,.280
346,Donyell Marshall,.247,.151,.027,.000,.068,.753,.500,.960,.027,.418
597,Dorell Wright,1.000,.500,.050,.100,.350,.000,.625,,.100,
208,Drew Gooden,.992,.263,.192,.202,.336,.008,.578,,.036,.500
304,Dwayne Jones,1.000,.714,.286,.000,.000,.000,.750,,.000,
258,Dwight Howard,.998,.546,.398,.045,.008,.002,.513,,.217,.000
558,Dwyane Wade,.840,.334,.084,.094,.328,.160,.253,.295,.082,.151
567,Earl Watson,.812,.318,.117,.075,.302,.188,.188,.800,.002,.188
205,Eddie Gill,.667,.333,.111,.000,.222,.333,.000,1.000,.000,.000
257,Eddie House,.393,.050,.004,.054,.286,.607,.622,.921,.000,.297
133,Eddy Curry,1.000,1.000,.000,.000,.000,.000,.500,,.000,
396,Eduardo Nájera,.662,.446,.108,.027,.081,.338,.679,1.000,.027,.240
75,Elton Brand,1.000,.271,.203,.367,.159,.000,.607,,.044,
421,Emeka Okafor,1.000,.605,.238,.130,.027,.000,.737,,.192,
213,Eric Gordon,.626,.332,.059,.050,.185,.374,.525,.893,.037,.136
135,Erick Dampier,1.000,.821,.139,.032,.007,.000,.643,,.261,
535,Etan Thomas,1.000,.561,.364,.076,.000,.000,.656,,.197,
418,Fabricio Oberto,.990,.567,.202,.154,.067,.010,.754,,.000,.000
175,Francisco Elson,.976,.503,.053,.189,.231,.024,.634,1.000,.136,.250
196,Francisco García,.668,.242,.065,.083,.278,.332,.469,.818,.023,.249
305,Fred Jones,.536,.284,.050,.054,.148,.464,.493,.963,.022,.272
444,Gabe Pruitt,.525,.089,.040,.050,.347,.475,.235,.929,.020,.375
249,George Hill,.804,.363,.108,.073,.261,.196,.452,.792,.030,.438
220,Gerald Green,.744,.244,.067,.167,.267,.256,.492,.929,.056,.304
562,Gerald Wallace,.838,.665,.064,.014,.096,.162,.491,.974,.075,.634
22,Gilbert Arenas,.696,.304,.087,.000,.304,.304,.250,1.000,.000,.143
143,Glen Davis,.989,.331,.144,.109,.404,.011,.772,1.000,.031,.200
165,Goran Dragić,.759,.317,.049,.134,.259,.241,.265,.600,.013,.111
250,Grant Hill,.898,.380,.132,.177,.209,.102,.653,.958,.036,.684
93,Greg Buckner,.679,.352,.094,.075,.157,.321,.604,1.000,.006,.431
419,Greg Oden,1.000,.644,.308,.048,.000,.000,.500,,.302,
565,Hakim Warrick,.967,.444,.179,.089,.254,.033,.642,1.000,.166,.391
224,Hamed Haddadi,1.000,.387,.387,.161,.065,.000,.533,,.161,
3,Hassan Adams,1.000,.462,.154,.154,.231,.000,.500,,.077,
548,Hedo Türkoğlu,.633,.260,.075,.129,.170,.367,.218,.799,.006,.106
560,Henry Walker,.983,.672,.017,.069,.224,.017,.806,,.259,.000
25,Hilton Armstrong,.992,.561,.220,.138,.073,.008,.587,,.264,.000
152,Ike Diogu,.973,.419,.243,.135,.176,.027,.447,1.000,.027,.500
549,Ime Udoka,.564,.188,.028,.091,.258,.436,.623,.951,.014,.656
37,J.J. Barea,.724,.399,.110,.074,.142,.276,.178,.582,.000,.149
247,J.J. Hickson,1.000,.603,.186,.082,.129,.000,.760,,.206,
204,J.R. Giddens,1.000,.333,.000,.000,.667,.000,1.000,,.000,
511,J.R. Smith,.523,.216,.049,.038,.220,.477,.332,.800,.034,.115
457,JJ Redick,.401,.084,.010,.060,.247,.599,.500,.896,.000,.212
361,JaVale McGee,1.000,.589,.261,.101,.049,.000,.592,,.217,
554,Jacque Vaughn,.987,.293,.133,.067,.493,.013,.478,.000,.000,.000
556,Jake Voskuhl,1.000,.267,.133,.200,.400,.000,.500,,.022,
340,Jamaal Magloire,1.000,.626,.328,.038,.008,.000,.569,,.206,
123,Jamal Crawford,.614,.139,.086,.102,.288,.386,.235,.704,.000,.223
382,Jamario Moon,.614,.247,.008,.042,.316,.386,.720,.892,.129,.328
399,Jameer Nelson,.659,.224,.075,.087,.273,.341,.097,.659,.000,.260
306,James Jones,.356,.020,.020,.047,.268,.644,.682,1.000,.007,.573
439,James Posey,.401,.216,.080,.050,.055,.599,.390,.931,.025,.347
508,James Singleton,.819,.471,.104,.063,.181,.181,.596,1.000,.149,.600
577,James White,.600,.200,.000,.200,.200,.400,.500,1.000,.000,.500
166,Jared Dudley,.740,.312,.077,.070,.281,.260,.607,1.000,.004,.554
292,Jared Jeffries,.956,.590,.073,.051,.242,.044,.697,1.000,.077,.750
277,Jarrett Jack,.741,.253,.141,.104,.243,.259,.289,.923,.002,.326
112,Jarron Collins,1.000,.486,.114,.171,.229,.000,.500,,.000,
239,Jarvis Hayes,.577,.168,.036,.121,.251,.423,.724,.936,.012,.529
113,Jason Collins,1.000,.386,.143,.214,.257,.000,.591,,.057,
232,Jason Hart,.936,.234,.085,.128,.489,.064,.567,,.000,.000
310,Jason Kapono,.621,.068,.058,.103,.392,.379,.828,.959,.000,.384
311,Jason Kidd,.477,.165,.050,.055,.207,.523,.349,.901,.000,.245
353,Jason Maxiell,.997,.572,.091,.163,.172,.003,.668,,.303,.000
458,Jason Richardson,.666,.323,.114,.057,.171,.334,.568,.907,.079,.317
534,Jason Terry,.610,.161,.072,.119,.258,.390,.457,.796,.008,.265
543,Jason Thompson,.989,.495,.243,.096,.155,.011,.632,,.138,.000
127,Javaris Crittenton,.947,.561,.154,.042,.189,.053,.341,.500,.046,.133
583,Jawad Williams,.500,.167,.083,.083,.167,.500,1.000,1.000,.083,.667
187,Jeff Foster,.980,.603,.122,.062,.193,.020,.634,1.000,.042,.000
221,Jeff Green,.769,.320,.125,.110,.213,.231,.516,.917,.066,.235
462,Jeremy Richardson,.653,.082,.082,.102,.388,.347,.375,.667,.020,.471
414,Jermaine O'Neal,.999,.290,.281,.275,.153,.001,.581,,.077,.000
141,Jermareo Davidson,1.000,.314,.057,.200,.429,.000,.647,,.143,
281,Jerome James,1.000,.000,.625,.250,.125,.000,.000,,.000,
521,Jerry Stackhouse,.683,.233,.033,.167,.250,.317,.462,1.000,.033,.421
46,Jerryd Bayless,.857,.487,.085,.069,.217,.143,.387,1.000,.074,.481
404,Joakim Noah,.997,.895,.086,.011,.005,.003,.589,,.250,.000
9,Joe Alexander,.812,.302,.094,.180,.237,.188,.709,.938,.061,.370
126,Joe Crawford,.600,.400,.100,.100,.000,.400,.500,1.000,.100,.250
296,Joe Johnson,.708,.171,.200,.123,.215,.292,.280,.752,.008,.273
512,Joe Smith,.979,.273,.156,.126,.423,.021,.739,1.000,.060,.429
21,Joel Anthony,1.000,.627,.271,.068,.034,.000,.596,,.178,
445,Joel Przybilla,.996,.859,.134,.004,.000,.004,.589,,.242,.000
160,Joey Dorsey,1.000,1.000,.000,.000,.000,.000,1.000,,.500,
215,Joey Graham,.967,.415,.198,.125,.229,.033,.662,.667,.110,.375
434,Johan Petro,.989,.273,.267,.227,.222,.011,.753,,.091,.500
480,John Salmons,.724,.298,.100,.134,.192,.276,.341,.683,.024,.232
179,Jordan Farmar,.646,.330,.068,.085,.163,.354,.420,.816,.027,.164
67,Josh Boone,1.000,.748,.098,.103,.051,.000,.735,,.159,
259,Josh Howard,.785,.223,.112,.171,.278,.215,.488,.845,.015,.292
364,Josh McRoberts,.880,.518,.133,.036,.193,.120,.657,,.048,.000
441,Josh Powell,1.000,.368,.163,.184,.285,.000,.736,,.079,
515,Josh Smith,.898,.403,.244,.060,.191,.102,.630,.885,.128,.207
98,José Calderón,.686,.194,.009,.054,.429,.314,.185,.878,.003,.129
158,Juan Dixon,.707,.188,.094,.145,.281,.293,.316,.520,.000,.147
599,Julian Wright,.910,.415,.115,.171,.209,.090,.570,1.000,.158,.333
260,Juwan Howard,1.000,.293,.204,.224,.279,.000,.707,,.014,
479,Kareem Rush,.431,.138,.052,.086,.155,.569,.600,1.000,.000,.303
62,Keith Bogans,.327,.225,.034,.037,.031,.673,.556,.986,.000,.427
31,Kelenna Azubuike,.751,.351,.142,.073,.185,.249,.473,.947,.039,.257
431,Kendrick Perkins,.996,.556,.351,.065,.023,.004,.562,,.119,.000
536,Kenny Thomas,1.000,.625,.375,.000,.000,.000,.333,,.000,
348,Kenyon Martin,.941,.404,.228,.086,.222,.059,.701,.929,.182,.263
173,Kevin Durant,.835,.260,.098,.178,.299,.165,.502,.948,.086,.083
198,Kevin Garnett,.989,.243,.185,.184,.377,.011,.742,1.000,.096,.125
331,Kevin Love,.972,.528,.164,.103,.177,.028,.599,.500,.060,.105
350,Kevin Martin,.658,.200,.083,.100,.276,.342,.442,.809,.030,.256
423,Kevin Ollie,.993,.307,.113,.127,.447,.007,.525,,.000,.000
159,Keyon Dooling,.607,.239,.055,.102,.211,.393,.272,.788,.035,.370
252,Kirk Hinrich,.597,.112,.048,.091,.346,.403,.351,.855,.000,.266
92,Kobe Bryant,.804,.203,.120,.181,.299,.196,.326,.644,.036,.086
317,Kosta Koufos,1.000,.541,.205,.097,.157,.000,.638,,.092,
266,Kris Humphries,1.000,.422,.133,.178,.267,.000,.737,,.100,
537,Kurt Thomas,.993,.247,.128,.204,.414,.007,.810,,.000,.500
88,Kwame Brown,1.000,.680,.189,.112,.018,.000,.711,,.154,
316,Kyle Korver,.523,.093,.020,.082,.329,.477,.866,1.000,.007,.494
332,Kyle Lowry,.774,.424,.099,.081,.171,.226,.262,.880,.000,.347
568,Kyle Weaver,.622,.350,.081,.045,.146,.378,.543,.844,.033,.398
183,Kyrylo Fesenko,1.000,.722,.194,.028,.056,.000,.667,,.333,
8,LaMarcus Aldridge,.977,.245,.211,.179,.343,.023,.567,1.000,.098,.643
420,Lamar Odom,.853,.538,.137,.060,.119,.147,.572,.909,.060,.330
263,Larry Hughes,.654,.167,.070,.072,.345,.346,.510,.987,.004,.321
282,LeBron James,.762,.333,.092,.074,.263,.238,.318,.424,.083,.107
36,Leandro Barbosa,.684,.337,.096,.092,.158,.316,.449,.900,.000,.358
440,Leon Powe,1.000,.725,.237,.021,.018,.000,.559,,.142,
314,Linas Kleiza,.587,.370,.104,.034,.079,.413,.772,.989,.076,.416
267,Lindsey Hunter,.415,.146,.037,.049,.183,.585,.000,.875,.000,.146
298,Linton Johnson,.818,.182,.091,.182,.364,.182,.667,1.000,.000,.500
600,Lorenzen Wright,1.000,.370,.074,.296,.259,.000,.700,,.074,
17,Lou Amundson,.996,.728,.164,.060,.044,.004,.701,,.168,.000
584,Lou Williams,.739,.347,.073,.105,.213,.261,.300,.619,.024,.295
356,Luc Mbah a Moute,.992,.489,.073,.116,.314,.008,.727,,.061,.500
488,Luis Scola,.996,.453,.175,.126,.242,.004,.705,,.010,.000
464,Luke Ridnour,.747,.137,.090,.135,.385,.253,.272,.636,.000,.210
564,Luke Walton,.814,.280,.199,.117,.218,.186,.726,.941,.016,.702
146,Luol Deng,.966,.328,.095,.088,.455,.034,.724,.875,.046,.550
241,Luther Head,.625,.257,.097,.083,.188,.375,.486,.750,.000,.296
42,Maceo Baston,.978,.609,.174,.152,.043,.022,.680,,.174,.000
10,Malik Allen,.994,.176,.076,.288,.453,.006,.753,,.029,.000
225,Malik Hairston,.980,.531,.082,.061,.306,.020,.583,,.163,1.000
472,Malik Rose,.947,.244,.176,.130,.397,.053,.533,,.008,.286
206,Manu Ginóbili,.574,.281,.071,.088,.134,.426,.338,.725,.006,.206
199,Marc Gasol,.998,.436,.371,.088,.104,.002,.497,,.067,.000
214,Marcin Gortat,.995,.594,.225,.128,.048,.005,.724,1.000,.086,.000
48,Marco Belinelli,.587,.170,.076,.060,.281,.413,.432,.865,.003,.275
33,Marcus Banks,.667,.368,.035,.018,.246,.333,.222,.667,.000,.526
99,Marcus Camby,.992,.500,.097,.121,.274,.008,.676,1.000,.075,.000
585,Marcus Williams,.647,.176,.118,.000,.353,.353,1.000,1.000,.000,.000
114,Mardy Collins,.874,.401,.304,.085,.085,.126,.326,.846,.016,.355
108,Mario Chalmers,.530,.254,.101,.044,.131,.470,.201,.895,.020,.151
574,Mario West,.971,.765,.029,.059,.118,.029,.308,.000,.235,.000
61,Mark Blount,.654,.077,.077,.103,.397,.346,.526,1.000,.038,.296
338,Mark Madsen,1.000,.286,.500,.214,.000,.000,.333,,.000,
287,Marko Jarić,.807,.393,.090,.076,.248,.193,.297,1.000,.000,.214
139,Marquis Daniels,.869,.389,.180,.126,.174,.131,.505,.944,.029,.289
520,Marreese Speights,.984,.472,.114,.173,.225,.016,.764,1.000,.177,.250
569,Martell Webster,.000,.000,.000,.000,.000,1.000,,,.000,.000
587,Marvin Williams,.751,.280,.188,.098,.185,.249,.613,.964,.058,.490
39,Matt Barnes,.494,.234,.129,.053,.077,.506,.565,.923,.034,.346
66,Matt Bonner,.500,.131,.116,.103,.151,.500,.682,1.000,.009,.231
102,Matt Carroll,.690,.129,.058,.088,.415,.310,.769,1.000,.000,.491
227,Matt Harpring,.992,.365,.145,.191,.290,.008,.802,,.004,.500
5,Maurice Ager,.860,.442,.023,.047,.349,.140,.467,,.047,.000
177,Maurice Evans,.485,.261,.054,.041,.129,.515,.482,.939,.083,.476
422,Mehmet Okur,.773,.262,.151,.117,.241,.227,.572,1.000,.036,.069
176,Melvin Ely,1.000,.432,.274,.221,.074,.000,.568,,.137,
594,Metta World Peace,.631,.249,.068,.076,.237,.369,.278,.778,.011,.196
47,Michael Beasley,.915,.284,.165,.135,.331,.085,.551,.909,.040,.296
184,Michael Finley,.537,.083,.061,.128,.266,.463,.741,.985,.009,.464
456,Michael Redd,.651,.265,.091,.110,.185,.349,.453,.957,.007,.309
477,Michael Ruffin,1.000,1.000,.000,.000,.000,.000,.500,,.143,
438,Mickaël Piétrus,.477,.256,.035,.031,.155,.523,.635,.913,.075,.623
54,Mike Bibby,.574,.075,.055,.038,.407,.426,.419,.958,.000,.157
118,Mike Conley,.703,.318,.097,.073,.215,.297,.149,.955,.007,.272
172,Mike Dunleavy,.612,.181,.116,.056,.259,.388,.705,1.000,.004,.233
283,Mike James,.642,.208,.125,.058,.251,.358,.352,.913,.000,.207
377,Mike Miller,.589,.305,.051,.020,.214,.411,.508,.835,.033,.178
532,Mike Taylor,.850,.404,.217,.079,.150,.150,.268,.692,.034,.175
385,Mikki Moore,1.000,.466,.117,.073,.345,.000,.763,,.175,
588,Mo Williams,.627,.120,.106,.116,.285,.373,.286,.803,.000,.390
174,Monta Ellis,.940,.300,.133,.100,.407,.060,.323,.375,.021,.269
13,Morris Almond,.790,.370,.099,.074,.247,.210,.857,1.000,.012,.588
433,Morris Peterson,.536,.131,.071,.093,.240,.464,.750,.909,.005,.482
492,Mouhamed Sene,1.000,.556,.222,.111,.111,.000,.500,,.333,
468,Nate Robinson,.625,.299,.080,.091,.156,.375,.284,.768,.008,.223
288,Nathan Jawai,1.000,.500,.500,.000,.000,.000,1.000,,.000,
381,Nazr Mohammed,1.000,.495,.139,.238,.129,.000,.610,,.079,
318,Nenad Krstić,1.000,.278,.088,.130,.504,.000,.785,,.042,
248,Nenê,.993,.646,.099,.080,.168,.007,.752,1.000,.212,.000
117,Nick Collison,.995,.570,.192,.075,.159,.005,.663,,.166,.000
601,Nick Young,.783,.168,.098,.179,.339,.217,.264,.946,.038,.280
45,Nicolas Batum,.535,.330,.053,.022,.130,.465,.657,.968,.133,.524
355,O.J. Mayo,.705,.209,.096,.109,.292,.295,.281,.807,.029,.161
430,Oleksiy Pecherov,.574,.198,.149,.099,.129,.426,.440,.929,.050,.140
268,Othello Hunter,1.000,.650,.200,.000,.150,.000,.636,,.050,
411,Patrick O'Bryant,.976,.250,.190,.214,.321,.024,.778,,.202,.000
200,Pau Gasol,.998,.426,.295,.175,.102,.002,.574,1.000,.120,.500
144,Paul Davis,.990,.347,.122,.153,.367,.010,.725,,.041,.000
378,Paul Millsap,.995,.619,.135,.101,.139,.005,.648,,.119,.000
437,Paul Pierce,.743,.266,.062,.187,.228,.257,.363,.924,.008,.138
523,Peja Stojaković,.466,.092,.043,.092,.239,.534,.620,.979,.001,.352
24,Player,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,%3PA
365,Pops Mensah-Bonsu,.981,.748,.097,.058,.078,.019,.538,,.262,.000
463,Quentin Richardson,.507,.289,.055,.036,.126,.493,.415,.983,.013,.231
161,Quincy Douby,.582,.145,.164,.055,.218,.418,.250,.643,.009,.261
475,Quinton Ross,.660,.185,.077,.069,.328,.340,.576,1.000,.004,.568
14,Rafer Alston,.596,.279,.140,.051,.126,.404,.118,.804,.000,.097
51,Raja Bell,.604,.076,.028,.070,.430,.396,.741,.939,.004,.292
470,Rajon Rondo,.937,.557,.141,.084,.154,.063,.313,.400,.020,.229
496,Ramon Sessions,.956,.430,.195,.135,.196,.044,.381,.833,.018,.118
388,Randolph Morris,1.000,.176,.294,.471,.059,.000,.714,,.000,
188,Randy Foye,.686,.276,.123,.078,.208,.314,.233,.766,.016,.185
357,Rashad McCants,.613,.295,.072,.082,.164,.387,.403,.746,.033,.164
325,Rashard Lewis,.491,.172,.099,.126,.095,.509,.391,.945,.017,.287
