,PLAYER,TEAM,GP,W,L,MIN,PTS,TOUCHES,FRONT CT TOUCHES,TIME OF POSS,AVG SEC PER TOUCH,AVG DRIB PER TOUCH,PTS PER TOUCH,ELBOW TOUCHES,POST UPS,PAINT TOUCHES,PTS PER ELBOW TOUCH,PTS PER POST TOUCH,PTS PER PAINT TOUCH,DRIVES,FGM,FGA,FG%,FTM,FTA,FT%,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%,Drive PTS,Drive FG%,C&S PTS,C&S FG%,Pull Up PTS,Pull Up FG%,Paint Touch PTS,Paint Touch FG%,Post Touch PTS,Post Touch FG%,Elbow Touch PTS,Elbow Touch FG%,eFG%,OREB,Contested OREB,Contested OREB%,OREB Chances,OREB Chance%,Deferred OREB Chances,Adjusted OREB Chance%,AVG OREB Distance,DREB,Contested DREB,Contested DREB%,DREB Chances,DREB Chance%,Deferred DREB Chances,Adjusted DREB Chance%,AVG DREB Distance,STL,BLK,DFGM,DFGA,DFG%
10,Amir Johnson,PHI,51,32,19,10.4,3.9,20.7,12.4,0.5,1.34,0.42,0.19,2.0,0.3,2.4,0.245,0.538,0.901,0.5,0.2,0.2,72.7,0.0,0.0,100.0,75.0,0.1,29.2,0.0,0.0,0.1,16.7,0.0,4.2,0.4,72.7,0.7,29.5,0.1,100.0,2.1,60.0,0.1,42.9,0.5,52.4,54.1,1.2,0.9,72.3,2.9,40.5,0.1,42.3,4.9,2.5,1.2,47.0,4.4,56.8,0.5,64.1,4.0,0.3,0.3,1.4,2.2,63.1
11,Andre Iguodala,GSW,68,47,21,23.2,5.7,38.3,20.4,1.6,2.5,1.5,0.149,0.9,0.3,1.7,0.295,0.1,0.828,1.0,0.2,0.3,47.8,0.1,0.3,52.6,47.1,0.5,44.3,0.1,14.3,0.1,7.1,0.1,12.9,0.5,47.8,2.0,32.6,0.4,30.0,1.4,88.7,0.0,20.0,0.3,72.7,57.9,0.7,0.3,37.5,1.4,49.5,0.0,50.0,12.0,3.0,0.7,24.5,5.2,59.0,0.5,65.2,8.5,0.9,0.8,1.2,1.9,65.4
12,Andrew Wiggins,MIN,73,31,42,34.8,18.1,48.0,34.8,2.6,3.23,2.24,0.377,0.8,2.3,2.2,0.909,0.527,0.828,8.0,1.7,4.2,40.9,1.1,1.6,67.5,57.1,2.4,29.8,0.6,7.6,0.6,7.2,0.8,9.6,4.5,40.9,3.8,34.9,4.4,32.5,1.8,55.0,1.2,40.2,0.7,55.6,46.1,1.2,0.7,62.7,3.3,34.6,0.2,36.6,9.5,3.7,0.8,21.6,6.7,55.6,0.7,62.1,7.1,1.0,0.7,2.6,3.8,67.0
13,Anthony Davis,NOP,56,25,31,33.0,25.9,73.7,45.7,2.6,2.11,1.04,0.352,3.8,7.0,8.9,0.617,0.543,1.117,3.8,1.2,2.4,48.5,0.7,0.9,71.2,82.2,0.8,19.6,0.3,7.9,0.1,3.7,0.4,11.7,3.1,48.5,3.7,39.5,2.7,33.2,9.9,70.3,3.8,41.1,2.4,47.9,54.0,3.1,2.2,71.3,6.0,51.6,0.1,52.6,5.4,8.9,3.2,35.5,13.1,68.1,0.8,72.5,4.7,1.6,2.4,3.6,5.7,63.8
14,Anthony Tolliver,MIN,65,27,38,16.6,5.0,22.1,12.2,0.5,1.37,0.32,0.227,0.4,0.2,0.7,0.32,0.125,0.512,0.6,0.1,0.2,40.0,0.2,0.3,77.8,63.4,0.2,34.1,0.0,4.9,0.1,9.8,0.1,19.5,0.4,40.0,3.7,37.4,0.2,38.5,0.3,43.8,0.0,25.0,0.1,20.0,53.9,0.3,0.1,40.0,1.1,23.1,0.1,25.4,12.7,2.8,0.5,19.3,4.8,58.5,0.5,65.4,6.5,0.3,0.3,1.2,2.0,62.8
15,Aron Baynes,BOS,51,32,19,16.1,5.6,23.7,15.3,0.5,1.32,0.28,0.235,1.4,0.6,3.8,0.594,0.483,0.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,35.7,0.0,0.0,3.0,54.3,0.3,54.5,0.8,53.6,51.8,1.8,1.4,76.1,4.1,44.0,0.1,45.1,4.5,3.1,1.0,32.2,6.1,51.0,0.7,57.6,4.8,0.2,0.7,2.0,3.5,57.0
16,BJ Johnson,SAC,7,2,5,7.1,3.3,6.1,4.0,0.2,1.93,1.19,0.535,0.3,0.0,0.3,1.0,0.0,0.0,0.3,0.3,0.3,100.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,100.0,1.3,37.5,0.9,60.0,0.0,0.0,0.0,0.0,0.3,50.0,58.3,0.7,0.7,100.0,1.0,66.7,0.0,66.7,4.1,2.0,0.0,0.0,3.3,60.0,0.0,60.0,5.0,0.3,0.0,1.0,1.3,77.8
17,Bam Adebayo,MIA,82,39,43,23.3,8.9,34.5,22.2,1.2,2.08,0.92,0.258,4.3,1.9,5.9,0.263,0.222,0.913,0.8,0.1,0.4,38.7,0.2,0.3,78.3,63.6,0.2,27.3,0.0,1.5,0.0,6.1,0.1,16.7,0.5,38.7,0.4,25.9,0.4,48.6,5.3,68.1,0.4,39.4,1.1,47.1,57.9,2.0,1.3,66.7,4.8,41.6,0.1,42.3,6.3,5.3,1.5,28.7,8.6,60.9,0.6,65.9,5.5,0.9,0.8,1.7,2.8,58.9
18,Ben Simmons,PHI,78,50,28,34.2,16.9,87.0,27.1,6.4,4.4,3.39,0.194,3.0,4.4,6.0,0.381,0.453,0.82,9.9,2.1,4.0,51.7,1.0,1.6,61.6,52.9,4.3,43.4,1.0,9.7,0.5,5.1,0.8,8.3,5.2,51.7,0.0,16.7,0.5,20.4,4.9,62.5,2.0,48.9,1.1,54.8,56.1,2.2,1.2,57.5,5.1,42.2,0.1,43.4,8.0,6.7,1.2,17.4,9.2,72.5,0.4,75.8,7.3,1.4,0.8,1.8,2.8,66.4
19,Billy Garrett,NYK,4,1,3,15.9,6.5,26.3,12.3,2.1,4.9,4.65,0.248,0.0,0.0,0.0,0.0,0.0,0.0,3.8,1.8,2.8,63.6,0.5,0.5,100.0,106.7,0.8,20.0,0.3,6.7,0.0,0.0,0.3,6.7,4.0,63.6,0.0,0.0,2.5,38.5,0.0,0.0,0.0,0.0,0.0,0.0,40.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,2.5,60.0,0.5,75.0,6.4,0.3,0.3,0.5,0.5,100.0
20,Blake Griffin,DET,75,39,36,35.0,24.5,88.5,54.3,4.8,3.26,2.38,0.277,2.1,8.4,2.8,0.387,0.435,0.835,8.0,2.1,3.7,56.6,1.9,2.4,79.9,78.4,2.1,25.7,0.5,6.0,0.6,7.8,1.2,14.8,6.3,56.6,3.4,36.5,4.8,33.1,2.4,57.5,3.6,45.0,0.8,63.4,53.2,1.4,0.9,63.0,3.8,35.3,0.1,36.5,7.8,6.3,1.7,27.7,9.6,65.1,0.8,71.0,5.1,0.7,0.4,2.2,3.1,71.4
21,Bobby Portis,WAS,49,14,35,26.0,14.2,50.5,29.7,1.5,1.77,0.84,0.281,1.8,3.7,4.3,0.578,0.467,0.801,2.4,0.6,1.5,39.2,0.3,0.3,88.2,60.8,0.5,21.7,0.1,2.5,0.1,5.8,0.2,6.7,1.5,39.2,5.2,38.5,1.0,36.4,3.4,51.8,1.7,43.6,1.1,46.9,50.2,2.2,1.5,67.9,4.8,46.0,0.0,46.4,5.6,5.9,1.6,27.2,8.5,68.7,0.3,71.6,5.5,0.7,0.4,2.8,4.0,71.6
22,Bojan Bogdanovic,IND,81,47,34,31.8,18.0,42.9,34.0,1.7,2.33,1.56,0.419,1.0,0.9,1.7,0.975,0.681,1.093,6.8,1.8,3.6,51.7,1.2,1.4,81.7,73.2,1.9,27.6,0.4,6.2,0.5,7.3,0.7,10.0,5.0,51.7,5.2,45.5,3.0,38.7,1.9,65.7,0.6,46.2,1.0,69.4,57.5,0.4,0.2,51.5,2.4,17.3,0.1,17.9,8.6,3.7,0.5,13.7,5.7,64.8,0.4,70.1,7.2,0.9,0.0,1.1,1.8,64.6
23,Bonzie Colson,MIL,8,6,2,12.3,4.9,17.1,8.8,0.5,1.62,0.78,0.285,0.3,0.4,1.6,1.0,0.667,0.615,0.4,0.1,0.1,100.0,0.0,0.0,0.0,66.7,0.3,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,100.0,1.5,25.0,0.6,28.6,1.0,33.3,0.3,0.0,0.3,0.0,39.7,1.6,1.4,87.5,4.0,40.0,0.2,42.1,6.3,4.4,0.6,13.6,6.4,68.8,0.2,71.0,4.9,0.6,0.1,1.6,2.5,65.0
24,Brandon Ingram,LAL,52,25,27,33.9,18.3,60.1,32.0,3.8,3.82,2.82,0.304,1.7,1.8,2.5,0.678,0.674,0.853,10.1,2.6,5.4,47.7,1.4,2.1,67.0,65.9,2.6,25.3,0.7,6.5,0.8,7.8,1.0,10.3,6.7,47.7,2.2,33.6,4.2,44.1,2.1,72.7,1.2,62.8,1.1,59.5,51.8,0.8,0.3,34.1,2.5,32.8,0.1,34.7,9.0,4.4,1.2,26.1,7.1,62.4,0.3,65.5,6.9,0.5,0.6,1.7,2.6,65.4
25,Bruno Caboclo,MEM,34,14,20,23.5,8.3,32.6,19.0,0.9,1.71,0.64,0.254,1.2,0.4,2.1,0.19,0.333,0.726,2.6,0.6,1.1,52.6,0.5,0.5,94.4,63.3,0.9,35.6,0.1,2.2,0.3,10.0,0.2,8.9,1.7,52.6,3.9,39.5,0.5,30.0,1.6,51.2,0.1,25.0,0.2,40.0,53.3,1.2,0.6,45.2,3.4,36.8,0.1,37.8,8.3,3.4,0.9,27.6,5.5,62.0,0.4,66.3,6.0,0.4,1.0,1.7,2.8,59.4
26,CJ Miles,MEM,53,33,20,16.2,6.4,19.4,13.4,0.5,1.67,0.9,0.33,0.2,0.1,0.3,0.0,0.0,0.467,1.6,0.3,0.9,32.7,0.2,0.3,81.3,57.1,0.4,23.8,0.1,8.3,0.1,8.3,0.2,9.5,0.9,32.7,3.5,35.8,1.1,32.9,0.1,37.5,0.0,0.0,0.0,0.0,46.8,0.3,0.2,53.8,0.8,38.2,0.0,38.2,15.4,1.9,0.4,22.2,3.1,62.8,0.2,68.1,8.3,0.5,0.3,0.5,0.9,60.9
27,Caleb Swanigan,SAC,21,10,11,8.5,2.0,14.5,8.0,0.4,1.83,0.56,0.141,1.1,1.2,1.9,0.25,0.28,0.55,0.1,0.0,0.1,33.3,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,33.3,0.1,8.3,0.1,14.3,1.0,43.5,0.3,33.3,0.3,33.3,34.9,1.0,0.6,64.7,3.1,32.7,0.1,34.0,6.4,2.8,1.1,38.3,4.1,68.1,0.3,73.4,4.3,0.3,0.0,0.9,1.1,75.0
28,Carmelo Anthony,HOU,10,4,6,29.4,13.4,32.7,21.2,1.1,2.04,0.94,0.41,0.4,2.8,1.1,1.5,1.036,0.545,0.8,0.2,0.7,28.6,0.1,0.2,50.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,12.5,0.5,28.6,5.9,36.8,3.4,36.6,0.6,37.5,2.9,73.7,0.6,100.0,49.2,0.9,0.6,66.7,2.3,39.1,0.0,39.1,8.9,4.5,1.4,31.1,7.6,59.2,0.7,65.2,5.0,0.4,0.7,2.5,3.4,73.5
29,Cedi Osman,CLE,76,17,59,32.2,13.0,51.5,32.0,2.5,2.9,1.96,0.253,1.3,0.7,0.9,0.392,0.549,0.881,6.1,1.4,2.9,46.4,0.7,0.8,80.6,57.1,2.2,35.7,0.4,6.3,0.4,7.1,0.4,6.5,3.5,46.4,3.8,35.5,2.6,35.5,0.8,62.8,0.4,50.0,0.5,62.1,50.4,0.6,0.1,22.2,2.1,29.4,0.1,30.6,13.4,4.2,0.6,13.5,6.6,63.5,0.6,70.3,6.7,0.8,0.1,1.8,2.5,72.1
30,Chandler Hutchison,CHI,44,10,34,20.3,5.2,26.3,13.7,0.9,2.12,1.25,0.198,0.7,0.1,1.2,0.621,0.0,0.943,3.1,0.6,1.5,39.7,0.1,0.2,50.0,42.6,1.1,36.8,0.2,6.6,0.2,7.4,0.1,2.9,1.3,39.7,1.0,29.2,0.2,27.8,1.1,66.7,0.0,0.0,0.4,58.3,49.3,0.8,0.3,41.9,1.7,44.9,0.1,47.0,10.3,3.8,0.7,18.8,6.3,59.9,0.4,63.6,5.8,0.5,0.1,1.2,1.7,69.9
31,Chandler Parsons,MEM,25,11,14,19.8,7.5,33.2,24.9,1.4,2.54,1.37,0.226,0.4,0.3,0.6,0.9,0.571,0.857,4.9,0.7,1.9,36.2,0.6,0.7,88.9,41.0,2.0,41.0,0.4,7.4,0.6,12.3,0.3,6.6,2.0,36.2,3.0,31.3,1.4,32.6,0.5,71.4,0.2,66.7,0.4,80.0,45.3,0.2,0.1,50.0,0.9,18.2,0.0,19.0,8.0,2.8,0.1,4.5,4.5,61.7,0.3,65.3,7.5,0.8,0.2,1.0,1.5,70.3
32,Channing Frye,CLE,36,7,29,9.5,3.6,16.5,10.8,0.5,1.72,0.48,0.217,0.4,0.8,0.2,0.0,0.207,1.0,0.3,0.0,0.1,0.0,0.1,0.1,75.0,25.0,0.1,25.0,0.0,0.0,0.0,8.3,0.1,16.7,0.1,0.0,2.4,37.5,0.4,30.0,0.2,80.0,0.2,16.7,0.0,0.0,50.4,0.2,0.0,25.0,0.5,30.8,0.0,30.8,17.2,2.0,0.5,27.1,2.9,68.6,0.1,71.6,6.0,0.2,0.1,1.3,1.7,75.0
33,Cheick Diallo,NOP,64,27,37,14.0,6.0,24.2,10.8,0.5,1.34,0.35,0.25,1.6,0.5,3.8,0.619,0.767,1.013,0.1,0.0,0.0,33.3,0.0,0.1,50.0,50.0,0.0,12.5,0.0,0.0,0.0,25.0,0.0,25.0,0.1,33.3,0.6,35.8,0.3,52.6,3.8,72.7,0.4,75.0,1.0,46.6,62.2,1.3,0.7,54.7,3.3,40.1,0.1,41.9,6.3,4.5,1.4,30.0,7.0,64.1,0.6,70.0,4.5,0.5,0.5,1.6,2.8,58.5
34,Chimezie Metu,SAS,29,14,15,5.0,1.8,9.6,5.9,0.3,2.03,0.79,0.183,0.3,1.2,1.0,1.0,0.556,0.633,0.5,0.0,0.2,14.3,0.1,0.1,100.0,40.0,0.1,26.7,0.0,0.0,0.1,13.3,0.1,13.3,0.2,14.3,0.1,7.7,0.1,11.1,0.7,53.3,0.7,40.0,0.3,83.3,32.8,0.6,0.4,66.7,0.9,60.0,0.1,64.3,5.4,1.7,0.3,18.5,2.4,69.2,0.2,75.0,5.6,0.2,0.1,0.4,0.7,65.0
35,Chris Boucher,TOR,28,21,7,5.8,3.3,9.7,5.3,0.3,1.58,0.46,0.343,0.5,0.1,1.1,1.308,0.5,0.938,0.3,0.0,0.2,16.7,0.0,0.0,0.0,28.6,0.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,16.7,1.2,31.4,0.1,33.3,1.1,59.1,0.1,50.0,0.6,100.0,52.6,0.7,0.4,56.3,1.9,36.4,0.0,37.2,5.4,1.7,0.6,32.5,2.6,67.8,0.1,70.2,5.0,0.2,0.9,1.0,1.7,56.3
36,Christian Wood,NOP,21,13,8,11.9,8.2,20.1,12.1,0.6,1.88,0.73,0.407,0.9,1.5,2.9,1.056,0.548,1.183,1.3,0.5,0.9,52.6,0.4,0.5,81.8,107.1,0.1,7.1,0.0,0.0,0.1,7.1,0.2,17.9,1.4,52.6,1.6,40.0,0.5,45.5,3.4,71.4,0.8,37.5,0.9,70.0,56.0,0.9,0.8,82.4,2.5,37.8,0.1,38.6,4.7,3.7,1.1,28.8,5.7,64.7,0.2,66.7,4.0,0.3,0.5,1.2,1.8,68.4
37,Corey Brewer,SAC,31,13,18,15.9,4.9,17.3,11.7,0.6,2.05,1.19,0.281,0.3,0.0,1.4,0.5,0.0,0.738,1.8,0.2,0.7,30.4,0.2,0.3,87.5,38.2,0.8,45.5,0.1,7.3,0.1,5.5,0.1,7.3,0.7,30.4,1.4,34.1,0.1,14.3,1.0,57.7,0.0,0.0,0.1,100.0,48.8,1.0,0.5,50.0,1.9,51.0,0.0,51.0,7.2,1.9,0.3,16.0,3.0,62.5,0.3,70.4,7.7,1.0,0.2,0.8,1.2,67.6
38,Cristiano Felicio,CHI,60,16,44,12.4,4.0,20.9,11.6,0.6,1.71,0.47,0.191,2.1,0.4,3.1,0.488,0.36,0.766,0.3,0.1,0.2,41.7,0.1,0.1,87.5,89.5,0.0,0.0,0.0,0.0,0.0,5.3,0.1,21.1,0.3,41.7,0.1,25.0,0.0,33.3,2.4,55.7,0.2,25.0,1.0,48.0,53.1,1.6,1.0,65.8,3.6,43.6,0.1,45.4,4.7,2.8,0.8,28.8,4.6,60.4,0.4,66.2,3.9,0.2,0.1,1.6,2.6,61.3
39,D.J. Wilson,MIL,48,37,11,18.4,5.8,28.3,15.7,0.7,1.58,0.55,0.206,0.7,0.1,2.5,0.4,0.0,0.714,0.9,0.1,0.3,33.3,0.1,0.1,100.0,34.1,0.3,39.0,0.0,4.9,0.1,7.3,0.0,4.9,0.3,33.3,2.5,33.1,0.9,45.9,1.8,51.5,0.0,0.0,0.3,35.3,50.6,1.0,0.5,53.3,2.8,35.4,0.1,36.9,4.5,3.8,0.8,22.0,6.3,61.0,0.8,69.7,5.3,0.4,0.4,1.4,2.7,51.5
40,Daniel Hamilton,ATL,19,7,12,10.7,3.0,14.3,8.6,0.7,2.94,2.4,0.21,0.2,0.0,0.5,0.0,0.0,0.4,4.3,0.6,1.4,42.3,0.2,0.3,50.0,30.9,2.3,54.3,0.7,16.0,0.3,7.4,0.2,3.7,1.3,42.3,1.3,38.1,0.1,12.5,0.2,33.3,0.0,0.0,0.0,0.0,45.0,0.8,0.5,60.0,1.8,45.5,0.0,45.5,4.5,3.1,0.8,24.3,5.2,59.7,0.4,64.9,5.1,0.3,0.1,0.5,0.7,69.2
41,Daniel Theis,BOS,66,38,28,13.8,5.7,22.3,14.8,0.5,1.4,0.33,0.255,1.5,0.3,3.4,0.54,0.571,0.92,0.3,0.1,0.2,60.0,0.1,0.2,60.0,94.7,0.0,15.8,0.0,0.0,0.0,0.0,0.1,26.3,0.3,60.0,1.6,36.1,0.1,50.0,3.1,68.5,0.2,57.1,0.8,58.5,59.8,1.5,0.9,62.1,3.3,44.6,0.1,45.8,6.8,2.3,0.8,36.2,4.6,50.5,0.6,58.5,4.9,0.3,0.6,1.8,3.0,61.5
42,Danilo Gallinari,LAC,68,40,28,30.3,19.8,59.5,38.0,2.7,2.68,1.35,0.332,1.5,3.0,2.4,0.66,0.597,0.882,5.9,1.3,2.6,48.0,1.5,1.6,89.2,67.7,1.7,29.0,0.5,7.7,0.6,9.4,0.8,13.6,4.0,48.0,6.4,42.9,3.6,41.7,2.1,55.4,1.8,51.4,1.0,49.1,55.4,0.8,0.4,50.0,2.2,36.0,0.1,37.5,8.6,5.3,0.8,15.7,8.5,62.7,0.7,68.5,5.4,0.7,0.3,2.8,4.1,69.2
43,Danny Green,TOR,80,56,24,27.7,10.3,34.8,21.7,1.0,1.78,1.02,0.295,0.3,0.5,1.0,0.565,0.324,0.766,2.6,0.3,0.9,37.5,0.1,0.1,100.0,30.4,1.3,49.5,0.2,7.4,0.2,7.8,0.1,2.0,0.8,37.5,6.6,47.0,1.7,40.5,0.7,70.0,0.2,46.2,0.2,57.1,62.2,0.8,0.4,48.3,1.7,45.5,0.1,47.2,11.6,3.3,0.7,22.2,5.7,57.0,0.4,61.5,6.4,0.9,0.7,1.9,2.6,70.8
44,Dante Cunningham,SAS,64,36,28,14.5,3.0,20.5,9.9,0.5,1.61,0.37,0.148,0.6,0.0,1.2,0.293,0.0,0.766,0.6,0.1,0.2,38.5,0.1,0.1,80.0,35.1,0.2,37.8,0.1,10.8,0.1,18.9,0.0,5.4,0.2,38.5,1.6,42.9,0.0,0.0,0.9,56.5,0.0,0.0,0.2,30.8,57.0,0.9,0.5,58.3,2.1,43.2,0.0,43.6,8.1,2.6,0.5,17.9,4.2,62.2,0.4,69.0,5.9,0.4,0.2,1.0,1.4,71.7
45,Danuel House Jr.,HOU,39,27,12,25.1,9.4,25.7,14.2,0.8,1.76,0.88,0.365,0.2,0.0,0.7,0.875,0.0,0.615,2.6,0.5,1.0,52.6,0.5,0.7,69.2,57.4,1.0,37.6,0.3,10.9,0.2,7.9,0.3,12.9,1.5,52.6,4.4,42.6,1.3,37.8,0.4,54.5,0.0,0.0,0.2,75.0,61.5,0.7,0.3,48.0,1.6,43.1,0.0,43.9,11.1,3.1,0.5,17.4,5.6,55.8,0.5,61.2,7.6,0.5,0.3,1.8,2.7,67.3
