,PLAYER,TEAM,GP,W,L,MIN,PTS,TOUCHES,FRONT CT TOUCHES,TIME OF POSS,AVG SEC PER TOUCH,AVG DRIB PER TOUCH,PTS PER TOUCH,ELBOW TOUCHES,POST UPS,PAINT TOUCHES,PTS PER ELBOW TOUCH,PTS PER POST TOUCH,PTS PER PAINT TOUCH,DRIVES,FGM,FGA,FG%,FTM,FTA,FT%,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%,Drive PTS,Drive FG%,C&S PTS,C&S FG%,Pull Up PTS,Pull Up FG%,Paint Touch PTS,Paint Touch FG%,Post Touch PTS,Post Touch FG%,Elbow Touch PTS,Elbow Touch FG%,eFG%,OREB,Contested OREB,Contested OREB%,OREB Chances,OREB Chance%,Deferred OREB Chances,Adjusted OREB Chance%,AVG OREB Distance,DREB,Contested DREB,Contested DREB%,DREB Chances,DREB Chance%,Deferred DREB Chances,Adjusted DREB Chance%,AVG DREB Distance,STL,BLK,DFGM,DFGA,DFG%
10,Amir Coffey,LAC,68,33,35,22.7,9.0,29.1,17.9,1.3,2.75,1.66,0.308,0.1,0.0,0.4,0.5,0.0,0.8,3.1,0.8,1.5,53.3,0.5,0.6,92.3,73.7,1.0,33.0,0.2,5.3,0.2,5.7,0.3,9.6,2.3,53.3,3.8,38.9,1.1,38.2,0.3,56.3,0.0,0.0,0.1,33.3,55.7,0.5,0.1,23.1,1.3,34.7,0.0,35.1,13.7,3.0,0.4,14.8,4.5,66.5,0.5,74.8,7.9,0.6,0.2,1.0,1.4,72.8
11,Andre Iguodala,GSW,30,20,10,19.4,4.0,37.1,19.7,1.8,2.89,1.74,0.107,0.9,0.4,2.1,0.222,0.182,0.371,0.8,0.1,0.2,66.7,0.1,0.1,100.0,43.5,0.5,65.2,0.1,13.0,0.0,4.3,0.0,4.3,0.3,66.7,1.6,25.4,0.2,11.8,0.8,55.6,0.1,25.0,0.2,50.0,44.1,0.8,0.5,61.9,1.4,55.3,0.0,56.8,9.2,2.7,0.8,28.9,4.0,67.3,0.3,71.7,7.6,0.9,0.7,1.0,1.8,54.7
12,Andrew Wiggins,GSW,72,47,25,31.9,17.2,46.9,30.9,2.3,2.96,2.15,0.366,0.6,1.7,2.7,0.93,0.52,0.908,6.9,1.4,3.0,48.8,0.8,1.3,64.8,55.1,2.7,38.9,0.4,6.1,0.4,5.9,0.6,9.1,3.8,48.8,5.7,40.8,3.2,36.2,2.5,63.9,0.9,47.4,0.6,77.3,54.5,1.2,0.7,58.8,2.7,45.5,0.1,46.7,6.8,3.4,0.7,22.0,6.4,52.8,0.5,57.1,6.7,1.0,0.7,1.9,3.0,64.3
13,Anthony Davis,LAL,40,17,23,35.1,23.2,68.8,43.3,2.6,2.3,0.99,0.337,5.8,6.3,10.0,0.509,0.548,1.01,2.7,0.9,1.4,61.4,0.4,0.5,70.0,84.1,0.6,21.5,0.2,6.5,0.4,13.1,0.3,9.3,2.3,61.4,3.0,33.3,2.6,31.6,10.1,69.6,3.4,53.2,3.0,45.5,54.2,2.7,2.1,78.3,5.1,51.7,0.2,53.5,5.1,7.2,2.7,37.2,11.1,65.2,0.8,70.1,5.0,1.2,2.3,3.9,6.3,62.3
14,Anthony Gill,WAS,44,15,29,10.5,4.1,11.9,8.4,0.3,1.73,0.7,0.344,0.6,0.1,1.5,0.84,0.8,0.969,1.2,0.3,0.7,46.7,0.2,0.3,90.9,76.5,0.3,27.5,0.1,5.9,0.0,2.0,0.1,11.8,0.9,46.7,1.0,55.6,0.0,0.0,1.4,59.5,0.1,100.0,0.5,66.7,63.3,1.1,0.7,66.7,2.3,46.5,0.0,47.1,7.2,1.7,0.3,15.4,2.7,61.9,0.4,71.2,8.7,0.1,0.3,0.5,0.8,62.9
15,Anthony Lamb,HOU,2,0,2,3.8,0.0,8.5,3.0,0.3,2.37,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,50.0,0.0,50.0,6.0,0.0,0.0,0.5,1.0,50.0
16,BJ Johnson,ORL,4,2,2,16.1,6.5,18.0,10.0,0.6,2.01,1.0,0.361,0.5,0.0,1.8,1.0,0.0,0.286,1.3,0.5,1.0,50.0,0.0,0.0,0.0,80.0,0.3,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,4.0,50.0,1.5,50.0,0.5,33.3,0.0,0.0,0.5,50.0,52.0,1.5,1.0,66.7,2.3,66.7,0.0,66.7,3.6,2.3,0.5,22.2,3.8,60.0,0.0,60.0,5.5,0.0,0.3,1.3,2.8,45.5
17,Bam Adebayo,MIA,56,36,20,32.6,19.1,65.0,38.3,2.9,2.65,1.44,0.293,5.1,3.7,7.7,0.535,0.527,0.926,3.6,1.1,1.9,58.7,0.8,0.9,87.5,86.1,0.8,22.4,0.1,2.0,0.2,5.0,0.4,11.4,3.1,58.7,1.2,39.8,1.8,35.3,7.1,67.3,1.9,42.2,2.8,50.4,55.7,2.4,1.6,64.2,5.6,43.4,0.2,44.6,6.5,7.6,2.1,27.6,10.9,70.1,0.9,76.4,5.5,1.4,0.8,2.3,3.5,64.1
18,Blake Griffin,BKN,56,29,27,17.1,6.4,30.4,17.7,1.0,1.91,0.87,0.211,2.0,0.9,2.7,0.438,0.531,0.868,0.7,0.2,0.3,47.4,0.1,0.1,66.7,55.0,0.3,40.0,0.1,10.0,0.0,5.0,0.1,7.5,0.4,47.4,1.7,25.0,0.5,36.7,2.3,62.7,0.5,52.6,0.9,56.3,48.6,1.1,0.8,75.0,2.4,46.5,0.0,47.2,5.9,3.2,1.1,33.3,5.2,60.4,0.6,68.6,4.8,0.5,0.3,1.7,2.6,65.0
19,Bobby Portis,MIL,72,46,26,28.2,14.6,44.3,22.1,1.1,1.54,0.57,0.33,1.3,1.7,4.5,0.638,0.602,0.853,1.5,0.5,0.9,48.5,0.1,0.1,80.0,70.1,0.3,23.4,0.0,2.8,0.1,5.6,0.1,4.7,1.0,48.5,6.3,41.4,1.8,45.3,3.9,56.3,1.0,43.6,0.8,56.0,55.5,2.5,1.9,76.1,5.6,44.7,0.2,46.2,5.7,6.6,1.5,23.1,10.2,65.1,0.9,71.1,4.7,0.7,0.7,2.3,4.1,56.8
20,Bojan Bogdanovic,UTA,69,45,24,30.9,18.1,40.7,28.1,1.5,2.18,1.41,0.444,0.5,1.5,1.5,1.088,0.713,1.058,6.2,1.6,3.2,50.0,1.1,1.2,93.8,70.4,1.7,26.8,0.4,6.1,0.6,9.8,0.6,9.6,4.4,50.0,6.4,39.2,2.7,36.2,1.6,65.3,1.0,47.4,0.5,82.4,55.2,0.9,0.4,41.4,2.4,35.4,0.0,36.0,10.3,3.5,0.7,19.7,5.7,61.2,0.6,68.6,7.2,0.5,0.0,1.3,1.9,69.7
21,Bol Bol,ORL,14,5,9,5.8,2.4,7.6,5.0,0.2,1.7,0.89,0.308,0.2,0.2,0.8,1.333,0.667,1.273,0.8,0.2,0.4,50.0,0.0,0.0,0.0,63.6,0.4,45.5,0.1,18.2,0.0,0.0,0.0,0.0,0.5,50.0,0.2,25.0,0.3,28.6,1.0,100.0,0.1,50.0,0.3,100.0,57.4,0.4,0.1,25.0,0.6,66.7,0.0,66.7,11.9,1.6,0.4,25.0,1.7,94.1,0.1,100.0,7.1,0.1,0.1,0.4,0.6,62.5
22,Brandon Clarke,MEM,63,43,20,19.4,10.4,26.0,16.2,0.7,1.5,0.68,0.4,2.9,0.2,5.4,0.697,0.6,1.088,1.7,0.7,1.1,56.9,0.1,0.2,75.0,83.6,0.4,23.6,0.1,4.5,0.1,4.5,0.1,5.5,1.5,56.9,0.7,37.3,0.3,36.0,5.9,72.0,0.1,60.0,2.0,61.1,65.2,2.2,1.7,76.9,4.6,47.5,0.1,49.1,4.3,3.3,0.9,27.9,6.0,56.0,0.9,65.6,5.5,0.6,1.1,1.9,3.5,53.9
23,Brandon Ingram,NOP,54,28,26,34.0,22.5,64.4,41.3,4.2,3.95,2.87,0.349,1.9,1.4,1.2,0.689,0.568,0.894,11.9,2.6,5.1,51.6,1.8,2.2,81.5,61.4,4.5,37.7,1.2,10.5,0.8,6.4,1.1,9.4,7.3,51.6,5.4,40.6,7.3,43.6,1.1,66.7,0.8,44.7,1.3,47.5,49.6,0.6,0.2,33.3,1.6,37.1,0.0,37.9,12.1,5.1,1.3,25.0,7.8,65.7,0.8,73.2,6.2,0.6,0.5,1.6,2.4,65.1
24,Braxton Key,DET,11,5,6,17.9,7.2,31.5,16.6,0.9,1.65,0.86,0.228,0.6,0.2,2.5,0.857,1.0,0.926,1.7,0.6,1.2,53.8,0.0,0.0,0.0,78.9,0.5,26.3,0.0,0.0,0.1,5.3,0.0,0.0,1.4,53.8,1.4,27.8,0.5,18.2,2.3,57.9,0.2,50.0,0.5,50.0,50.0,1.2,0.7,61.5,2.2,54.2,0.0,54.2,7.6,3.4,1.1,32.4,5.7,58.7,0.5,63.8,5.8,0.9,1.0,1.5,2.3,68.0
25,Bruce Brown,BKN,72,37,35,24.6,9.0,37.3,17.4,1.5,2.42,1.63,0.241,1.9,0.0,3.7,0.583,1.333,0.708,2.6,0.5,1.1,44.4,0.4,0.5,88.6,57.2,1.1,41.2,0.2,7.0,0.1,4.8,0.2,9.1,1.5,44.4,1.7,37.9,0.2,25.8,2.6,54.5,0.1,100.0,1.1,58.7,54.3,1.4,0.8,55.0,3.7,38.5,0.1,40.0,7.1,3.5,0.7,19.6,5.6,61.6,0.5,67.1,5.8,1.1,0.7,1.7,2.8,60.5
26,Bruno Fernando,HOU,30,15,15,5.1,2.9,9.1,4.9,0.2,1.57,0.57,0.321,0.7,0.3,1.6,0.7,0.9,1.063,0.5,0.2,0.2,71.4,0.1,0.2,57.1,100.0,0.0,0.0,0.0,0.0,0.1,28.6,0.1,28.6,0.5,71.4,0.1,33.3,0.1,100.0,1.7,67.6,0.3,80.0,0.5,70.0,66.4,0.9,0.8,88.9,2.2,38.3,0.1,40.0,3.5,1.8,0.4,21.6,2.8,62.7,0.3,69.8,4.4,0.0,0.4,0.8,1.4,54.8
27,CJ Elleby,POR,58,17,41,20.2,5.8,24.4,14.1,1.0,2.35,1.53,0.239,0.4,0.0,1.7,0.652,0.0,0.74,2.9,0.4,1.1,35.5,0.4,0.5,78.6,40.1,1.2,42.5,0.2,8.4,0.2,7.8,0.2,8.4,1.2,35.5,2.0,31.5,0.3,25.7,1.2,61.2,0.0,0.0,0.3,70.0,45.3,1.2,0.6,51.5,2.6,46.8,0.0,47.5,7.7,3.0,0.5,16.1,5.1,58.1,0.4,62.9,6.6,0.6,0.3,1.3,2.0,65.8
28,Caleb Martin,MIA,60,37,23,22.9,9.2,26.6,16.2,1.0,2.22,1.28,0.345,0.8,0.0,2.3,0.604,0.0,0.629,3.1,0.7,1.3,55.1,0.6,0.8,68.8,65.4,1.0,30.8,0.1,4.3,0.3,10.8,0.4,13.5,2.0,55.1,2.7,40.3,1.0,40.7,1.5,54.4,0.0,0.0,0.5,50.0,58.5,1.2,0.5,41.4,2.7,44.0,0.1,45.8,8.9,2.8,0.5,18.1,5.0,55.4,0.5,62.0,6.8,1.0,0.5,1.4,2.3,61.3
29,Cam Reddish,NYK,49,20,29,20.7,10.1,23.2,16.8,1.0,2.52,1.62,0.436,0.5,0.0,0.7,0.462,0.0,0.875,4.5,1.1,2.3,47.7,0.9,1.0,89.6,70.8,1.2,26.9,0.2,4.1,0.4,8.7,0.5,11.0,3.2,47.7,3.2,37.3,2.0,30.4,0.6,52.4,0.0,0.0,0.2,26.7,48.5,0.7,0.2,24.0,1.4,48.1,0.0,48.1,14.8,2.1,0.3,13.8,3.4,62.0,0.3,67.2,8.5,1.0,0.3,1.4,1.7,79.8
30,Cameron Johnson,PHX,65,49,16,26.1,12.3,33.3,20.0,0.9,1.71,1.01,0.368,0.7,0.0,0.9,0.682,0.0,0.918,3.0,0.6,1.2,46.3,0.3,0.4,78.6,52.3,1.2,39.9,0.2,8.3,0.3,9.3,0.2,7.3,1.6,46.3,7.0,41.8,0.6,22.9,0.9,80.6,0.0,0.0,0.5,70.6,59.2,0.7,0.3,43.9,1.7,38.0,0.1,39.4,10.3,3.6,0.7,20.9,5.6,64.3,0.5,70.3,7.2,0.9,0.2,1.7,2.4,73.4
31,Cameron McGriff,POR,3,0,3,15.3,4.7,18.3,9.7,0.6,2.13,1.33,0.255,0.0,0.0,1.3,0.0,0.0,1.25,2.3,0.0,0.7,0.0,0.7,0.7,100.0,28.6,1.3,57.1,0.3,14.3,0.0,0.0,0.3,14.3,0.7,0.0,0.0,0.0,2.0,50.0,1.7,66.7,0.0,0.0,0.0,0.0,42.9,2.0,1.0,50.0,3.3,60.0,0.0,60.0,7.7,3.0,1.3,44.4,4.3,69.2,0.0,69.2,8.5,0.0,0.3,0.3,0.3,100.0
32,Cameron Oliver,ATL,2,1,1,21.6,11.5,30.5,14.0,0.7,1.32,0.31,0.377,2.5,0.5,4.5,1.2,0.0,1.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,33.3,1.0,100.0,5.5,71.4,0.0,0.0,3.0,66.7,70.0,1.0,1.0,100.0,2.5,40.0,0.0,40.0,2.5,2.0,0.5,25.0,4.0,50.0,1.0,66.7,7.5,0.5,0.5,1.5,2.5,60.0
33,Carmelo Anthony,LAL,69,27,42,26.0,13.3,34.0,22.6,1.1,1.89,0.68,0.392,0.7,2.6,1.6,0.36,0.699,1.062,0.7,0.3,0.5,56.3,0.1,0.1,75.0,91.3,0.1,17.4,0.0,2.2,0.0,4.3,0.1,8.7,0.6,56.3,6.3,38.1,3.3,47.1,1.7,65.1,1.8,52.1,0.3,46.7,54.4,0.9,0.5,51.6,1.9,48.4,0.1,50.0,8.0,3.3,0.8,25.2,5.4,60.1,0.4,64.8,5.7,0.7,0.8,1.9,2.8,67.9
34,Cedi Osman,CLE,66,37,29,22.1,10.7,35.6,26.0,1.5,2.55,1.65,0.302,0.6,0.0,0.9,0.769,1.0,0.965,3.5,0.6,1.3,44.9,0.4,0.6,64.1,45.7,1.5,43.6,0.3,9.0,0.2,5.1,0.3,8.1,1.6,44.9,4.5,34.4,1.7,37.4,0.8,67.6,0.0,100.0,0.5,75.0,54.4,0.4,0.2,52.0,1.2,36.2,0.1,37.9,10.6,2.2,0.3,11.6,3.8,57.1,0.4,64.0,8.1,0.8,0.2,1.1,1.5,70.0
35,Chandler Hutchison,PHX,6,4,2,3.7,0.7,4.5,2.2,0.2,2.26,1.41,0.148,0.0,0.0,0.3,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.3,0.3,100.0,66.7,0.3,66.7,0.0,0.0,0.0,0.0,0.2,33.3,0.3,0.0,0.0,0.0,0.0,0.0,0.3,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.3,20.0,1.0,125.0,0.0,125.0,4.7,0.0,0.0,0.2,0.2,100.0
36,Charles Bassey,PHI,23,11,12,7.3,3.0,10.8,6.1,0.3,1.57,0.61,0.278,0.7,0.2,1.9,0.667,0.5,1.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,28.6,0.1,50.0,2.1,74.1,0.1,100.0,0.4,71.4,63.8,1.2,1.0,81.8,2.7,44.9,0.1,45.8,3.4,2.2,0.9,42.5,4.1,54.8,0.4,60.6,3.8,0.2,0.7,0.6,1.2,51.9
37,Chaundee Brown Jr.,ATL,5,1,4,20.7,6.2,23.0,10.2,0.7,1.79,0.93,0.27,0.2,0.0,0.2,2.0,0.0,0.0,1.8,0.2,0.8,25.0,0.8,0.8,100.0,66.7,0.6,33.3,0.0,0.0,0.0,0.0,0.4,22.2,1.2,25.0,3.0,29.4,1.0,28.6,0.0,0.0,0.0,0.0,0.4,100.0,40.6,0.2,0.0,0.0,1.4,14.3,0.0,14.3,20.3,3.0,0.0,0.0,3.8,78.9,0.4,88.2,7.8,0.4,0.0,0.8,1.2,66.7
38,Cheick Diallo,DET,3,0,3,10.2,3.7,18.7,8.0,0.6,2.09,0.77,0.196,1.7,0.3,2.3,0.0,2.0,0.857,0.7,0.0,0.0,0.0,1.0,1.3,75.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,100.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,0.7,100.0,0.0,0.0,37.5,2.0,1.5,75.0,6.5,30.8,0.0,30.8,3.6,4.0,1.5,37.5,5.0,80.0,0.0,80.0,3.6,0.3,0.0,1.3,1.3,100.0
39,Chimezie Metu,SAC,59,22,37,21.6,9.0,33.6,18.2,1.0,1.78,0.74,0.268,0.6,0.6,2.1,0.303,0.722,1.081,3.1,0.6,1.4,40.0,0.6,0.8,82.6,59.1,0.9,28.2,0.2,7.7,0.3,8.8,0.4,12.7,1.8,40.0,2.8,31.5,0.9,35.8,2.3,70.5,0.4,64.7,0.2,33.3,51.3,0.6,0.3,47.1,1.8,31.5,0.1,33.0,9.5,5.1,1.1,22.3,7.3,70.2,0.5,74.9,4.4,0.9,0.5,2.0,3.2,63.0
40,Chris Boucher,TOR,80,48,32,21.1,9.4,26.4,15.0,0.7,1.58,0.48,0.357,0.8,0.1,4.7,0.968,0.273,0.96,0.6,0.1,0.3,40.0,0.2,0.2,77.8,84.1,0.1,11.4,0.0,0.0,0.0,4.5,0.1,20.5,0.5,40.0,2.6,30.9,0.2,16.7,4.5,60.3,0.0,33.3,0.8,71.9,52.3,2.3,1.5,68.2,4.9,45.8,0.2,47.5,4.5,4.0,1.1,27.9,6.5,61.2,0.6,67.7,4.6,0.6,0.9,1.7,3.1,55.4
41,Chris Silva,MIA,10,7,3,9.1,2.6,14.5,6.3,0.4,1.63,0.37,0.179,0.9,0.4,2.4,1.222,0.5,0.792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,54.5,0.2,100.0,1.1,75.0,53.3,1.9,1.0,53.8,4.9,38.2,0.0,38.2,4.2,3.3,0.6,17.4,4.9,67.6,0.7,79.3,3.9,0.0,0.1,1.2,1.6,75.0
42,Christian Wood,HOU,68,19,49,30.8,17.9,56.8,30.7,2.3,2.4,1.18,0.315,2.7,2.2,5.2,0.617,0.639,1.0,4.4,1.3,2.5,53.0,0.6,1.0,63.2,74.3,1.0,23.3,0.3,7.3,0.3,6.7,0.5,11.0,3.3,53.0,4.6,37.1,1.8,34.3,5.2,71.6,1.4,52.2,1.7,55.1,57.6,1.6,1.1,65.5,4.1,40.3,0.1,41.4,5.2,8.6,2.4,27.6,12.3,69.6,0.6,73.4,4.7,0.8,1.0,3.5,5.5,63.1
43,Chuma Okeke,ORL,70,21,49,25.0,8.6,37.2,17.6,1.4,2.18,1.48,0.232,0.4,0.2,1.1,0.793,0.429,0.72,3.1,0.5,1.2,41.0,0.2,0.3,80.0,39.3,1.5,47.0,0.3,10.5,0.3,8.2,0.1,4.6,1.2,41.0,4.4,32.7,1.1,26.4,0.8,63.9,0.1,28.6,0.3,75.0,47.8,0.7,0.3,44.7,1.7,39.8,0.1,41.2,9.8,4.3,1.1,26.7,6.1,70.1,0.3,73.7,6.7,1.4,0.6,2.0,2.9,67.2
44,Cody Martin,CHA,70,41,29,26.4,7.6,35.1,19.7,1.4,2.43,1.59,0.217,0.6,0.1,1.7,0.81,0.0,0.526,3.5,0.7,1.3,48.9,0.2,0.2,75.0,45.3,1.6,46.9,0.5,13.1,0.3,9.8,0.1,3.3,1.6,48.9,2.3,36.9,0.6,31.5,0.9,70.7,0.0,0.0,0.5,93.8,54.9,1.3,0.5,42.7,2.6,48.2,0.1,49.7,10.3,3.1,0.7,21.3,5.4,57.4,0.5,63.7,7.4,1.2,0.4,1.7,2.7,65.1
45,Cody Zeller,POR,27,13,14,13.1,5.2,18.9,10.3,0.5,1.62,0.63,0.275,1.6,0.0,3.4,0.476,2.0,0.75,0.7,0.2,0.4,50.0,0.1,0.1,50.0,66.7,0.2,27.8,0.0,5.6,0.0,0.0,0.1,16.7,0.4,50.0,0.3,50.0,0.0,0.0,2.6,61.2,0.1,0.0,0.7,47.4,56.7,1.9,1.2,64.0,4.3,44.6,0.2,46.7,4.7,2.9,0.8,29.3,4.4,65.8,0.4,72.8,5.3,0.3,0.2,1.7,2.3,74.2
