,Player,Fouls Drawn - Shoot
43,Malik Beasley,3
226,Manny Harris,2
196,Manu Ginóbili,34
185,Marc Gasol,137
261,Marcelo Huertas,6
203,Marcin Gortat,77
45,Marco Belinelli,54
191,Marcus Georges-Hunt,2
390,Marcus Morris,77
513,Marcus Smart,84
545,Marcus Thornton,10
240,Mario Hezonja,24
391,Markieff Morris,98
100,Marquese Chriss,74
518,Marreese Speights,62
451,Marshall Plumlee,9
597,Marvin Williams,57
452,Mason Plumlee,132
33,Matt Barnes,31
133,Matthew Dellavedova,24
220,Maurice Harkless,62
405,Maurice Ndour,13
606,Metta World Peace,6
332,Meyers Leonard,6
44,Michael Beasley,55
92,Michael Carter-Williams,41
188,Michael Gbinije,1
310,Michael Kidd-Gilchrist,100
109,Mike Conley,134
144,Mike Dunleavy,16
383,Mike Miller,0
401,Mike Muscala,24
501,Mike Scott,0
546,Mike Tobey,0
455,Miles Plumlee,17
317,Mindaugas Kuzminskas,31
535,Mirza Teletović,22
153,Monta Ellis,59
222,Montrezl Harrell,72
556,Myles Turner,149
54,Nemanja Bjelica,26
247,Nenê,93
414,Nerlens Noel,47
108,Nick Collison,4
611,Nick Young,38
38,Nicolas Batum,111
78,Nicolás Brussino,6
320,Nicolás Laprovíttola,2
520,Nik Stauskas,62
296,Nikola Jokić,92
387,Nikola Mirotić,52
568,Nikola Vučević,60
567,Noah Vonleh,46
464,Norman Powell,79
106,Norris Cole,4
581,Okaro White,10
93,Omri Casspi,15
460,Otto Porter Jr.,53
552,P.J. Tucker,35
510,Pascal Siakam,15
110,Pat Connaughton,5
184,Patricio Garino,0
52,Patrick Beverley,40
360,Patrick McCaw,17
442,Patrick Patterson,24
384,Patty Mills,27
186,Pau Gasol,79
190,Paul George,143
386,Paul Millsap,181
450,Paul Pierce,5
617,Paul Zipser,17
278,Pierre Jackson,5
24,Player,Shoot
1,Quincy Acy,27
111,Quinn Cook,2
264,R.J. Hunter,0
485,Rajon Rondo,18
101,Rakeem Christmas,13
508,Ramon Sessions,59
175,Randy Foye,22
566,Rashad Vaughn,2
408,Raul Neto,5
168,Raymond Felton,25
79,Reggie Bullock,4
279,Reggie Jackson,56
598,Reggie Williams,3
283,Richard Jefferson,46
256,Richaun Holmes,48
491,Ricky Rubio,89
117,Robert Covington,76
344,Robin Lopez,47
257,Rodney Hood,47
373,Rodney McGruder,27
527,Rodney Stuckey,52
28,Ron Baker,17
255,Rondae Hollis-Jefferson,124
466,Ronnie Price,2
241,Roy Hibbert,32
187,Rudy Gay,64
197,Rudy Gobert,209
580,Russell Westbrook,350
18,Ryan Anderson,62
309,Ryan Kelly,3
378,Salah Mejri,29
131,Sam Dekker,32
569,Sasha Vujačić,8
311,Sean Kilpatrick,100
103,Semaj Christon,15
265,Serge Ibaka,52
484,Sergio Rodríguez,7
123,Seth Curry,37
398,Shabazz Muhammad,96
404,Shabazz Napier,27
340,Shaun Livingston,31
341,Shawn Long,14
350,Sheldon Mac,12
351,Shelvin Mack,33
318,Skal Labissière,31
250,Solomon Hill,56
139,Spencer Dinwiddie,70
232,Spencer Hawes,22
293,Stanley Johnson,25
124,Stephen Curry,137
616,Stephen Zimmerman,2
418,Steve Novak,0
4,Steven Adams,118
362,T.J. McConnell,35
574,T.J. Warren,69
193,Taj Gibson,79
55,Tarik Black,56
467,Taurean Prince,46
301,Terrence Jones,90
487,Terrence Ross,30
490,Terry Rozier,26
502,Thabo Sefolosha,31
613,Thaddeus Young,39
483,Thomas Robinson,32
354,Thon Maker,25
519,Tiago Splitter,4
176,Tim Frazier,54
218,Tim Hardaway Jr.,89
468,Tim Quarterman,1
396,Timofey Mozgov,37
348,Timothé Luwawu-Cabarrot,50
228,Tobias Harris,106
498,Tomáš Satoranský,18
140,Toney Douglas,11
10,Tony Allen,59
439,Tony Parker,54
517,Tony Snell,22
205,Treveon Graham,7
22,Trevor Ariza,52
65,Trevor Booker,55
80,Trey Burke,15
349,Trey Lyles,34
544,Tristan Thompson,88
125,Troy Daniels,19
599,Troy Williams,15
325,Ty Lawson,91
156,Tyler Ennis,9
294,Tyler Johnson,105
558,Tyler Ulis,30
615,Tyler Zeller,16
159,Tyreke Evans,48
98,Tyson Chandler,56
304,Tyus Jones,16
231,Udonis Haslem,6
430,Victor Oladipo,70
91,Vince Carter,40
29,Wade Baldwin,14
152,Wayne Ellington,8
503,Wayne Selden,10
295,Wesley Johnson,7
357,Wesley Matthews,68
36,Will Barton,85
97,Willie Cauley-Stein,70
475,Willie Reed,40
239,Willy Hernangómez,54
99,Wilson Chandler,89
169,Yogi Ferrell,36
324,Zach LaVine,61
473,Zach Randolph,87
436,Zaza Pachulia,62
0,Álex Abrines,15
25,Ömer Aşık,19
