,Player,G,MP,USG%
517,Stromile Swift,77,1528,22.8
178,T.J. Ford,55,1472,17.9
485,Tamar Slay,22,165,21.9
444,Tayshaun Prince,82,2701,15.6
450,Theo Ratliff,85,2664,13.2
490,Theron Smith,20,178,15.3
84,Tierre Brown,3,17,34.3
162,Tim Duncan,69,2527,29.7
524,Tim Thomas,66,2089,22.4
213,Tom Gugliotta,55,819,14.2
302,Toni Kukoč,73,1522,21.0
34,Tony Battie,73,1478,14.8
146,Tony Delk,33,509,19.0
337,Tony Massenburg,59,789,16.7
419,Tony Parker,75,2577,22.3
68,Torraye Braggs,15,154,15.8
345,Tracy McGrady,67,2675,33.2
379,Tracy Murray,7,35,19.5
46,Travis Best,61,762,12.9
222,Travis Hansen,41,507,14.1
407,Travis Outlaw,8,19,24.3
181,Tremaine Fowlkes,36,261,12.2
235,Trenton Hassell,81,2264,9.5
44,Troy Bell,6,34,33.5
250,Troy Hudson,29,503,23.9
376,Troy Murphy,28,610,23.6
241,Tyrone Hill,5,38,10.8
317,Tyronn Lue,76,2332,17.4
109,Tyson Chandler,35,782,14.2
234,Udonis Haslem,75,1795,15.8
23,Vin Baker,54,1313,20.1
106,Vince Carter,73,2785,32.5
443,Vitaly Potapenko,65,1419,17.2
154,Vlade Divac,81,2317,18.6
448,Vladimir Radmanović,77,2321,19.5
495,Vladimir Stepania,42,453,14.4
311,Voshon Lenard,73,2233,21.9
518,Wally Szczerbiak,28,622,22.1
338,Walter McCarty,77,1900,15.6
604,Wang Zhizhi,16,114,23.2
429,Wesley Person,58,1037,16.5
211,Willie Green,53,767,27.7
365,Yao Ming,82,2692,25.3
449,Zach Randolph,81,3067,27.6
411,Zaza Pachulia,59,664,16.9
220,Zendon Hamilton,46,473,16.3
438,Zoran Planinić,49,473,19.0
256,Zydrunas Ilgauskas,81,2539,23.1
95,Žarko Čabarkapa,49,570,21.7
453,Željko Rebrača,24,273,18.2
