,Player,G,MP,USG%
476,DeShawn Stevenson,51,960,9.4
540,Delonte West,44,1060,20.4
259,Dennis Horner,8,22,14.1
168,Derek Fisher,63,1508,13.6
546,Deron Williams,55,1999,30.1
69,Derrick Brown,65,1443,16.8
78,Derrick Byars,2,37,15.7
163,Derrick Favors,65,1376,20.7
435,Derrick Rose,39,1375,30.5
548,Derrick Williams,66,1418,20.7
145,Devin Ebanks,24,396,14.2
225,Devin Harris,63,1741,19.5
417,Dexter Pittman,35,301,19.0
394,Dirk Nowitzki,62,2079,29.2
363,Dominic McGuire,64,1127,11.8
308,Dominique Jones,33,268,20.3
457,Donald Sloan,33,669,17.6
214,Donté Greene,53,777,18.0
566,Dorell Wright,61,1650,17.3
203,Drew Gooden,56,1469,25.7
260,Dwight Howard,54,2070,26.1
521,Dwyane Wade,49,1625,31.3
376,E'Twaun Moore,38,331,19.9
34,Earl Barron,2,9,20.5
60,Earl Boykins,8,111,20.3
98,Earl Clark,45,559,14.8
537,Earl Watson,50,1033,11.5
119,Ed Davis,66,1534,13.8
113,Eddy Curry,14,83,22.1
387,Eduardo Nájera,22,270,12.4
508,Edwin Ubiles,4,52,17.5
509,Ekpe Udoh,61,1290,14.0
549,Elliot Williams,24,149,26.7
63,Elton Brand,60,1732,18.9
397,Emeka Okafor,27,781,17.2
183,Enes Freedom,66,874,17.3
53,Eric Bledsoe,40,464,19.1
122,Eric Dawson,4,39,18.6
205,Eric Gordon,9,310,29.4
355,Eric Maynor,9,137,17.1
116,Erick Dampier,15,83,6.2
271,Ersan İlyasova,60,1655,20.1
506,Evan Turner,65,1713,20.3
150,Francisco Elson,5,16,11.7
188,Francisco García,49,798,14.4
175,Gary Forbes,48,713,24.1
389,Gary Neal,56,1206,21.7
246,George Hill,50,1274,17.2
211,Gerald Green,31,781,23.6
236,Gerald Henderson,55,1831,23.0
528,Gerald Wallace,58,2076,18.6
18,Gilbert Arenas,17,211,17.3
120,Glen Davis,61,1427,22.4
138,Goran Dragić,66,1752,21.8
232,Gordon Hayward,66,2015,17.8
247,Grant Hill,49,1378,18.6
374,Greg Monroe,66,2082,23.6
462,Greg Smith,8,69,7.9
477,Greg Stiemsma,55,766,10.8
517,Greivis Vásquez,66,1706,20.0
23,Gustavo Ayón,54,1088,14.5
534,Hakim Warrick,35,503,23.4
386,Hamady N'Diaye,3,3,14.9
216,Hamed Haddadi,35,206,17.7
485,Hasheem Thabeet,20,139,12.4
543,Hassan Whiteside,18,109,14.8
505,Hedo Türkoğlu,53,1653,19.5
524,Henry Walker,32,620,15.5
347,Ian Mahinmi,61,1139,14.4
133,Ike Diogu,2,14,12.6
451,Iman Shumpert,59,1705,18.2
488,Isaiah Thomas,65,1656,19.8
463,Ish Smith,26,234,19.6
301,Ivan Johnson,56,934,19.5
31,J.J. Barea,41,1032,24.3
239,J.J. Hickson,54,1244,18.7
466,J.R. Smith,35,967,22.0
428,JJ Redick,65,1765,19.2
302,JaJuan Johnson,36,298,22.4
359,JaVale McGee,61,1535,20.7
346,Jamaal Magloire,34,374,9.9
500,Jamaal Tinsley,37,507,17.8
109,Jamal Crawford,60,1613,26.6
375,Jamario Moon,8,123,12.3
390,Jameer Nelson,57,1706,21.4
14,James Anderson,51,603,17.2
221,James Harden,62,1946,21.6
303,James Johnson,62,1561,20.2
309,James Jones,51,666,12.1
455,James Singleton,12,262,15.6
518,Jan Veselý,57,1078,12.7
404,Jannero Pargo,50,671,21.8
139,Jared Dudley,65,2020,17.7
287,Jared Jeffries,39,729,12.6
274,Jarrett Jack,45,1530,23.3
100,Jason Collins,30,308,8.6
318,Jason Kapono,27,269,10.7
320,Jason Kidd,48,1379,12.7
354,Jason Maxiell,65,1466,15.8
430,Jason Richardson,54,1591,20.2
467,Jason Smith,40,947,20.4
484,Jason Terry,63,2000,23.3
494,Jason Thompson,64,1657,15.5
0,Jeff Adrien,8,63,16.8
24,Jeff Ayres,20,106,17.6
174,Jeff Foote,4,39,9.7
180,Jeff Foster,11,141,9.3
482,Jeff Teague,66,2183,19.1
153,Jeremy Evans,29,217,11.2
335,Jeremy Lin,35,940,28.1
405,Jeremy Pargo,44,424,22.2
507,Jeremy Tyler,42,568,21.8
395,Jermaine O'Neal,25,570,13.0
144,Jerome Dyson,9,180,22.0
314,Jerome Jordan,21,108,16.4
468,Jerry Smith,5,46,13.9
474,Jerry Stackhouse,30,273,21.2
39,Jerryd Bayless,31,705,24.6
182,Jimmer Fredette,61,1135,20.4
76,Jimmy Butler,42,359,14.9
391,Joakim Noah,64,1945,15.8
365,Jodie Meeks,66,1644,15.2
304,Joe Johnson,60,2127,24.9
17,Joel Anthony,64,1349,7.8
422,Joel Przybilla,27,449,7.9
414,Johan Petro,59,920,15.6
342,John Lucas III,49,726,26.0
439,John Salmons,46,1250,14.2
526,John Wall,66,2386,24.9
67,Jon Brockman,35,239,11.4
332,Jon Leuer,46,555,17.6
291,Jonas Jerebko,64,1468,18.1
171,Jonny Flynn,29,416,20.2
110,Jordan Crawford,64,1753,28.1
161,Jordan Farmar,39,831,22.6
217,Jordan Hamilton,26,258,22.3
248,Jordan Hill,39,551,17.9
550,Jordan Williams,43,635,14.7
97,Josh Childress,34,491,10.1
121,Josh Davis,15,130,11.7
223,Josh Harrellson,37,540,15.0
261,Josh Howard,43,991,20.7
364,Josh McRoberts,50,718,10.5
446,Josh Selby,28,237,20.5
469,Josh Smith,66,2329,28.4
81,José Calderón,53,1799,16.0
253,Jrue Holiday,65,2196,21.8
478,Julyan Stone,22,179,11.7
126,Justin Dentmon,6,91,19.4
222,Justin Harper,14,84,20.9
263,Juwan Howard,28,190,19.4
330,Kawhi Leonard,64,1534,14.5
45,Keith Benson,3,9,5.1
54,Keith Bogans,5,94,12.8
25,Kelenna Azubuike,3,18,30.9
525,Kemba Walker,66,1792,25.2
413,Kendrick Perkins,65,1744,11.1
160,Kenneth Faried,46,1037,18.7
350,Kenyon Martin,42,940,13.5
143,Kevin Durant,66,2546,31.3
190,Kevin Garnett,60,1864,24.9
340,Kevin Love,55,2145,28.8
351,Kevin Martin,40,1264,24.7
447,Kevin Séraphin,57,1176,18.2
135,Keyon Dooling,46,662,15.3
251,Kirk Hinrich,48,1237,13.9
496,Klay Thompson,66,1608,24.7
72,Kobe Bryant,58,2232,35.7
324,Kosta Koufos,48,792,14.0
268,Kris Humphries,62,2162,19.3
489,Kurt Thomas,53,803,11.2
70,Kwame Brown,9,187,17.0
323,Kyle Korver,65,1469,15.3
341,Kyle Lowry,47,1510,22.0
272,Kyrie Irving,51,1558,28.7
166,Kyrylo Fesenko,3,17,20.4
5,LaMarcus Aldridge,55,1994,27.0
396,Lamar Odom,50,1027,20.1
475,Lance Stephenson,42,442,17.3
490,Lance Thomas,42,630,13.3
167,Landry Fields,66,1894,16.0
267,Larry Hughes,9,114,14.3
401,Larry Owens,7,75,9.0
441,Larry Sanders,52,643,16.7
6,Lavoy Allen,41,624,14.5
234,Lazar Hayward,26,141,16.8
280,LeBron James,62,2326,32.0
28,Leandro Barbosa,64,1382,26.5
264,Lester Hudson,16,334,28.6
321,Linas Kleiza,49,1057,23.1
11,Lou Amundson,60,753,17.3
551,Lou Williams,64,1682,27.4
357,Luc Mbah a Moute,43,1009,15.1
443,Luis Scola,66,2067,24.8
26,Luke Babbitt,40,537,17.8
220,Luke Harangody,21,231,14.5
432,Luke Ridnour,53,1750,17.8
531,Luke Walton,30,364,11.4
125,Luol Deng,54,2129,19.8
329,Malcolm Lee,19,243,15.3
491,Malcolm Thomas,3,15,11.8
226,Manny Harris,26,456,20.0
198,Manu Ginóbili,34,792,22.7
68,MarShon Brooks,56,1648,22.9
191,Marc Gasol,65,2370,19.1
206,Marcin Gortat,66,2114,20.8
42,Marco Belinelli,66,1966,19.5
82,Marcus Camby,59,1352,12.6
379,Marcus Morris,17,126,22.2
499,Marcus Thornton,51,1780,23.4
94,Mario Chalmers,64,1825,17.4
380,Markieff Morris,63,1227,20.4
117,Marquis Daniels,38,484,18.0
471,Marreese Speights,60,1345,20.5
538,Martell Webster,47,1140,13.6
552,Marvin Williams,57,1500,18.0
33,Matt Barnes,63,1440,16.4
56,Matt Bonner,65,1326,12.8
90,Matt Carroll,53,596,15.3
154,Maurice Evans,24,343,16.7
398,Mehmet Okur,17,454,16.8
563,Metta World Peace,64,1720,15.6
40,Michael Beasley,47,1087,25.3
427,Michael Redd,51,770,26.3
416,Mickaël Piétrus,42,921,16.5
199,Mickell Gladness,26,252,13.1
46,Mike Bibby,39,557,11.9
103,Mike Conley,62,2174,18.3
142,Mike Dunleavy,55,1445,19.0
281,Mike James,11,120,25.3
370,Mike Miller,39,752,14.9
377,Mikki Moore,7,118,11.8
553,Mo Williams,52,1472,22.9
147,Monta Ellis,58,2120,28.7
9,Morris Almond,4,67,12.9
497,Mychel Thompson,5,95,13.7
433,Nate Robinson,51,1192,23.6
373,Nazr Mohammed,63,692,13.4
243,Nenê,39,1110,22.6
102,Nick Collison,63,1307,10.0
567,Nick Young,62,1729,24.5
38,Nicolas Batum,59,1791,20.5
412,Nikola Peković,47,1264,21.9
520,Nikola Vučević,51,812,19.6
470,Nolan Smith,44,541,19.8
99,Norris Cole,65,1260,21.8
356,O.J. Mayo,66,1771,23.9
93,Omri Casspi,65,1341,17.6
409,Patrick Patterson,64,1483,17.9
371,Patty Mills,16,261,28.4
192,Pau Gasol,65,2430,22.1
195,Paul George,66,1958,19.3
372,Paul Millsap,64,2100,23.2
415,Paul Pierce,61,2075,28.1
20,Player,G,MP,USG%
431,Quentin Richardson,48,866,13.0
418,Quincy Pondexter,64,1002,13.2
44,Raja Bell,34,796,11.6
434,Rajon Rondo,53,1957,20.7
448,Ramon Sessions,64,1707,21.6
181,Randy Foye,65,1682,20.7
333,Rashard Lewis,28,729,16.5
77,Rasual Butler,34,453,15.9
7,Ray Allen,46,1565,18.6
164,Raymond Felton,60,1906,20.8
155,Reggie Evans,56,771,8.8
275,Reggie Jackson,45,501,18.7
554,Reggie Williams,33,747,18.9
27,Renaldo Balkman,14,115,16.7
218,Richard Hamilton,28,697,24.5
284,Richard Jefferson,63,1748,15.1
436,Ricky Rubio,41,1404,18.7
339,Robin Lopez,64,895,18.9
480,Rodney Stuckey,55,1644,23.7
41,Rodrigue Beaubois,53,1151,22.0
352,Roger Mason,52,697,19.4
66,Ronnie Brewer,66,1635,15.3
420,Ronnie Price,36,517,16.4
502,Ronny Turiaf,17,279,9.4
238,Roy Hibbert,65,1937,21.1
273,Royal Ivey,34,354,10.9
165,Rudy Fernández,31,710,17.8
193,Rudy Gay,65,2422,25.1
541,Russell Westbrook,66,2331,32.7
15,Ryan Anderson,61,1964,21.2
202,Ryan Gomes,32,425,12.5
254,Ryan Hollins,39,522,13.4
429,Ryan Reid,5,17,16.0
570,Sam Young,35,375,18.9
440,Samardo Samuels,54,825,18.4
115,Samuel Dalembert,65,1446,16.6
411,Sasha Pavlović,45,527,13.8
555,Sean Williams,11,107,16.5
483,Sebastian Telfair,60,895,22.3
152,Semih Erden,28,333,14.6
269,Serge Ibaka,66,1792,15.7
37,Shane Battier,65,1499,10.7
71,Shannon Brown,59,1400,22.8
336,Shaun Livingston,58,1092,15.0
348,Shawn Marion,63,1919,19.0
558,Shawne Williams,25,514,14.7
559,Shelden Williams,58,1276,11.2
343,Shelvin Mack,64,779,16.9
3,Solomon Alabi,14,122,17.2
310,Solomon Jones,21,292,14.4
230,Spencer Hawes,37,920,20.3
114,Stephen Curry,26,732,24.0
276,Stephen Jackson,47,1212,21.3
51,Steve Blake,53,1237,13.0
388,Steve Nash,62,1961,19.6
393,Steve Novak,54,1020,16.2
186,Sundiata Gaines,57,793,21.1
176,T.J. Ford,14,191,17.2
197,Taj Gibson,63,1284,18.6
421,Tayshaun Prince,63,2087,20.4
227,Terrel Harris,22,318,17.1
560,Terrence Williams,30,550,20.9
445,Thabo Sefolosha,42,914,10.6
573,Thaddeus Young,63,1755,21.5
473,Tiago Splitter,59,1121,20.7
141,Tim Duncan,58,1634,26.2
383,Timofey Mozgov,44,687,17.4
228,Tobias Harris,42,479,20.6
136,Toney Douglas,38,656,24.4
8,Tony Allen,58,1525,18.4
36,Tony Battie,27,295,9.0
407,Tony Parker,60,1923,27.7
362,Tracy McGrady,52,837,18.0
331,Travis Leslie,10,45,20.5
400,Travis Outlaw,39,500,18.7
19,Trevor Ariza,41,1350,18.4
57,Trevor Booker,50,1261,15.6
305,Trey Johnson,11,61,16.4
493,Trey Thompkins,24,119,27.2
498,Tristan Thompson,60,1424,19.2
385,Troy Murphy,59,956,9.6
326,Ty Lawson,61,2124,21.2
219,Tyler Hansbrough,66,1442,20.9
257,Tyler Honeycutt,15,88,13.9
156,Tyreke Evans,63,2162,23.8
492,Tyrus Thomas,54,1013,19.0
95,Tyson Chandler,62,2061,13.0
229,Udonis Haslem,64,1589,13.5
344,Vernon Macklin,23,135,15.1
92,Vince Carter,61,1542,20.4
424,Vladimir Radmanović,49,755,15.2
523,Von Wafer,33,469,21.6
438,Walker Russell,28,357,17.8
146,Wayne Ellington,51,973,15.8
306,Wesley Johnson,65,1469,14.3
353,Wesley Matthews,66,2228,18.7
80,Will Bynum,36,514,24.8
213,Willie Green,53,922,19.5
96,Wilson Chandler,8,215,21.2
237,Xavier Henry,45,759,18.7
452,Xavier Silas,2,39,23.3
292,Yi Jianlian,30,203,24.1
426,Zach Randolph,28,735,22.4
403,Zaza Pachulia,58,1640,14.0
21,Ömer Aşık,66,971,12.6
