,Player,% of FGA by Distance - 2P,% of FGA by Distance - 0-3,% of FGA by Distance - 3-10,% of FGA by Distance - 10-16,% of FGA by Distance - 16-3P,% of FGA by Distance - 3P,% of FG Ast'd - 2P,% of FG Ast'd - 3P,Dunks - %FGA,Corner 3s - %3PA
467,Bonzi Wells,.869,.348,.099,.141,.280,.131,.554,.921,.047,.492
322,Boštjan Nachbar,.677,.290,.000,.065,.323,.323,.444,1.000,.000,.600
300,Brad Miller,.976,.411,.142,.184,.238,.024,.731,1.000,.058,.125
17,Brandon Armstrong,.778,.148,.037,.111,.481,.222,.625,1.000,.000,.167
482,Brandon Williams,.857,.000,.286,.429,.143,.143,1.000,,.000,1.000
194,Brendan Haywood,1.000,.605,.224,.150,.021,.000,.543,,.257,
25,Brent Barry,.492,.262,.076,.021,.133,.508,.500,.915,.024,.157
250,Brevin Knight,.965,.237,.096,.127,.504,.035,.516,.500,.000,.125
81,Brian Cardinal,.750,.250,.000,.500,.000,.250,.000,,.000,.000
168,Brian Grant,1.000,.362,.139,.180,.318,.000,.747,,.065,
406,Brian Scalabrine,.769,.290,.112,.071,.296,.231,.667,.857,.024,.154
408,Brian Shaw,.582,.103,.123,.092,.261,.418,.603,.921,.000,.092
411,Brian Skinner,1.000,.592,.305,.094,.009,.000,.665,,.139,
46,Bruce Bowen,.522,.190,.104,.071,.157,.478,.713,1.000,.017,.795
431,Bruno Šundov,.714,.196,.179,.125,.214,.286,.800,1.000,.054,.000
125,Bryce Drew,.741,.074,.074,.259,.333,.259,.600,.333,.000,.000
394,Bryon Russell,.542,.144,.042,.062,.294,.458,.742,1.000,.010,.429
87,Calbert Cheaney,.962,.253,.101,.149,.458,.038,.787,1.000,.017,.800
43,Calvin Booth,.983,.311,.185,.202,.286,.017,.769,,.092,.000
19,Carlos Arroyo,.936,.284,.183,.119,.349,.064,.255,.333,.000,.143
44,Carlos Boozer,.998,.511,.146,.168,.173,.002,.668,,.125,1.000
74,Caron Butler,.896,.354,.147,.154,.241,.104,.471,.824,.065,.271
225,Casey Jacobsen,.495,.287,.040,.049,.119,.505,.571,.962,.012,.455
449,Cezary Trybański,1.000,.450,.300,.150,.100,.000,.600,,.150,
333,Charles Oakley,1.000,.218,.036,.109,.636,.000,.826,,.000,
414,Charles Smith,.750,.250,.000,.250,.250,.250,1.000,,.000,.000
463,Charlie Ward,.355,.133,.051,.046,.126,.645,.344,.713,.000,.112
38,Chauncey Billups,.563,.205,.048,.092,.218,.437,.240,.557,.000,.200
351,Cherokee Parks,.988,.362,.098,.141,.387,.012,.778,1.000,.135,1.000
9,Chris Andersen,.996,.572,.147,.119,.158,.004,.614,,.189,1.000
88,Chris Childs,.700,.100,.000,.150,.450,.300,.400,1.000,.000,.167
101,Chris Crawford,.769,.231,.077,.308,.154,.231,.714,1.000,.000,.000
127,Chris Dudley,1.000,1.000,.000,.000,.000,.000,,,.000,
230,Chris Jefferies,.722,.232,.088,.026,.376,.278,.667,1.000,.015,.204
297,Chris Mihm,.990,.345,.268,.202,.174,.010,.638,,.059,.000
305,Chris Mills,.764,.151,.132,.132,.349,.236,.656,1.000,.000,.400
343,Chris Owens,1.000,.667,.000,.000,.333,.000,.500,,.000,
466,Chris Webber,.985,.237,.226,.129,.393,.015,.584,1.000,.056,.000
473,Chris Whitney,.530,.043,.040,.106,.341,.470,.676,.680,.000,.183
476,Chris Wilcox,1.000,.507,.343,.121,.029,.000,.616,,.221,
253,Christian Laettner,.969,.244,.095,.184,.446,.031,.794,1.000,.014,.188
20,Chucky Atkins,.480,.161,.054,.041,.224,.520,.402,.907,.000,.314
465,Clarence Weatherspoon,1.000,.565,.155,.167,.114,.000,.688,,.123,
384,Clifford Robinson,.723,.156,.205,.161,.200,.277,.593,.954,.011,.158
35,Corey Benjamin,.698,.395,.163,.070,.070,.302,.545,1.000,.116,.462
270,Corey Maggette,.771,.336,.078,.057,.300,.229,.623,.855,.078,.136
39,Corie Blount,1.000,.321,.104,.336,.239,.000,.831,,.060,
494,Corliss Williamson,.987,.391,.317,.173,.105,.013,.602,1.000,.024,.636
2,Courtney Alexander,.887,.250,.044,.234,.360,.113,.747,1.000,.020,.404
308,Cuttino Mobley,.702,.267,.085,.101,.248,.298,.365,.938,.036,.324
457,Dajuan Wagner,.712,.274,.245,.099,.094,.288,.321,.909,.025,.195
111,Dale Davis,1.000,.546,.167,.228,.059,.000,.654,,.192,
22,Dalibor Bagarić,1.000,.231,.346,.269,.154,.000,1.000,,.038,
239,Damon Jones,.424,.114,.033,.057,.219,.576,.417,.864,.000,.380
426,Damon Stoudamire,.725,.159,.128,.087,.352,.275,.384,.886,.000,.211
56,Damone Brown,.943,.200,.114,.200,.429,.057,.727,,.029,.500
117,Dan Dickau,.641,.176,.188,.071,.206,.359,.208,.864,.000,.361
150,Dan Gadzuric,.993,.545,.290,.117,.041,.007,.514,,.193,.000
256,Dan Langhi,.847,.153,.020,.158,.515,.153,.750,1.000,.010,.419
135,Danny Ferry,.516,.032,.048,.145,.290,.484,.696,1.000,.000,.483
142,Danny Fortson,.981,.296,.407,.130,.148,.019,.550,,.000,.000
274,Danny Manning,.750,.313,.063,.188,.188,.250,.700,.667,.000,.500
298,Darius Miles,.978,.396,.188,.170,.223,.022,.586,,.118,.143
18,Darrell Armstrong,.639,.202,.039,.107,.291,.361,.432,.769,.006,.302
175,Darvin Ham,.981,.579,.107,.119,.176,.019,.634,,.208,.000
385,David Robinson,1.000,.562,.179,.174,.086,.000,.635,,.160,
470,David Wesley,.695,.148,.041,.082,.424,.305,.730,.933,.000,.361
120,DeSagana Diop,1.000,.357,.227,.247,.156,.000,.519,,.071,
421,DeShawn Stevenson,.958,.278,.067,.127,.486,.042,.764,.750,.070,.333
336,Dean Oliver,.793,.310,.103,.103,.276,.207,.000,1.000,.000,.167
10,Derek Anderson,.602,.192,.054,.091,.264,.398,.544,.871,.038,.227
137,Derek Fisher,.726,.128,.044,.112,.443,.274,.634,.976,.004,.443
93,Derrick Coleman,.865,.378,.171,.197,.120,.135,.597,1.000,.054,.224
284,Desmond Mason,.929,.248,.112,.121,.448,.071,.725,.952,.061,.208
154,Devean George,.714,.230,.089,.095,.299,.286,.756,.939,.067,.295
57,Devin Brown,.971,.286,.114,.086,.486,.029,.583,,.000,1.000
320,Dikembe Mutombo,1.000,.504,.351,.122,.023,.000,.490,,.107,
160,Dion Glover,.756,.369,.059,.108,.221,.244,.502,.857,.029,.253
329,Dirk Nowitzki,.738,.163,.076,.200,.299,.262,.587,.905,.028,.156
377,Don Reid,1.000,.667,.333,.000,.000,.000,,,.000,
189,Donnell Harvey,.987,.432,.318,.089,.149,.013,.604,1.000,.118,.429
278,Donny Marshall,.667,.000,.000,.333,.333,.333,,,.000,.000
279,Donyell Marshall,.905,.472,.218,.095,.121,.095,.698,.970,.078,.402
89,Doug Christie,.668,.305,.039,.047,.276,.332,.546,.890,.097,.276
164,Drew Gooden,.938,.311,.259,.187,.181,.062,.595,1.000,.040,.125
49,Earl Boykins,.834,.123,.203,.246,.263,.166,.294,.724,.000,.221
464,Earl Watson,.767,.258,.143,.120,.246,.233,.446,.903,.018,.176
171,Eddie Griffin,.717,.193,.155,.190,.178,.283,.565,.969,.035,.031
203,Eddie House,.730,.088,.043,.140,.459,.270,.699,.778,.000,.400
240,Eddie Jones,.650,.202,.087,.148,.212,.350,.358,.939,.016,.357
386,Eddie Robinson,.956,.362,.117,.219,.257,.044,.697,.667,.117,.357
105,Eddy Curry,1.000,.576,.314,.091,.019,.000,.776,,.185,
324,Eduardo Nájera,.996,.580,.147,.091,.177,.004,.760,,.043,.000
378,Efthimios Rentzias,.864,.220,.119,.237,.288,.136,.688,1.000,.051,.000
78,Elden Campbell,.997,.227,.325,.281,.163,.003,.684,,.041,1.000
52,Elton Brand,.999,.415,.296,.224,.065,.001,.599,,.078,.000
112,Emanual Davis,.670,.205,.068,.102,.295,.330,.480,1.000,.000,.517
360,Eric Piatkowski,.549,.267,.049,.094,.139,.451,.623,.925,.002,.259
417,Eric Snow,.960,.344,.084,.310,.222,.040,.565,.857,.000,.156
483,Eric Williams,.809,.355,.257,.127,.070,.191,.581,.946,.017,.655
107,Erick Dampier,.996,.500,.402,.075,.019,.004,.405,,.157,.000
428,Erick Strickland,.579,.200,.066,.116,.197,.421,.495,.887,.000,.169
235,Ervin Johnson,1.000,.585,.222,.170,.022,.000,.590,,.059,
437,Etan Thomas,1.000,.476,.403,.113,.008,.000,.459,,.145,
133,Evan Eschmeyer,1.000,.579,.211,.105,.105,.000,1.000,,.158,
484,Frank Williams,.515,.212,.182,.091,.030,.485,.333,.833,.000,.375
201,Fred Hoiberg,.833,.230,.063,.040,.500,.167,.818,1.000,.032,.143
241,Fred Jones,.708,.375,.125,.042,.167,.292,.571,.500,.042,.286
353,Gary Payton,.876,.328,.156,.166,.226,.124,.332,.852,.000,.275
446,Gary Trent,.995,.357,.285,.177,.175,.005,.601,,.077,.000
266,George Lynch,.780,.404,.086,.114,.175,.220,.664,.857,.031,.506
461,Gerald Wallace,.978,.585,.087,.033,.273,.022,.685,1.000,.197,.500
16,Gilbert Arenas,.735,.303,.095,.095,.242,.265,.238,.633,.030,.131
379,Glen Rice,.444,.101,.085,.085,.173,.556,.495,.960,.011,.228
387,Glenn Robinson,.789,.105,.144,.313,.228,.211,.586,.978,.009,.171
157,Gordan Giriček,.690,.227,.117,.120,.227,.310,.566,.976,.011,.422
197,Grant Hill,.987,.345,.130,.228,.283,.013,.333,1.000,.026,.000
264,Grant Long,.957,.171,.129,.114,.543,.043,.889,,.014,.333
71,Greg Buckner,.862,.379,.153,.141,.188,.138,.659,.933,.005,.473
143,Greg Foster,.967,.172,.148,.262,.385,.033,.696,1.000,.008,.500
341,Greg Ostertag,1.000,.660,.169,.126,.046,.000,.615,,.086,
392,Guy Rucker,,,,,,,,,,
452,Hedo Türkoğlu,.801,.210,.120,.102,.368,.199,.485,.966,.028,.154
169,Horace Grant,1.000,.080,.080,.080,.760,.000,1.000,,.000,
130,Howard Eisley,.463,.143,.062,.064,.194,.537,.153,.725,.000,.163
113,Hubert Davis,.544,.076,.025,.051,.392,.456,.684,1.000,.000,.083
372,Igor Rakočević,.793,.293,.052,.138,.310,.207,.471,.800,.034,.250
327,Ira Newble,.820,.392,.062,.126,.240,.180,.749,.969,.069,.786
53,J.R. Bremer,.384,.172,.047,.041,.123,.616,.343,.723,.000,.171
455,Jacque Vaughn,.917,.375,.041,.107,.394,.083,.409,.875,.000,.647
471,Jahidi White,1.000,.792,.189,.019,.000,.000,.560,,.189,
450,Jake Tsakalidis,1.000,.511,.356,.089,.044,.000,.738,,.141,
456,Jake Voskuhl,1.000,.693,.153,.104,.049,.000,.630,,.196,
390,Jalen Rose,.773,.136,.111,.205,.322,.227,.417,.872,.004,.304
271,Jamaal Magloire,.995,.515,.331,.118,.031,.005,.607,,.181,.333
443,Jamaal Tinsley,.701,.245,.115,.126,.216,.299,.437,.913,.000,.157
102,Jamal Crawford,.700,.182,.129,.115,.275,.300,.250,.721,.014,.165
281,Jamal Mashburn,.807,.146,.125,.281,.256,.193,.374,.891,.013,.193
398,Jamal Sampson,1.000,.000,1.000,.000,.000,.000,,,.000,
364,James Posey,.695,.339,.102,.080,.174,.305,.544,.843,.092,.432
54,Jamison Brewer,.882,.765,.118,.000,.000,.118,.667,,.118,.500
348,Jannero Pargo,.742,.097,.065,.108,.473,.258,.733,.714,.000,.167
232,Jared Jeffries,.905,.540,.159,.063,.143,.095,.556,1.000,.111,.167
99,Jarron Collins,.988,.500,.116,.233,.140,.012,.737,,.023,.000
76,Jason Caffey,1.000,.484,.258,.169,.089,.000,.611,,.125,
97,Jason Collier,1.000,.500,.333,.056,.111,.000,.824,,.083,
100,Jason Collins,.988,.503,.148,.163,.175,.012,.679,,.044,.500
247,Jason Kidd,.703,.239,.051,.132,.281,.297,.360,.833,.002,.184
381,Jason Richardson,.712,.234,.155,.124,.199,.288,.450,.821,.063,.156
436,Jason Terry,.622,.163,.069,.120,.270,.378,.323,.750,.013,.227
485,Jason Williams,.530,.146,.050,.069,.265,.470,.195,.503,.000,.059
486,Jay Williams,.705,.299,.130,.082,.194,.295,.303,.862,.020,.213
144,Jeff Foster,.989,.427,.163,.202,.197,.011,.563,,.090,.000
293,Jeff McInnis,.917,.154,.243,.258,.262,.083,.478,.833,.000,.029
448,Jeff Trepagnier,.800,.350,.050,.100,.300,.200,.462,1.000,.025,.000
291,Jelani McCoy,1.000,.537,.339,.096,.028,.000,.490,,.127,
218,Jermaine Jackson,.909,.373,.082,.109,.345,.091,.410,1.000,.018,.200
330,Jermaine O'Neal,.983,.268,.398,.212,.106,.017,.648,.429,.098,.333
226,Jerome James,1.000,.362,.478,.125,.034,.000,.477,,.159,
487,Jerome Williams,.989,.555,.151,.142,.140,.011,.639,1.000,.116,.167
419,Jerry Stackhouse,.796,.197,.120,.204,.275,.204,.474,.845,.036,.376
400,Jeryl Sasser,.787,.295,.140,.121,.232,.213,.569,.846,.010,.318
221,Jim Jackson,.846,.284,.165,.134,.264,.154,.488,.906,.011,.606
469,Jiří Welsch,.947,.200,.200,.133,.413,.053,.778,1.000,.000,.500
236,Joe Johnson,.742,.178,.103,.161,.300,.258,.444,.987,.010,.561
415,Joe Smith,.994,.360,.171,.140,.323,.006,.675,,.082,.000
370,Joel Przybilla,1.000,.739,.109,.109,.043,.000,.667,,.065,
8,John Amaechi,1.000,.542,.254,.076,.127,.000,.649,,.008,
104,John Crotty,.683,.244,.073,.098,.268,.317,.500,1.000,.000,.000
396,John Salmons,.733,.310,.060,.181,.181,.267,.711,1.000,.017,.677
423,John Stockton,.875,.306,.069,.153,.347,.125,.500,.621,.000,.088
26,Jon Barry,.495,.165,.024,.080,.226,.505,.462,.690,.000,.285
34,Jonathan Bender,.791,.260,.134,.150,.248,.209,.656,1.000,.091,.302
141,Joseph Forte,.914,.086,.400,.171,.257,.086,.500,,.000,.000
122,Juan Dixon,.690,.129,.118,.137,.306,.310,.443,.800,.000,.214
193,Juaquin Hawkins,.838,.196,.068,.068,.507,.162,.872,1.000,.027,.458
242,Jumaine Jones,.558,.177,.041,.120,.220,.442,.736,.946,.051,.589
185,Junior Harrington,.940,.148,.131,.122,.540,.060,.599,1.000,.015,.214
205,Juwan Howard,.997,.206,.217,.277,.297,.003,.687,.500,.042,.000
310,Jérôme Moïso,1.000,.485,.181,.152,.181,.000,.719,,.211,
393,Kareem Rush,.721,.209,.094,.156,.262,.279,.675,1.000,.037,.250
272,Karl Malone,.989,.249,.117,.196,.427,.011,.809,1.000,.016,.000
60,Kedrick Brown,.772,.333,.129,.088,.222,.228,.638,1.000,.076,.667
454,Keith Van Horn,.815,.336,.233,.129,.117,.185,.673,.985,.064,.301
85,Kelvin Cato,.984,.648,.191,.109,.035,.016,.789,,.352,.000
237,Ken Johnson,1.000,.135,.324,.405,.135,.000,.733,,.027,
155,Kendall Gill,.913,.260,.047,.095,.511,.087,.745,.947,.015,.627
11,Kenny Anderson,.982,.317,.168,.154,.343,.018,.531,1.000,.000,.000
402,Kenny Satterfield,.847,.279,.169,.120,.279,.153,.420,.600,.011,.143
438,Kenny Thomas,1.000,.492,.240,.098,.170,.000,.550,,.079,
280,Kenyon Martin,.960,.409,.258,.127,.166,.040,.660,.889,.170,.233
90,Keon Clark,.991,.399,.253,.155,.184,.009,.659,,.162,.000
249,Kerry Kittles,.692,.321,.069,.059,.243,.308,.776,.949,.068,.110
151,Kevin Garnett,.952,.217,.203,.250,.282,.048,.591,.700,.070,.042
337,Kevin Ollie,.986,.345,.122,.141,.379,.014,.736,1.000,.000,.333
496,Kevin Willis,.992,.377,.257,.226,.132,.008,.569,,.086,.500
124,Keyon Dooling,.578,.170,.076,.073,.258,.422,.256,.760,.018,.165
192,Kirk Haston,.824,.059,.000,.235,.529,.176,.500,,.000,.333
66,Kobe Bryant,.832,.215,.106,.189,.322,.168,.364,.613,.063,.096
441,Kurt Thomas,.997,.228,.264,.308,.197,.003,.776,1.000,.008,.000
61,Kwame Brown,.994,.376,.325,.237,.056,.006,.585,,.112,.000
131,LaPhonso Ellis,.592,.172,.107,.115,.198,.408,.658,1.000,.027,.271
334,Lamar Odom,.789,.383,.214,.075,.116,.211,.367,.881,.033,.062
208,Larry Hughes,.893,.246,.132,.174,.341,.107,.562,.897,.031,.165
418,Latrell Sprewell,.681,.143,.124,.185,.228,.319,.300,.821,.013,.314
367,Lavor Postell,.816,.158,.105,.184,.368,.184,.667,1.000,.053,.143
149,Lawrence Funderburke,1.000,.389,.139,.181,.292,.000,.594,,.097,
323,Lee Nailon,.995,.337,.311,.179,.168,.005,.429,,.037,.000
212,Lindsey Hunter,.646,.195,.079,.099,.272,.354,.319,.882,.000,.215
32,Lonny Baxter,.990,.626,.233,.107,.024,.010,.625,,.073,.000
498,Loren Woods,.961,.382,.197,.263,.118,.039,.714,1.000,.171,.000
501,Lorenzen Wright,.993,.359,.244,.228,.162,.007,.665,,.068,.000
187,Lucious Harris,.811,.200,.053,.108,.451,.189,.701,.915,.003,.228
27,Maceo Baston,1.000,.720,.160,.080,.040,.000,.467,,.280,
3,Malik Allen,.995,.119,.222,.261,.394,.005,.639,,.027,.250
391,Malik Rose,.992,.471,.127,.154,.240,.008,.631,.500,.083,.400
321,Mamadou N'Diaye,1.000,.344,.417,.167,.073,.000,.558,,.031,
156,Manu Ginóbili,.627,.343,.154,.068,.063,.373,.431,.902,.045,.318
222,Marc Jackson,.997,.350,.183,.143,.321,.003,.757,.000,.054,.000
77,Marcus Camby,.978,.388,.181,.132,.278,.022,.681,.500,.106,.000
138,Marcus Fizer,.984,.439,.251,.183,.112,.016,.525,1.000,.065,.333
174,Marcus Haislip,.922,.353,.163,.209,.196,.078,.698,1.000,.131,.583
40,Mark Blount,1.000,.386,.242,.196,.176,.000,.760,,.078,
67,Mark Bryant,1.000,.105,.158,.526,.211,.000,.800,,.053,
223,Mark Jackson,.743,.211,.176,.144,.211,.257,.483,.778,.000,.074
269,Mark Madsen,1.000,.577,.270,.086,.067,.000,.594,,.117,
429,Mark Strickland,1.000,.800,.000,.200,.000,.000,.500,,.200,
229,Marko Jarić,.628,.316,.074,.063,.175,.372,.373,.887,.022,.193
92,Mateen Cleaves,.957,.348,.043,.087,.478,.043,.400,.000,.000,.000
180,Matt Harpring,.843,.378,.083,.111,.271,.157,.820,.985,.010,.363
273,Matt Maloney,.400,.000,.000,.080,.320,.600,.000,.800,.000,.333
435,Maurice Taylor,.996,.273,.241,.189,.293,.004,.411,,.067,.000
335,Mehmet Okur,.735,.307,.170,.125,.132,.265,.599,.947,.033,.116
132,Melvin Ely,1.000,.468,.376,.124,.032,.000,.478,,.156,
28,Mengke Bateer,.824,.235,.176,.176,.235,.176,.333,.000,.000,.333
500,Metta World Peace,.751,.369,.145,.100,.136,.249,.471,.761,.033,.227
50,Michael Bradley,.981,.583,.169,.159,.070,.019,.427,1.000,.064,.333
106,Michael Curry,.764,.231,.026,.061,.445,.236,.868,1.000,.074,.370
118,Michael Dickerson,.542,.292,.042,.042,.167,.458,.333,1.000,.000,.182
123,Michael Doleac,1.000,.178,.146,.268,.408,.000,.890,,.009,
136,Michael Finley,.730,.189,.112,.146,.283,.270,.461,.950,.031,.307
244,Michael Jordan,.964,.138,.088,.303,.435,.036,.508,.875,.014,.127
340,Michael Olowokandi,1.000,.144,.644,.188,.023,.000,.667,,.048,
376,Michael Redd,.572,.213,.084,.103,.171,.428,.689,.918,.009,.315
422,Michael Stewart,1.000,.514,.216,.216,.054,.000,.571,,.081,
29,Mike Batiste,.827,.313,.113,.146,.255,.173,.709,.889,.077,.370
37,Mike Bibby,.804,.207,.089,.091,.417,.196,.579,.946,.001,.467
129,Mike Dunleavy,.640,.264,.113,.082,.182,.360,.603,.962,.012,.247
227,Mike James,.610,.248,.080,.051,.231,.390,.245,.672,.003,.193
301,Mike Miller,.651,.257,.064,.056,.274,.349,.561,.945,.021,.170
477,Mike Wilks,.764,.236,.122,.081,.324,.236,.375,.700,.000,.257
311,Mikki Moore,1.000,.308,.077,.154,.462,.000,.800,,.077,
347,Milt Palacio,.905,.361,.070,.147,.327,.095,.636,.750,.000,.297
488,Monty Williams,.975,.613,.075,.188,.100,.025,.676,,.000,.000
328,Moochie Norris,.864,.242,.145,.109,.367,.136,.407,.909,.000,.178
359,Morris Peterson,.679,.242,.091,.104,.241,.321,.561,.819,.023,.331
207,Nate Huffman,1.000,.640,.320,.040,.000,.000,.667,,.160,
309,Nazr Mohammed,1.000,.428,.226,.264,.082,.000,.642,,.082,
196,Nenê,.995,.617,.236,.057,.086,.005,.629,,.233,.000
453,Nick Van Exel,.625,.140,.239,.128,.118,.375,.250,.703,.001,.196
451,Nikoloz Tskitishvili,.613,.204,.069,.107,.234,.387,.538,1.000,.023,.309
344,Olumide Oyedeji,1.000,.652,.217,.043,.087,.000,.600,,.217,
186,Othella Harrington,1.000,.397,.312,.181,.111,.000,.689,,.018,
62,P.J. Brown,.995,.348,.176,.283,.188,.005,.724,,.050,.000
72,Pat Burke,.976,.334,.145,.084,.412,.024,.696,.000,.041,.143
152,Pat Garrity,.453,.066,.027,.044,.316,.547,.868,.988,.008,.152
153,Pau Gasol,.991,.383,.342,.150,.116,.009,.570,1.000,.153,.400
361,Paul Pierce,.754,.287,.074,.143,.251,.246,.415,.703,.032,.090
409,Paul Shirley,1.000,.250,.500,.000,.250,.000,,,.000,
425,Peja Stojaković,.607,.229,.061,.085,.232,.393,.652,.890,.026,.308
399,Pepe Sánchez,1.000,.200,.200,.000,.600,.000,,,.000,
24,Player,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,%3PA
243,Popeye Jones,1.000,.339,.242,.177,.242,.000,.667,,.000,
126,Predrag Drobnjak,.892,.202,.176,.150,.365,.108,.773,1.000,.024,.247
405,Predrag Savović,.720,.355,.054,.043,.269,.280,.760,1.000,.000,.077
55,Primož Brezec,.974,.316,.263,.184,.211,.026,.333,,.053,.000
382,Quentin Richardson,.637,.377,.099,.059,.103,.363,.430,.885,.049,.121
499,Qyntel Woods,.924,.398,.068,.153,.305,.076,.679,1.000,.110,.667
254,Raef LaFrentz,.774,.473,.060,.043,.198,.226,.795,1.000,.111,.336
7,Rafer Alston,.612,.212,.110,.066,.224,.388,.148,.902,.000,.185
33,Raja Bell,.758,.213,.071,.076,.398,.242,.764,1.000,.038,.647
63,Randy Brown,1.000,.209,.023,.279,.488,.000,.875,,.000,
260,Randy Livingston,1.000,.500,.000,.250,.250,.000,1.000,,.000,
258,Rashard Lewis,.811,.207,.245,.158,.201,.189,.640,.947,.054,.465
462,Rasheed Wallace,.719,.193,.215,.152,.160,.281,.612,.936,.079,.156
326,Rasho Nesterović,.997,.364,.318,.144,.172,.003,.783,,.076,.000
75,Rasual Butler,.701,.154,.084,.187,.276,.299,.446,.840,.028,.333
4,Ray Allen,.609,.165,.127,.185,.132,.391,.327,.796,.020,.242
134,Reggie Evans,1.000,.629,.200,.086,.086,.000,.455,,.079,
304,Reggie Miller,.501,.157,.039,.066,.239,.499,.905,.947,.000,.239
412,Reggie Slater,1.000,.720,.200,.020,.060,.000,.741,,.120,
176,Richard Hamilton,.907,.254,.085,.233,.335,.093,.546,.938,.021,.370
231,Richard Jefferson,.974,.436,.127,.097,.314,.026,.673,.833,.138,.292
65,Rick Brunson,.880,.160,.040,.100,.580,.120,.579,1.000,.000,.500
146,Rick Fox,.549,.196,.064,.140,.148,.451,.688,.962,.008,.300
114,Ricky Davis,.861,.218,.080,.210,.353,.139,.515,.689,.072,.157
15,Robert Archibald,1.000,.500,.200,.200,.100,.000,.667,,.050,
202,Robert Horry,.628,.279,.097,.122,.130,.372,.579,.941,.078,.271
345,Robert Pack,.961,.372,.093,.132,.364,.039,.596,,.000,.200
445,Robert Traylor,.987,.553,.181,.093,.160,.013,.596,.000,.122,.000
430,Rod Strickland,.960,.237,.122,.191,.410,.040,.311,1.000,.000,.091
388,Rodney Rogers,.710,.314,.114,.068,.213,.290,.662,.932,.022,.288
472,Rodney White,.790,.243,.177,.078,.292,.210,.610,.969,.052,.269
287,Roger Mason,.419,.000,.097,.097,.226,.581,.800,.833,.000,.333
