,Player,G,MP,USG%
67,Dee Brown,7,65,16.5
114,Dell Curry,56,886,20.8
246,DerMarr Johnson,72,1727,18.0
11,Derek Anderson,70,1860,19.4
153,Derek Fisher,70,1974,17.6
101,Derrick Coleman,58,2080,21.0
132,Derrick Dial,32,299,22.1
310,Derrick McKey,41,784,8.8
300,Desmond Mason,75,2420,18.8
176,Devean George,82,1759,16.4
435,Dickey Simpkins,1,3,0.0
338,Dikembe Mutombo,80,2907,15.1
179,Dion Glover,55,1156,22.6
348,Dirk Nowitzki,76,2891,25.5
400,Don Reid,68,714,17.2
202,Donnell Harvey,47,841,15.4
294,Donny Marshall,20,118,14.8
295,Donyell Marshall,58,1750,22.8
97,Doug Christie,81,2798,15.6
364,Doug Overton,18,130,20.5
58,Earl Boykins,68,761,20.5
495,Earl Watson,64,964,13.4
177,Eddie Gill,23,384,16.9
184,Eddie Griffin,73,1896,18.4
215,Eddie House,64,1230,24.3
253,Eddie Jones,81,3156,22.7
412,Eddie Robinson,29,653,21.4
115,Eddy Curry,72,1150,20.7
341,Eduardo Nájera,62,1357,13.5
87,Elden Campbell,77,2156,23.3
396,Eldridge Recasner,6,33,10.2
377,Elliot Perry,2,48,16.9
61,Elton Brand,80,3020,21.1
124,Emanual Davis,28,774,15.1
329,Eric Montross,49,655,11.9
381,Eric Piatkowski,71,1718,15.4
447,Eric Snow,61,2225,17.7
506,Eric Williams,74,1747,15.0
31,Erick Barkley,19,228,16.9
119,Erick Dampier,73,1740,17.6
461,Erick Strickland,79,1643,18.0
68,Ernest Brown,3,21,24.5
247,Ervin Johnson,81,1660,7.7
469,Etan Thomas,47,618,15.6
148,Evan Eschmeyer,31,299,12.2
279,Felipe López,67,581,16.8
449,Felton Spencer,32,248,9.9
213,Fred Hoiberg,79,1408,11.9
374,Gary Payton,82,3301,27.2
477,Gary Trent,64,1140,19.9
281,George Lynch,45,893,13.1
304,George McCloud,69,1830,19.4
491,Gerald Wallace,54,430,22.0
18,Gilbert Arenas,47,1155,20.1
401,Glen Rice,20,606,15.6
413,Glenn Robinson,66,2346,28.8
210,Grant Hill,14,512,23.4
278,Grant Long,66,1868,13.2
15,Greg Anthony,60,1514,18.6
78,Greg Buckner,44,885,12.8
159,Greg Foster,6,24,21.0
360,Greg Ostertag,74,1107,12.6
354,Hakeem Olajuwon,61,1378,18.3
333,Hanno Möttölä,82,1371,16.1
240,Harold Jamison,25,176,14.3
480,Hedo Türkoğlu,80,1970,19.2
182,Horace Grant,76,2210,12.5
145,Howard Eisley,39,609,19.1
125,Hubert Davis,51,1231,14.2
57,Ira Bowman,3,29,11.1
345,Ira Newble,42,1273,12.5
27,Isaac Austin,21,307,15.5
155,Isaac Fontaine,6,75,12.5
409,Isaiah Rider,10,173,26.5
441,Jabari Smith,23,181,20.4
486,Jacque Vaughn,82,1856,14.8
501,Jahidi White,71,1346,14.1
479,Jake Tsakalidis,67,1582,15.5
487,Jake Voskuhl,59,900,14.4
420,Jalen Rose,83,3153,26.1
287,Jamaal Magloire,82,1549,20.0
473,Jamaal Tinsley,80,2442,20.7
107,Jamal Crawford,23,481,21.5
298,Jamal Mashburn,40,1601,27.4
387,James Posey,73,2238,19.1
63,Jamison Brewer,13,43,8.4
227,Jaren Jackson,9,144,14.5
104,Jarron Collins,70,1440,15.0
85,Jason Caffey,23,283,18.2
103,Jason Collier,25,365,15.5
105,Jason Collins,77,1407,13.5
200,Jason Hart,10,92,15.0
259,Jason Kidd,82,3056,22.5
403,Jason Richardson,80,2629,21.5
468,Jason Terry,78,2967,23.6
507,Jason Williams,65,2236,25.3
160,Jeff Foster,82,1786,14.0
309,Jeff McInnis,81,3030,20.3
478,Jeff Trepagnier,12,77,22.1
305,Jelani McCoy,21,104,14.0
228,Jermaine Jackson,24,280,10.8
349,Jermaine O'Neal,72,2707,24.9
235,Jerome James,56,949,18.3
508,Jerome Williams,68,1641,15.2
451,Jerry Stackhouse,76,2685,32.3
427,Jeryl Sasser,7,36,22.6
229,Jim Jackson,55,1825,17.8
108,Joe Crispin,21,156,24.0
248,Joe Johnson,77,1916,16.0
444,Joe Smith,72,1922,17.8
391,Joel Przybilla,71,1128,9.3
9,John Amaechi,54,586,20.6
112,John Crotty,41,802,16.2
452,John Starks,66,929,18.4
458,John Stockton,82,2566,19.8
492,John Wallace,46,490,24.1
346,Johnny Newman,47,724,12.1
34,Jon Barry,82,1985,16.2
42,Jonathan Bender,78,1647,17.5
157,Joseph Forte,8,39,19.6
79,Jud Buechler,66,684,8.8
254,Jumaine Jones,81,2142,16.1
217,Juwan Howard,81,2635,22.3
328,Jérôme Moïso,15,76,16.8
289,Karl Malone,80,3040,28.8
69,Kedrick Brown,29,245,16.0
484,Keith Van Horn,81,2465,24.0
92,Kelvin Cato,75,1917,11.2
178,Kendall Gill,65,1410,17.1
12,Kenny Anderson,76,2430,16.7
428,Kenny Satterfield,36,560,21.8
470,Kenny Thomas,72,2484,20.9
297,Kenyon Martin,73,2504,22.4
98,Keon Clark,81,2185,21.2
261,Kerry Kittles,82,2601,19.4
168,Kevin Garnett,81,3175,26.0
356,Kevin Ollie,81,1723,14.9
514,Kevin Willis,52,865,19.5
139,Keyon Dooling,14,155,21.1
206,Kirk Haston,15,77,27.0
76,Kobe Bryant,80,3063,30.4
471,Kurt Thomas,82,2771,20.3
70,Kwame Brown,57,817,18.6
147,LaPhonso Ellis,66,1684,15.9
353,Lamar Odom,29,999,22.5
336,Lamond Murray,71,2312,24.7
221,Larry Hughes,73,2049,22.5
414,Larry Robinson,2,10,18.6
450,Latrell Sprewell,81,3326,25.1
388,Lavor Postell,23,179,29.4
167,Lawrence Funderburke,56,722,18.2
340,Lee Nailon,79,1912,22.1
445,Leon Smith,14,100,16.5
222,Lindsey Hunter,82,1616,15.6
515,Loren Woods,60,516,13.9
519,Lorenzen Wright,43,1251,22.2
199,Lucious Harris,74,1553,19.3
6,Malik Allen,12,161,17.0
423,Malik Rose,82,1725,23.9
339,Mamadou N'Diaye,5,46,15.3
230,Marc Jackson,39,495,20.3
86,Marcus Camby,29,1007,17.4
154,Marcus Fizer,76,1963,25.9
50,Mark Blount,44,415,12.7
77,Mark Bryant,30,206,14.6
233,Mark Jackson,82,2367,15.6
284,Mark Madsen,59,650,13.2
385,Mark Pope,45,426,12.7
462,Mark Strickland,46,654,17.4
100,Mateen Cleaves,32,153,28.1
83,Matt Bullard,31,350,17.3
175,Matt Geiger,4,36,13.8
196,Matt Harpring,81,2541,19.1
149,Maurice Evans,10,45,22.9
35,Mengke Bateer,27,408,19.8
516,Metta World Peace,55,1642,23.5
59,Michael Bradley,26,118,13.4
116,Michael Curry,82,1912,9.3
135,Michael Dickerson,4,124,21.5
138,Michael Doleac,42,705,15.9
152,Michael Finley,69,2754,23.9
256,Michael Jordan,60,2093,36.0
359,Michael Olowokandi,80,2568,20.1
399,Michael Redd,67,1417,23.7
424,Michael Ruffin,15,169,11.0
456,Michael Stewart,11,93,15.6
46,Mike Bibby,80,2659,19.7
236,Mike James,15,119,23.7
322,Mike Miller,63,2123,20.9
376,Mike Penberthy,3,12,14.1
330,Mikki Moore,30,217,18.8
368,Milt Palacio,69,790,16.4
408,Mitch Richmond,64,709,19.4
84,Mitchell Butler,11,90,16.9
509,Monty Williams,68,1284,17.7
347,Moochie Norris,82,2249,17.8
48,Mookie Blaylock,35,599,13.1
380,Morris Peterson,63,1988,21.3
327,Nazr Mohammed,82,2168,19.4
13,Nick Anderson,15,219,19.5
481,Nick Van Exel,72,2496,26.8
404,Norm Richardson,11,67,22.6
146,Obinna Ekezie,29,152,19.8
365,Olumide Oyedeji,36,221,13.2
198,Othella Harrington,77,1563,18.5
71,P.J. Brown,80,2563,12.4
172,Pat Garrity,80,2406,16.1
150,Patrick Ewing,65,901,22.7
173,Pau Gasol,82,3007,22.6
382,Paul Pierce,82,3302,29.3
459,Peja Stojaković,71,2649,23.2
26,Player,G,MP,USG%
255,Popeye Jones,79,1920,15.7
141,Predrag Drobnjak,64,1174,19.7
64,Primož Brezec,22,160,13.0
407,Quentin Richardson,81,2152,23.3
274,Quincy Lewis,36,490,16.9
267,Raef LaFrentz,78,2455,19.8
8,Rafer Alston,50,600,19.0
41,Raja Bell,74,890,15.9
73,Randy Brown,1,6,7.6
276,Randy Livingston,13,176,16.1
275,Rashard Lewis,71,2585,20.8
493,Rasheed Wallace,79,2963,23.7
344,Rasho Nesterović,82,2218,16.0
485,Ratko Varda,1,6,34.9
7,Ray Allen,69,2525,26.2
323,Reggie Miller,79,2889,18.5
437,Reggie Slater,8,47,19.6
189,Richard Hamilton,63,2203,28.6
241,Richard Jefferson,79,1917,19.1
75,Rick Brunson,59,520,15.6
163,Rick Fox,82,2289,15.2
126,Ricky Davis,82,1954,24.4
214,Robert Horry,81,2140,12.8
366,Robert Pack,16,252,17.0
476,Robert Traylor,61,678,19.3
463,Rod Strickland,76,2294,20.0
82,Rodney Buford,63,1769,17.8
416,Rodney Rogers,77,1880,22.3
502,Rodney White,16,129,29.3
313,Ron Mercer,53,1716,24.8
53,Ruben Boumtje-Boumtje,33,245,10.6
373,Ruben Patterson,75,1765,22.1
272,Rusty LaRue,33,542,20.2
56,Ryan Bowen,75,1686,10.3
91,Sam Cassell,74,2605,27.3
283,Sam Mack,12,159,17.7
325,Sam Mitchell,74,726,17.1
489,Samaki Walker,69,1655,12.9
117,Samuel Dalembert,34,177,18.6
384,Scot Pollard,80,1881,11.5
367,Scott Padgett,75,1295,17.7
510,Scott Williams,41,737,16.4
383,Scottie Pippen,62,1996,19.1
293,Sean Marks,21,319,18.2
419,Sean Rooks,61,728,14.1
511,Shammond Williams,50,603,18.9
14,Shandon Anderson,82,1596,15.1
37,Shane Battier,78,3097,18.2
350,Shaquille O'Neal,67,2422,31.8
3,Shareef Abdur-Rahim,77,2980,27.0
60,Shawn Bradley,53,757,12.9
257,Shawn Kemp,75,1232,20.2
292,Shawn Marion,81,3109,23.6
431,Shawnelle Scott,21,252,17.6
99,Speedy Claxton,67,1528,18.2
25,Stacey Augmon,77,1319,14.8
312,Stanislav Medvedenko,71,729,23.0
234,Stephen Jackson,23,227,24.9
291,Stephon Marbury,82,3187,26.6
166,Steve Francis,57,2343,28.0
180,Steve Goodrich,9,50,12.4
258,Steve Kerr,65,775,15.2
342,Steve Nash,82,2837,23.0
446,Steve Smith,77,2211,18.3
223,Steven Hunter,53,516,17.7
466,Stromile Swift,68,1805,21.8
190,Tang Hamilton,9,98,10.4
0,Tariq Abdul-Wahad,24,441,19.1
332,Terence Morris,68,1110,14.5
62,Terrell Brandon,32,962,20.9
386,Terry Porter,72,1294,15.9
394,Theo Ratliff,3,82,17.6
74,Tierre Brown,40,403,19.3
144,Tim Duncan,82,3329,29.0
193,Tim Hardaway,68,1601,21.8
238,Tim James,9,41,20.8
472,Tim Thomas,74,1987,22.6
282,Todd MacCulloch,62,1502,18.0
185,Tom Gugliotta,44,1129,15.0
265,Toni Kukoč,59,1494,20.7
36,Tony Battie,74,1819,12.5
129,Tony Delk,63,1447,21.5
301,Tony Massenburg,73,1247,17.0
371,Tony Parker,77,2267,17.7
308,Tracy McGrady,76,2912,31.1
337,Tracy Murray,40,473,23.3
270,Trajan Langdon,44,477,22.7
43,Travis Best,74,1747,17.5
264,Travis Knight,49,429,16.2
162,Tremaine Fowlkes,22,343,11.9
205,Trenton Hassell,78,2237,16.0
220,Troy Hudson,81,1854,25.8
335,Troy Murphy,82,1448,16.7
211,Tyrone Hill,26,810,15.6
343,Tyrone Nesby,70,1498,15.7
280,Tyronn Lue,71,1458,20.4
93,Tyson Chandler,71,1389,16.6
5,Victor Alexander,15,97,28.9
30,Vin Baker,55,1710,23.8
90,Vince Carter,60,2385,30.5
128,Vinny Del Negro,2,6,29.9
389,Vitaly Potapenko,79,1343,14.1
137,Vlade Divac,80,2420,18.4
392,Vladimir Radmanović,61,1230,17.3
453,Vladimir Stepania,67,884,18.7
113,Vonteego Cummings,58,501,21.7
273,Voshon Lenard,71,1665,24.5
467,Wally Szczerbiak,82,3117,21.8
512,Walt Williams,48,1117,19.6
302,Walter McCarty,56,718,13.3
520,Wang Zhizhi,55,600,22.4
378,Wesley Person,78,2793,17.6
448,Will Solomon,62,872,22.1
28,William Avery,28,258,20.6
393,Zach Randolph,41,238,25.7
191,Zendon Hamilton,54,848,20.3
224,Zydrunas Ilgauskas,62,1329,27.0
474,Óscar Torres,65,1075,18.8
395,Željko Rebrača,74,1179,21.4
