,Player,Fouls Drawn - Shoot
216,Enes Freedom,87
72,Eric Bledsoe,93
237,Eric Gordon,99
382,Eric Maynor,6
427,Erik Murphy,0
298,Ersan İlyasova,55
210,Evan Fournier,48
575,Evan Turner,111
219,Francisco García,6
395,Gal Mekel,4
552,Garrett Temple,19
432,Gary Neal,44
285,George Hill,56
247,Gerald Green,80
278,Gerald Henderson,127
602,Gerald Wallace,42
24,Giannis Antetokounmpo,86
157,Gigi Datome,2
161,Glen Davis,69
483,Glen Rice Jr.,2
186,Goran Dragić,147
277,Gordon Hayward,144
181,Gorgui Dieng,39
410,Greg Monroe,177
446,Greg Oden,12
525,Greg Smith,3
539,Greg Stiemsma,12
589,Greivis Vásquez,35
38,Gustavo Ayón,9
430,Hamady N'Diaye,1
45,Harrison Barnes,86
554,Hasheem Thabeet,3
574,Hedo Türkoğlu,6
517,Henry Sims,53
32,Hilton Armstrong,7
563,Hollis Thompson,37
130,Ian Clark,1
371,Ian Mahinmi,60
515,Iman Shumpert,19
117,Isaiah Canaan,11
558,Isaiah Thomas,116
527,Ish Smith,19
43,J.J. Barea,39
283,J.J. Hickson,144
528,J.R. Smith,56
482,JJ Redick,34
391,JaVale McGee,1
146,Jae Crowder,30
212,Jamaal Franklin,1
570,Jamaal Tinsley,0
142,Jamal Crawford,123
436,Jameer Nelson,42
22,James Anderson,44
261,James Harden,275
320,James Johnson,43
328,James Jones,2
441,James Nunnally,4
532,James Southerland,0
592,Jan Veselý,26
456,Jannero Pargo,3
148,Jared Cunningham,6
188,Jared Dudley,22
543,Jared Sullinger,81
302,Jarrett Jack,51
586,Jarvis Varnado,24
133,Jason Collins,2
381,Jason Maxiell,13
529,Jason Smith,22
553,Jason Terry,8
564,Jason Thompson,64
4,Jeff Adrien,57
39,Jeff Ayres,29
248,Jeff Green,165
544,Jeff Taylor,23
546,Jeff Teague,147
623,Jeff Withey,35
196,Jeremy Evans,33
345,Jeremy Lamb,31
362,Jeremy Lin,89
578,Jeremy Tyler,21
444,Jermaine O'Neal,59
51,Jerryd Bayless,39
213,Jimmer Fredette,9
106,Jimmy Butler,151
438,Joakim Noah,144
394,Jodie Meeks,117
321,Joe Johnson,65
26,Joel Anthony,3
217,Joel Freeland,13
281,John Henson,79
315,John Jenkins,3
368,John Lucas III,1
499,John Salmons,21
601,John Wall,171
358,Jon Leuer,23
317,Jonas Jerebko,26
584,Jonas Valančiūnas,120
143,Jordan Crawford,59
203,Jordan Farmar,20
253,Jordan Hamilton,25
286,Jordan Hill,93
252,Jorge Gutiérrez,2
125,Josh Childress,0
263,Josh Harrellson,4
393,Josh McRoberts,39
471,Josh Powell,0
530,Josh Smith,142
115,José Calderón,15
289,Jrue Holiday,28
540,Julyan Stone,2
256,Justin Hamilton,2
356,Kawhi Leonard,62
74,Keith Bogans,0
448,Kelly Olynyk,51
600,Kemba Walker,109
373,Kendall Marshall,16
464,Kendrick Perkins,27
202,Kenneth Faried,133
56,Kent Bazemore,50
116,Kentavious Caldwell-Pope,28
377,Kenyon Martin,9
191,Kevin Durant,311
220,Kevin Garnett,22
366,Kevin Love,228
378,Kevin Martin,124
507,Kevin Séraphin,14
397,Khris Middleton,50
288,Kirk Hinrich,38
565,Klay Thompson,83
98,Kobe Bryant,8
341,Kosta Koufos,47
295,Kris Humphries,63
340,Kyle Korver,21
367,Kyle Lowry,125
445,Kyle O'Quinn,39
520,Kyle Singler,78
299,Kyrie Irving,128
10,LaMarcus Aldridge,158
538,Lance Stephenson,89
559,Lance Thomas,1
208,Landry Fields,12
502,Larry Sanders,24
11,Lavoy Allen,16
307,LeBron James,252
42,Leandro Barbosa,19
94,Lorenzo Brown,6
17,Lou Amundson,6
618,Lou Williams,67
386,Luc Mbah a Moute,30
504,Luis Scola,63
41,Luke Babbitt,6
484,Luke Ridnour,5
176,Luol Deng,118
606,Maalik Wayns,0
560,Malcolm Thomas,1
267,Manny Harris,9
231,Manu Ginóbili,66
90,MarShon Brooks,18
222,Marc Gasol,102
238,Marcin Gortat,111
61,Marco Belinelli,49
416,Marcus Morris,63
567,Marcus Thornton,44
122,Mario Chalmers,72
417,Markieff Morris,133
547,Marquis Teague,18
535,Marreese Speights,63
607,Martell Webster,57
619,Marvin Williams,34
467,Mason Plumlee,97
46,Matt Barnes,38
76,Matt Bonner,6
175,Matthew Dellavedova,4
262,Maurice Harkless,74
195,Melvin Ely,0
625,Metta World Peace,8
357,Meyers Leonard,8
60,Michael Beasley,40
120,Michael Carter-Williams,148
337,Michael Kidd-Gilchrist,87
136,Mike Conley,110
190,Mike Dunleavy,55
268,Mike Harris,10
308,Mike James,1
403,Mike Miller,16
429,Mike Muscala,6
505,Mike Scott,66
468,Miles Plumlee,67
478,Miroslav Raduljica,28
550,Mirza Teletović,23
620,Mo Williams,31
194,Monta Ellis,184
511,Mustafa Shakur,1
167,Nando De Colo,12
490,Nate Robinson,36
624,Nate Wolters,44
409,Nazr Mohammed,14
435,Nemanja Nedović,3
284,Nenê,118
113,Nick Calathes,33
135,Nick Collison,37
630,Nick Young,123
50,Nicolas Batum,77
463,Nikola Peković,128
596,Nikola Vučević,61
132,Norris Cole,28
385,O.J. Mayo,30
343,Ognjen Kuzmić,3
121,Omri Casspi,41
322,Orlando Johnson,13
310,Othyus Jeffers,2
470,Otto Porter Jr.,6
572,P.J. Tucker,71
476,Pablo Prigioni,5
63,Patrick Beverley,33
459,Patrick Patterson,33
405,Patty Mills,30
224,Pau Gasol,113
229,Paul George,168
406,Paul Millsap,181
465,Paul Pierce,128
29,Pero Antić,24
329,Perry Jones,21
522,Peyton Siva,7
472,Phil Pressey,14
30,Player,Shoot
0,Quincy Acy,26
404,Quincy Miller,30
469,Quincy Pondexter,13
492,Rajon Rondo,31
508,Ramon Sessions,163
211,Randy Foye,64
359,Rashard Lewis,13
107,Rasual Butler,7
14,Ray Allen,27
389,Ray McCallum,13
207,Raymond Felton,50
100,Reggie Bullock,4
197,Reggie Evans,46
303,Reggie Jackson,66
621,Reggie Williams,0
314,Richard Jefferson,80
350,Ricky Ledo,2
495,Ricky Rubio,97
294,Robbie Hummel,5
140,Robert Covington,0
498,Robert Sacre,44
365,Robin Lopez,104
542,Rodney Stuckey,131
379,Roger Mason,2
84,Ronnie Brewer,1
475,Ronnie Price,6
573,Ronny Turiaf,25
282,Roy Hibbert,107
301,Royal Ivey,0
612,Royce White,0
225,Rudy Gay,166
232,Rudy Gobert,23
610,Russell Westbrook,128
23,Ryan Anderson,23
233,Ryan Gomes,0
290,Ryan Hollins,25
336,Ryan Kelly,60
155,Samuel Dalembert,64
597,Sasha Vujačić,0
291,Scotty Hopson,1
296,Serge Ibaka,95
335,Sergey Karasev,1
151,Seth Curry,0
423,Shabazz Muhammad,23
49,Shane Battier,7
192,Shane Edwards,0
348,Shane Larkin,10
95,Shannon Brown,6
363,Shaun Livingston,83
480,Shavlik Randolph,6
372,Shawn Marion,24
622,Shawne Williams,7
370,Shelvin Mack,27
287,Solomon Hill,3
330,Solomon Jones,1
271,Spencer Hawes,72
154,Stephen Curry,109
304,Stephen Jackson,0
68,Steve Blake,9
431,Steve Nash,10
439,Steve Novak,1
3,Steven Adams,51
230,Taj Gibson,129
477,Tayshaun Prince,23
331,Terrence Jones,103
494,Terrence Ross,35
506,Thabo Sefolosha,26
631,Thaddeus Young,110
491,Thomas Robinson,47
536,Tiago Splitter,84
189,Tim Duncan,162
260,Tim Hardaway Jr.,61
421,Timofey Mozgov,108
269,Tobias Harris,117
182,Toney Douglas,14
15,Tony Allen,60
407,Tony Mitchell,8
457,Tony Parker,89
531,Tony Snell,18
629,Tony Wroten,164
512,Tornike Shengelia,3
428,Toure' Murry,17
454,Travis Outlaw,16
31,Trevor Ariza,78
77,Trevor Booker,40
101,Trey Burke,34
566,Tristan Thompson,143
156,Troy Daniels,0
349,Ty Lawson,164
259,Tyler Hansbrough,83
634,Tyler Zeller,61
201,Tyreke Evans,146
545,Tyshawn Taylor,12
123,Tyson Chandler,72
270,Udonis Haslem,21
73,Vander Blue,2
342,Viacheslav Kravtsov,2
131,Victor Claver,3
447,Victor Oladipo,140
119,Vince Carter,72
204,Vítor Luiz Faverani,14
193,Wayne Ellington,5
326,Wesley Johnson,35
380,Wesley Matthews,122
47,Will Barton,13
112,Will Bynum,50
249,Willie Green,14
124,Wilson Chandler,67
280,Xavier Henry,88
481,Zach Randolph,140
455,Zaza Pachulia,52
34,Ömer Aşık,62
