,Player,G,MP,USG%
527,Hasheem Thabeet,68,883,10.7
548,Hedo Türkoğlu,74,2272,18.1
557,Henry Walker,35,768,16.6
19,Hilton Armstrong,33,335,15.5
356,Ian Mahinmi,26,165,25.2
549,Ime Udoka,69,944,14.4
33,J.J. Barea,78,1546,19.9
240,J.J. Hickson,81,1691,18.9
190,J.R. Giddens,32,239,16.7
502,J.R. Smith,75,2082,26.9
469,JJ Redick,82,1808,18.3
377,JaVale McGee,60,968,19.1
355,Jamaal Magloire,36,359,13.0
540,Jamaal Tinsley,38,589,16.0
120,Jamal Crawford,79,2460,25.8
402,Jamario Moon,61,1052,12.8
417,Jameer Nelson,65,1860,22.3
219,James Harden,76,1738,20.4
313,James Johnson,65,757,18.0
317,James Jones,36,503,13.3
448,James Posey,77,1731,11.4
497,James Singleton,57,977,15.4
123,JamesOn Curry,1,0,
437,Jannero Pargo,63,829,24.4
151,Jared Dudley,82,1991,13.7
305,Jared Jeffries,70,1794,11.1
284,Jarrett Jack,82,2243,19.1
111,Jarron Collins,34,261,8.8
233,Jarvis Hayes,45,1033,16.2
112,Jason Collins,24,115,11.6
226,Jason Hart,5,22,10.3
322,Jason Kapono,57,976,15.9
326,Jason Kidd,80,2881,14.5
369,Jason Maxiell,76,1550,16.4
471,Jason Richardson,79,2485,20.8
503,Jason Smith,56,658,15.8
526,Jason Terry,77,2540,23.0
535,Jason Thompson,75,2357,19.6
582,Jason Williams,82,1703,14.5
583,Jawad Williams,54,742,15.3
28,Jeff Ayres,39,405,10.1
174,Jeff Foster,16,255,11.1
210,Jeff Green,82,3043,19.2
518,Jeff Teague,71,719,19.1
424,Jermaine O'Neal,70,1991,22.9
516,Jermaine Taylor,31,303,23.1
508,Jerry Stackhouse,42,855,21.9
41,Jerryd Bayless,74,1304,24.9
419,Joakim Noah,64,1925,17.1
386,Jodie Meeks,60,719,19.6
3,Joe Alexander,8,29,11.3
314,Joe Johnson,76,2886,26.3
504,Joe Smith,64,592,18.4
16,Joel Anthony,80,1322,8.7
454,Joel Przybilla,30,681,10.3
144,Joey Dorsey,15,106,13.1
203,Joey Graham,63,759,16.2
445,Johan Petro,36,436,13.6
488,John Salmons,81,2824,19.9
76,Jon Brockman,52,654,10.4
309,Jonas Jerebko,80,2232,15.7
50,Jonathan Bender,25,292,21.6
172,Jonny Flynn,81,2339,24.2
164,Jordan Farmar,82,1474,19.0
244,Jordan Hill,47,624,18.7
62,Josh Boone,63,1045,12.5
256,Josh Howard,35,918,24.8
385,Josh McRoberts,42,524,15.3
450,Josh Powell,63,581,18.6
505,Josh Smith,81,2871,22.2
95,José Calderón,68,1817,17.9
248,Jrue Holiday,73,1767,18.4
595,Julian Wright,68,871,15.4
259,Juwan Howard,73,1632,13.9
487,Kareem Rush,7,58,10.9
59,Keith Bogans,79,1559,11.0
29,Kelenna Azubuike,9,231,19.9
443,Kendrick Perkins,78,2154,17.6
529,Kenny Thomas,26,313,8.1
362,Kenyon Martin,58,1986,17.5
155,Kevin Durant,82,3239,32.0
182,Kevin Garnett,69,2060,22.1
352,Kevin Love,60,1714,22.4
363,Kevin Martin,46,1633,25.3
431,Kevin Ollie,25,263,9.3
143,Keyon Dooling,53,971,19.4
247,Kirk Hinrich,74,2481,16.6
87,Kobe Bryant,73,2835,32.3
329,Kosta Koufos,36,172,17.9
266,Kris Humphries,69,1221,21.0
530,Kurt Thomas,70,1049,11.3
85,Kwame Brown,48,660,14.7
328,Kyle Korver,52,952,16.2
353,Kyle Lowry,68,1651,18.6
569,Kyle Weaver,12,144,12.4
167,Kyrylo Fesenko,49,408,15.8
2,LaMarcus Aldridge,78,2922,22.9
428,Lamar Odom,82,2585,17.0
263,Larry Hughes,45,1115,20.9
296,LeBron James,76,2966,33.5
32,Leandro Barbosa,44,786,24.9
449,Leon Powe,20,236,17.3
260,Lester Hudson,25,131,25.0
270,Lindsey Hunter,13,122,12.8
10,Lou Amundson,79,1168,14.6
584,Lou Williams,64,1912,21.1
375,Luc Mbah a Moute,73,1866,12.1
493,Luis Scola,82,2671,22.7
473,Luke Ridnour,82,1759,22.0
563,Luke Walton,29,272,16.1
135,Luol Deng,70,2651,21.9
237,Luther Head,47,813,21.2
4,Malik Allen,51,456,14.0
215,Malik Hairston,47,317,14.5
194,Manu Ginóbili,75,2150,25.8
183,Marc Gasol,69,2469,16.9
202,Marcin Gortat,81,1088,13.0
44,Marco Belinelli,66,1121,20.1
31,Marcus Banks,22,244,19.8
96,Marcus Camby,74,2314,12.8
216,Marcus Haislip,10,44,27.3
335,Marcus Landry,18,111,20.9
539,Marcus Thornton,73,1872,25.3
585,Marcus Williams,62,872,18.5
113,Mardy Collins,43,470,16.3
107,Mario Chalmers,73,1807,16.3
574,Mario West,39,142,10.5
128,Marquis Daniels,51,937,15.8
507,Marreese Speights,62,1016,25.1
570,Martell Webster,82,2005,18.2
586,Marvin Williams,81,2468,15.5
35,Matt Barnes,81,2097,16.2
61,Matt Bonner,65,1161,17.0
102,Matt Carroll,25,121,22.7
161,Maurice Evans,79,1317,15.4
430,Mehmet Okur,73,2149,21.0
592,Metta World Peace,77,2605,16.2
42,Michael Beasley,78,2328,25.8
168,Michael Finley,46,709,13.8
468,Michael Redd,18,492,23.7
447,Mickaël Piétrus,75,1687,18.0
51,Mike Bibby,80,2195,16.1
116,Mike Conley,80,2569,18.4
154,Mike Dunleavy,67,1486,20.7
222,Mike Harris,13,96,20.2
297,Mike James,4,46,28.1
398,Mike Miller,54,1805,14.7
580,Mike Wilks,4,59,13.5
403,Mikki Moore,23,406,12.2
587,Mo Williams,69,2359,22.0
157,Monta Ellis,64,2647,29.5
444,Morris Peterson,46,973,16.5
474,Nate Robinson,56,1115,24.4
301,Nathan Jawai,39,412,16.3
401,Nazr Mohammed,58,984,21.3
330,Nenad Krstić,76,1741,17.1
241,Nenê,82,2755,16.5
115,Nick Collison,75,1557,12.1
596,Nick Young,74,1421,21.4
40,Nicolas Batum,37,918,16.4
374,O.J. Mayo,82,3113,20.7
442,Oleksiy Pecherov,44,447,22.8
331,Oliver Lafayette,1,22,14.9
106,Omri Casspi,77,1931,19.4
271,Othello Hunter,7,33,23.4
302,Othyus Jeffers,14,73,26.7
423,Patrick O'Bryant,11,51,20.3
399,Patty Mills,10,38,38.9
184,Pau Gasol,65,2403,21.4
131,Paul Davis,2,8,27.6
400,Paul Millsap,82,2277,18.7
446,Paul Pierce,71,2411,23.8
512,Peja Stojaković,62,1947,18.6
25,Player,G,MP,USG%
389,Pops Mensah-Bonsu,20,120,20.3
72,Primož Brezec,21,95,14.6
472,Quentin Richardson,76,2082,14.8
482,Quinton Ross,52,562,10.4
7,Rafer Alston,52,1421,18.8
47,Raja Bell,6,180,17.3
480,Rajon Rondo,81,2963,20.2
495,Ramon Sessions,82,1732,19.9
404,Randolph Morris,28,124,24.1
176,Randy Foye,70,1667,21.1
345,Rashard Lewis,72,2369,19.4
562,Rasheed Wallace,79,1780,20.2
418,Rasho Nesterović,42,413,18.5
92,Rasual Butler,82,2702,17.0
5,Ray Allen,80,2819,20.2
165,Raymond Felton,80,2643,19.2
162,Reggie Evans,28,311,17.2
588,Reggie Williams,24,782,18.6
30,Renaldo Balkman,13,91,13.0
217,Richard Hamilton,46,1552,27.9
304,Richard Jefferson,81,2520,18.3
132,Ricky Davis,36,499,16.8
350,Robin Lopez,51,986,17.3
100,Rodney Carney,68,857,17.6
514,Rodney Stuckey,73,2499,26.4
43,Rodrigue Beaubois,56,700,24.7
367,Roger Mason,79,1515,17.2
552,Roko Ukić,13,97,19.1
410,Ronald Murray,75,1673,23.6
69,Ronnie Brewer,58,1742,13.9
452,Ronnie Price,60,806,18.0
547,Ronny Turiaf,42,872,11.3
239,Roy Hibbert,81,2035,22.2
281,Royal Ivey,44,326,13.8
166,Rudy Fernández,62,1441,17.7
185,Rudy Gay,80,3175,22.5
575,Russell Westbrook,82,2813,25.7
14,Ryan Anderson,63,911,24.4
65,Ryan Bowen,1,8,10.5
195,Ryan Gomes,76,2210,17.4
249,Ryan Hollins,73,1223,16.6
598,Sam Young,80,1321,22.1
126,Samuel Dalembert,82,2124,15.1
441,Sasha Pavlović,71,877,18.1
555,Sasha Vujačić,67,575,15.2
358,Sean Marks,14,75,7.4
370,Sean May,37,331,19.3
589,Sean Williams,20,227,15.6
519,Sebastian Telfair,43,659,18.4
273,Serge Ibaka,73,1323,16.2
477,Sergio Rodríguez,66,1048,21.6
39,Shane Battier,67,2168,11.4
86,Shannon Brown,82,1700,18.8
425,Shaquille O'Neal,53,1240,25.1
346,Shaun Livingston,36,796,15.9
461,Shavlik Randolph,6,53,19.5
357,Shawn Marion,75,2385,18.1
590,Shelden Williams,54,597,15.3
318,Solomon Jones,52,675,16.1
571,Sonny Weems,69,1368,18.4
231,Spencer Hawes,72,1904,19.6
124,Stephen Curry,80,2896,21.8
204,Stephen Graham,70,804,17.6
293,Stephen Jackson,81,3129,27.5
55,Steve Blake,80,2159,14.5
416,Steve Nash,81,2660,22.9
421,Steve Novak,54,362,14.2
272,Steven Hunter,21,158,18.8
179,Sundiata Gaines,32,217,24.0
173,T.J. Ford,47,1189,21.0
189,Taj Gibson,82,2204,16.7
213,Taylor Griffin,8,32,17.6
453,Tayshaun Prince,49,1664,18.9
591,Terrence Williams,78,1764,21.8
494,Thabo Sefolosha,82,2348,10.9
599,Thaddeus Young,67,2145,21.5
465,Theo Ratliff,49,807,12.3
153,Tim Duncan,78,2438,26.0
531,Tim Thomas,18,285,21.1
147,Toney Douglas,56,1087,19.8
6,Tony Allen,54,889,19.6
38,Tony Battie,15,134,16.2
439,Tony Parker,56,1728,25.8
379,Tracy McGrady,30,673,20.6
139,Travis Diener,9,51,10.5
432,Travis Outlaw,34,730,21.4
230,Trenton Hassell,52,1106,12.3
18,Trevor Ariza,72,2629,21.2
193,Trey Gilder,2,5,8.8
408,Troy Murphy,72,2344,18.8
342,Ty Lawson,65,1318,18.0
218,Tyler Hansbrough,29,511,25.5
163,Tyreke Evans,72,2677,26.2
532,Tyrus Thomas,54,1220,22.1
108,Tyson Chandler,51,1163,14.0
229,Udonis Haslem,78,2177,17.1
105,Vince Carter,75,2310,25.2
456,Vladimir Radmanović,41,891,16.0
156,Wayne Ellington,76,1384,17.4
368,Wesley Matthews,82,2025,16.5
94,Will Bynum,63,1667,20.1
117,Will Conroy,5,36,18.3
211,Willie Green,73,1553,19.4
109,Wilson Chandler,65,2320,20.2
138,Yakhouba Diawara,6,44,13.9
310,Yi Jianlian,52,1655,20.1
464,Zach Randolph,81,3051,24.6
435,Zaza Pachulia,78,1089,15.5
275,Zydrunas Ilgauskas,64,1339,19.0
