Season,Player,G,MP,USG%,FGA,Personal Fouls Committed,BLK,STL,DRB,ORB,TOV,AST,% of FG Ast'd - 3P,% of FG Ast'd - 2P,FTr,Shooting Fouls Drawn,Corner 3s - %3PA,% of FGA by Distance - 3P,% of FGA by Distance - 16-3P,% of FGA by Distance - 10-16,% of FGA by Distance - 3-10,% of FGA by Distance - 0-3,Dunks - %FGA
2003,DeSagana Diop,80.0,943.0,10.3,31.50595614951493,31.50595614951493,16.582082183955226,6.632832873582091,31.50595614951493,13.265665747164181,11.60745752876866,8.291041091977613,0.0,0.519,0.195,,0.0,0.0,0.156,0.247,0.227,0.357,0.071
2003,Dirk Nowitzki,80.0,3117.0,27.4,28.229409154615798,3.9460464409678,1.5177101696029998,2.1247942374441995,13.507620509466701,1.5177101696029998,2.8836493222456996,4.553130508809001,0.905,0.587,0.368,,0.156,0.262,0.299,0.2,0.076,0.163,0.028
2003,Don Reid,1.0,10.0,18.7,69.12,92.16000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,,0.0,0.0,0.0,0.0,0.333,0.667,0.0
2003,Donyell Marshall,78.0,2378.0,21.5,29.25027724706643,7.436511164508415,2.7267207603197523,2.9746044658033663,14.87302232901683,7.436511164508415,4.214022993221435,4.461906698705049,0.97,0.698,0.241,,0.402,0.095,0.121,0.095,0.218,0.472,0.078
2003,Eddie Griffin,77.0,1890.0,19.4,33.65293827160494,6.883555555555555,5.353876543209877,2.6769382716049384,16.06162962962963,6.883555555555555,3.824197530864197,4.206617283950617,0.969,0.565,0.139,,0.031,0.283,0.178,0.19,0.155,0.193,0.035
2003,Elton Brand,62.0,2454.0,22.4,21.324788828378598,4.853227802320646,3.6766877290307924,1.617742600773549,10.000590622963756,6.765105421416658,3.823755238192025,3.6766877290307924,0.0,0.599,0.396,,0.0,0.001,0.065,0.224,0.296,0.415,0.078
2003,Etan Thomas,38.0,513.0,18.2,41.718518518518515,21.49135802469136,7.5851851851851855,2.528395061728395,31.604938271604937,22.755555555555556,11.377777777777778,1.2641975308641975,0.0,0.459,0.758,,0.0,0.0,0.008,0.113,0.403,0.476,0.145
2003,Grant Long,41.0,488.0,9.4,27.64772910507928,24.39505509271701,0.0,3.2526740123622693,22.768718086535877,9.758022037086805,8.13168503090567,9.758022037086805,0.0,0.889,0.329,,0.333,0.043,0.543,0.114,0.129,0.171,0.014
2003,Guy Rucker,3.0,4.0,0.0,0.0,388.80000000000007,0.0,0.0,388.80000000000007,0.0,0.0,388.80000000000007,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,Horace Grant,5.0,85.0,13.7,39.86159169550173,7.972318339100346,0.0,4.783391003460208,9.566782006920416,3.1889273356401384,1.5944636678200692,11.161245674740485,0.0,1.0,0.0,,0.0,0.0,0.76,0.08,0.08,0.08,0.0
2003,Jamal Sampson,5.0,8.0,11.6,360.0,0.0,0.0,180.0,180.0,180.0,0.0,180.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2003,Jason Caffey,51.0,894.0,18.3,36.74039908112247,17.995297509121208,2.249412188640151,2.9992162515202008,15.745885320481058,9.747452817440655,8.247844691680553,5.248628440160352,0.0,0.611,0.427,,0.0,0.0,0.089,0.169,0.258,0.484,0.125
2003,Jermaine O'Neal,77.0,2864.0,26.2,27.312518335882146,5.995430854218031,3.8304141568615204,1.4988577135545078,12.823560438188569,4.330033394713023,3.8304141568615204,3.3307949190100183,0.429,0.648,0.405,,0.333,0.017,0.106,0.212,0.398,0.268,0.098
2003,Jerome Williams,71.0,2346.0,14.7,15.827212014573426,5.908825818774078,0.8441179741105829,3.3764718964423315,12.450740118131097,6.963973286412308,2.954412909387039,2.743383415859394,1.0,0.639,0.525,,0.167,0.011,0.14,0.142,0.151,0.555,0.116
2003,Juwan Howard,77.0,2730.0,26.1,30.05955029585799,5.681988165680474,0.7331597633136094,1.8328994082840238,9.531076923076924,4.398958579881657,4.58224852071006,5.49869822485207,0.5,0.687,0.278,,0.0,0.003,0.297,0.277,0.217,0.206,0.042
2003,Karl Malone,81.0,2936.0,27.8,27.882873879826867,4.384099666639443,0.7014559466623111,2.9811877733148213,11.223295146596978,2.4550958133180885,4.559463653305022,8.242107373282156,1.0,0.809,0.482,,0.0,0.011,0.427,0.196,0.117,0.249,0.016
2003,Keith Van Horn,74.0,2337.0,23.2,29.800132818975648,7.854298572443194,0.9240351261697877,2.079079033882022,11.319430295579897,4.851184412391385,4.620175630848937,3.003114160051809,0.985,0.673,0.252,,0.301,0.185,0.117,0.129,0.233,0.336,0.064
2003,Kenny Thomas,66.0,1978.0,17.4,21.80402629122573,6.669466865551399,1.026071825469446,2.308661607306254,13.338933731102799,7.182502778286122,4.617323214612508,4.360805258245145,0.0,0.55,0.352,,0.0,0.0,0.17,0.098,0.24,0.492,0.079
2003,Kenyon Martin,77.0,2628.0,24.8,27.888959779821107,7.516173557682285,1.7801463689247516,2.5713225328913083,12.263230541481624,4.15367486082442,4.944851024790976,4.747056983799338,0.889,0.66,0.362,,0.233,0.04,0.166,0.127,0.258,0.409,0.17
2003,Kevin Garnett,82.0,3321.0,26.4,25.4244170096022,3.3711934156378596,2.247462277091907,1.9665294924554182,14.748971193415636,4.213991769547325,3.9330589849108364,8.42798353909465,0.7,0.591,0.339,,0.042,0.048,0.282,0.25,0.203,0.217,0.07
2003,LaPhonso Ellis,55.0,784.0,19.3,54.42732194918783,18.14244064972928,3.4017076218242392,3.4017076218242392,23.811953352769677,9.07122032486464,6.8034152436484785,3.4017076218242392,1.0,0.658,0.252,,0.271,0.408,0.198,0.115,0.107,0.172,0.027
2003,Lawrence Funderburke,27.0,229.0,16.5,86.47743559428693,28.82581186476231,12.811471939894359,0.0,44.840151789630255,19.217207909841534,6.405735969947179,9.608603954920767,0.0,0.594,0.236,,0.0,0.0,0.292,0.181,0.139,0.389,0.097
2003,Maceo Baston,16.0,106.0,15.6,83.99060163759346,52.49412602349591,36.745888216447135,15.74823780704877,62.99295122819508,15.74823780704877,20.997650409398364,0.0,0.0,0.467,0.48,,0.0,0.0,0.04,0.08,0.16,0.72,0.28
2003,Malik Allen,80.0,2318.0,19.7,27.16882022450999,7.958543298088783,2.7443252752030287,1.3721626376015144,9.879570990730905,4.665352967845148,4.390920440324846,1.9210276926421197,0.0,0.639,0.153,,0.25,0.005,0.394,0.261,0.222,0.119,0.027
2003,Malik Rose,79.0,1933.0,22.4,30.786685575683485,10.00567281209713,1.9241678484802178,2.6938349878723042,17.317510636321956,7.311837824224825,8.466338533312959,6.157337115136697,0.5,0.631,0.486,,0.4,0.008,0.24,0.154,0.127,0.471,0.083
2003,Marcus Fizer,38.0,809.0,27.4,51.34214377499117,11.691775315096999,2.033352228712522,2.033352228712522,18.300170058412697,10.675099200740739,7.625070857671955,6.608394743315696,1.0,0.525,0.35,,0.333,0.016,0.112,0.183,0.251,0.439,0.065
2003,Marcus Haislip,39.0,441.0,20.1,70.27471886713869,25.2268221574344,9.009579341940858,3.603831736776343,14.415326947105372,9.009579341940858,9.009579341940858,3.603831736776343,1.0,0.698,0.248,,0.583,0.078,0.196,0.209,0.163,0.353,0.131
2003,Mark Bryant,16.0,100.0,12.5,70.77888,64.88064,5.89824,5.89824,47.18592,29.4912,23.59296,17.69472,0.0,0.8,0.211,,0.0,0.0,0.211,0.526,0.158,0.105,0.053
2003,Mark Madsen,54.0,781.0,12.3,33.043738861992814,23.13061720339497,4.405831848265709,3.304373886199281,15.42041146892998,17.623327393062837,5.507289810332136,7.71020573446499,0.0,0.594,0.374,,0.0,0.0,0.067,0.086,0.27,0.577,0.117
2003,Maurice Taylor,67.0,1377.0,23.3,43.636929765854546,12.54561730768318,1.6363848662195455,1.6363848662195455,11.454694063536817,7.636462709024545,8.181924331097727,5.454616220731818,0.0,0.411,0.258,,0.0,0.004,0.293,0.189,0.241,0.273,0.067
2003,Mehmet Okur,72.0,1366.0,19.3,37.76574710228966,14.722240395807832,3.20048704256692,1.9202922255401522,19.202922255401525,10.241558536214146,5.760876676620457,6.40097408513384,0.947,0.599,0.31,,0.116,0.265,0.132,0.125,0.17,0.307,0.033
2003,Michael Bradley,67.0,1314.0,14.6,28.153941744333935,11.381380705156271,2.99510018556744,1.1980400742269761,22.16374137319906,14.37648089072371,6.589220408248369,5.99020037113488,1.0,0.427,0.213,,0.333,0.019,0.07,0.159,0.169,0.583,0.064
2003,Michael Stewart,47.0,251.0,9.0,64.62800273011541,72.70650307137983,24.235501023793276,0.0,64.62800273011541,32.314001365057706,16.157000682528853,8.078500341264427,0.0,0.571,0.324,,0.0,0.0,0.054,0.216,0.216,0.514,0.081
2003,Mike Batiste,75.0,1248.0,20.7,51.59023668639054,13.31360946745562,1.6642011834319526,4.992603550295858,19.138313609467453,9.153106508875739,7.4889053254437865,5.824704142011834,0.889,0.709,0.188,,0.37,0.173,0.255,0.146,0.113,0.313,0.077
2003,Othella Harrington,74.0,1850.0,15.0,22.1184,11.42784,1.10592,0.73728,15.482880000000002,8.11008,4.42368,2.94912,0.0,0.689,0.339,,0.0,0.0,0.111,0.181,0.312,0.397,0.018
2003,P.J. Brown,78.0,2609.0,14.0,15.85675248325922,5.354228111230386,2.0593185043193794,1.8533866538874413,12.149979175484338,6.383887363390075,2.677114055615193,3.91270515820682,0.0,0.724,0.386,,0.0,0.005,0.188,0.283,0.176,0.348,0.05
2003,Pat Garrity,81.0,2584.0,15.0,20.828371785409615,7.018255710301067,0.4527906909871656,1.8111627639486625,6.565465019313901,2.0375581094422452,2.2639534549358284,3.3959301824037427,0.988,0.868,0.134,,0.152,0.547,0.316,0.044,0.027,0.066,0.008
2003,Pau Gasol,82.0,2948.0,24.1,24.24343362747137,4.813034617218582,3.208689744812388,0.713042165513864,11.408674648221824,4.0999924517047175,4.634774075840116,4.9912951585970475,1.0,0.57,0.506,,0.4,0.009,0.116,0.15,0.342,0.383,0.153
2003,Paul Shirley,2.0,5.0,36.7,737.2800000000002,0.0,0.0,0.0,184.32000000000005,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.25,0.0,0.5,0.25,0.0
2003,Popeye Jones,26.0,222.0,16.7,75.84631117604091,37.92315558802046,0.0,6.320525931336743,37.92315558802046,34.76289262235208,18.96157779401023,9.480788897005114,0.0,0.667,0.177,,0.0,0.0,0.242,0.177,0.242,0.339,0.0
2003,Qyntel Woods,53.0,334.0,20.7,127.63328911040195,40.610591989673345,0.0,17.40453942414572,40.610591989673345,17.40453942414572,23.206052565527628,11.603026282763814,1.0,0.679,0.169,,0.667,0.076,0.305,0.153,0.068,0.398,0.11
2003,Rasheed Wallace,74.0,2684.0,23.3,25.92045415677381,5.254146112859557,1.7513820376198523,1.576243833857867,10.333154021957128,2.6270730564297784,3.3276258714777187,3.6779022790016898,0.936,0.612,0.249,,0.156,0.281,0.16,0.152,0.215,0.193,0.079
2003,Reggie Evans,67.0,1365.0,8.9,11.656980557903635,14.432452119309264,1.110188624562251,3.330565873686753,22.758866803526146,13.877357807028137,4.440754498249004,2.7754715614056273,0.0,0.455,1.1,,0.0,0.0,0.086,0.086,0.2,0.629,0.079
2003,Reggie Slater,26.0,141.0,25.3,148.8485287460389,94.00959710276142,0.0,15.66826618379357,39.17066545948392,54.838931643277505,23.502399275690355,15.66826618379357,0.0,0.741,0.9,,0.0,0.0,0.06,0.02,0.2,0.72,0.12
2003,Robert Archibald,12.0,72.0,21.8,108.8,51.2,19.2,0.0,57.599999999999994,32.0,38.4,19.2,0.0,0.667,0.9,,0.0,0.0,0.1,0.2,0.2,0.5,0.05
2003,Robert Horry,80.0,2343.0,12.2,16.11644023142463,8.326827452902725,2.148858697523284,3.2232880462849263,11.281508161997243,6.177968755379441,3.760502720665747,7.789612778521905,0.941,0.579,0.282,,0.271,0.372,0.13,0.122,0.097,0.279,0.078
2003,Rodney Rogers,68.0,1303.0,20.3,42.04228108108746,17.569908511499236,3.1374836627677203,4.392477127874809,18.82490197660632,5.647470592981897,8.157457523196074,10.039947720856707,0.932,0.662,0.198,,0.288,0.29,0.213,0.068,0.114,0.314,0.022
2003,Rubén Wolkowyski,7.0,24.0,13.1,117.60000000000001,78.4,0.0,0.0,19.6,0.0,19.6,19.6,0.0,1.0,1.0,,0.0,0.25,0.25,0.0,0.25,0.25,0.0
2003,Ryan Humphrey,48.0,444.0,16.2,67.3192111029949,43.08429510591673,10.771073776479183,5.385536888239591,37.69875821767713,18.849379108838566,13.463842220598977,5.385536888239591,0.0,0.6,0.325,,0.0,0.0,0.117,0.125,0.292,0.467,0.058
2003,Scott Padgett,82.0,1321.0,18.8,46.16447361408701,15.980010097183964,2.663335016197327,4.438891693662212,20.418901790846174,8.877783387324424,7.990005048591982,8.877783387324424,0.978,0.76,0.253,,0.038,0.314,0.26,0.078,0.078,0.27,0.031
2003,Sean Marks,23.0,223.0,16.8,63.723815077721255,39.21465543244385,7.352747893583222,4.901831929055481,29.410991574332886,7.352747893583222,14.705495787166443,2.4509159645277405,0.0,0.909,0.254,,1.0,0.017,0.475,0.169,0.068,0.271,0.085
2003,Shareef Abdur-Rahim,81.0,3087.0,24.2,23.15965626567161,4.758833479247592,0.7931389132079321,1.7449056090574504,9.834922523778356,3.489811218114901,4.124322348681246,4.758833479247592,1.0,0.538,0.457,,0.217,0.051,0.221,0.139,0.272,0.317,0.079
2003,Stanislav Medvedenko,58.0,620.0,22.5,88.71718626430801,40.32599375650364,2.0162996878251827,4.032599375650365,26.21189594172737,22.179296566077003,12.09779812695109,6.048899063475545,0.0,0.625,0.167,,0.0,0.008,0.233,0.205,0.205,0.341,0.012
2003,Stromile Swift,67.0,1478.0,21.2,34.56257349561727,10.889577950673933,7.575358574381868,3.787679287190934,18.93839643595467,8.048818485280734,7.1018986634829995,3.314219376292067,0.0,0.604,0.501,,0.5,0.004,0.086,0.11,0.241,0.558,0.213
2003,Tim Duncan,81.0,3181.0,28.0,25.695295777813108,4.332346381142909,4.332346381142909,1.0457387816551846,14.490951688650416,4.780520144709416,4.631128890187247,5.8262589263646,0.667,0.475,0.455,,0.045,0.016,0.096,0.225,0.369,0.295,0.089
2003,Tom Gugliotta,27.0,447.0,16.8,41.18992838160443,10.927940182874643,1.681221566596099,4.203053916490248,23.537101932345387,7.5654970496824445,9.246718616278546,9.246718616278546,0.0,0.783,0.068,,0.0,0.008,0.5,0.25,0.091,0.152,0.023
2003,Toni Kukoč,63.0,1704.0,21.4,28.9742511406467,6.613687760365007,1.5746875619916683,4.094187661178338,10.078000396746678,3.4643126363816705,5.983812735568341,11.652687958738348,0.947,0.416,0.336,,0.175,0.456,0.12,0.052,0.092,0.281,0.009
2003,Troy Murphy,79.0,2510.0,16.7,21.682672973444863,7.075398549229378,0.9129546515134681,1.8259093030269362,16.661422390120794,6.618921223472643,3.1953412802971375,2.967102617418772,1.0,0.743,0.387,,0.286,0.019,0.413,0.147,0.138,0.284,0.048
2003,Tyrone Hill,56.0,1351.0,13.3,21.772611345271017,12.271835485516391,1.9793283041155467,3.166925286584875,18.60568605868614,9.104910198931515,4.750387929877312,2.771059625761765,0.0,0.636,0.261,,0.0,0.0,0.144,0.245,0.16,0.451,0.029
2003,Vladimir Radmanović,72.0,1910.0,20.0,30.448344288807874,6.220629478358596,0.9822046544776734,2.94661396343302,11.131652750746964,3.6014170664181355,4.583621720895808,4.256220169403251,0.933,0.629,0.153,,0.29,0.439,0.186,0.073,0.121,0.181,0.042
2003,Zach Randolph,77.0,1301.0,23.0,54.07345688676776,14.527197372564476,1.614133041396053,4.035332603490132,20.983729538148687,14.527197372564476,6.456532165584212,4.035332603490132,0.0,0.606,0.313,,0.2,0.01,0.099,0.118,0.266,0.507,0.043
2004,Al Harrington,79.0,2441.0,22.9,27.752297271737543,7.7223783712661,0.7239729723061968,2.413243241020656,10.618270260490888,5.067810806143379,5.067810806143379,4.1025135097351155,0.905,0.585,0.277,,0.364,0.085,0.215,0.237,0.138,0.327,0.073
2004,Alan Henderson,6.0,68.0,17.8,62.782006920415206,3.5875432525951556,5.3813148788927325,3.5875432525951556,30.494117647058815,32.2878892733564,8.968858131487886,5.3813148788927325,0.0,0.6,0.286,,0.0,0.0,0.143,0.19,0.19,0.476,0.0
2004,Alton Ford,9.0,41.0,19.4,133.2235574063058,111.01963117192147,11.101963117192149,0.0,99.91766805472935,33.30588935157645,33.30588935157645,33.30588935157645,0.0,0.833,0.545,,0.0,0.0,0.182,0.273,0.364,0.182,0.0
2004,Amar'e Stoudemire,55.0,2025.0,27.5,26.684400548696843,5.778787379972563,2.719429355281207,2.039572016460905,10.537788751714677,4.928965706447187,5.438858710562414,2.3795006858710557,1.0,0.459,0.503,,0.0,0.006,0.108,0.162,0.296,0.429,0.147
2004,Andrei Kirilenko,78.0,2895.0,21.9,19.903135762033884,3.6795713173508027,4.683090767537384,3.1778115922575103,8.697168568283713,4.850344009235148,4.683090767537384,5.184850492630675,0.956,0.529,0.533,,0.085,0.216,0.142,0.049,0.072,0.521,0.114
2004,Antoine Walker,82.0,2840.0,21.8,26.506512199960326,4.993980559412815,1.536609402896251,1.536609402896251,11.332494346359852,4.609828208688752,4.801904384050784,8.64342789129141,0.927,0.449,0.165,,0.157,0.27,0.036,0.064,0.226,0.404,0.021
2004,Antonio McDyess,42.0,927.0,17.6,30.26924309548496,13.24279385427467,2.8377415402017148,4.256612310302573,21.283061551512862,8.040267697238193,6.621396927137335,4.256612310302573,0.0,0.714,0.257,,0.0,0.0,0.313,0.28,0.123,0.284,0.041
2004,Austin Croshere,77.0,1051.0,18.3,49.4673316428285,16.076882783919263,2.473366582141425,3.710049873212137,29.680398985697096,9.8934663285657,8.656783037494986,8.656783037494986,0.929,0.619,0.339,,0.403,0.469,0.143,0.059,0.049,0.28,0.052
2004,Bo Outlaw,82.0,1606.0,12.1,22.82457471902532,12.613580765777153,5.405820328190208,5.405820328190208,15.616814281438376,9.00970054698368,4.805173625057963,6.607113734454701,0.0,0.711,0.372,,0.0,0.013,0.058,0.032,0.247,0.651,0.077
2004,Brad Miller,72.0,2621.0,17.6,17.734281485742848,5.911427161914283,2.0863860571462176,1.5647895428596637,13.38764386668823,4.6943686285789905,3.4773100952436957,7.476216704773945,1.0,0.726,0.45,,0.026,0.052,0.313,0.119,0.152,0.364,0.062
2004,Brandon Hunter,36.0,406.0,17.6,57.96760901744765,19.926365599747626,0.0,7.245951127180956,34.41826785410953,25.360828945133342,10.868926690771431,9.057438908976192,0.0,0.434,0.371,,0.0,0.026,0.069,0.052,0.241,0.612,0.147
2004,Brian Cardinal,76.0,1634.0,18.9,30.404326663061116,13.457652785289348,1.4952947539210384,4.485884261763116,14.454515954570034,6.4796106003245,5.482747431043808,6.9780421849648455,0.964,0.727,0.582,,0.5,0.266,0.24,0.105,0.165,0.223,0.013
2004,Brian Scalabrine,69.0,928.0,14.7,40.76004756242569,20.380023781212845,2.5475029726516056,3.8212544589774087,24.20127824019025,7.642508917954817,7.642508917954817,11.463763376932224,1.0,0.803,0.321,,0.293,0.188,0.372,0.106,0.083,0.252,0.037
2004,Carlos Boozer,75.0,2592.0,20.0,23.148148148148145,5.208333333333333,1.3503086419753083,1.9290123456790123,16.203703703703702,5.979938271604937,3.4722222222222223,3.8580246913580245,1.0,0.696,0.317,,0.0,0.007,0.154,0.229,0.159,0.451,0.091
2004,Charles Oakley,7.0,25.0,18.4,162.57023999999998,198.69695999999996,0.0,0.0,126.44351999999998,0.0,18.06336,54.190079999999995,0.0,1.0,1.0,,0.0,0.0,0.5,0.167,0.0,0.333,0.0
2004,Chris Andersen,71.0,1029.0,12.7,31.810201531674725,18.647359518567942,17.55045601747571,5.4845175054611595,31.810201531674725,14.259745514199015,7.678324507645623,5.4845175054611595,0.0,0.678,0.527,,0.0,0.005,0.227,0.108,0.054,0.606,0.212
2004,Chris Crawford,56.0,1207.0,21.8,41.66038456971176,11.407010060754411,1.9838278366529414,3.4716987141426467,10.41509614242794,4.959569591632352,4.959569591632352,3.9676556733058828,0.977,0.683,0.253,,0.212,0.24,0.259,0.119,0.108,0.274,0.074
2004,Chris Webber,23.0,831.0,28.9,32.29885962282839,5.824384522149383,1.588468506040741,2.2944545087255146,11.648769044298765,3.706426514095062,4.588909017451029,8.118839030874897,0.0,0.647,0.271,,0.0,0.012,0.361,0.128,0.261,0.238,0.078
2004,Christian Laettner,48.0,984.0,14.4,29.05698988697204,11.513146936347415,3.2894705532421176,4.3859607376561565,20.833313503866748,5.482450922070197,4.934205829863177,10.416656751933374,0.667,0.779,0.195,,0.048,0.082,0.473,0.113,0.074,0.258,0.008
2004,Clarence Weatherspoon,52.0,868.0,15.2,33.90264392958015,11.576512561320051,2.480681263140011,4.961362526280022,20.672343859500096,11.576512561320051,5.7882562806600255,4.961362526280022,0.0,0.663,0.341,,1.0,0.005,0.204,0.161,0.171,0.46,0.057
2004,Clifford Robinson,82.0,2846.0,19.3,21.99572231915291,5.546747367438561,1.7214043554119673,1.5301372048106376,6.311815969843879,1.3388700542093077,4.016610162627924,6.311815969843879,0.991,0.563,0.183,,0.121,0.332,0.255,0.12,0.187,0.106,0.003
2004,Corie Blount,62.0,1050.0,13.3,32.93601959183674,17.672986122448986,3.213270204081633,6.426540408163266,23.296208979591842,12.853080816326532,5.623222857142858,7.229857959183676,0.0,0.783,0.107,,0.0,0.012,0.407,0.296,0.055,0.229,0.036
2004,Corliss Williamson,79.0,1574.0,23.8,44.11037943455355,15.090392964452533,1.7411991882060613,2.321598917608082,12.188394317442432,6.384397023422226,8.125596211628286,4.062798105814143,0.0,0.711,0.327,,0.0,0.0,0.063,0.183,0.307,0.447,0.02
2004,Damone Brown,3.0,17.0,32.8,236.77785467128024,50.22560553633217,0.0,50.22560553633217,50.22560553633217,71.75086505190309,21.52525951557093,0.0,0.0,1.0,0.2,,0.0,0.0,0.2,0.0,0.2,0.6,0.1
2004,Darius Songaila,73.0,976.0,16.4,47.69032518140284,21.9117710292932,2.5778554152109647,7.733566245632894,23.200698736898683,15.467132491265788,7.733566245632894,9.022493953238376,0.0,0.729,0.322,,0.0,0.0,0.216,0.055,0.216,0.513,0.029
2004,David West,71.0,930.0,15.3,42.97177107180021,21.485885535900106,5.3714713839750265,5.3714713839750265,33.57169614984391,21.485885535900106,9.400074921956294,10.742942767950053,0.0,0.593,0.351,,0.0,0.009,0.061,0.083,0.136,0.711,0.079
2004,Desmond Penigar,10.0,89.0,18.2,81.44426208812018,40.72213104406009,5.817447292008585,5.817447292008585,52.35702562807725,17.452341876025752,17.452341876025752,8.726170938012876,0.0,0.643,0.143,,0.0,0.0,0.25,0.143,0.25,0.357,0.036
2004,Donnell Harvey,60.0,783.0,16.3,45.9981503501123,29.76350905007267,6.764433875016515,5.411547100013211,25.704848725062753,10.823094200026421,10.823094200026421,5.411547100013211,0.0,0.472,0.413,,0.333,0.015,0.114,0.1,0.308,0.463,0.129
2004,Donyell Marshall,82.0,2988.0,19.5,21.516452960436126,5.20559345817003,2.602796729085015,1.9087176013290112,12.666944081547076,4.511514330414026,2.429276947146014,2.602796729085015,0.992,0.693,0.178,,0.48,0.319,0.177,0.07,0.109,0.325,0.054
2004,Drew Gooden,79.0,2134.0,22.7,33.15409108037056,7.893831209612039,2.841779235460334,2.526025987075853,14.208896177301671,6.315064967689632,5.052051974151706,3.4732857322292974,0.889,0.561,0.316,,0.262,0.051,0.226,0.198,0.226,0.3,0.057
2004,Eddy Curry,73.0,2154.0,24.3,30.4322902522482,9.262001381119015,2.910914719780262,0.7938858326673444,11.11440165734282,5.292572217782295,6.351086661338755,2.381657498002033,1.0,0.726,0.417,,0.0,0.001,0.026,0.12,0.338,0.514,0.127
2004,Elton Brand,69.0,2670.0,23.4,21.84975028405504,5.077758868829692,3.385172579219795,1.3848433278626433,9.84777477591213,6.0009877540714545,4.308401464461557,5.077758868829692,0.0,0.576,0.542,,0.0,0.001,0.106,0.244,0.256,0.393,0.037
2004,Hiram Fuller,4.0,43.0,15.5,39.87452677122769,25.918442401298,5.9811790156841536,0.0,35.887074094104925,19.937263385613846,19.937263385613846,9.968631692806923,0.0,0.333,0.75,,0.0,0.0,0.0,0.375,0.125,0.5,0.125
2004,Horace Grant,55.0,1106.0,11.2,23.360463557318454,7.406976249881462,2.279069615348142,2.279069615348142,15.953487307436994,7.976743653718497,2.8488370191851775,7.406976249881462,0.0,0.75,0.241,,0.0,0.004,0.464,0.152,0.063,0.317,0.009
2004,Jared Jeffries,82.0,1913.0,15.1,24.129876277780255,11.006610231969942,1.2699934883042236,2.5399869766084473,12.69993488304224,9.313285580897642,5.503305115984971,4.656642790448821,0.8,0.494,0.365,,0.133,0.064,0.168,0.126,0.235,0.407,0.07
2004,Jermaine O'Neal,78.0,2788.0,30.2,32.28041967110531,5.770801281985307,4.688776041613061,1.4427003204963267,13.525315504653062,4.508438501551021,4.14776342142694,3.787088341302858,1.0,0.706,0.329,,0.278,0.013,0.17,0.273,0.312,0.232,0.069
2004,Jerome Beasley,2.0,5.0,28.2,552.96,0.0,0.0,0.0,184.32000000000005,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.333,0.0,0.333,0.333,0.0
2004,Jerome Williams,68.0,1637.0,13.3,19.480451635943247,7.951204749364589,0.3975602374682295,5.1682830870869845,17.4926504486021,10.336566174173969,4.373162612150525,4.373162612150525,0.0,0.652,0.461,,0.375,0.024,0.152,0.125,0.11,0.589,0.065
2004,Joe Smith,76.0,2254.0,18.0,24.360420713171653,7.334320214718348,3.143280092022149,1.5716400460110744,14.144760414099672,7.858200230055371,2.8813400843536363,2.6194000766851238,1.0,0.703,0.34,,0.0,0.007,0.254,0.254,0.147,0.338,0.072
2004,Josh Davis,4.0,23.0,14.7,90.59206049149338,55.748960302457476,0.0,0.0,69.68620037807183,20.905860113421546,34.843100189035916,0.0,0.0,1.0,0.2,,0.0,0.4,0.0,0.2,0.0,0.4,0.2
2004,Juwan Howard,81.0,2877.0,23.9,26.298760548494528,6.392059855536866,0.5478908447603027,1.278411971107373,8.948883797751613,3.8352359133221188,4.017866194908887,3.6526056317353524,0.0,0.586,0.336,,0.0,0.001,0.171,0.297,0.295,0.236,0.034
2004,Jérôme Moïso,35.0,417.0,14.6,38.95450546037989,19.477252730189946,4.8693131825474865,8.115521970912479,34.08519227783241,19.477252730189946,11.361730759277469,3.2462087883649913,0.0,0.475,0.452,,0.0,0.012,0.06,0.155,0.321,0.452,0.131
2004,Kaniel Dickens,3.0,12.0,19.3,144.0,144.0,0.0,0.0,0.0,100.79999999999998,43.199999999999996,0.0,0.0,1.0,0.667,,0.0,0.0,0.333,0.0,0.0,0.667,0.333
2004,Karl Malone,42.0,1373.0,19.7,20.481586140789304,6.036678020443162,1.0779782179362793,2.58714772304707,15.738481981869679,3.2339346538088374,5.389891089681395,8.408230099902978,0.0,0.762,0.563,,0.0,0.003,0.378,0.218,0.083,0.32,0.02
2004,Kelvin Cato,69.0,1743.0,13.9,18.77540118674847,10.470896815686649,5.054915704124587,2.888523259499765,16.609008742123642,7.943438963624352,4.3327848892496466,3.6106540743747053,0.0,0.839,0.394,,0.0,0.0,0.117,0.161,0.183,0.539,0.283
2004,Kenny Thomas,74.0,2699.0,19.6,19.05166034488368,5.195907366786457,0.6927876489048609,1.9051660344883676,11.430996206930205,6.061891927917532,3.9835289812029506,2.5979536833932286,0.0,0.624,0.397,,0.0,0.006,0.198,0.113,0.197,0.486,0.069
2004,Kenyon Martin,65.0,2252.0,25.0,26.488142373544424,6.718007123725034,2.495259788812156,2.8791459101678716,14.2037864901615,3.838861213557162,4.990519577624312,4.7985765169464525,1.0,0.669,0.327,,0.16,0.028,0.201,0.111,0.252,0.408,0.163
