,Player,G,MP,FG%,Avg FG Distance,% of FGA by Distance - 2P,% of FGA by Distance - 0-3,% of FGA by Distance - 3-10,% of FGA by Distance - 10-16,% of FGA by Distance - 16-3P,% of FGA by Distance - 3P,FG% by Distance - 2P,FG% by Distance - 0-3,FG% by Distance - 3-10,FG% by Distance - 10-16,FG% by Distance - 16-3P,FG% by Distance - 3P,% of FG Ast'd - 2P,% of FG Ast'd - 3P,Corner 3s - %3PA,Corner 3s - 3P%
642,Jameel Warney,3,27,.583,5.6,1.000,.500,.250,.250,.000,.000,.583,.833,.333,.333,,,.429,,,
329,James Johnson,73,1943,.503,10.9,.699,.383,.181,.064,.072,.301,.587,.698,.486,.436,.386,.308,.413,.912,.378,.314
408,James Michael McAdoo,3,18,.286,24.9,.000,.000,.000,.000,.000,1.000,,,,,,.286,,1.000,.143,1.000
176,Jared Dudley,48,686,.393,18.7,.344,.189,.033,.033,.090,.656,.452,.609,.250,.250,.273,.363,.789,1.000,.213,.471
403,Jarell Martin,73,1661,.446,10.8,.802,.413,.091,.091,.208,.198,.470,.571,.244,.422,.388,.347,.636,1.000,.418,.341
236,Jeff Green,78,1828,.477,11.2,.725,.398,.146,.087,.095,.275,.540,.699,.367,.259,.390,.312,.583,.962,.400,.338
229,Jerami Grant,81,1647,.535,7.8,.759,.586,.121,.022,.031,.241,.613,.685,.327,.500,.429,.291,.731,.938,.500,.273
66,Joel Bolomboy,6,38,.500,6.5,.833,.667,.000,.167,.000,.167,.600,.500,,1.000,,.000,1.000,,.000,
128,John Collins,74,1785,.576,5.7,.914,.589,.167,.110,.050,.086,.598,.732,.341,.417,.259,.340,.742,1.000,.723,.353
452,Johnathan Motley,11,176,.533,7.8,.920,.320,.400,.080,.120,.080,.565,.792,.433,.500,.444,.167,.667,1.000,.167,.000
482,Johnny O'Bryant,36,379,.398,13.4,.749,.216,.158,.257,.117,.251,.422,.649,.222,.364,.400,.326,.574,.929,.093,.250
378,Jon Leuer,8,136,.417,8.1,.917,.389,.194,.222,.111,.083,.455,.714,.143,.500,.000,.000,.867,,.667,.000
323,Jonas Jerebko,74,1134,.466,14.0,.540,.261,.176,.041,.062,.460,.511,.708,.300,.500,.286,.414,.691,1.000,.420,.530
306,Jonathan Isaac,27,536,.379,13.8,.683,.186,.124,.193,.179,.317,.394,.815,.500,.143,.154,.348,.667,1.000,.413,.263
426,Jordan Mickey,23,284,.476,7.6,.805,.500,.232,.037,.037,.195,.561,.610,.526,.000,.667,.125,.649,1.000,.438,.286
293,Josh Huestis,69,982,.330,16.4,.368,.275,.038,.022,.033,.632,.403,.480,.143,.000,.333,.287,.556,1.000,.357,.268
423,Josh McRoberts,2,6,.000,25.0,.000,.000,.000,.000,.000,1.000,,,,,,.000,,,.000,
586,Josh Smith,3,12,.250,5.0,1.000,.750,.000,.000,.250,.000,.250,.333,,,.000,,.000,,,
267,Juancho Hernangómez,25,277,.387,16.8,.333,.200,.133,.000,.000,.667,.600,.800,.300,,,.280,.533,.929,.340,.412
671,Justise Winslow,68,1680,.424,10.3,.736,.367,.238,.072,.055,.264,.440,.564,.379,.200,.222,.380,.468,1.000,.543,.400
492,Kelly Olynyk,76,1779,.497,14.4,.560,.274,.137,.066,.082,.440,.590,.782,.460,.381,.346,.379,.533,.906,.139,.410
193,Kenneth Faried,32,461,.514,4.5,.993,.514,.365,.088,.027,.007,.517,.566,.444,.462,.750,.000,.697,,.000,
527,Kristaps Porziņģis,48,1553,.439,14.4,.744,.156,.156,.264,.165,.256,.454,.604,.381,.430,.422,.395,.647,.989,.053,.583
362,Kyle Kuzma,77,2401,.450,14.1,.582,.257,.176,.074,.073,.418,.511,.640,.443,.364,.382,.366,.531,.881,.180,.372
610,Lance Thomas,73,1353,.382,15.3,.536,.228,.127,.049,.131,.464,.364,.508,.147,.308,.343,.403,.500,1.000,.452,.446
402,Lauri Markkanen,68,2020,.434,15.1,.535,.244,.118,.080,.093,.465,.497,.676,.343,.348,.350,.362,.642,.966,.115,.326
316,LeBron James,82,3026,.542,10.9,.743,.423,.114,.089,.118,.257,.603,.766,.378,.421,.371,.367,.301,.356,.084,.382
407,Luc Mbah a Moute,61,1564,.481,13.2,.499,.403,.075,.000,.020,.501,.599,.676,.346,,.000,.364,.777,.984,.410,.282
449,Marcus Morris,54,1442,.429,16.5,.617,.139,.128,.160,.190,.383,.467,.612,.410,.398,.457,.368,.483,.919,.175,.341
450,Markieff Morris,73,1968,.480,13.8,.699,.194,.157,.233,.115,.301,.529,.699,.491,.506,.342,.367,.669,1.000,.271,.321
118,Marquese Chriss,72,1527,.423,12.4,.602,.371,.113,.061,.057,.398,.509,.621,.278,.379,.370,.295,.692,1.000,.268,.255
664,Marvin Williams,78,2006,.458,15.9,.458,.231,.135,.055,.036,.542,.512,.585,.474,.419,.350,.413,.652,.992,.259,.405
357,Maxi Kleber,72,1206,.489,12.8,.586,.366,.094,.065,.061,.414,.613,.690,.586,.450,.368,.313,.793,1.000,.406,.365
43,Michael Beasley,74,1653,.507,9.0,.893,.328,.268,.171,.124,.107,.520,.675,.463,.428,.370,.395,.467,.912,.267,.304
568,Mike Scott,76,1406,.527,14.0,.689,.168,.193,.176,.153,.311,.582,.693,.495,.587,.563,.405,.743,1.000,.258,.452
602,Mirza Teletović,10,159,.439,22.0,.211,.053,.053,.053,.053,.789,.333,.333,.333,.333,.333,.467,1.000,1.000,.133,.500
56,Nemanja Bjelica,67,1371,.461,14.4,.507,.261,.194,.024,.024,.493,.505,.660,.375,.333,.111,.415,.600,.934,.246,.400
132,Nick Collison,15,75,.684,2.9,1.000,.737,.211,.000,.053,.000,.684,.714,.750,,.000,,.769,,,
434,Nikola Mirotić,55,1494,.447,16.8,.477,.196,.095,.088,.095,.523,.525,.672,.523,.317,.431,.377,.643,.889,.190,.412
629,Noah Vonleh,54,875,.444,11.3,.718,.376,.154,.060,.128,.282,.500,.625,.333,.357,.400,.303,.488,.950,.076,.200
653,Okaro White,6,80,.438,17.6,.313,.188,.063,.063,.000,.688,.600,.667,.000,1.000,,.364,.333,1.000,.364,.250
333,Omari Johnson,4,75,.429,17.0,.429,.238,.095,.000,.095,.571,.556,.800,.500,,.000,.333,.400,1.000,.167,.500
617,P.J. Tucker,82,2281,.390,18.4,.297,.150,.077,.011,.059,.703,.435,.561,.324,.200,.308,.371,.579,.983,.655,.399
575,Pascal Siakam,81,1679,.508,8.8,.735,.456,.227,.046,.006,.265,.612,.718,.442,.435,.333,.220,.688,1.000,.530,.257
504,Patrick Patterson,82,1270,.398,17.5,.357,.128,.135,.060,.030,.643,.421,.588,.361,.250,.375,.386,.600,1.000,.433,.392
433,Paul Millsap,38,1143,.464,11.3,.740,.200,.326,.168,.048,.260,.506,.644,.486,.452,.238,.345,.491,.949,.177,.500
1,Quincy Acy,70,1359,.356,20.7,.200,.115,.027,.025,.033,.800,.384,.500,.000,.333,.333,.349,.857,.990,.305,.404
217,Rudy Gay,57,1231,.471,11.7,.780,.261,.207,.218,.095,.220,.516,.679,.396,.504,.353,.314,.403,.865,.246,.310
13,Ryan Anderson,66,1725,.431,20.4,.294,.142,.044,.040,.069,.706,.539,.647,.143,.579,.545,.386,.342,.992,.109,.405
158,Sam Dekker,73,883,.494,8.2,.768,.564,.131,.023,.050,.232,.593,.685,.353,.500,.231,.167,.712,.900,.267,.188
485,Semi Ojeleye,73,1150,.346,17.8,.335,.165,.101,.021,.048,.665,.397,.484,.316,.500,.222,.320,.800,.950,.496,.371
296,Serge Ibaka,76,2093,.483,15.1,.621,.162,.154,.154,.151,.379,.559,.724,.479,.521,.500,.360,.699,.953,.152,.444
365,Skal Labissière,60,1240,.448,9.9,.889,.255,.310,.175,.148,.111,.459,.692,.380,.375,.324,.353,.556,1.000,.039,1.000
371,T.J. Leaf,53,459,.471,11.3,.691,.360,.162,.096,.074,.309,.489,.612,.318,.462,.300,.429,.500,1.000,.333,.357
221,Taj Gibson,82,2726,.577,6.5,.953,.482,.236,.117,.118,.047,.595,.752,.466,.442,.368,.200,.711,1.000,.771,.222
682,Thaddeus Young,81,2607,.487,9.2,.791,.387,.256,.073,.076,.209,.531,.626,.466,.349,.439,.320,.565,.948,.331,.317
251,Tobias Harris,80,2668,.460,13.9,.636,.212,.183,.156,.084,.364,.488,.645,.402,.455,.343,.411,.459,.869,.227,.446
68,Trevor Booker,68,1158,.516,6.6,.904,.411,.379,.076,.038,.096,.545,.674,.469,.346,.308,.242,.598,1.000,.273,.222
394,Trey Lyles,73,1391,.491,12.9,.604,.300,.185,.078,.040,.396,.563,.697,.392,.535,.409,.381,.642,.988,.188,.366
114,Tyler Cavanaugh,39,518,.441,15.8,.414,.270,.079,.033,.033,.586,.556,.585,.417,.600,.600,.360,.686,1.000,.326,.379
393,Tyler Lydon,1,2,,,,,,,,,,,,,,,,,,
295,Vince Hunter,4,7,.600,5.8,1.000,.600,.000,.200,.200,.000,.600,.667,,.000,1.000,,1.000,,,
539,Zach Randolph,59,1508,.473,11.4,.807,.229,.286,.122,.170,.193,.503,.623,.514,.366,.423,.347,.403,.961,.143,.476
