,Player,% of FGA by Distance - 2P,% of FGA by Distance - 0-3,% of FGA by Distance - 3-10,% of FGA by Distance - 10-16,% of FGA by Distance - 16-3P,% of FGA by Distance - 3P,% of FG Ast'd - 2P,% of FG Ast'd - 3P,Dunks - %FGA,Corner 3s - %3PA
288,Raef LaFrentz,.775,.255,.118,.049,.353,.225,.757,.500,.000,.174
14,Rafael Araújo,1.000,.323,.277,.077,.323,.000,.704,,.031,
7,Rafer Alston,.481,.220,.113,.043,.106,.519,.272,.797,.000,.174
39,Raja Bell,.478,.120,.033,.061,.264,.522,.620,.956,.004,.375
426,Rajon Rondo,.936,.482,.218,.100,.136,.064,.308,1.000,.033,.241
340,Randolph Morris,1.000,.333,.500,.167,.000,.000,.000,,.000,
152,Randy Foye,.732,.288,.130,.090,.224,.268,.259,.868,.013,.259
292,Randy Livingston,1.000,.333,.000,.000,.667,.000,,,.000,
315,Rashad McCants,.576,.254,.045,.085,.192,.424,.619,.800,.073,.307
291,Rashard Lewis,.615,.176,.179,.138,.121,.385,.413,.868,.043,.220
499,Rasheed Wallace,.649,.171,.113,.227,.139,.351,.538,.962,.046,.176
352,Rasho Nesterović,.998,.337,.337,.152,.171,.002,.783,,.048,.000
77,Rasual Butler,.539,.117,.055,.127,.241,.461,.539,.940,.016,.256
306,Rawle Marshall,.798,.258,.202,.169,.169,.202,.429,1.000,.011,.444
5,Ray Allen,.616,.181,.090,.129,.215,.384,.306,.806,.008,.181
146,Raymond Felton,.695,.329,.069,.045,.252,.305,.266,.903,.002,.119
142,Reggie Evans,1.000,.758,.144,.047,.051,.000,.590,,.051,
24,Renaldo Balkman,.902,.735,.055,.040,.073,.098,.604,1.000,.175,.741
300,Renaldo Major,1.000,.500,.000,.100,.400,.000,1.000,,.100,
185,Richard Hamilton,.890,.260,.112,.250,.268,.110,.654,.932,.007,.566
252,Richard Jefferson,.782,.361,.080,.071,.271,.218,.681,.962,.087,.434
111,Ricky Davis,.715,.180,.046,.129,.360,.285,.540,.902,.035,.284
209,Robert Hite,.617,.217,.083,.100,.217,.383,.643,1.000,.017,.304
214,Robert Horry,.406,.163,.048,.044,.151,.594,.700,.880,.020,.342
82,Rodney Carney,.816,.311,.135,.117,.253,.184,.650,.920,.107,.361
312,Roger Mason,.430,.156,.011,.017,.246,.570,.538,.848,.000,.275
397,Roger Powell,.667,.667,.000,.000,.000,.333,,,.000,.000
134,Ronald Dupree,1.000,.387,.161,.226,.226,.000,.455,,.161,
346,Ronald Murray,.811,.304,.084,.210,.212,.189,.301,1.000,.014,.301
63,Ronnie Brewer,.953,.565,.073,.041,.275,.047,.755,,.171,.333
398,Ronnie Price,.622,.308,.058,.081,.174,.378,.500,.810,.035,.138
482,Ronny Turiaf,.996,.519,.168,.112,.198,.004,.673,,.131,1.000
232,Royal Ivey,.888,.238,.105,.140,.406,.112,.763,1.000,.000,.250
378,Ruben Patterson,.978,.631,.180,.104,.063,.022,.551,1.000,.076,.000
164,Rudy Gay,.812,.292,.157,.122,.241,.188,.465,.923,.101,.308
171,Ryan Gomes,.942,.284,.083,.142,.433,.058,.708,1.000,.004,.381
213,Ryan Hollins,1.000,.694,.250,.056,.000,.000,.750,,.361,
461,Salim Stoudamire,.635,.136,.026,.056,.416,.365,.537,.893,.007,.168
86,Sam Cassell,.826,.115,.101,.258,.352,.174,.262,.844,.000,.083
104,Samuel Dalembert,.997,.468,.188,.242,.099,.003,.677,,.155,.000
381,Sasha Pavlović,.698,.382,.076,.057,.184,.302,.574,.983,.084,.372
491,Sasha Vujačić,.399,.108,.022,.034,.235,.601,.556,.950,.000,.161
390,Scot Pollard,1.000,.577,.038,.077,.308,.000,.727,,.000,
371,Scott Padgett,.411,.268,.036,.018,.089,.589,.625,.875,.018,.242
304,Sean Marks,.833,.333,.000,.000,.500,.167,1.000,,.167,.000
314,Sean May,.991,.393,.149,.116,.332,.009,.660,1.000,.021,.000
468,Sebastian Telfair,.730,.302,.076,.124,.228,.270,.266,.946,.000,.383
425,Sergio Rodríguez,.644,.218,.088,.050,.289,.356,.143,.583,.000,.129
528,Shammond Williams,.419,.093,.023,.058,.244,.581,.400,.600,.000,.420
37,Shane Battier,.430,.159,.165,.055,.050,.570,.400,.975,.002,.558
71,Shannon Brown,.662,.284,.041,.095,.243,.338,.619,1.000,.054,.560
361,Shaquille O'Neal,1.000,.486,.484,.029,.000,.000,.495,,.186,
0,Shareef Abdur-Rahim,.969,.381,.304,.061,.223,.031,.541,1.000,.099,.400
293,Shaun Livingston,.964,.241,.165,.334,.225,.036,.399,.200,.038,.125
404,Shavlik Randolph,1.000,.646,.250,.083,.021,.000,.739,,.292,
302,Shawn Marion,.765,.415,.156,.125,.068,.235,.748,.975,.171,.460
529,Shawne Williams,.675,.294,.088,.106,.188,.325,.446,.947,.038,.500
530,Shelden Williams,.989,.452,.121,.099,.318,.011,.652,.500,.079,.000
376,Smush Parker,.617,.285,.094,.071,.166,.383,.552,.945,.020,.229
275,Solomon Jones,.992,.734,.070,.094,.094,.008,.692,,.266,.000
92,Speedy Claxton,.899,.227,.129,.147,.396,.101,.341,.833,.000,.214
325,Stanislav Medvedenko,.931,.172,.172,.103,.483,.069,.727,1.000,.000,1.000
175,Stephen Graham,.725,.350,.050,.100,.225,.275,.643,1.000,.025,.455
240,Stephen Jackson,.671,.288,.102,.086,.195,.329,.482,.890,.017,.264
301,Stephon Marbury,.638,.357,.077,.061,.143,.362,.224,.618,.000,.104
44,Steve Blake,.591,.118,.045,.079,.350,.409,.465,.910,.002,.293
154,Steve Francis,.676,.321,.029,.064,.262,.324,.245,.738,.006,.369
350,Steve Nash,.647,.226,.085,.146,.189,.353,.102,.532,.001,.076
357,Steve Novak,.220,.040,.020,.020,.140,.780,.800,.923,.000,.256
223,Steven Hunter,1.000,.638,.209,.107,.046,.000,.707,,.255,
451,Steven Smith,1.000,.250,.125,.375,.250,.000,.500,,.000,
464,Stromile Swift,.986,.483,.275,.087,.142,.014,.553,,.162,.000
149,T.J. Ford,.924,.305,.116,.206,.296,.076,.164,.619,.004,.261
280,Tarence Kinsey,.849,.296,.076,.125,.352,.151,.619,.846,.049,.478
399,Tayshaun Prince,.789,.299,.177,.131,.183,.211,.561,.938,.069,.524
437,Thabo Sefolosha,.836,.336,.066,.098,.336,.164,.638,.933,.043,.357
406,Theo Ratliff,1.000,.667,.000,.333,.000,.000,.000,,.333,
130,Tim Duncan,.992,.395,.340,.161,.095,.008,.462,.000,.047,.222
474,Tim Thomas,.508,.173,.102,.126,.107,.492,.656,.978,.029,.154
6,Tony Allen,.873,.548,.124,.062,.139,.127,.448,.875,.066,.364
36,Tony Battie,.997,.336,.261,.219,.181,.003,.739,,.150,.000
377,Tony Parker,.965,.396,.141,.072,.357,.035,.319,.867,.000,.421
319,Tracy McGrady,.743,.201,.061,.075,.405,.257,.383,.595,.022,.047
118,Travis Diener,.375,.063,.013,.050,.250,.625,.438,.833,.000,.180
369,Travis Outlaw,.935,.198,.113,.146,.478,.065,.631,1.000,.060,.378
198,Trenton Hassell,.944,.280,.147,.165,.352,.056,.550,1.000,.038,.480
16,Trevor Ariza,.981,.633,.073,.046,.229,.019,.585,,.124,.286
219,Troy Hudson,.590,.113,.021,.113,.344,.410,.348,.929,.000,.150
343,Troy Murphy,.747,.191,.076,.081,.399,.253,.678,.966,.043,.143
296,Tyronn Lue,.693,.177,.048,.120,.347,.307,.241,.786,.000,.087
475,Tyrus Thomas,.993,.652,.124,.124,.092,.007,.664,,.287,.500
88,Tyson Chandler,.998,.690,.250,.047,.011,.002,.469,,.295,.000
197,Udonis Haslem,.994,.343,.107,.244,.300,.006,.799,,.054,.000
443,Uroš Slokar,.923,.154,.192,.192,.385,.077,.923,1.000,.077,.500
456,Vassilis Spanoulis,.597,.292,.097,.069,.139,.403,.222,1.000,.000,.414
278,Viktor Khryapa,.914,.329,.029,.100,.457,.086,.815,,.086,.167
85,Vince Carter,.727,.331,.109,.064,.223,.273,.453,.814,.057,.119
392,Vitaly Potapenko,1.000,.500,.000,.250,.250,.000,,,.000,
403,Vladimir Radmanović,.627,.323,.127,.070,.108,.373,.606,.950,.028,.356
493,Von Wafer,.000,.000,.000,.000,.000,1.000,,,.000,.000
465,Wally Szczerbiak,.727,.160,.098,.113,.356,.273,.658,.909,.008,.217
204,Walter Herrmann,.652,.279,.094,.036,.242,.348,.802,.962,.024,.791
439,Wayne Simien,1.000,.304,.217,.304,.174,.000,.444,,.000,
47,Will Blalock,.833,.533,.133,.067,.100,.167,.375,1.000,.000,.200
97,Will Conroy,1.000,.333,.333,.333,.000,.000,,,.000,
178,Willie Green,.819,.225,.119,.175,.301,.181,.333,.863,.018,.185
116,Yakhouba Diawara,.418,.271,.068,.010,.068,.582,.647,.980,.031,.318
336,Yao Ming,.998,.310,.387,.269,.032,.002,.674,,.066,.000
284,Yaroslav Korolev,.688,.063,.125,.313,.188,.313,.333,1.000,.000,.200
405,Zach Randolph,.963,.329,.302,.117,.214,.037,.456,.857,.007,.104
370,Zaza Pachulia,.998,.619,.099,.129,.151,.002,.564,,.021,.000
225,Zydrunas Ilgauskas,.999,.402,.214,.168,.214,.001,.662,,.038,1.000
248,Šarūnas Jasikevičius,.596,.093,.102,.183,.217,.404,.524,.773,.000,.200
