,Player,% of FGA by Distance - 2P,% of FGA by Distance - 0-3,% of FGA by Distance - 3-10,% of FGA by Distance - 10-16,% of FGA by Distance - 16-3P,% of FGA by Distance - 3P,% of FG Ast'd - 2P,% of FG Ast'd - 3P,Dunks - %FGA,Corner 3s - %3PA
422,Anthony Peeler,.567,.080,.073,.107,.307,.433,.710,.840,.007,.231
555,Antoine Walker,.752,.412,.218,.076,.046,.248,.335,.891,.009,.235
89,Antonio Burks,.817,.250,.067,.100,.400,.183,.400,.667,.000,.091
134,Antonio Daniels,.735,.244,.124,.140,.228,.265,.219,.694,.021,.127
138,Antonio Davis,1.000,.389,.165,.200,.246,.000,.710,,.081,
347,Antonio McDyess,.998,.301,.134,.348,.216,.002,.775,,.059,.000
129,Austin Croshere,.650,.340,.064,.080,.165,.350,.580,.956,.064,.224
504,Awvee Storey,.800,.300,.000,.100,.400,.200,.000,1.000,.100,1.000
139,Baron Davis,.529,.250,.074,.065,.140,.471,.214,.483,.013,.116
210,Ben Gordon,.687,.168,.118,.124,.277,.313,.390,.694,.007,.287
223,Ben Handlogten,.988,.627,.108,.108,.145,.012,.744,,.048,.000
559,Ben Wallace,.986,.665,.131,.094,.097,.014,.633,1.000,.204,.000
540,Beno Udrih,.636,.200,.097,.167,.172,.364,.565,.914,.000,.415
454,Bernard Robinson,.901,.469,.086,.198,.148,.099,.455,1.000,.037,.125
522,Billy Thomas,.404,.149,.011,.096,.149,.596,.824,1.000,.011,.518
408,Bo Outlaw,1.000,.500,.059,.088,.353,.000,.500,,.000,
510,Bob Sura,.692,.357,.089,.073,.173,.308,.406,.945,.004,.316
266,Bobby Jackson,.624,.247,.063,.071,.243,.376,.395,.758,.000,.292
480,Bobby Simmons,.887,.182,.040,.096,.568,.113,.731,.960,.025,.783
569,Bonzi Wells,.831,.402,.088,.105,.237,.169,.669,.917,.076,.750
151,Boris Diaw,.830,.299,.163,.092,.276,.170,.548,1.000,.044,.400
383,Boštjan Nachbar,.523,.241,.046,.071,.165,.477,.500,.933,.044,.291
360,Brad Miller,.969,.401,.135,.069,.365,.031,.701,1.000,.054,.053
310,Brandin Knight,1.000,1.000,.000,.000,.000,.000,,,.000,
257,Brandon Hunter,1.000,.534,.370,.041,.055,.000,.486,,.137,
238,Brendan Haywood,1.000,.504,.431,.059,.007,.000,.540,,.220,
41,Brent Barry,.390,.174,.094,.020,.102,.610,.670,.940,.017,.246
311,Brevin Knight,.966,.199,.114,.165,.487,.034,.253,.667,.000,.150
100,Brian Cardinal,.711,.231,.102,.111,.266,.289,.578,.955,.005,.272
126,Brian Cook,.528,.171,.038,.085,.235,.472,.745,.974,.019,.171
211,Brian Grant,1.000,.431,.105,.163,.301,.000,.728,,.038,
476,Brian Scalabrine,.795,.292,.142,.087,.274,.205,.718,1.000,.024,.441
481,Brian Skinner,.995,.478,.366,.102,.049,.005,.529,,.146,.000
289,Britton Johnsen,.818,.227,.136,.000,.455,.182,.667,,.000,.250
66,Bruce Bowen,.577,.161,.105,.095,.216,.423,.785,1.000,.003,.881
509,Bruno Šundov,.919,.108,.216,.081,.514,.081,.900,1.000,.000,.333
472,Bryon Russell,.409,.143,.028,.020,.218,.591,.590,.964,.008,.497
111,Calbert Cheaney,.989,.200,.128,.192,.468,.011,.726,,.026,.333
60,Calvin Booth,.991,.324,.102,.222,.343,.009,.776,,.130,.000
23,Carlos Arroyo,.930,.261,.061,.184,.424,.070,.377,.500,.000,.167
63,Carlos Boozer,.999,.420,.160,.201,.218,.001,.679,,.082,.000
148,Carlos Delfino,.701,.385,.026,.051,.239,.299,.545,1.000,.077,.286
16,Carmelo Anthony,.872,.433,.067,.067,.305,.128,.623,.762,.079,.120
90,Caron Butler,.874,.415,.091,.093,.275,.126,.620,.974,.078,.528
274,Casey Jacobsen,.566,.336,.071,.032,.127,.434,.485,.985,.007,.441
563,Charlie Ward,.338,.156,.078,.039,.065,.662,.125,1.000,.000,.235
53,Chauncey Billups,.576,.205,.043,.113,.216,.424,.339,.727,.002,.163
8,Chris Andersen,.992,.589,.075,.140,.187,.008,.634,,.196,.000
65,Chris Bosh,.990,.357,.164,.242,.227,.010,.613,1.000,.116,.200
162,Chris Duhon,.457,.254,.107,.033,.064,.543,.372,.926,.000,.143
302,Chris Kaman,.998,.424,.360,.158,.057,.002,.585,,.079,.000
354,Chris Mihm,.996,.536,.301,.098,.062,.004,.639,,.145,.000
566,Chris Webber,.966,.206,.193,.121,.447,.034,.648,.867,.055,.023
583,Chris Wilcox,1.000,.523,.313,.109,.055,.000,.645,,.213,
316,Christian Laettner,.962,.348,.027,.130,.457,.038,.708,1.000,.000,.143
26,Chucky Atkins,.500,.187,.043,.054,.216,.500,.344,.903,.000,.218
565,Clarence Weatherspoon,1.000,.360,.140,.246,.254,.000,.745,,.018,
455,Clifford Robinson,.631,.111,.157,.101,.262,.369,.785,.970,.013,.254
331,Corey Maggette,.830,.281,.077,.095,.376,.170,.655,.863,.030,.161
597,Corliss Williamson,.997,.450,.327,.123,.096,.003,.626,,.022,.500
168,Corsley Edwards,1.000,.581,.290,.032,.097,.000,.600,,.194,
1,Cory Alexander,.612,.204,.041,.163,.204,.388,.250,1.000,.000,.053
64,Curtis Borchardt,1.000,.605,.203,.081,.110,.000,.608,,.145,
364,Cuttino Mobley,.633,.166,.075,.112,.280,.367,.391,.827,.023,.231
263,D.J. Mbenga,1.000,.429,.429,.143,.000,.000,.667,,.143,
295,Dahntay Jones,.684,.305,.079,.063,.237,.316,.500,1.000,.063,.883
554,Dajuan Wagner,.527,.182,.218,.073,.055,.473,.385,1.000,.000,.269
142,Dale Davis,1.000,.611,.197,.162,.030,.000,.634,,.197,
584,Damien Wilkins,.649,.315,.155,.036,.143,.351,.421,.938,.077,.254
296,Damon Jones,.282,.072,.015,.037,.158,.718,.443,.791,.000,.194
505,Damon Stoudamire,.579,.148,.072,.089,.270,.421,.362,.829,.000,.161
78,Damone Brown,.823,.306,.129,.097,.290,.177,.526,.500,.081,.000
152,Dan Dickau,.676,.225,.095,.091,.265,.324,.330,.588,.000,.229
192,Dan Gadzuric,1.000,.741,.202,.053,.004,.000,.584,,.248,
475,Daniel Santiago,1.000,.381,.286,.190,.143,.000,1.000,,.048,
183,Danny Fortson,1.000,.867,.133,.000,.000,.000,.551,,.000,
356,Darius Miles,.967,.406,.154,.121,.287,.033,.610,.750,.155,.348
497,Darius Songaila,.994,.365,.160,.078,.391,.006,.739,,.039,.000
357,Darko Miličić,1.000,.263,.184,.289,.263,.000,.800,,.079,
20,Darrell Armstrong,.599,.188,.043,.087,.282,.401,.393,.821,.004,.225
338,Darrick Martin,.640,.120,.140,.120,.260,.360,.364,.200,.000,.111
220,Darvin Ham,1.000,.730,.000,.081,.189,.000,.647,,.243,
231,David Harrison,1.000,.538,.288,.136,.038,.000,.594,,.120,
574,David Wesley,.625,.149,.018,.042,.417,.375,.769,.932,.000,.390
577,David West,.971,.419,.134,.186,.233,.029,.562,1.000,.023,.200
156,DeSagana Diop,.971,.261,.159,.304,.246,.029,.500,,.058,.000
501,DeShawn Stevenson,.843,.373,.052,.052,.366,.157,.523,.840,.040,.209
578,Delonte West,.568,.252,.032,.058,.226,.432,.571,.833,.019,.388
291,DerMarr Johnson,.601,.412,.032,.057,.100,.399,.606,.981,.178,.547
9,Derek Anderson,.614,.153,.074,.092,.294,.386,.436,.862,.010,.265
178,Derek Fisher,.615,.101,.082,.065,.367,.385,.397,.833,.000,.333
121,Derrick Coleman,.857,.286,.286,.143,.143,.143,.667,,.000,.000
341,Desmond Mason,.993,.392,.166,.215,.220,.007,.564,1.000,.070,.250
200,Devean George,.442,.096,.077,.048,.221,.558,.563,.857,.019,.379
79,Devin Brown,.704,.271,.120,.071,.242,.296,.703,.933,.039,.471
229,Devin Harris,.642,.328,.066,.079,.169,.358,.257,.795,.027,.229
381,Dikembe Mutombo,1.000,.553,.290,.124,.032,.000,.500,,.143,
205,Dion Glover,.636,.409,.182,.045,.000,.364,.571,1.000,.091,.625
399,Dirk Nowitzki,.842,.181,.072,.203,.386,.158,.491,.802,.035,.105
233,Donnell Harvey,1.000,1.000,.000,.000,.000,.000,.000,,.000,
485,Donta Smith,.805,.381,.186,.124,.115,.195,.447,1.000,.080,.182
337,Donyell Marshall,.387,.221,.047,.019,.100,.613,.676,.993,.052,.567
605,Dorell Wright,.636,.182,.091,.273,.091,.364,.667,,.091,.250
114,Doug Christie,.813,.238,.039,.078,.458,.187,.783,.933,.042,.452
209,Drew Gooden,.970,.371,.269,.196,.134,.030,.675,1.000,.087,.143
250,Dwight Howard,.997,.592,.301,.062,.041,.003,.526,,.257,.000
553,Dwyane Wade,.966,.441,.149,.135,.241,.034,.251,.308,.095,.222
68,Earl Boykins,.799,.170,.112,.150,.367,.201,.408,.714,.000,.133
564,Earl Watson,.706,.395,.094,.051,.166,.294,.147,.827,.016,.166
201,Eddie Gill,.517,.174,.079,.074,.190,.483,.444,.861,.000,.359
215,Eddie Griffin,.609,.220,.148,.123,.119,.391,.563,1.000,.054,.025
245,Eddie House,.735,.082,.055,.096,.503,.265,.570,.886,.000,.392
297,Eddie Jones,.534,.223,.063,.078,.170,.466,.684,.993,.021,.319
130,Eddy Curry,1.000,.560,.300,.110,.030,.000,.723,,.199,
388,Eduardo Nájera,.935,.385,.134,.093,.323,.065,.719,.833,.037,.095
97,Elden Campbell,.984,.341,.195,.350,.098,.016,.718,,.081,.000
75,Elton Brand,.998,.332,.237,.291,.137,.002,.641,,.059,.333
403,Emeka Okafor,.999,.356,.228,.246,.168,.001,.694,,.090,.000
429,Eric Piatkowski,.481,.182,.047,.047,.205,.519,.704,.877,.000,.351
495,Eric Snow,.862,.232,.043,.235,.352,.138,.688,1.000,.000,.444
589,Eric Williams,.779,.285,.242,.118,.133,.221,.491,.964,.015,.411
133,Erick Dampier,.992,.670,.240,.054,.027,.008,.683,,.223,.333
507,Erick Strickland,.727,.168,.063,.220,.276,.273,.538,.857,.000,.301
135,Erik Daniels,.889,.278,.333,.056,.222,.111,.000,1.000,.000,.000
292,Ervin Johnson,.981,.667,.204,.111,.000,.019,.667,1.000,.019,.000
523,Etan Thomas,1.000,.471,.396,.122,.012,.000,.594,,.169,
172,Francisco Elson,.986,.380,.125,.153,.329,.014,.810,1.000,.162,.333
592,Frank Williams,.800,.300,.000,.100,.400,.200,.333,,.000,.500
243,Fred Hoiberg,.489,.148,.046,.049,.246,.511,.884,1.000,.007,.276
298,Fred Jones,.646,.253,.107,.073,.213,.354,.202,.828,.028,.210
421,Gary Payton,.822,.419,.156,.099,.148,.178,.391,.976,.000,.256
101,Geno Carlisle,1.000,.667,.000,.000,.333,.000,.500,,.000,
329,George Lynch,.804,.270,.085,.079,.370,.196,.772,1.000,.021,.541
560,Gerald Wallace,.903,.485,.044,.033,.341,.097,.643,1.000,.122,.468
18,Gilbert Arenas,.631,.233,.110,.109,.179,.369,.257,.668,.018,.137
458,Glenn Robinson,.922,.052,.208,.338,.325,.078,.563,1.000,.000,.500
204,Gordan Giriček,.834,.225,.084,.125,.400,.166,.637,.974,.014,.390
241,Grant Hill,.987,.269,.092,.282,.345,.013,.508,1.000,.024,.308
87,Greg Buckner,.601,.432,.056,.026,.086,.399,.784,.959,.013,.421
407,Greg Ostertag,.976,.643,.226,.048,.060,.024,.432,,.060,.000
478,Ha Seung-Jin,1.000,.565,.348,.087,.000,.000,.800,,.174,
539,Hedo Türkoğlu,.687,.231,.077,.128,.251,.313,.451,.839,.035,.102
288,Horace Jenkins,.800,.400,.044,.089,.267,.200,.600,,.000,.222
170,Howard Eisley,.746,.180,.049,.081,.435,.254,.448,.852,.000,.087
315,Ibo Kutluay,1.000,.000,.000,1.000,.000,.000,,,.000,
394,Ira Newble,.875,.351,.052,.106,.366,.125,.828,1.000,.073,.774
486,J.R. Smith,.624,.245,.068,.070,.242,.376,.556,.889,.080,.167
487,Jabari Smith,.986,.297,.041,.169,.480,.014,.836,1.000,.054,.000
91,Jackie Butler,1.000,.750,.250,.000,.000,.000,.500,,.000,
549,Jackson Vroman,.985,.603,.141,.090,.151,.015,.659,,.106,.333
547,Jacque Vaughn,.954,.283,.046,.089,.535,.046,.652,1.000,.000,.667
579,Jahidi White,1.000,.935,.065,.000,.000,.000,.357,,.065,
535,Jake Tsakalidis,1.000,.484,.281,.063,.172,.000,.750,,.156,
548,Jake Voskuhl,1.000,.610,.034,.068,.288,.000,.630,,.119,
463,Jalen Rose,.764,.161,.160,.213,.230,.236,.356,.870,.016,.438
333,Jamaal Magloire,1.000,.441,.370,.119,.070,.000,.643,,.115,
533,Jamaal Tinsley,.701,.261,.199,.117,.125,.299,.081,.655,.000,.160
128,Jamal Crawford,.533,.144,.072,.086,.232,.467,.310,.800,.014,.268
474,Jamal Sampson,1.000,.435,.194,.129,.242,.000,.571,,.113,
392,Jameer Nelson,.775,.288,.041,.086,.360,.225,.388,.841,.000,.277
299,James Jones,.478,.094,.041,.107,.236,.522,.583,.924,.013,.307
436,James Posey,.500,.278,.096,.045,.081,.500,.528,.964,.042,.421
524,James Thomas,1.000,.850,.100,.000,.050,.000,.417,,.100,
76,Jamison Brewer,.595,.351,.081,.054,.108,.405,.625,1.000,.054,.333
414,Jannero Pargo,.690,.075,.052,.099,.465,.310,.424,.826,.000,.121
287,Jared Jeffries,.882,.507,.249,.058,.069,.118,.465,.750,.104,.235
450,Jared Reiner,1.000,.333,.167,.100,.400,.000,.800,,.000,
123,Jarron Collins,.994,.414,.121,.242,.217,.006,.723,,.006,.000
237,Jarvis Hayes,.768,.145,.142,.177,.304,.232,.555,.952,.025,.301
122,Jason Collier,.963,.327,.157,.184,.295,.037,.696,1.000,.013,.786
124,Jason Collins,.987,.361,.104,.191,.330,.013,.750,1.000,.038,.000
232,Jason Hart,.834,.188,.113,.094,.438,.166,.374,.771,.000,.200
303,Jason Kapono,.711,.100,.063,.167,.382,.289,.788,.938,.000,.423
306,Jason Kidd,.581,.186,.046,.105,.244,.419,.427,.829,.000,.221
451,Jason Richardson,.730,.283,.140,.091,.216,.270,.468,.752,.079,.192
521,Jason Terry,.670,.192,.137,.136,.205,.330,.230,.709,.005,.237
593,Jason Williams,.488,.200,.033,.031,.224,.512,.176,.738,.000,.130
184,Jeff Foster,.985,.679,.133,.052,.120,.015,.571,,.062,.000
349,Jeff McInnis,.711,.131,.183,.220,.178,.289,.469,.923,.000,.212
346,Jelani McCoy,1.000,.923,.077,.000,.000,.000,.429,,.154,
267,Jermaine Jackson,.939,.364,.030,.121,.424,.061,.412,,.000,.000
400,Jermaine O'Neal,.993,.249,.297,.283,.163,.007,.600,1.000,.056,.000
277,Jerome James,.994,.298,.485,.175,.035,.006,.529,,.158,.000
594,Jerome Williams,.979,.646,.132,.058,.144,.021,.607,,.103,.600
500,Jerry Stackhouse,.819,.272,.092,.178,.276,.181,.426,.906,.047,.417
268,Jim Jackson,.493,.079,.064,.089,.261,.507,.476,.926,.002,.458
571,Jiří Welsch,.704,.221,.059,.100,.323,.296,.661,.941,.027,.409
293,Joe Johnson,.686,.178,.128,.120,.260,.314,.278,.949,.014,.524
488,Joe Smith,.998,.348,.138,.213,.300,.002,.749,,.066,1.000
441,Joel Przybilla,1.000,.727,.153,.072,.048,.000,.754,,.324,
169,John Edwards,1.000,.233,.567,.133,.067,.000,.455,,.067,
473,John Salmons,.567,.267,.071,.129,.100,.433,.296,.903,.029,.374
527,John Thomas,1.000,.698,.140,.128,.035,.000,.714,,.140,
42,Jon Barry,.552,.136,.052,.087,.277,.448,.644,.803,.003,.303
49,Jonathan Bender,.875,.325,.175,.175,.200,.125,.467,1.000,.100,.200
113,Josh Childress,.913,.621,.073,.053,.165,.087,.547,.923,.134,.589
145,Josh Davis,.523,.414,.036,.018,.054,.477,.739,.947,.090,.245
251,Josh Howard,.855,.405,.153,.108,.189,.145,.504,1.000,.068,.278
490,Josh Smith,.962,.498,.133,.100,.231,.038,.611,1.000,.199,.435
158,Juan Dixon,.671,.157,.098,.119,.298,.329,.471,.729,.007,.299
300,Jumaine Jones,.463,.282,.043,.049,.088,.537,.667,.971,.029,.441
227,Junior Harrington,.893,.264,.028,.096,.506,.107,.517,1.000,.011,.158
449,Justin Reed,.897,.379,.069,.034,.414,.103,.733,,.138,.667
252,Juwan Howard,.998,.161,.257,.238,.340,.002,.689,,.017,.000
370,Jérôme Moïso,.944,.500,.222,.222,.000,.056,.556,,.111,.000
155,Kaniel Dickens,.357,.214,.000,.071,.071,.643,1.000,1.000,.071,.778
469,Kareem Rush,.663,.150,.067,.113,.333,.337,.481,.941,.012,.336
80,Kedrick Brown,.500,.333,.167,.000,.000,.500,1.000,,.167,.333
57,Keith Bogans,.749,.297,.119,.105,.228,.251,.527,.877,.004,.358
351,Keith McLeod,.824,.252,.049,.086,.436,.176,.296,.389,.029,.028
543,Keith Van Horn,.748,.326,.144,.133,.145,.252,.517,.981,.035,.204
108,Kelvin Cato,1.000,.576,.128,.178,.118,.000,.775,,.293,
202,Kendall Gill,.888,.288,.038,.113,.450,.113,.724,1.000,.013,.778
424,Kendrick Perkins,1.000,.588,.261,.092,.059,.000,.571,,.160,
10,Kenny Anderson,.935,.249,.114,.219,.353,.065,.519,.833,.000,.615
528,Kenny Thomas,.994,.284,.115,.092,.502,.006,.694,1.000,.052,.400
339,Kenyon Martin,.987,.432,.196,.159,.200,.013,.664,,.198,.250
309,Kerry Kittles,.712,.192,.082,.110,.329,.288,.762,1.000,.027,.095
197,Kevin Garnett,.982,.275,.207,.265,.234,.018,.665,.667,.068,.000
340,Kevin Martin,.786,.282,.179,.188,.137,.214,.450,.600,.051,.240
405,Kevin Ollie,1.000,.161,.161,.161,.516,.000,.727,,.000,
600,Kevin Willis,.978,.456,.233,.211,.078,.022,.514,,.078,.000
160,Keyon Dooling,.783,.194,.090,.113,.386,.217,.200,.789,.032,.160
242,Kirk Hinrich,.636,.152,.087,.102,.295,.364,.423,.752,.001,.152
423,Kirk Penney,.667,.000,.000,.000,.667,.333,1.000,,.000,.000
496,Kirk Snyder,.741,.369,.027,.052,.293,.259,.630,.933,.073,.424
86,Kobe Bryant,.708,.272,.113,.124,.199,.292,.247,.664,.045,.127
256,Kris Humphries,.979,.408,.146,.195,.230,.021,.614,1.000,.132,.333
531,Kurt Thomas,.996,.110,.092,.284,.509,.004,.834,1.000,.002,.500
81,Kwame Brown,1.000,.346,.354,.224,.076,.000,.578,,.110,
312,Kyle Korver,.265,.063,.026,.055,.120,.735,.582,.965,.001,.256
402,Lamar Odom,.849,.460,.209,.080,.099,.151,.430,.889,.045,.145
379,Lamond Murray,.661,.206,.065,.116,.274,.339,.605,.935,.048,.457
440,Laron Profit,.781,.367,.117,.047,.250,.219,.521,.875,.063,.214
254,Larry Hughes,.808,.249,.150,.130,.279,.192,.365,.746,.053,.172
499,Latrell Sprewell,.780,.166,.091,.199,.325,.220,.602,.928,.003,.403
191,Lawrence Funderburke,1.000,.500,.000,.333,.167,.000,.667,,.000,
278,LeBron James,.817,.311,.137,.121,.248,.183,.445,.500,.076,.185
36,Leandro Barbosa,.607,.364,.071,.068,.105,.393,.410,.667,.003,.209
386,Lee Nailon,.998,.285,.137,.231,.344,.002,.680,,.031,.000
258,Lindsey Hunter,.722,.325,.066,.056,.275,.278,.506,1.000,.013,.262
294,Linton Johnson,.500,.000,.500,.000,.000,.500,,,.000,1.000
109,Lionel Chalmers,.608,.272,.088,.024,.224,.392,.233,.750,.016,.122
47,Lonny Baxter,1.000,.545,.273,.000,.182,.000,.667,,.000,
601,Loren Woods,.994,.610,.128,.171,.085,.006,.451,,.061,.000
606,Lorenzen Wright,.996,.433,.208,.192,.163,.004,.734,,.097,.000
230,Lucious Harris,.783,.130,.043,.120,.488,.217,.835,1.000,.000,.523
180,Luis Flores,.655,.241,.069,.172,.172,.345,.556,.400,.000,.000
271,Luke Jackson,.778,.185,.148,.296,.148,.222,.500,1.000,.000,.167
453,Luke Ridnour,.759,.177,.153,.130,.299,.241,.254,.761,.000,.360
562,Luke Walton,.661,.422,.117,.044,.078,.339,.621,1.000,.039,.328
150,Luol Deng,.819,.352,.079,.116,.271,.181,.663,.871,.050,.393
318,Maciej Lampe,.970,.265,.144,.152,.409,.030,.745,1.000,.008,.000
2,Malik Allen,1.000,.147,.130,.260,.463,.000,.643,,.040,
464,Malik Rose,.977,.356,.113,.175,.333,.023,.665,1.000,.057,.300
382,Mamadou N'Diaye,.950,.400,.300,.200,.050,.050,.250,,.050,.000
203,Manu Ginóbili,.669,.369,.165,.069,.065,.331,.433,.907,.028,.349
272,Marc Jackson,.997,.432,.155,.189,.222,.003,.674,,.023,.500
35,Marcus Banks,.794,.430,.052,.094,.217,.206,.245,.905,.014,.203
96,Marcus Camby,.993,.393,.077,.142,.382,.007,.720,,.112,.250
179,Marcus Fizer,.979,.284,.257,.226,.212,.021,.639,,.031,.167
219,Marcus Haislip,.974,.342,.211,.211,.211,.026,.385,,.158,.000
304,Mario Kasun,.990,.735,.184,.061,.010,.010,.596,,.133,.000
55,Mark Blount,.998,.356,.155,.228,.259,.002,.752,,.060,1.000
301,Mark Jones,.871,.258,.000,.161,.452,.129,.667,,.000,.750
330,Mark Madsen,1.000,.742,.182,.076,.000,.000,.500,,.076,
435,Mark Pope,1.000,.667,.333,.000,.000,.000,.500,,.000,
283,Marko Jarić,.670,.256,.028,.092,.293,.330,.414,.857,.015,.086
136,Marquis Daniels,.931,.383,.256,.153,.139,.069,.418,1.000,.040,.314
120,Mateen Cleaves,.857,.286,.071,.071,.429,.143,.800,,.000,.000
37,Matt Barnes,.854,.311,.252,.040,.252,.146,.702,.800,.040,.364
58,Matt Bonner,.801,.201,.132,.117,.352,.199,.635,1.000,.019,.272
102,Matt Carroll,.783,.161,.094,.133,.394,.217,.754,1.000,.011,.487
190,Matt Freije,.575,.094,.071,.094,.315,.425,.696,1.000,.008,.241
225,Matt Harpring,.950,.448,.069,.175,.257,.050,.738,1.000,.007,.395
28,Maurice Baker,1.000,.000,.000,1.000,.000,.000,,,.000,
175,Maurice Evans,.780,.351,.126,.107,.196,.220,.529,.889,.158,.671
517,Maurice Taylor,.980,.321,.179,.152,.327,.020,.600,1.000,.074,.333
404,Mehmet Okur,.917,.374,.147,.153,.242,.083,.561,.941,.048,.048
173,Melvin Ely,1.000,.302,.508,.112,.078,.000,.480,,.049,
604,Metta World Peace,.857,.387,.084,.168,.218,.143,.596,1.000,.025,.353
69,Michael Bradley,.958,.500,.292,.000,.167,.042,.600,,.042,.000
131,Michael Curry,1.000,.276,.000,.103,.621,.000,.846,,.000,
159,Michael Doleac,.994,.193,.088,.184,.529,.006,.865,,.027,.000
177,Michael Finley,.686,.079,.103,.185,.319,.314,.524,.879,.011,.288
406,Michael Olowokandi,1.000,.232,.453,.300,.014,.000,.596,,.025,
448,Michael Redd,.793,.200,.110,.238,.246,.207,.516,.865,.016,.314
468,Michael Ruffin,.990,.667,.242,.071,.010,.010,.439,,.273,.000
502,Michael Stewart,1.000,.810,.095,.048,.048,.000,.364,,.143,
431,Mickaël Piétrus,.611,.253,.106,.066,.186,.389,.565,.836,.082,.369
51,Mike Bibby,.712,.184,.085,.051,.392,.288,.464,.840,.000,.159
165,Mike Dunleavy,.695,.238,.122,.087,.249,.305,.631,.963,.010,.293
279,Mike James,.655,.253,.089,.073,.241,.345,.333,.820,.000,.324
361,Mike Miller,.578,.265,.042,.026,.245,.422,.575,.950,.022,.152
511,Mike Sweetney,.998,.621,.200,.101,.076,.002,.586,,.067,.000
585,Mike Wilks,.792,.299,.182,.130,.182,.208,.259,1.000,.000,.563
374,Mikki Moore,.983,.460,.185,.129,.209,.017,.671,1.000,.188,.200
413,Milt Palacio,.969,.469,.056,.158,.286,.031,.410,.500,.003,.000
595,Mo Williams,.866,.280,.075,.172,.339,.134,.247,.781,.000,.212
396,Moochie Norris,.890,.266,.092,.101,.431,.110,.600,,.000,.250
428,Morris Peterson,.605,.284,.075,.077,.169,.395,.608,.868,.035,.534
367,Nazr Mohammed,.998,.503,.346,.126,.023,.002,.522,,.159,.000
167,Ndudi Ebi,.952,.524,.143,.048,.238,.048,.545,,.190,.000
313,Nenad Krstić,.996,.472,.261,.153,.111,.004,.683,,.081,.000
240,Nenê,.995,.596,.161,.109,.130,.005,.711,,.207,.500
125,Nick Collison,.992,.675,.186,.076,.051,.008,.568,,.093,.333
542,Nick Van Exel,.542,.096,.169,.132,.144,.458,.289,.810,.000,.148
536,Nikoloz Tskitishvili,.770,.203,.068,.081,.419,.230,.800,.000,.000,.176
171,Obinna Ekezie,.995,.385,.253,.253,.104,.005,.709,,.088,.000
127,Omar Cook,.833,.167,.083,.042,.542,.167,.100,,.000,.250
228,Othella Harrington,1.000,.285,.262,.337,.116,.000,.599,,.000,
82,P.J. Brown,1.000,.323,.109,.247,.321,.000,.713,,.050,
498,Pape Sow,1.000,.569,.172,.224,.034,.000,.565,,.172,
198,Pat Garrity,.520,.098,.042,.085,.294,.480,.770,1.000,.010,.197
199,Pau Gasol,.991,.430,.380,.101,.081,.009,.570,1.000,.141,.333
430,Paul Pierce,.761,.280,.084,.134,.262,.239,.404,.778,.029,.182
