,Player,% of FGA by Distance - 2P,% of FGA by Distance - 0-3,% of FGA by Distance - 3-10,% of FGA by Distance - 10-16,% of FGA by Distance - 16-3P,% of FGA by Distance - 3P,% of FG Ast'd - 2P,% of FG Ast'd - 3P,Dunks - %FGA,Corner 3s - %3PA
135,Nando De Colo,.660,.295,.083,.095,.187,.340,.514,.903,.008,.305
458,Nate Robinson,.622,.188,.122,.098,.215,.378,.279,.716,.003,.124
380,Nazr Mohammed,.989,.439,.206,.222,.122,.011,.697,,.067,.000
240,Nenê,.998,.397,.236,.182,.184,.002,.582,,.088,.000
107,Nick Collison,.986,.541,.172,.074,.199,.014,.790,,.149,.250
591,Nick Young,.613,.120,.068,.146,.279,.387,.604,.867,.024,.324
45,Nicolas Batum,.467,.206,.031,.048,.181,.533,.535,.921,.058,.261
427,Nikola Peković,1.000,.574,.381,.045,.001,.000,.649,,.049,
554,Nikola Vučević,.997,.425,.219,.129,.223,.003,.670,,.082,.333
495,Nolan Smith,.754,.211,.193,.123,.228,.246,.194,1.000,.018,.357
102,Norris Cole,.769,.355,.101,.068,.245,.231,.368,.857,.012,.480
358,O.J. Mayo,.660,.191,.104,.119,.246,.340,.364,.824,.019,.181
94,Omri Casspi,.525,.219,.119,.056,.131,.475,.658,.960,.013,.171
284,Orlando Johnson,.478,.228,.061,.061,.128,.522,.389,.833,.022,.287
535,P.J. Tucker,.842,.466,.162,.054,.160,.158,.590,.955,.034,.686
440,Pablo Prigioni,.391,.200,.077,.064,.050,.609,.340,.358,.000,.142
54,Patrick Beverley,.492,.159,.206,.063,.063,.508,.233,.944,.021,.302
422,Patrick Patterson,.788,.212,.205,.143,.228,.212,.739,1.000,.074,.765
377,Patty Mills,.461,.195,.046,.062,.158,.539,.623,.942,.000,.423
185,Pau Gasol,.952,.278,.264,.142,.268,.048,.695,1.000,.048,.250
191,Paul George,.601,.241,.085,.116,.159,.399,.440,.835,.065,.252
378,Paul Millsap,.955,.353,.253,.147,.202,.045,.608,.923,.054,.256
430,Paul Pierce,.650,.232,.083,.160,.175,.350,.417,.924,.018,.092
294,Perry Jones,.980,.273,.182,.212,.313,.020,.718,,.172,.000
27,Player,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,%3PA
454,Quentin Richardson,.636,.545,.091,.000,.000,.364,,1.000,.000,.000
0,Quincy Acy,.973,.573,.080,.053,.267,.027,.732,1.000,.267,.500
376,Quincy Miller,.917,.500,.167,.000,.250,.083,.250,,.083,.000
437,Quincy Pondexter,.492,.274,.100,.057,.060,.508,.485,.983,.070,.586
463,Rajon Rondo,.892,.363,.176,.069,.284,.108,.230,.417,.006,.100
477,Ramon Sessions,.842,.429,.210,.081,.121,.158,.461,.788,.018,.206
173,Randy Foye,.412,.103,.073,.047,.188,.588,.591,.916,.007,.189
327,Rashard Lewis,.474,.145,.104,.092,.133,.526,.519,.980,.012,.580
560,Rasheed Wallace,.514,.197,.134,.106,.077,.486,.545,.955,.028,.072
9,Ray Allen,.490,.194,.083,.104,.109,.510,.497,.950,.006,.410
167,Raymond Felton,.707,.298,.125,.060,.224,.293,.201,.742,.001,.143
162,Reggie Evans,1.000,.697,.249,.034,.019,.000,.576,,.031,
261,Reggie Jackson,.680,.292,.166,.083,.138,.320,.176,.833,.040,.163
583,Reggie Williams,.455,.205,.053,.053,.144,.545,.543,.909,.023,.208
213,Richard Hamilton,.891,.097,.135,.314,.345,.109,.777,.938,.000,.404
269,Richard Jefferson,.669,.279,.184,.081,.125,.331,.563,.929,.096,.422
466,Ricky Rubio,.821,.317,.089,.091,.323,.179,.196,.852,.000,.130
468,Robert Sacre,1.000,.313,.396,.188,.104,.000,.778,,.167,
335,Robin Lopez,1.000,.477,.314,.150,.058,.000,.589,,.102,
506,Rodney Stuckey,.757,.328,.222,.090,.118,.243,.365,.836,.008,.269
51,Rodrigue Beaubois,.591,.205,.142,.080,.165,.409,.159,.857,.017,.222
352,Roger Mason,.479,.128,.043,.049,.259,.521,.727,.955,.000,.302
71,Ronnie Brewer,.616,.313,.020,.061,.222,.384,.638,1.000,.040,.908
439,Ronnie Price,.675,.275,.067,.092,.242,.325,.379,.800,.017,.205
536,Ronny Turiaf,1.000,.691,.278,.010,.021,.000,.776,,.237,
237,Roy Hibbert,.995,.360,.424,.130,.081,.005,.523,1.000,.064,.500
259,Royal Ivey,.389,.132,.083,.056,.118,.611,.520,1.000,.000,.386
186,Rudy Gay,.792,.221,.195,.195,.182,.208,.362,.679,.076,.146
573,Russell Westbrook,.805,.337,.128,.141,.199,.195,.191,.588,.029,.090
21,Ryan Anderson,.500,.191,.097,.069,.143,.500,.494,.958,.011,.136
247,Ryan Hollins,1.000,.535,.307,.114,.044,.000,.757,,.395,
592,Sam Young,.649,.250,.122,.068,.209,.351,.500,1.000,.047,.442
470,Samardo Samuels,.983,.300,.117,.050,.517,.017,.636,,.083,.000
124,Samuel Dalembert,.996,.518,.154,.221,.103,.004,.662,1.000,.170,.000
426,Sasha Pavlović,.496,.134,.109,.067,.185,.504,.625,.944,.008,.450
339,Scott Machado,.833,.667,.000,.000,.167,.167,.333,,.000,.000
515,Sebastian Telfair,.515,.165,.068,.045,.236,.485,.153,.566,.000,.200
255,Serge Ibaka,.927,.334,.154,.131,.307,.073,.746,.950,.135,.912
44,Shane Battier,.127,.058,.041,.017,.011,.873,.688,.993,.003,.585
80,Shannon Brown,.753,.306,.067,.061,.319,.247,.443,.718,.063,.213
331,Shaun Livingston,.988,.251,.188,.396,.153,.012,.530,,.069,.500
448,Shavlik Randolph,1.000,.750,.188,.000,.063,.000,.464,,.188,
346,Shawn Marion,.894,.357,.375,.138,.025,.106,.741,1.000,.071,.685
340,Shelvin Mack,.611,.159,.111,.087,.254,.389,.200,.500,.000,.184
295,Solomon Jones,1.000,.000,1.000,.000,.000,.000,,,.000,
228,Spencer Hawes,.893,.313,.150,.163,.266,.107,.739,1.000,.044,.207
123,Stephen Curry,.568,.100,.103,.099,.265,.432,.251,.614,.002,.147
262,Stephen Jackson,.485,.255,.121,.027,.082,.515,.481,.804,.012,.306
59,Steve Blake,.367,.067,.067,.107,.126,.633,.310,.875,.000,.322
397,Steve Nash,.726,.145,.160,.204,.217,.274,.201,.860,.000,.077
402,Steve Novak,.184,.007,.009,.005,.163,.816,.724,.980,.000,.350
193,Taj Gibson,.991,.435,.188,.170,.197,.009,.766,,.127,.250
441,Tayshaun Prince,.885,.210,.213,.146,.316,.115,.555,1.000,.046,.521
221,Terrel Harris,.704,.259,.185,.111,.148,.296,.500,,.000,.250
296,Terrence Jones,.798,.404,.287,.043,.064,.202,.553,1.000,.181,.316
464,Terrence Ross,.571,.166,.088,.072,.245,.429,.570,.938,.094,.291
584,Terrence Williams,.845,.381,.093,.113,.258,.155,.372,1.000,.072,.200
474,Thabo Sefolosha,.446,.283,.043,.032,.088,.554,.612,.981,.034,.512
593,Thaddeus Young,.992,.452,.248,.102,.189,.008,.720,1.000,.093,.750
460,Thomas Robinson,.997,.558,.240,.090,.109,.003,.514,,.156,1.000
499,Tiago Splitter,.996,.689,.286,.012,.009,.004,.752,,.103,.000
151,Tim Duncan,.993,.295,.246,.177,.275,.007,.666,1.000,.065,.571
408,Tim Ohlbrecht,1.000,.333,.667,.000,.000,.000,1.000,,.000,
393,Timofey Mozgov,.977,.552,.172,.115,.138,.023,.659,,.218,.500
224,Tobias Harris,.789,.332,.254,.113,.090,.211,.573,.882,.051,.296
143,Toney Douglas,.536,.225,.139,.092,.079,.464,.387,.817,.002,.366
10,Tony Allen,.962,.520,.149,.063,.230,.038,.637,1.000,.080,.625
420,Tony Parker,.932,.317,.247,.138,.230,.068,.246,.917,.000,.706
590,Tony Wroten,.814,.616,.105,.023,.070,.186,.276,.750,.035,.125
478,Tornike Shengelia,.913,.522,.348,.043,.000,.087,.111,1.000,.087,.000
411,Travis Outlaw,.718,.175,.085,.102,.356,.282,.550,.857,.079,.340
24,Trevor Ariza,.537,.273,.058,.053,.153,.463,.634,.961,.038,.407
65,Trevor Booker,.977,.477,.255,.077,.168,.023,.574,,.091,.000
530,Tristan Thompson,.996,.461,.416,.106,.014,.004,.495,,.164,.000
396,Troy Murphy,.426,.131,.033,.066,.197,.574,.727,1.000,.000,.286
317,Ty Lawson,.761,.369,.117,.078,.197,.239,.262,.694,.003,.155
215,Tyler Hansbrough,.993,.464,.233,.084,.211,.007,.528,,.093,.000
248,Tyler Honeycutt,.818,.364,.091,.000,.364,.182,1.000,,.273,.000
595,Tyler Zeller,.993,.335,.195,.118,.345,.007,.800,,.066,.000
163,Tyreke Evans,.826,.469,.190,.021,.146,.174,.352,.822,.018,.195
527,Tyrus Thomas,.941,.154,.096,.169,.522,.059,.756,1.000,.044,.500
511,Tyshawn Taylor,.851,.333,.356,.046,.115,.149,.192,.333,.023,.077
96,Tyson Chandler,1.000,.870,.088,.025,.018,.000,.741,,.373,
227,Udonis Haslem,1.000,.418,.088,.183,.311,.000,.860,,.088,
311,Viacheslav Kravtsov,1.000,.870,.130,.000,.000,.000,.727,,.391,
101,Victor Claver,.540,.328,.090,.026,.095,.460,.714,1.000,.058,.379
93,Vince Carter,.533,.170,.133,.076,.154,.467,.257,.772,.033,.133
446,Vladimir Radmanović,.372,.233,.070,.023,.047,.628,.625,1.000,.023,.481
156,Wayne Ellington,.546,.142,.085,.078,.242,.454,.545,.851,.021,.200
285,Wesley Johnson,.609,.101,.068,.106,.333,.391,.640,.940,.020,.329
353,Wesley Matthews,.474,.225,.075,.063,.110,.526,.470,.888,.020,.355
42,Will Barton,.790,.382,.194,.078,.136,.210,.633,1.000,.071,.415
86,Will Bynum,.859,.389,.189,.074,.207,.141,.188,.750,.006,.237
109,Will Conroy,.667,.111,.333,.111,.111,.333,,,.000,1.000
207,Willie Green,.570,.166,.096,.052,.256,.430,.841,1.000,.034,.548
97,Wilson Chandler,.723,.334,.200,.081,.108,.277,.544,.981,.068,.389
235,Xavier Henry,.932,.360,.155,.075,.342,.068,.565,1.000,.043,.727
449,Zach Randolph,.978,.400,.292,.124,.161,.022,.490,1.000,.017,.174
412,Zaza Pachulia,.988,.556,.178,.137,.116,.012,.675,,.029,.000
26,Ömer Aşık,.998,.788,.184,.013,.013,.002,.696,,.217,1.000
