,PLAYER,TEAM,GP,W,L,MIN,PTS,TOUCHES,FRONT CT TOUCHES,TIME OF POSS,AVG SEC PER TOUCH,AVG DRIB PER TOUCH,PTS PER TOUCH,ELBOW TOUCHES,POST UPS,PAINT TOUCHES,PTS PER ELBOW TOUCH,PTS PER POST TOUCH,PTS PER PAINT TOUCH,DRIVES,FGM,FGA,FG%,FTM,FTA,FT%,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%,Drive PTS,Drive FG%,C&S PTS,C&S FG%,Pull Up PTS,Pull Up FG%,Paint Touch PTS,Paint Touch FG%,Post Touch PTS,Post Touch FG%,Elbow Touch PTS,Elbow Touch FG%,eFG%,OREB,Contested OREB,Contested OREB%,OREB Chances,OREB Chance%,Deferred OREB Chances,Adjusted OREB Chance%,AVG OREB Distance,DREB,Contested DREB,Contested DREB%,DREB Chances,DREB Chance%,Deferred DREB Chances,Adjusted DREB Chance%,AVG DREB Distance,STL,BLK,DFGM,DFGA,DFG%
11,Andre Iguodala,MIA,20,10,10,19.8,4.7,30.8,16.0,1.4,2.76,1.71,0.153,0.9,0.7,1.7,0.444,0.0,0.676,1.1,0.2,0.3,50.0,0.0,0.0,0.0,27.3,0.7,63.6,0.2,13.6,0.1,9.1,0.0,0.0,0.3,50.0,2.1,33.3,0.6,29.4,1.2,83.3,0.0,0.0,0.4,80.0,51.2,0.7,0.3,35.7,1.6,45.2,0.1,48.3,11.5,3.1,0.7,22.4,4.6,66.7,0.3,71.6,7.4,0.7,1.0,1.3,2.2,60.5
12,Andre Roberson,OKC,7,3,4,12.4,2.9,15.9,9.9,0.5,1.76,0.87,0.18,0.1,0.1,1.4,2.0,0.0,0.6,0.9,0.1,0.6,25.0,0.0,0.0,0.0,33.3,0.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,25.0,1.3,25.0,0.0,0.0,0.9,42.9,0.0,0.0,0.3,100.0,32.8,1.0,0.7,71.4,1.9,53.8,0.1,58.3,7.9,2.9,1.0,35.0,4.0,71.4,0.3,76.9,5.4,0.1,0.4,1.4,1.7,83.3
13,Andrew Wiggins,GSW,54,15,39,34.4,21.8,65.7,41.0,4.1,3.7,2.94,0.331,0.8,1.0,2.3,0.705,0.607,0.903,14.1,3.4,6.9,48.9,1.7,2.2,78.8,61.8,4.7,33.3,0.9,6.3,0.9,6.6,1.1,7.9,8.7,48.9,4.0,34.4,4.6,32.2,2.1,62.5,0.6,51.9,0.6,60.0,50.4,1.2,0.8,68.2,3.2,39.1,0.0,39.3,7.5,3.9,0.8,20.2,6.7,58.6,0.6,64.4,6.6,0.8,1.0,2.4,3.6,67.7
14,Anthony Davis,LAL,62,46,16,34.4,26.1,64.1,42.0,2.5,2.34,1.11,0.407,3.3,8.8,7.4,0.645,0.506,1.1,3.6,0.8,1.8,46.8,1.1,1.3,88.5,78.8,0.8,22.1,0.2,6.6,0.3,7.1,0.6,17.3,2.9,46.8,4.7,35.3,2.7,36.0,8.2,70.9,4.5,45.2,2.1,59.3,53.6,2.3,1.6,70.4,4.9,47.0,0.2,48.6,5.5,7.0,2.2,31.0,10.7,65.6,0.7,70.2,5.4,1.5,2.3,2.5,4.9,51.8
15,Anthony Tolliver,MEM,55,24,31,15.9,3.6,19.0,10.5,0.4,1.39,0.31,0.192,0.5,0.1,0.9,0.133,0.0,0.52,0.4,0.0,0.2,22.2,0.1,0.1,66.7,34.8,0.1,30.4,0.0,8.7,0.1,17.4,0.1,13.0,0.1,22.2,2.6,33.6,0.3,58.3,0.5,50.0,0.0,0.0,0.1,40.0,49.2,0.7,0.4,55.9,1.8,38.2,0.1,39.5,6.6,2.4,0.6,22.5,4.4,55.3,0.4,61.5,5.9,0.3,0.2,1.4,2.2,62.0
16,Anzejs Pasecniks,WAS,27,9,18,16.2,5.8,28.4,16.2,0.7,1.45,0.4,0.203,1.7,0.4,4.0,0.66,0.818,0.935,0.2,0.1,0.1,50.0,0.1,0.1,100.0,116.7,0.0,16.7,0.0,0.0,0.0,0.0,0.0,16.7,0.3,50.0,0.2,14.3,0.1,100.0,3.7,59.2,0.3,80.0,1.1,43.3,52.6,2.0,1.3,64.3,5.0,40.4,0.0,40.8,5.0,3.1,1.1,35.4,5.1,60.2,0.2,63.1,4.7,0.3,0.4,2.4,3.4,68.8
17,Aron Baynes,PHX,41,19,22,22.3,11.4,35.9,23.4,0.9,1.44,0.33,0.318,2.7,1.2,5.2,0.505,0.813,0.948,0.5,0.2,0.3,53.8,0.1,0.1,75.0,81.8,0.1,27.3,0.0,4.5,0.0,0.0,0.0,9.1,0.4,53.8,4.5,35.0,0.2,40.0,4.9,59.5,1.0,56.7,1.4,54.8,55.7,1.7,1.0,60.3,4.1,42.0,0.1,43.3,6.0,4.0,1.2,29.2,7.6,53.1,0.9,60.1,5.1,0.2,0.5,2.9,4.7,61.1
18,BJ Johnson,ORL,10,5,5,8.3,3.0,8.4,5.5,0.4,3.12,2.13,0.357,0.2,0.0,0.5,0.0,0.0,0.8,0.8,0.0,0.5,0.0,0.2,0.2,100.0,25.0,0.0,0.0,0.0,0.0,0.2,25.0,0.1,12.5,0.2,0.0,0.6,25.0,0.7,21.4,0.4,100.0,0.0,0.0,0.0,0.0,32.8,0.6,0.4,66.7,0.8,75.0,0.0,75.0,5.6,2.4,0.6,25.0,3.4,70.6,0.2,75.0,7.5,0.3,0.0,0.8,1.0,80.0
19,Bam Adebayo,MIA,71,44,27,33.5,16.0,65.6,39.7,3.0,2.73,1.46,0.243,7.8,3.2,7.9,0.485,0.33,0.839,4.4,1.2,2.1,56.8,0.6,1.0,67.6,71.6,1.2,26.5,0.3,6.7,0.4,8.9,0.5,10.9,3.2,56.8,1.1,41.1,0.7,29.1,6.6,65.2,1.1,45.2,3.8,56.0,56.1,2.4,1.4,56.1,5.6,42.6,0.1,43.6,7.4,7.8,2.0,25.4,11.1,70.1,0.9,76.0,5.4,1.2,1.3,2.7,4.7,58.9
20,Ben Simmons,PHI,57,35,22,35.4,16.4,90.5,30.0,7.0,4.66,3.75,0.182,2.9,3.6,5.7,0.449,0.374,0.855,11.9,1.9,3.8,50.2,0.9,1.5,59.3,40.4,6.4,54.1,1.2,10.2,0.6,5.0,0.8,6.3,4.8,50.2,0.1,33.3,0.3,22.5,4.9,67.8,1.4,50.0,1.3,54.1,58.1,2.0,1.0,52.2,4.6,42.8,0.1,43.3,8.5,5.8,0.7,12.7,8.0,72.3,0.5,77.0,7.4,2.1,0.6,1.5,2.5,61.3
21,Blake Griffin,DET,17,8,9,28.4,15.8,62.3,40.8,2.8,2.74,1.93,0.254,0.9,4.1,2.3,0.5,0.486,0.59,6.2,1.4,3.0,47.1,1.4,1.9,75.0,70.8,1.6,26.4,0.2,2.8,0.5,7.5,0.9,15.1,4.4,47.1,1.7,22.7,3.1,24.3,1.4,39.1,2.0,52.2,0.5,80.0,41.9,1.0,0.6,58.8,2.5,40.5,0.1,42.5,6.4,3.8,1.2,32.8,6.3,59.8,0.7,67.4,6.4,0.4,0.4,1.8,2.8,64.6
22,Bobby Portis,NYK,66,21,45,21.1,10.1,40.6,23.5,1.2,1.74,0.73,0.249,1.3,3.0,2.6,0.6,0.568,0.746,1.7,0.6,1.1,54.1,0.2,0.3,77.8,88.2,0.3,20.9,0.1,5.5,0.0,2.7,0.2,9.1,1.5,54.1,3.8,36.4,1.3,43.6,2.0,47.7,1.7,47.5,0.8,63.6,50.7,1.2,0.7,58.8,3.5,35.1,0.2,36.9,6.6,3.9,0.9,22.5,5.8,67.9,0.5,74.6,5.2,0.5,0.3,1.8,2.7,65.2
23,Bojan Bogdanovic,UTA,63,41,22,33.1,20.2,44.4,35.8,1.9,2.54,1.89,0.456,0.4,1.0,0.9,1.038,0.828,1.2,9.1,2.1,4.6,45.4,1.0,1.1,87.5,59.4,2.8,30.8,0.6,6.1,0.9,9.4,0.6,6.4,5.4,45.4,6.4,41.9,3.9,36.4,1.0,68.6,0.8,51.9,0.4,76.5,54.8,0.6,0.4,56.4,2.1,30.2,0.0,30.2,11.1,3.5,0.4,12.3,5.5,64.0,0.4,68.5,7.7,0.5,0.1,1.3,2.0,66.1
24,Bol Bol,DEN,7,2,5,12.4,5.7,14.1,9.0,0.5,1.93,1.03,0.404,0.1,0.4,2.0,0.0,1.333,0.857,0.9,0.4,0.6,75.0,0.3,0.3,100.0,133.3,0.1,16.7,0.0,0.0,0.0,0.0,0.1,16.7,1.1,75.0,1.7,40.0,0.3,25.0,1.7,55.6,0.6,100.0,0.0,0.0,57.1,1.0,1.0,100.0,1.6,62.5,0.0,62.5,3.8,2.8,0.8,28.6,4.2,66.7,0.4,73.7,3.4,0.3,0.9,1.1,1.9,61.5
25,Brandon Clarke,MEM,58,29,29,22.4,12.1,39.1,22.7,0.9,1.43,0.62,0.309,3.1,0.5,5.6,0.695,0.452,1.087,1.5,0.6,1.0,58.6,0.2,0.2,100.0,89.8,0.3,21.6,0.1,3.4,0.1,5.7,0.1,5.7,1.4,58.6,1.9,41.7,1.0,52.7,6.0,68.6,0.2,46.2,2.1,60.4,64.2,1.6,1.1,66.3,3.5,45.8,0.1,46.7,5.5,4.4,1.1,26.1,7.4,58.7,0.7,64.7,5.6,0.6,0.8,2.3,4.2,54.5
26,Brandon Ingram,NOP,61,25,36,33.8,23.8,65.3,37.3,3.7,3.44,2.52,0.364,0.7,1.2,1.7,0.689,0.437,0.748,12.7,2.7,5.8,47.6,1.9,2.3,84.2,61.0,4.3,33.7,1.2,9.4,1.0,7.9,1.1,8.8,7.8,47.6,6.6,40.9,4.9,38.8,1.3,65.2,0.5,41.4,0.5,56.5,53.0,0.8,0.5,58.0,2.5,33.1,0.1,34.7,8.6,5.3,1.3,24.3,8.4,63.7,0.7,69.4,5.6,1.0,0.6,2.1,3.4,62.3
27,Brian Bowen II,IND,6,5,1,5.2,1.0,4.8,3.2,0.2,2.17,1.24,0.207,0.0,0.2,0.5,0.0,0.0,0.667,0.2,0.2,0.2,100.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,100.0,0.0,0.0,0.0,0.0,0.3,33.3,0.0,0.0,0.0,0.0,30.0,0.3,0.0,0.0,0.7,50.0,0.0,50.0,0.6,2.0,0.3,16.7,2.3,85.7,0.0,85.7,3.5,0.0,0.2,0.2,0.7,25.0
28,Bruce Brown,DET,57,18,39,28.3,8.9,55.9,22.5,4.2,4.53,4.12,0.16,0.6,0.1,2.2,1.028,0.857,0.811,8.5,1.2,3.1,39.9,0.7,0.9,82.0,38.6,4.1,48.1,0.9,11.0,0.7,7.9,0.4,5.2,3.3,39.9,1.7,35.9,0.2,17.2,1.8,58.4,0.1,66.7,0.6,72.0,48.2,1.1,0.5,49.2,2.8,37.8,0.1,39.9,6.7,3.8,0.8,20.2,6.6,57.4,0.7,64.0,6.7,1.1,0.5,2.2,3.2,66.5
29,Bruno Caboclo,HOU,30,11,19,8.1,3.0,12.7,7.4,0.3,1.55,0.63,0.236,0.9,0.2,1.6,0.5,0.333,0.714,0.6,0.1,0.3,44.4,0.1,0.1,100.0,58.8,0.2,35.3,0.0,5.9,0.0,5.9,0.0,5.9,0.3,44.4,0.5,17.9,0.2,37.5,1.2,65.4,0.1,33.3,0.5,50.0,46.1,1.1,0.8,69.6,2.2,48.9,0.0,50.0,5.9,1.8,0.4,21.6,3.3,53.6,0.5,63.8,4.5,0.5,0.6,1.0,1.8,58.5
30,Bruno Fernando,ATL,56,18,38,12.7,4.3,22.2,12.5,0.6,1.52,0.53,0.193,1.3,0.5,3.5,0.486,0.63,0.84,0.4,0.1,0.2,41.7,0.0,0.0,100.0,52.2,0.1,21.7,0.0,8.7,0.1,17.4,0.0,4.3,0.2,41.7,0.3,14.7,0.2,35.7,2.9,67.0,0.3,58.3,0.6,53.3,53.0,1.3,0.9,71.6,3.4,37.4,0.2,39.2,4.2,2.5,0.7,29.0,4.3,58.0,0.4,63.3,4.5,0.3,0.3,1.9,2.9,67.3
31,Caleb Martin,CHA,18,6,12,17.6,6.2,21.7,16.6,0.8,2.22,1.31,0.285,0.3,0.2,1.0,0.6,0.667,0.778,2.6,0.3,0.9,29.4,0.6,0.7,83.3,42.6,0.9,36.2,0.4,14.9,0.2,6.4,0.3,12.8,1.1,29.4,3.3,60.6,0.3,15.4,0.8,63.6,0.1,100.0,0.2,100.0,56.0,0.8,0.7,90.0,1.3,58.8,0.0,58.8,8.9,2.1,0.3,14.8,3.5,58.7,0.5,67.5,7.0,0.7,0.4,0.9,1.7,54.8
32,Caleb Swanigan,POR,26,11,15,10.7,2.5,14.9,8.2,0.5,1.87,0.68,0.168,1.2,0.6,2.0,0.563,0.6,0.596,0.1,0.1,0.1,100.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,100.0,0.2,37.5,0.0,0.0,1.2,60.9,0.3,57.1,0.7,69.2,59.6,1.2,0.9,74.1,3.1,38.0,0.1,39.1,4.4,3.1,1.2,39.4,5.3,58.2,0.5,64.0,4.3,0.1,0.3,1.8,2.7,68.6
33,Cam Reddish,ATL,58,17,41,26.7,10.5,30.9,18.5,1.5,2.82,2.12,0.34,0.3,0.0,0.8,0.5,0.5,0.818,5.0,1.0,2.6,39.2,0.7,0.9,82.0,55.9,1.4,27.8,0.4,7.3,0.4,8.3,0.4,9.0,2.8,39.2,3.7,34.0,1.9,33.8,0.6,48.3,0.0,0.0,0.2,30.0,45.9,0.6,0.2,34.3,1.7,37.6,0.0,38.5,13.6,3.3,0.5,15.5,4.9,67.8,0.3,72.1,8.1,1.1,0.5,1.6,2.3,66.9
34,Cameron Johnson,PHX,56,28,28,21.8,8.8,25.5,16.7,0.6,1.51,0.7,0.347,0.6,0.0,1.2,0.588,0.0,0.806,1.3,0.3,0.5,48.3,0.1,0.1,66.7,44.0,0.6,46.7,0.2,16.0,0.1,6.7,0.1,4.0,0.6,48.3,5.6,39.0,0.5,32.4,1.0,59.5,0.0,0.0,0.4,50.0,56.5,1.0,0.5,46.9,1.7,55.1,0.1,57.0,9.8,2.6,0.5,18.7,4.5,59.0,0.4,65.0,7.3,0.6,0.4,1.6,2.3,69.0
35,Carmelo Anthony,POR,57,27,30,32.8,15.4,40.6,25.5,1.6,2.42,1.15,0.38,1.2,5.6,1.8,0.357,0.695,0.814,1.7,0.6,1.3,50.0,0.2,0.2,92.9,86.9,0.1,7.1,0.0,1.0,0.1,7.1,0.1,7.1,1.5,50.0,4.9,40.2,4.6,40.4,1.5,49.3,3.9,40.6,0.4,40.9,48.4,1.2,0.9,69.0,2.8,43.8,0.0,44.4,7.2,5.1,1.1,22.0,7.6,67.1,0.5,72.2,5.9,0.9,0.5,1.5,2.1,70.3
36,Cedi Osman,CLE,65,19,46,29.4,11.0,40.2,28.6,1.8,2.66,1.67,0.275,0.5,0.2,1.1,0.469,0.308,0.648,5.3,1.1,2.3,47.3,0.2,0.4,66.7,46.2,2.2,41.0,0.5,9.8,0.4,8.1,0.2,3.5,2.5,47.3,4.5,37.9,1.8,36.0,0.7,47.6,0.1,40.0,0.2,38.9,53.8,0.6,0.3,48.7,1.7,38.6,0.0,39.8,11.0,3.1,0.5,14.6,4.7,67.1,0.4,73.8,6.9,0.8,0.2,2.0,2.7,71.8
37,Chandler Hutchison,CHI,28,8,20,18.8,7.8,25.1,14.0,1.0,2.38,1.58,0.31,0.8,0.0,1.5,0.682,0.0,0.634,5.6,1.2,2.6,44.6,0.8,1.5,56.1,57.0,1.9,32.9,0.4,7.6,0.4,6.3,0.7,12.7,3.2,44.6,1.3,32.4,0.2,33.3,0.9,50.0,0.0,0.0,0.5,45.5,49.1,0.7,0.4,50.0,2.3,31.6,0.1,33.3,9.7,3.6,0.6,17.8,4.8,75.6,0.3,80.4,5.4,1.0,0.3,1.6,2.1,75.0
38,Chandler Parsons,ATL,5,0,5,10.8,2.8,17.0,12.4,0.5,1.71,0.7,0.165,0.0,0.0,0.4,0.0,0.0,1.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6,60.0,0.2,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,28.6,0.0,0.0,0.4,100.0,0.0,0.0,0.0,0.0,38.9,0.3,0.3,100.0,1.0,25.0,0.0,25.0,4.6,1.5,0.0,0.0,2.3,66.7,0.3,75.0,6.1,0.8,0.2,0.4,0.4,100.0
39,Cheick Diallo,PHX,47,20,27,10.2,4.7,18.4,9.5,0.5,1.65,0.43,0.253,1.3,0.7,2.7,0.672,0.529,1.016,0.4,0.1,0.3,53.8,0.1,0.2,75.0,95.2,0.1,14.3,0.0,4.8,0.0,4.8,0.1,19.0,0.4,53.8,0.4,47.6,0.0,16.7,2.7,70.5,0.4,58.3,0.9,57.6,65.1,0.8,0.5,66.7,2.4,33.3,0.1,34.1,5.9,2.7,0.9,32.7,4.4,62.7,0.4,68.2,4.1,0.2,0.3,1.2,2.0,58.3
40,Chimezie Metu,SAS,18,8,10,5.8,3.2,10.4,6.2,0.3,1.77,0.68,0.31,0.9,0.4,1.7,0.5,0.571,0.839,0.3,0.1,0.2,66.7,0.2,0.2,100.0,133.3,0.0,0.0,0.0,0.0,0.1,16.7,0.1,33.3,0.4,66.7,0.4,50.0,0.2,28.6,1.4,61.1,0.2,66.7,0.4,37.5,57.1,0.9,0.6,66.7,1.8,52.2,0.2,57.1,5.6,1.6,0.5,33.3,2.3,70.0,0.2,75.0,4.2,0.2,0.3,0.6,1.0,61.1
41,Chris Boucher,TOR,62,45,17,13.2,6.6,20.0,11.3,0.5,1.63,0.49,0.332,1.1,0.3,2.9,1.0,0.313,0.896,0.5,0.1,0.3,26.3,0.0,0.0,100.0,48.3,0.1,24.1,0.1,13.8,0.0,3.4,0.0,3.4,0.2,26.3,1.9,32.5,0.0,12.5,2.6,59.0,0.1,20.0,1.1,59.0,53.5,1.9,1.4,72.0,4.1,48.0,0.2,50.2,4.9,3.1,0.9,28.8,5.3,58.2,0.5,64.4,3.9,0.4,1.0,1.6,3.2,52.0
42,Chris Silva,MIA,43,27,16,7.8,3.0,13.7,6.9,0.4,1.68,0.49,0.219,0.9,0.3,2.5,0.184,0.571,0.835,0.1,0.1,0.1,75.0,0.1,0.1,75.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.2,75.0,0.0,16.7,0.1,100.0,2.1,69.4,0.2,100.0,0.2,50.0,63.9,1.9,1.3,69.0,4.2,44.6,0.1,46.0,4.8,2.0,0.5,25.4,4.4,46.0,0.7,55.3,4.2,0.2,0.5,1.4,2.0,69.4
43,Christian Wood,DET,61,20,41,21.5,13.1,37.8,21.6,1.2,1.9,0.72,0.347,1.9,1.1,4.6,0.876,0.776,1.053,2.3,0.7,1.3,52.6,0.4,0.6,69.2,78.3,0.4,18.9,0.1,2.8,0.2,9.1,0.3,13.3,1.8,52.6,2.8,42.1,0.5,33.3,4.9,69.4,0.9,48.7,1.6,62.1,61.7,1.8,1.2,68.9,3.7,47.5,0.2,49.5,5.2,4.8,1.3,27.6,8.0,60.4,0.9,68.6,4.9,0.6,0.9,2.4,4.1,56.9
44,Cody Martin,CHA,48,16,32,18.8,5.0,26.9,16.9,1.2,2.57,1.76,0.185,0.5,0.1,1.2,0.909,0.667,0.911,3.6,0.5,1.2,41.1,0.4,0.5,70.8,38.6,1.8,49.7,0.6,16.4,0.3,8.8,0.3,7.0,1.4,41.1,0.9,20.8,0.4,34.8,1.1,77.8,0.0,50.0,0.4,63.6,47.3,1.0,0.4,36.8,2.1,47.5,0.1,49.4,10.0,3.2,0.7,20.8,4.7,67.4,0.2,71.0,7.2,0.8,0.2,1.4,2.2,61.7
45,Cody Zeller,CHA,57,18,39,23.2,11.1,47.7,26.6,1.3,1.63,0.63,0.233,3.3,0.9,6.3,0.626,0.469,0.791,2.9,0.7,1.5,43.7,0.5,0.7,69.0,68.1,0.8,27.7,0.1,3.0,0.2,5.4,0.4,12.7,2.0,43.7,0.9,23.6,0.3,50.0,5.0,58.3,0.4,45.5,2.1,65.0,54.8,2.8,2.1,74.4,6.8,41.5,0.2,42.7,4.8,4.4,1.3,30.5,7.7,56.5,0.8,63.2,4.5,0.7,0.4,3.4,5.4,63.4
