,Player,Fouls Drawn - Shoot
323,Nick Johnson,9
669,Nick Young,54
45,Nicolas Batum,35
576,Nik Stauskas,21
416,Nikola Mirotić,110
470,Nikola Peković,61
622,Nikola Vučević,102
621,Noah Vonleh,13
120,Norris Cole,30
384,O.J. Mayo,52
346,Ognjen Kuzmić,1
108,Omri Casspi,81
482,Otto Porter Jr.,32
254,P.J. Hairston,20
611,P.J. Tucker,54
492,Pablo Prigioni,5
55,Patrick Beverley,17
113,Patrick Christopher,0
463,Patrick Patterson,32
413,Patty Mills,12
220,Pau Gasol,142
225,Paul George,4
415,Paul Millsap,142
474,Paul Pierce,93
25,Pero Antić,38
328,Perry Jones,17
486,Phil Pressey,22
24,Player,Shoot
0,Quincy Acy,41
410,Quincy Miller,6
479,Quincy Pondexter,49
524,Rajon Rondo,28
542,Ramon Sessions,82
201,Randy Foye,22
91,Rasual Butler,26
387,Ray McCallum,27
198,Raymond Felton,4
84,Reggie Bullock,4
191,Reggie Evans,28
299,Reggie Jackson,86
654,Reggie Williams,2
306,Richard Jefferson,50
353,Ricky Ledo,12
529,Ricky Rubio,19
291,Robbie Hummel,13
131,Robert Covington,98
532,Robert Sacre,31
368,Robin Lopez,65
287,Rodney Hood,38
584,Rodney Stuckey,96
491,Ronnie Price,15
612,Ronny Turiaf,0
276,Roy Hibbert,72
221,Rudy Gay,154
228,Rudy Gobert,128
569,Russ Smith,2
638,Russell Westbrook,266
20,Ryan Anderson,75
286,Ryan Hollins,21
335,Ryan Kelly,42
141,Samuel Dalembert,10
338,Sean Kilpatrick,1
589,Sebastian Telfair,13
293,Serge Ibaka,49
334,Sergey Karasev,11
139,Seth Curry,0
429,Shabazz Muhammad,72
434,Shabazz Napier,24
349,Shane Larkin,26
81,Shannon Brown,1
366,Shaun Livingston,41
501,Shavlik Randolph,6
376,Shawn Marion,16
655,Shawne Williams,17
640,Shayne Whittington,9
373,Shelvin Mack,11
56,Sim Bhullar,0
281,Solomon Hill,78
166,Spencer Dinwiddie,17
269,Spencer Hawes,30
140,Stephen Curry,113
62,Steve Blake,11
447,Steve Novak,0
2,Steven Adams,84
632,T.J. Warren,12
226,Taj Gibson,76
58,Tarik Black,52
495,Tayshaun Prince,21
329,Terrence Jones,47
528,Terrence Ross,27
540,Thabo Sefolosha,26
670,Thaddeus Young,91
521,Thomas Robinson,44
575,Tiago Splitter,58
179,Tim Duncan,151
203,Tim Frazier,10
260,Tim Hardaway Jr.,74
426,Timofey Mozgov,95
267,Tobias Harris,108
168,Toney Douglas,4
12,Tony Allen,56
461,Tony Parker,70
572,Tony Snell,24
667,Tony Wroten,86
430,Toure' Murry,1
635,Travis Wear,10
26,Trevor Ariza,64
68,Trevor Booker,64
87,Trey Burke,54
604,Tristan Thompson,100
142,Troy Daniels,3
352,Ty Lawson,152
187,Tyler Ennis,4
259,Tyler Hansbrough,62
324,Tyler Johnson,15
674,Tyler Zeller,85
192,Tyreke Evans,133
599,Tyrus Thomas,1
110,Tyson Chandler,111
268,Udonis Haslem,28
64,Vander Blue,3
119,Victor Claver,0
454,Victor Oladipo,139
104,Vince Carter,18
184,Wayne Ellington,21
325,Wesley Johnson,50
381,Wesley Matthews,63
41,Will Barton,44
93,Will Bynum,1
112,Will Cherry,2
249,Willie Green,16
111,Wilson Chandler,68
274,Xavier Henry,12
351,Zach LaVine,84
504,Zach Randolph,138
457,Zaza Pachulia,71
173,Zoran Dragić,1
28,Ömer Aşık,108
