,Player,G,MP,FTr,USG%
531,Cezary Trybański,7,15,.500,21.0
399,Charles Oakley,7,25,1.000,18.4
558,Charlie Ward,71,1252,.069,18.4
48,Chauncey Billups,78,2758,.462,23.5
420,Cherokee Parks,12,64,.600,10.5
6,Chris Andersen,71,1029,.527,12.7
59,Chris Bosh,75,2510,.404,18.3
123,Chris Crawford,56,1207,.253,21.8
272,Chris Jefferies,21,195,.278,23.0
292,Chris Kaman,82,1843,.326,15.7
353,Chris Mihm,76,1330,.436,18.5
565,Chris Webber,23,831,.271,28.9
577,Chris Whitney,16,186,.111,12.6
578,Chris Wilcox,65,1340,.344,19.3
303,Christian Laettner,48,984,.195,14.4
19,Chucky Atkins,64,1544,.200,18.5
562,Clarence Weatherspoon,52,868,.341,15.2
462,Clifford Robinson,82,2846,.183,19.3
320,Corey Maggette,73,2628,.612,25.2
50,Corie Blount,62,1050,.107,13.3
597,Corliss Williamson,79,1574,.327,23.8
58,Curtis Borchardt,16,258,.321,14.8
366,Cuttino Mobley,80,3229,.201,20.1
284,Dahntay Jones,20,154,.208,20.4
547,Dajuan Wagner,44,708,.154,23.3
137,Dale Davis,76,1682,.377,10.3
285,Damon Jones,82,2016,.137,14.8
503,Damon Stoudamire,82,3118,.142,19.2
77,Damone Brown,3,17,.200,32.8
149,Dan Dickau,43,294,.143,20.6
187,Dan Gadzuric,75,1260,.338,16.0
307,Dan Langhi,6,37,.143,20.9
30,Dana Barros,1,11,.667,16.0
478,Daniel Santiago,54,708,.552,15.0
179,Danny Fortson,56,625,.662,15.2
356,Darius Miles,79,2079,.256,21.5
492,Darius Songaila,73,976,.322,16.4
359,Darko Miličić,34,159,.369,26.0
17,Darrell Armstrong,79,2247,.196,19.4
330,Darrick Martin,16,172,.134,21.4
218,Darvin Ham,54,484,.467,11.7
570,David Wesley,61,2001,.228,22.4
572,David West,71,930,.351,15.3
153,DeSagana Diop,56,730,.136,11.3
496,DeShawn Stevenson,80,2444,.234,20.4
280,DerMarr Johnson,21,287,.320,20.5
7,Derek Anderson,51,1810,.307,20.5
175,Derek Fisher,82,1769,.266,18.3
116,Derrick Coleman,34,843,.251,19.2
147,Derrick Dial,9,86,.286,17.1
173,Desmond Ferguson,7,32,.167,20.5
333,Desmond Mason,82,2534,.534,21.8
425,Desmond Penigar,10,89,.143,18.2
194,Devean George,82,1951,.168,16.1
78,Devin Brown,58,627,.378,19.7
380,Dikembe Mutombo,65,1494,.403,12.5
201,Dion Glover,69,1643,.265,21.2
396,Dirk Nowitzki,77,2915,.323,24.5
231,Donnell Harvey,60,783,.413,16.3
327,Donyell Marshall,82,2988,.178,19.5
111,Doug Christie,82,2780,.250,14.9
408,Doug Overton,61,1033,.127,13.6
207,Drew Gooden,79,2134,.316,22.7
546,Dwyane Wade,61,2126,.391,25.0
63,Earl Boykins,82,1849,.211,22.2
561,Earl Watson,81,1669,.297,18.1
195,Eddie Gill,22,157,.556,17.1
246,Eddie House,60,1188,.100,19.8
286,Eddie Jones,81,2998,.288,22.5
463,Eddie Robinson,51,1024,.132,17.0
126,Eddy Curry,73,2154,.417,24.3
389,Eduardo Nájera,58,720,.284,12.8
97,Elden Campbell,65,892,.395,22.6
71,Elton Brand,69,2670,.542,23.4
434,Eric Piatkowski,49,703,.084,15.4
491,Eric Snow,82,2966,.442,16.5
582,Eric Williams,71,1886,.473,19.3
129,Erick Dampier,74,2403,.511,17.8
505,Erick Strickland,43,571,.260,21.6
281,Ervin Johnson,66,965,.272,7.1
521,Etan Thomas,79,1901,.561,17.9
170,Francisco Elson,62,875,.226,12.7
585,Frank Williams,56,714,.231,19.0
244,Fred Hoiberg,79,1804,.303,12.5
287,Fred Jones,81,1508,.479,14.1
423,Gary Payton,82,2825,.246,20.4
529,Gary Trent,68,1025,.277,19.4
318,George Lynch,78,1701,.136,12.4
551,Gerald Wallace,37,337,.270,14.4
15,Gilbert Arenas,55,2066,.347,27.4
457,Glen Rice,18,262,.224,16.3
464,Glenn Robinson,42,1336,.223,27.4
198,Gordan Giriček,73,2041,.218,20.1
90,Greg Buckner,53,703,.154,14.8
405,Greg Ostertag,78,2153,.446,13.4
536,Hedo Türkoğlu,80,2073,.250,18.1
186,Hiram Fuller,4,43,.750,15.5
209,Horace Grant,55,1106,.241,11.2
167,Howard Eisley,67,1457,.197,18.5
138,Hubert Davis,17,78,.182,8.9
537,Ime Udoka,4,28,.444,22.1
392,Ira Newble,64,1245,.167,12.6
72,J.R. Bremer,36,443,.127,19.4
486,Jabari Smith,31,168,.286,23.1
543,Jacque Vaughn,71,1271,.245,14.0
573,Jahidi White,62,865,.663,16.3
534,Jake Tsakalidis,40,533,.459,15.5
544,Jake Voskuhl,66,1606,.603,12.8
469,Jalen Rose,66,2497,.243,24.1
321,Jamaal Magloire,82,2777,.581,20.0
527,Jamaal Tinsley,52,1378,.181,17.5
124,Jamal Crawford,80,2811,.182,25.7
332,Jamal Mashburn,19,730,.201,29.4
477,Jamal Sampson,10,130,.522,11.8
289,James Jones,6,26,.222,17.9
442,James Posey,82,2451,.435,18.9
75,Jamison Brewer,13,160,.171,14.1
415,Jannero Pargo,31,479,.136,24.3
276,Jared Jeffries,82,1913,.365,15.1
119,Jarron Collins,81,1732,.888,13.1
236,Jarvis Hayes,70,2044,.141,18.4
118,Jason Collier,20,545,.515,19.5
120,Jason Collins,78,2220,.479,11.9
230,Jason Hart,53,660,.270,14.5
293,Jason Kapono,41,427,.186,16.8
294,Jason Kidd,67,2450,.260,24.6
459,Jason Richardson,78,2936,.294,25.8
520,Jason Terry,81,3018,.217,23.2
586,Jason Williams,72,2115,.137,19.0
180,Jeff Foster,82,1961,.425,11.8
346,Jeff McInnis,70,2365,.191,18.2
530,Jeff Trepagnier,11,96,.158,21.3
340,Jelani McCoy,2,12,,3.7
397,Jermaine O'Neal,78,2788,.329,30.2
42,Jerome Beasley,2,5,.000,28.2
265,Jerome James,65,990,.386,18.0
587,Jerome Williams,68,1637,.461,13.3
494,Jerry Stackhouse,26,774,.321,26.0
259,Jim Jackson,80,3119,.141,17.3
569,Jiří Welsch,81,2179,.337,17.4
282,Joe Johnson,82,3331,.180,21.6
487,Joe Smith,76,2254,.340,18.0
445,Joel Przybilla,17,347,.620,10.7
476,John Salmons,77,1603,.221,15.6
552,John Wallace,37,368,.276,23.9
32,Jon Barry,57,1101,.239,15.2
45,Jonathan Bender,21,271,.443,27.8
141,Josh Davis,4,23,.200,14.7
248,Josh Howard,67,1589,.259,18.2
155,Juan Dixon,71,1478,.218,24.0
290,Jumaine Jones,42,373,.240,15.2
249,Juwan Howard,81,2877,.336,23.9
370,Jérôme Moïso,35,417,.452,14.6
152,Kaniel Dickens,3,12,.667,19.3
474,Kareem Rush,72,1244,.120,18.2
322,Karl Malone,42,1373,.563,19.7
79,Kedrick Brown,55,969,.106,13.7
54,Keith Bogans,73,1787,.227,14.5
350,Keith McLeod,33,391,.524,15.7
540,Keith Van Horn,72,2340,.321,23.6
108,Kelvin Cato,69,1743,.394,13.9
196,Kendall Gill,56,1411,.248,21.9
427,Kendrick Perkins,10,35,.600,31.1
8,Kenny Anderson,44,905,.188,17.1
522,Kenny Thomas,74,2699,.397,19.6
331,Kenyon Martin,65,2252,.327,25.0
112,Keon Clark,2,27,.000,10.3
296,Kerry Kittles,82,2842,.142,18.4
191,Kevin Garnett,82,3231,.289,29.6
403,Kevin Ollie,82,1401,.685,13.3
598,Kevin Willis,48,373,.260,24.7
159,Keyon Dooling,58,1137,.267,17.9
243,Kirk Hinrich,76,2706,.204,18.2
426,Kirk Penney,2,18,.000,23.5
89,Kobe Bryant,65,2447,.452,29.1
523,Kurt Thomas,80,2548,.153,18.5
82,Kwame Brown,74,2239,.567,17.3
301,Kyle Korver,74,882,.073,20.2
400,Lamar Odom,80,3003,.406,24.5
377,Lamond Murray,33,518,.163,25.1
251,Larry Hughes,61,2061,.332,28.1
493,Latrell Sprewell,82,3100,.233,23.6
266,LeBron James,79,3122,.308,28.2
27,Leandro Barbosa,70,1500,.130,18.6
385,Lee Nailon,57,780,.177,23.0
488,Leon Smith,1,4,.000,23.1
254,Lindsey Hunter,33,661,.056,12.8
283,Linton Johnson,41,734,.182,15.6
38,Lonny Baxter,62,766,.364,17.2
599,Loren Woods,38,506,.573,13.6
603,Lorenzen Wright,65,1674,.224,19.4
229,Lucious Harris,69,1504,.168,17.2
461,Luke Ridnour,69,1114,.226,19.3
557,Luke Walton,72,730,.288,13.3
305,Maciej Lampe,21,224,.148,21.9
3,Malik Allen,45,616,.167,18.3
472,Malik Rose,67,1256,.557,22.6
381,Mamadou N'Diaye,28,366,.855,14.0
197,Manu Ginóbili,77,2260,.378,22.1
260,Marc Jackson,22,598,.474,18.1
26,Marcus Banks,81,1385,.296,20.5
96,Marcus Camby,72,2162,.248,14.3
176,Marcus Fizer,46,738,.343,27.5
216,Marcus Haislip,31,263,.378,16.4
53,Mark Blount,82,2402,.366,16.1
261,Mark Jackson,42,577,.390,14.1
319,Mark Madsen,72,1246,.578,11.5
441,Mark Pope,4,20,.500,11.9
271,Marko Jarić,58,1760,.212,16.0
131,Marquis Daniels,56,1039,.190,20.6
115,Mateen Cleaves,4,92,.087,14.1
28,Matt Barnes,38,724,.442,12.8
99,Matt Carroll,16,70,.375,16.5
226,Matt Harpring,31,1134,.383,22.3
103,Maurice Carter,10,110,.571,21.7
519,Maurice Taylor,75,2081,.227,22.7
401,Mehmet Okur,71,1580,.386,21.7
171,Melvin Ely,42,510,.275,16.6
33,Mengke Bateer,7,40,.000,10.9
601,Metta World Peace,73,2714,.395,26.2
64,Michael Bradley,16,98,.133,10.8
127,Michael Curry,70,1229,.296,10.6
156,Michael Doleac,72,1029,.161,17.4
174,Michael Finley,72,2778,.167,20.9
404,Michael Olowokandi,43,925,.214,18.6
456,Michael Redd,82,3021,.306,26.3
473,Michael Ruffin,41,733,.325,11.2
499,Michael Stewart,25,147,.333,5.1
436,Mickaël Piétrus,53,748,.325,18.7
47,Mike Bibby,82,2980,.319,22.9
163,Mike Dunleavy,75,2336,.257,18.6
267,Mike James,81,2196,.193,17.4
362,Mike Miller,65,1770,.229,20.0
516,Mike Sweetney,42,494,.414,18.6
579,Mike Wilks,26,145,.333,15.9
371,Mikki Moore,32,395,.354,16.1
414,Milt Palacio,59,1211,.228,16.6
93,Mitchell Butler,41,552,.194,12.7
590,Mo Williams,57,772,.185,22.8
393,Moochie Norris,66,847,.327,17.3
433,Morris Peterson,82,2148,.160,15.7
367,Nazr Mohammed,80,1611,.358,18.3
166,Ndudi Ebi,17,32,.286,27.6
240,Nenê,77,2504,.559,17.0
538,Nick Van Exel,39,1255,.207,22.1
535,Nikoloz Tskitishvili,39,307,.238,21.7
440,Olden Polynice,2,12,,14.8
363,Oliver Miller,48,506,.230,13.3
122,Omar Cook,17,139,.000,12.6
228,Othella Harrington,56,872,.386,16.0
83,P.J. Brown,80,2753,.260,14.8
192,Pat Garrity,2,22,.000,6.2
193,Pau Gasol,78,2458,.487,26.8
210,Paul Grant,10,98,.348,15.9
435,Paul Pierce,80,3099,.422,30.5
481,Paul Shirley,7,86,.130,17.3
502,Peja Stojaković,81,3264,.307,23.9
29,Player,G,MP,FTr,USG%
291,Popeye Jones,5,10,.000,9.2
161,Predrag Drobnjak,61,949,.227,21.7
76,Primož Brezec,18,72,.231,22.7
460,Quentin Richardson,65,2338,.191,24.6
312,Quincy Lewis,14,65,.000,16.7
600,Qyntel Woods,62,673,.253,22.2
304,Raef LaFrentz,17,328,.105,19.5
5,Rafer Alston,82,2581,.175,17.3
43,Raja Bell,82,2020,.308,23.6
315,Randy Livingston,4,48,.600,15.4
313,Rashard Lewis,80,2931,.220,23.4
553,Rasheed Wallace,68,2390,.218,23.4
391,Rasho Nesterović,82,2353,.163,16.8
94,Rasual Butler,45,675,.084,20.0
4,Ray Allen,56,2152,.266,27.8
316,Raül López,82,1617,.226,21.4
189,Reece Gaines,38,364,.291,14.3
172,Reggie Evans,75,1280,.897,10.7
364,Reggie Miller,80,2254,.278,15.4
219,Richard Hamilton,78,2772,.293,25.7
275,Richard Jefferson,82,3133,.420,22.8
184,Richie Frahm,54,469,.187,15.5
85,Rick Brunson,40,412,.295,16.5
182,Rick Fox,38,846,.161,13.1
142,Ricky Davis,79,2474,.287,23.0
11,Robert Archibald,32,256,.939,10.7
245,Robert Horry,81,1290,.307,16.1
412,Robert Pack,26,220,.115,15.1
528,Robert Traylor,71,942,.446,19.6
506,Rod Strickland,61,1197,.278,18.5
91,Rodney Buford,22,141,.107,20.1
465,Rodney Rogers,69,1409,.194,21.5
576,Rodney White,72,985,.222,26.4
334,Roger Mason,26,328,.224,18.7
352,Ron Mercer,39,516,.081,21.9
164,Ronald Dupree,47,893,.372,19.0
378,Ronald Murray,82,2021,.257,26.7
60,Ruben Boumtje-Boumtje,9,26,.400,10.7
421,Ruben Patterson,73,1651,.481,16.7
310,Rusty LaRue,4,22,.667,16.5
62,Ryan Bowen,52,392,.226,7.2
252,Ryan Humphrey,2,11,.000,24.6
107,Sam Cassell,81,2838,.261,27.2
549,Samaki Walker,33,418,.444,15.0
128,Samuel Dalembert,82,2197,.349,14.1
422,Sasha Pavlović,79,1144,.223,19.5
439,Scot Pollard,61,678,.184,10.1
413,Scott Padgett,58,547,.192,17.7
591,Scott Williams,43,527,.145,18.1
437,Scottie Pippen,23,412,.193,19.6
306,Sean Lampley,10,63,.600,20.7
466,Sean Rooks,55,595,.245,14.5
594,Shammond Williams,53,763,.250,18.1
9,Shandon Anderson,80,1974,.285,17.7
37,Shane Battier,79,1947,.302,15.5
238,Shane Heal,6,72,.208,20.0
398,Shaquille O'Neal,67,2464,.713,26.3
0,Shareef Abdur-Rahim,85,2684,.407,24.4
67,Shawn Bradley,66,773,.261,12.8
326,Shawn Marion,79,3217,.200,22.7
545,Slavko Vraneš,1,3,.000,15.8
114,Speedy Claxton,60,1595,.427,20.9
22,Stacey Augmon,69,1416,.401,15.6
351,Stanislav Medvedenko,68,1442,.216,20.1
262,Stephen Jackson,80,2940,.236,25.0
323,Stephon Marbury,81,3254,.315,25.8
49,Steve Blake,75,1392,.165,17.9
185,Steve Francis,79,3194,.389,24.0
390,Steve Nash,78,2612,.297,19.5
489,Steve Smith,71,929,.283,18.3
255,Steven Hunter,59,789,.445,12.3
517,Stromile Swift,77,1528,.459,22.8
178,T.J. Ford,55,1472,.246,17.9
485,Tamar Slay,22,165,.233,21.9
444,Tayshaun Prince,82,2701,.195,15.6
450,Theo Ratliff,85,2664,.395,13.2
490,Theron Smith,20,178,.186,15.3
84,Tierre Brown,3,17,1.000,34.3
162,Tim Duncan,69,2527,.498,29.7
524,Tim Thomas,66,2089,.268,22.4
213,Tom Gugliotta,55,819,.138,14.2
302,Toni Kukoč,73,1522,.393,21.0
34,Tony Battie,73,1478,.232,14.8
146,Tony Delk,33,509,.239,19.0
337,Tony Massenburg,59,789,.288,16.7
419,Tony Parker,75,2577,.288,22.3
68,Torraye Braggs,15,154,.364,15.8
345,Tracy McGrady,67,2675,.319,33.2
379,Tracy Murray,7,35,.083,19.5
46,Travis Best,61,762,.267,12.9
222,Travis Hansen,41,507,.208,14.1
407,Travis Outlaw,8,19,.571,24.3
181,Tremaine Fowlkes,36,261,.375,12.2
235,Trenton Hassell,81,2264,.160,9.5
44,Troy Bell,6,34,.167,33.5
250,Troy Hudson,29,503,.159,23.9
376,Troy Murphy,28,610,.329,23.6
241,Tyrone Hill,5,38,.800,10.8
317,Tyronn Lue,76,2332,.183,17.4
109,Tyson Chandler,35,782,.747,14.2
234,Udonis Haslem,75,1795,.409,15.8
23,Vin Baker,54,1313,.363,20.1
106,Vince Carter,73,2785,.286,32.5
443,Vitaly Potapenko,65,1419,.225,17.2
154,Vlade Divac,81,2317,.389,18.6
448,Vladimir Radmanović,77,2321,.156,19.5
495,Vladimir Stepania,42,453,.350,14.4
311,Voshon Lenard,73,2233,.195,21.9
518,Wally Szczerbiak,28,622,.271,22.1
338,Walter McCarty,77,1900,.157,15.6
604,Wang Zhizhi,16,114,.217,23.2
429,Wesley Person,58,1037,.124,16.5
211,Willie Green,53,767,.227,27.7
365,Yao Ming,82,2692,.435,25.3
449,Zach Randolph,81,3067,.287,27.6
411,Zaza Pachulia,59,664,.514,16.9
220,Zendon Hamilton,46,473,1.011,16.3
438,Zoran Planinić,49,473,.465,19.0
256,Zydrunas Ilgauskas,81,2539,.421,23.1
95,Žarko Čabarkapa,49,570,.269,21.7
453,Željko Rebrača,24,273,.390,18.2
