,Player,% of FGA by Distance - 2P,% of FGA by Distance - 0-3,% of FGA by Distance - 3-10,% of FGA by Distance - 10-16,% of FGA by Distance - 16-3P,% of FGA by Distance - 3P,% of FG Ast'd - 2P,% of FG Ast'd - 3P,Dunks - %FGA,Corner 3s - %3PA
7,Derek Anderson,.577,.145,.025,.093,.314,.423,.550,.835,.020,.232
175,Derek Fisher,.689,.142,.050,.089,.408,.311,.523,.865,.002,.408
116,Derrick Coleman,.861,.305,.162,.193,.201,.139,.636,1.000,.062,.167
147,Derrick Dial,.679,.179,.071,.143,.286,.321,.143,.500,.000,.222
173,Desmond Ferguson,.333,.167,.000,.000,.167,.667,1.000,.667,.083,.250
333,Desmond Mason,.955,.371,.153,.168,.262,.045,.640,.889,.075,.590
425,Desmond Penigar,1.000,.357,.250,.143,.250,.000,.643,,.036,
194,Devean George,.674,.207,.077,.109,.282,.326,.655,.938,.063,.247
78,Devin Brown,.929,.224,.173,.163,.367,.071,.593,1.000,.026,.786
380,Dikembe Mutombo,1.000,.444,.380,.136,.041,.000,.589,,.108,
201,Dion Glover,.798,.363,.081,.149,.204,.202,.526,.925,.036,.311
396,Dirk Nowitzki,.779,.154,.085,.198,.342,.221,.670,.970,.028,.097
231,Donnell Harvey,.985,.463,.308,.100,.114,.015,.472,,.129,.333
327,Donyell Marshall,.681,.325,.109,.070,.177,.319,.693,.992,.054,.480
111,Doug Christie,.794,.289,.071,.051,.382,.206,.660,.898,.084,.387
408,Doug Overton,.906,.122,.045,.163,.576,.094,.583,.667,.000,.087
207,Drew Gooden,.949,.300,.226,.198,.226,.051,.561,.889,.057,.262
546,Dwyane Wade,.934,.476,.198,.115,.144,.066,.341,.813,.085,.415
63,Earl Boykins,.777,.138,.107,.191,.341,.223,.383,.673,.000,.088
561,Earl Watson,.772,.334,.121,.075,.241,.228,.342,.846,.009,.132
195,Eddie Gill,.778,.111,.194,.139,.333,.222,.417,1.000,.000,.250
246,Eddie House,.697,.140,.051,.127,.379,.303,.591,.765,.002,.191
286,Eddie Jones,.586,.138,.088,.119,.240,.414,.527,.927,.014,.338
463,Eddie Robinson,.985,.150,.067,.202,.564,.015,.897,.000,.043,.200
126,Eddy Curry,.999,.514,.338,.120,.026,.001,.726,1.000,.127,.000
389,Eduardo Nájera,.975,.580,.074,.154,.167,.025,.729,.500,.037,.000
97,Elden Campbell,1.000,.309,.210,.331,.150,.000,.790,,.083,
71,Elton Brand,.999,.393,.256,.244,.106,.001,.576,,.037,.000
434,Eric Piatkowski,.361,.126,.031,.079,.126,.639,.793,.977,.000,.385
491,Eric Snow,.975,.343,.123,.245,.264,.025,.474,1.000,.000,.111
582,Eric Williams,.788,.221,.286,.179,.102,.212,.561,.914,.007,.220
129,Erick Dampier,.997,.617,.295,.069,.015,.003,.534,,.185,.000
505,Erick Strickland,.663,.214,.082,.148,.219,.337,.380,.966,.000,.197
281,Ervin Johnson,.990,.515,.291,.165,.019,.010,.727,,.029,.000
521,Etan Thomas,1.000,.519,.346,.110,.025,.000,.615,,.188,
170,Francisco Elson,.995,.382,.151,.191,.271,.005,.777,,.131,.000
585,Frank Williams,.712,.370,.067,.101,.173,.288,.145,.889,.005,.283
244,Fred Hoiberg,.551,.136,.029,.031,.355,.449,.922,1.000,.021,.262
287,Fred Jones,.714,.299,.109,.090,.215,.286,.563,1.000,.058,.258
423,Gary Payton,.839,.416,.148,.146,.129,.161,.508,.964,.000,.188
529,Gary Trent,.982,.399,.274,.210,.098,.018,.703,,.027,.000
318,George Lynch,.629,.277,.088,.069,.195,.371,.774,.930,.021,.511
551,Gerald Wallace,.978,.427,.079,.067,.404,.022,.563,,.056,.500
15,Gilbert Arenas,.636,.220,.111,.084,.221,.364,.262,.760,.020,.147
457,Glen Rice,.632,.079,.105,.184,.263,.368,.529,1.000,.000,.179
464,Glenn Robinson,.837,.109,.150,.353,.225,.163,.639,.971,.011,.200
198,Gordan Giriček,.790,.198,.091,.134,.367,.210,.613,.983,.015,.401
90,Greg Buckner,.749,.257,.160,.171,.160,.251,.667,1.000,.006,.523
405,Greg Ostertag,.998,.693,.128,.119,.057,.002,.615,,.094,.000
536,Hedo Türkoğlu,.626,.169,.102,.109,.247,.374,.547,.921,.019,.353
186,Hiram Fuller,1.000,.500,.125,.375,.000,.000,.333,,.125,
209,Horace Grant,.996,.317,.063,.152,.464,.004,.750,,.009,.000
167,Howard Eisley,.639,.215,.084,.104,.235,.361,.219,.731,.000,.172
138,Hubert Davis,.909,.364,.000,.182,.364,.091,1.000,,.000,.000
537,Ime Udoka,.889,.333,.000,.444,.111,.111,.333,,.000,.000
392,Ira Newble,.931,.283,.058,.181,.409,.069,.745,1.000,.033,.632
72,J.R. Bremer,.532,.196,.076,.032,.228,.468,.500,.895,.000,.351
486,Jabari Smith,.957,.200,.129,.157,.471,.043,.577,,.057,.333
543,Jacque Vaughn,.928,.177,.036,.191,.523,.072,.490,1.000,.000,.350
573,Jahidi White,1.000,.811,.142,.042,.005,.000,.505,,.168,
534,Jake Tsakalidis,1.000,.459,.301,.090,.150,.000,.776,,.188,
544,Jake Voskuhl,1.000,.653,.127,.120,.100,.000,.717,,.127,
469,Jalen Rose,.788,.147,.153,.232,.255,.212,.312,.957,.008,.391
321,Jamaal Magloire,.999,.488,.365,.082,.064,.001,.624,,.158,.000
527,Jamaal Tinsley,.441,.176,.103,.065,.097,.559,.368,.779,.003,.348
124,Jamal Crawford,.605,.140,.088,.107,.270,.395,.422,.642,.015,.192
332,Jamal Mashburn,.832,.136,.093,.352,.251,.168,.358,.789,.003,.119
477,Jamal Sampson,1.000,.522,.130,.261,.087,.000,.545,,.043,
289,James Jones,.556,.000,.000,.111,.444,.444,1.000,1.000,.000,.000
442,James Posey,.623,.370,.105,.053,.095,.377,.617,.875,.078,.410
75,Jamison Brewer,.600,.257,.114,.000,.229,.400,.375,.600,.029,.286
415,Jannero Pargo,.688,.070,.050,.146,.422,.312,.322,.864,.000,.161
276,Jared Jeffries,.936,.407,.235,.126,.168,.064,.494,.800,.070,.133
119,Jarron Collins,.997,.532,.112,.146,.207,.003,.741,,.003,.000
236,Jarvis Hayes,.812,.245,.151,.135,.281,.188,.639,1.000,.030,.389
118,Jason Collier,.976,.358,.230,.109,.279,.024,.744,1.000,.042,.250
120,Jason Collins,.995,.458,.125,.208,.203,.005,.675,,.063,.000
230,Jason Hart,.943,.195,.170,.189,.390,.057,.594,.000,.000,.333
293,Jason Kapono,.659,.116,.047,.186,.310,.341,.806,.905,.000,.432
294,Jason Kidd,.694,.214,.048,.123,.310,.306,.482,.840,.000,.106
459,Jason Richardson,.787,.290,.188,.109,.199,.213,.506,.961,.075,.223
520,Jason Terry,.648,.133,.120,.170,.226,.352,.346,.719,.004,.287
586,Jason Williams,.489,.192,.039,.059,.199,.511,.218,.658,.001,.060
180,Jeff Foster,.989,.702,.105,.064,.119,.011,.711,,.182,.000
346,Jeff McInnis,.830,.181,.177,.250,.222,.170,.497,.957,.001,.189
530,Jeff Trepagnier,.895,.421,.079,.079,.316,.105,.875,1.000,.132,.250
340,Jelani McCoy,,,,,,,,,,
397,Jermaine O'Neal,.987,.232,.312,.273,.170,.013,.706,1.000,.069,.278
42,Jerome Beasley,1.000,.333,.333,.000,.333,.000,1.000,,.000,
265,Jerome James,1.000,.471,.367,.154,.008,.000,.566,,.212,
587,Jerome Williams,.976,.589,.110,.125,.152,.024,.652,,.065,.375
494,Jerry Stackhouse,.798,.199,.112,.221,.265,.202,.476,.913,.028,.277
259,Jim Jackson,.550,.108,.099,.117,.227,.450,.455,.963,.003,.491
569,Jiří Welsch,.704,.248,.101,.095,.260,.296,.508,.826,.023,.365
282,Joe Johnson,.789,.238,.139,.146,.266,.211,.343,.916,.027,.401
487,Joe Smith,.993,.338,.147,.254,.254,.007,.703,1.000,.072,.000
445,Joel Przybilla,1.000,.580,.200,.160,.060,.000,.611,,.080,
476,John Salmons,.647,.243,.053,.127,.224,.353,.595,.960,.026,.510
552,John Wallace,.910,.179,.103,.345,.283,.090,.268,.600,.041,.231
32,Jon Barry,.535,.152,.057,.067,.259,.465,.609,.745,.000,.203
45,Jonathan Bender,.792,.349,.151,.151,.142,.208,.537,1.000,.132,.136
141,Josh Davis,.600,.400,.000,.200,.000,.400,1.000,,.200,.000
248,Josh Howard,.876,.361,.199,.128,.188,.124,.536,.800,.038,.227
155,Juan Dixon,.689,.168,.116,.146,.259,.311,.436,.627,.003,.293
290,Jumaine Jones,.542,.208,.063,.063,.208,.458,.600,1.000,.010,.318
249,Juwan Howard,.999,.236,.295,.297,.171,.001,.586,,.034,.000
370,Jérôme Moïso,.988,.452,.321,.155,.060,.012,.475,,.131,.000
152,Kaniel Dickens,1.000,.667,.000,.000,.333,.000,1.000,,.333,
474,Kareem Rush,.681,.176,.060,.139,.306,.319,.655,.938,.014,.152
322,Karl Malone,.998,.320,.083,.218,.378,.003,.762,,.020,.000
79,Kedrick Brown,.610,.311,.094,.059,.146,.390,.709,1.000,.067,.606
54,Keith Bogans,.588,.251,.057,.075,.205,.412,.578,.985,.007,.465
350,Keith McLeod,.878,.207,.061,.171,.439,.122,.423,1.000,.000,.100
540,Keith Van Horn,.742,.301,.168,.133,.140,.258,.517,1.000,.040,.352
108,Kelvin Cato,1.000,.539,.183,.161,.117,.000,.839,,.283,
196,Kendall Gill,.931,.234,.075,.157,.465,.069,.699,1.000,.004,.447
427,Kendrick Perkins,1.000,.400,.467,.133,.000,.000,.375,,.067,
8,Kenny Anderson,.984,.313,.141,.156,.375,.016,.580,1.000,.000,1.000
522,Kenny Thomas,.994,.486,.197,.113,.198,.006,.624,.000,.069,.000
331,Kenyon Martin,.972,.408,.252,.111,.201,.028,.669,1.000,.163,.160
112,Keon Clark,1.000,.333,.167,.167,.333,.000,.500,,.000,
296,Kerry Kittles,.712,.282,.047,.101,.283,.288,.831,.907,.044,.120
191,Kevin Garnett,.973,.228,.184,.240,.320,.027,.663,.818,.070,.000
403,Kevin Ollie,.965,.300,.113,.222,.331,.035,.615,.750,.000,.000
598,Kevin Willis,.993,.313,.233,.267,.180,.007,.557,,.080,.000
159,Keyon Dooling,.869,.233,.097,.142,.398,.131,.380,.875,.043,.174
243,Kirk Hinrich,.552,.207,.079,.091,.175,.448,.328,.868,.004,.190
426,Kirk Penney,.500,.000,.000,.000,.500,.500,,1.000,.000,.667
89,Kobe Bryant,.816,.319,.147,.131,.219,.184,.420,.775,.049,.152
523,Kurt Thomas,.996,.165,.157,.328,.346,.004,.801,,.005,.000
82,Kwame Brown,.997,.475,.355,.134,.032,.003,.568,1.000,.129,.500
301,Kyle Korver,.367,.061,.009,.098,.199,.633,.853,1.000,.000,.362
400,Lamar Odom,.818,.398,.243,.086,.091,.182,.344,.902,.035,.102
377,Lamond Murray,.721,.163,.070,.098,.391,.279,.527,.905,.028,.500
251,Larry Hughes,.770,.243,.123,.126,.278,.230,.475,.886,.017,.159
493,Latrell Sprewell,.764,.151,.108,.222,.283,.236,.656,.929,.014,.368
266,LeBron James,.855,.315,.168,.161,.211,.145,.442,.746,.064,.286
27,Leandro Barbosa,.553,.381,.055,.040,.077,.447,.394,.855,.004,.248
385,Lee Nailon,.991,.266,.257,.278,.190,.009,.660,,.015,.667
488,Leon Smith,1.000,.500,.500,.000,.000,.000,.000,,.000,
254,Lindsey Hunter,.650,.203,.049,.112,.287,.350,.629,1.000,.000,.520
283,Linton Johnson,.837,.315,.094,.108,.320,.163,.646,.857,.079,.364
38,Lonny Baxter,.986,.584,.201,.086,.115,.014,.667,1.000,.091,.667
599,Loren Woods,1.000,.646,.156,.104,.094,.000,.455,,.125,
603,Lorenzen Wright,.991,.345,.218,.244,.184,.009,.747,,.072,.000
229,Lucious Harris,.782,.119,.063,.132,.469,.218,.799,.974,.000,.257
461,Luke Ridnour,.771,.197,.134,.097,.343,.229,.390,.741,.000,.213
557,Luke Walton,.745,.314,.105,.111,.216,.255,.635,1.000,.000,.308
305,Maciej Lampe,.955,.227,.102,.216,.409,.045,.674,,.011,.500
3,Malik Allen,1.000,.111,.177,.232,.480,.000,.675,,.010,
472,Malik Rose,.993,.408,.171,.163,.250,.007,.705,,.072,.000
381,Mamadou N'Diaye,1.000,.667,.203,.087,.043,.000,.778,,.116,
197,Manu Ginóbili,.689,.332,.170,.085,.103,.311,.401,.852,.030,.273
260,Marc Jackson,.994,.421,.193,.234,.146,.006,.704,,.029,.000
26,Marcus Banks,.805,.330,.129,.090,.256,.195,.240,.815,.014,.105
96,Marcus Camby,.996,.446,.122,.151,.277,.004,.702,,.169,.000
176,Marcus Fizer,.951,.363,.197,.194,.197,.049,.606,1.000,.060,.118
216,Marcus Haislip,.973,.486,.203,.189,.095,.027,.629,1.000,.230,.500
53,Mark Blount,1.000,.505,.205,.154,.136,.000,.737,,.114,
261,Mark Jackson,.590,.250,.190,.080,.070,.410,.333,1.000,.000,.195
319,Mark Madsen,.971,.647,.230,.059,.034,.029,.683,,.123,.000
441,Mark Pope,1.000,.500,.500,.000,.000,.000,1.000,,.000,
271,Marko Jarić,.686,.304,.050,.069,.262,.314,.403,.863,.008,.087
131,Marquis Daniels,.912,.436,.207,.146,.124,.088,.417,1.000,.058,.222
115,Mateen Cleaves,.957,.217,.087,.261,.391,.043,.571,,.000,.000
28,Matt Barnes,.906,.514,.246,.043,.101,.094,.557,1.000,.029,.615
99,Matt Carroll,.813,.188,.125,.125,.375,.188,.833,1.000,.000,1.000
226,Matt Harpring,.920,.412,.095,.166,.246,.080,.730,1.000,.007,.182
103,Maurice Carter,.686,.114,.086,.086,.400,.314,.714,1.000,.029,.364
519,Maurice Taylor,.997,.294,.184,.213,.306,.003,.559,,.063,.000
401,Mehmet Okur,.911,.351,.188,.203,.170,.089,.562,.889,.037,.146
171,Melvin Ely,.993,.327,.431,.170,.065,.007,.394,,.092,.000
33,Mengke Bateer,1.000,.286,.286,.286,.143,.000,.750,,.000,
601,Metta World Peace,.782,.341,.143,.127,.172,.218,.438,.827,.039,.310
64,Michael Bradley,1.000,.467,.133,.133,.267,.000,.571,,.133,
127,Michael Curry,.923,.199,.077,.133,.515,.077,.808,1.000,.046,.667
156,Michael Doleac,1.000,.208,.124,.193,.475,.000,.871,,.019,
174,Michael Finley,.681,.109,.084,.148,.341,.319,.591,.867,.031,.259
404,Michael Olowokandi,1.000,.158,.533,.305,.004,.000,.702,,.039,
456,Michael Redd,.748,.252,.127,.203,.166,.252,.563,.913,.024,.298
473,Michael Ruffin,1.000,.598,.214,.111,.077,.000,.526,,.179,
499,Michael Stewart,1.000,.667,.083,.250,.000,.000,.800,,.167,
436,Mickaël Piétrus,.545,.329,.082,.065,.069,.455,.525,.943,.074,.543
47,Mike Bibby,.677,.232,.077,.067,.301,.323,.591,.872,.001,.323
163,Mike Dunleavy,.647,.219,.117,.101,.210,.353,.624,.926,.021,.276
267,Mike James,.572,.198,.096,.079,.199,.428,.373,.887,.000,.249
362,Mike Miller,.651,.282,.068,.045,.255,.349,.663,.988,.018,.121
516,Mike Sweetney,.993,.507,.264,.121,.100,.007,.536,,.079,.000
579,Mike Wilks,.722,.333,.111,.083,.194,.278,.364,.667,.000,.200
371,Mikki Moore,1.000,.424,.192,.172,.212,.000,.640,,.162,
414,Milt Palacio,.913,.436,.067,.151,.258,.087,.440,1.000,.010,.462
93,Mitchell Butler,.758,.323,.129,.113,.194,.242,.442,1.000,.008,.300
590,Mo Williams,.871,.251,.079,.069,.472,.129,.571,.700,.000,.256
393,Moochie Norris,.733,.240,.111,.092,.290,.267,.500,.950,.000,.259
433,Morris Peterson,.421,.175,.053,.046,.147,.579,.679,.960,.014,.591
367,Nazr Mohammed,1.000,.447,.318,.178,.057,.000,.606,,.102,
166,Ndudi Ebi,1.000,.500,.000,.214,.286,.000,.333,,.000,
240,Nenê,.997,.581,.190,.117,.108,.003,.713,,.213,.000
538,Nick Van Exel,.687,.104,.284,.157,.142,.313,.184,.609,.000,.147
535,Nikoloz Tskitishvili,.910,.172,.139,.057,.541,.090,.784,1.000,.025,.091
440,Olden Polynice,,,,,,,,,,
363,Oliver Miller,.990,.780,.080,.050,.080,.010,.623,,.060,.000
122,Omar Cook,.963,.185,.037,.111,.630,.037,.714,,.000,.000
228,Othella Harrington,1.000,.337,.262,.322,.079,.000,.660,,.005,
83,P.J. Brown,.999,.320,.111,.271,.296,.001,.767,,.067,.000
192,Pat Garrity,1.000,.000,.000,.000,1.000,.000,1.000,,.000,
193,Pau Gasol,.986,.394,.376,.108,.109,.014,.570,1.000,.118,.333
210,Paul Grant,1.000,.348,.217,.174,.261,.000,.818,,.087,
435,Paul Pierce,.743,.214,.074,.149,.306,.257,.446,.791,.026,.083
481,Paul Shirley,.957,.261,.304,.000,.391,.043,.700,,.043,1.000
502,Peja Stojaković,.600,.220,.069,.091,.220,.400,.706,.888,.015,.305
29,Player,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,%3PA
291,Popeye Jones,1.000,.000,.500,.500,.000,.000,,,.000,
161,Predrag Drobnjak,.905,.193,.190,.190,.332,.095,.667,1.000,.011,.083
76,Primož Brezec,1.000,.692,.154,.077,.077,.000,.750,,.038,
460,Quentin Richardson,.681,.348,.108,.074,.151,.319,.449,.850,.047,.144
312,Quincy Lewis,.750,.200,.000,.200,.350,.250,.800,1.000,.000,.400
600,Qyntel Woods,.878,.350,.110,.089,.329,.122,.628,.900,.059,.414
304,Raef LaFrentz,.677,.282,.081,.065,.250,.323,.694,.875,.000,.325
5,Rafer Alston,.432,.174,.086,.047,.124,.568,.214,.851,.001,.134
43,Raja Bell,.794,.180,.056,.112,.446,.206,.697,.919,.017,.428
315,Randy Livingston,.700,.100,.300,.100,.200,.300,.500,,.000,.000
313,Rashard Lewis,.686,.174,.203,.124,.186,.314,.569,.945,.047,.345
553,Rasheed Wallace,.745,.177,.209,.203,.156,.255,.691,.988,.077,.153
391,Rasho Nesterović,1.000,.330,.291,.219,.160,.000,.671,,.059,
94,Rasual Butler,.568,.104,.036,.124,.304,.432,.580,.960,.024,.324
4,Ray Allen,.628,.181,.138,.146,.164,.372,.371,.797,.021,.225
316,Raül López,.836,.265,.079,.124,.368,.164,.449,.440,.002,.047
189,Reece Gaines,.884,.198,.012,.093,.581,.116,.364,1.000,.000,.300
172,Reggie Evans,.982,.691,.170,.055,.067,.018,.567,,.073,.000
364,Reggie Miller,.438,.082,.047,.062,.246,.562,.706,.896,.002,.284
219,Richard Hamilton,.942,.274,.163,.256,.249,.058,.580,.889,.018,.441
275,Richard Jefferson,.882,.416,.109,.103,.254,.118,.682,.875,.110,.341
184,Richie Frahm,.338,.151,.036,.022,.129,.662,.862,.971,.036,.370
85,Rick Brunson,.781,.200,.019,.133,.429,.219,.448,.818,.000,.565
