,Player,Fouls Drawn - Shoot
121,Dante Cunningham,23
506,Darius Songaila,32
393,Darko Miličić,13
289,Darnell Jackson,2
24,Darrell Arthur,12
114,Darren Collison,78
12,David Andersen,27
344,David Lee,177
572,David West,142
320,DeAndre Jordan,57
54,DeJuan Blair,82
136,DeMar DeRozan,95
101,DeMarre Carroll,19
142,DeSagana Diop,4
509,DeShawn Stevenson,16
573,Delonte West,61
171,Derek Fisher,47
581,Deron Williams,169
81,Derrick Brown,30
481,Derrick Rose,150
366,Desmond Mason,1
187,Devean George,8
82,Devin Brown,36
221,Devin Harris,174
422,Dirk Nowitzki,218
382,Dominic McGuire,4
212,Donté Greene,70
594,Dorell Wright,24
196,Drew Gooden,108
316,Dwayne Jones,0
255,Dwight Howard,355
556,Dwyane Wade,320
36,Earl Barron,15
66,Earl Boykins,20
110,Earl Clark,16
568,Earl Watson,71
251,Eddie House,9
122,Eddy Curry,7
413,Eduardo Nájera,9
67,Elton Brand,126
429,Emeka Okafor,144
201,Eric Gordon,144
371,Eric Maynor,33
127,Erick Dampier,45
277,Ersan İlyasova,73
528,Etan Thomas,13
426,Fabricio Oberto,7
158,Francisco Elson,3
181,Francisco García,7
522,Garrett Temple,17
242,George Hill,82
238,Gerald Henderson,17
561,Gerald Wallace,251
17,Gilbert Arenas,96
130,Glen Davis,68
149,Goran Dragić,63
243,Grant Hill,118
427,Greg Oden,31
564,Hakim Warrick,129
214,Hamed Haddadi,9
527,Hasheem Thabeet,37
548,Hedo Türkoğlu,100
557,Henry Walker,24
19,Hilton Armstrong,11
356,Ian Mahinmi,23
549,Ime Udoka,23
33,J.J. Barea,34
240,J.J. Hickson,86
190,J.R. Giddens,11
502,J.R. Smith,72
469,JJ Redick,80
377,JaVale McGee,61
355,Jamaal Magloire,27
540,Jamaal Tinsley,9
120,Jamal Crawford,117
402,Jamario Moon,15
417,Jameer Nelson,38
219,James Harden,113
313,James Johnson,37
317,James Jones,6
448,James Posey,21
497,James Singleton,21
123,JamesOn Curry,0
437,Jannero Pargo,16
151,Jared Dudley,62
305,Jared Jeffries,61
284,Jarrett Jack,90
111,Jarron Collins,7
233,Jarvis Hayes,6
112,Jason Collins,1
226,Jason Hart,0
322,Jason Kapono,5
326,Jason Kidd,31
369,Jason Maxiell,75
471,Jason Richardson,83
503,Jason Smith,21
526,Jason Terry,95
535,Jason Thompson,133
582,Jason Williams,11
583,Jawad Williams,19
28,Jeff Ayres,10
174,Jeff Foster,4
210,Jeff Green,123
518,Jeff Teague,25
424,Jermaine O'Neal,113
516,Jermaine Taylor,19
508,Jerry Stackhouse,30
41,Jerryd Bayless,99
419,Joakim Noah,96
386,Jodie Meeks,11
3,Joe Alexander,0
314,Joe Johnson,95
504,Joe Smith,22
16,Joel Anthony,42
454,Joel Przybilla,19
144,Joey Dorsey,4
203,Joey Graham,39
445,Johan Petro,10
488,John Salmons,132
76,Jon Brockman,21
309,Jonas Jerebko,83
50,Jonathan Bender,12
172,Jonny Flynn,112
164,Jordan Farmar,43
244,Jordan Hill,35
62,Josh Boone,25
256,Josh Howard,60
385,Josh McRoberts,14
450,Josh Powell,14
505,Josh Smith,219
95,José Calderón,31
248,Jrue Holiday,36
595,Julian Wright,17
259,Juwan Howard,33
487,Kareem Rush,1
59,Keith Bogans,18
29,Kelenna Azubuike,14
443,Kendrick Perkins,121
529,Kenny Thomas,6
362,Kenyon Martin,77
155,Kevin Durant,325
182,Kevin Garnett,96
352,Kevin Love,118
363,Kevin Martin,147
431,Kevin Ollie,4
143,Keyon Dooling,24
247,Kirk Hinrich,42
87,Kobe Bryant,233
329,Kosta Koufos,8
266,Kris Humphries,86
530,Kurt Thomas,4
85,Kwame Brown,44
328,Kyle Korver,12
353,Kyle Lowry,107
569,Kyle Weaver,3
167,Kyrylo Fesenko,30
2,LaMarcus Aldridge,144
428,Lamar Odom,98
263,Larry Hughes,51
296,LeBron James,331
32,Leandro Barbosa,31
449,Leon Powe,31
260,Lester Hudson,4
270,Lindsey Hunter,1
10,Lou Amundson,58
584,Lou Williams,109
375,Luc Mbah a Moute,64
493,Luis Scola,113
473,Luke Ridnour,32
563,Luke Walton,2
135,Luol Deng,147
237,Luther Head,24
4,Malik Allen,6
215,Malik Hairston,14
194,Manu Ginóbili,124
183,Marc Gasol,162
202,Marcin Gortat,35
44,Marco Belinelli,42
31,Marcus Banks,7
96,Marcus Camby,46
216,Marcus Haislip,3
335,Marcus Landry,2
539,Marcus Thornton,83
585,Marcus Williams,20
113,Mardy Collins,10
107,Mario Chalmers,36
574,Mario West,5
128,Marquis Daniels,29
507,Marreese Speights,72
570,Martell Webster,65
586,Marvin Williams,85
35,Matt Barnes,65
61,Matt Bonner,18
102,Matt Carroll,2
161,Maurice Evans,29
430,Mehmet Okur,106
592,Metta World Peace,81
42,Michael Beasley,117
168,Michael Finley,4
468,Michael Redd,28
447,Mickaël Piétrus,51
51,Mike Bibby,25
116,Mike Conley,74
154,Mike Dunleavy,70
222,Mike Harris,5
297,Mike James,3
398,Mike Miller,33
580,Mike Wilks,2
403,Mikki Moore,7
587,Mo Williams,56
157,Monta Ellis,174
444,Morris Peterson,23
474,Nate Robinson,31
301,Nathan Jawai,20
401,Nazr Mohammed,61
330,Nenad Krstić,55
241,Nenê,193
115,Nick Collison,44
596,Nick Young,57
40,Nicolas Batum,27
374,O.J. Mayo,95
442,Oleksiy Pecherov,13
331,Oliver Lafayette,0
106,Omri Casspi,78
271,Othello Hunter,2
302,Othyus Jeffers,10
423,Patrick O'Bryant,3
399,Patty Mills,1
184,Pau Gasol,153
131,Paul Davis,1
400,Paul Millsap,122
446,Paul Pierce,187
512,Peja Stojaković,31
25,Player,Shoot
389,Pops Mensah-Bonsu,9
72,Primož Brezec,1
472,Quentin Richardson,30
482,Quinton Ross,7
7,Rafer Alston,39
47,Raja Bell,2
480,Rajon Rondo,118
495,Ramon Sessions,103
404,Randolph Morris,10
176,Randy Foye,52
345,Rashard Lewis,63
562,Rasheed Wallace,49
418,Rasho Nesterović,3
92,Rasual Butler,50
5,Ray Allen,72
165,Raymond Felton,57
162,Reggie Evans,28
588,Reggie Williams,27
30,Renaldo Balkman,3
217,Richard Hamilton,76
304,Richard Jefferson,145
132,Ricky Davis,12
350,Robin Lopez,64
100,Rodney Carney,29
514,Rodney Stuckey,176
43,Rodrigue Beaubois,21
367,Roger Mason,12
552,Roko Ukić,5
410,Ronald Murray,80
69,Ronnie Brewer,66
452,Ronnie Price,24
547,Ronny Turiaf,31
239,Roy Hibbert,111
281,Royal Ivey,5
166,Rudy Fernández,28
185,Rudy Gay,192
575,Russell Westbrook,191
14,Ryan Anderson,38
65,Ryan Bowen,1
195,Ryan Gomes,61
249,Ryan Hollins,70
598,Sam Young,90
126,Samuel Dalembert,58
441,Sasha Pavlović,11
555,Sasha Vujačić,10
358,Sean Marks,3
370,Sean May,13
589,Sean Williams,5
519,Sebastian Telfair,13
273,Serge Ibaka,44
477,Sergio Rodríguez,39
39,Shane Battier,42
86,Shannon Brown,43
425,Shaquille O'Neal,118
346,Shaun Livingston,22
461,Shavlik Randolph,1
357,Shawn Marion,62
590,Shelden Williams,39
318,Solomon Jones,27
571,Sonny Weems,25
231,Spencer Hawes,54
124,Stephen Curry,71
204,Stephen Graham,31
293,Stephen Jackson,177
55,Steve Blake,6
416,Steve Nash,57
421,Steve Novak,2
272,Steven Hunter,9
179,Sundiata Gaines,19
173,T.J. Ford,57
189,Taj Gibson,87
213,Taylor Griffin,1
453,Tayshaun Prince,44
591,Terrence Williams,63
494,Thabo Sefolosha,38
599,Thaddeus Young,73
465,Theo Ratliff,24
153,Tim Duncan,189
531,Tim Thomas,11
147,Toney Douglas,25
6,Tony Allen,58
38,Tony Battie,4
439,Tony Parker,116
379,Tracy McGrady,33
139,Travis Diener,0
432,Travis Outlaw,26
230,Trenton Hassell,31
18,Trevor Ariza,108
193,Trey Gilder,0
408,Troy Murphy,94
342,Ty Lawson,57
218,Tyler Hansbrough,53
163,Tyreke Evans,209
532,Tyrus Thomas,82
108,Tyson Chandler,64
229,Udonis Haslem,68
105,Vince Carter,104
456,Vladimir Radmanović,12
156,Wayne Ellington,32
368,Wesley Matthews,84
94,Will Bynum,61
117,Will Conroy,0
211,Willie Green,51
109,Wilson Chandler,79
138,Yakhouba Diawara,0
310,Yi Jianlian,83
464,Zach Randolph,207
435,Zaza Pachulia,65
275,Zydrunas Ilgauskas,41
