,Player,G,MP,FTr,USG%
374,Terrence Jones,2,5,.250,47.2
592,Terrence Ross,81,2150,.140,23.9
593,Terry Rozier,79,1791,.140,18.7
608,Thabo Sefolosha,50,609,.148,12.9
724,Thaddeus Young,81,2489,.161,18.0
557,Theo Pinson,18,211,.301,20.0
93,Thomas Bryant,72,1496,.273,17.6
699,Thomas Welsh,11,36,.154,17.7
442,Thon Maker,64,972,.313,14.8
232,Tim Frazier,59,1120,.207,13.3
277,Tim Hardaway Jr.,65,2057,.278,25.4
429,Timothé Luwawu-Cabarrot,50,669,.188,16.6
286,Tobias Harris,82,2847,.245,22.8
602,Tomáš Satoranský,80,2164,.302,14.1
76,Tony Bradley,3,36,.125,23.6
546,Tony Parker,56,1003,.268,25.5
638,Tony Snell,74,1304,.116,12.9
156,Torrey Craig,75,1503,.193,12.4
725,Trae Young,81,2503,.330,28.4
262,Treveon Graham,35,715,.115,12.8
199,Trevon Duval,3,6,.000,20.9
25,Trevor Ariza,69,2349,.223,16.6
98,Trey Burke,58,1125,.226,24.8
433,Trey Lyles,64,1120,.234,23.4
668,Tristan Thompson,43,1198,.279,17.7
91,Troy Brown Jr.,52,730,.201,16.5
127,Troy Caupain,4,16,.000,21.8
166,Troy Daniels,51,760,.084,17.6
712,Troy Williams,21,312,.153,15.0
128,Tyler Cavanaugh,11,39,.200,13.0
170,Tyler Davis,1,1,.000,40.7
189,Tyler Dorsey,48,698,.231,19.7
363,Tyler Johnson,57,1529,.241,18.5
432,Tyler Lydon,25,94,.167,10.6
679,Tyler Ulis,1,1,,0.0
727,Tyler Zeller,6,93,.600,20.1
216,Tyreke Evans,69,1402,.242,26.4
693,Tyrone Wallace,62,628,.263,18.7
129,Tyson Chandler,55,875,.879,8.5
375,Tyus Jones,68,1560,.155,14.1
296,Udonis Haslem,10,74,.121,21.9
536,Victor Oladipo,36,1147,.240,27.9
119,Vince Carter,76,1330,.141,16.7
200,Vince Edwards,2,16,.000,10.9
35,Wade Baldwin,16,94,.333,23.3
409,Walt Lemon Jr.,6,167,.126,26.6
204,Wayne Ellington,53,1297,.107,17.2
609,Wayne Selden,75,1439,.190,18.4
120,Wendell Carter Jr.,44,1110,.302,19.1
338,Wes Iwundu,68,1233,.376,12.8
366,Wesley Johnson,38,534,.148,12.0
452,Wesley Matthews,69,2091,.234,17.8
42,Will Barton,43,1189,.161,20.0
126,Willie Cauley-Stein,81,2213,.343,17.5
301,Willy Hernangómez,58,812,.488,22.1
133,Wilson Chandler,51,1177,.092,11.8
451,Yante Maten,2,13,.000,13.2
226,Yogi Ferrell,71,1067,.190,16.3
698,Yuta Watanabe,15,174,.196,15.8
145,Zach Collins,77,1356,.315,16.6
402,Zach LaVine,63,2171,.330,30.5
421,Zach Lofton,1,4,.000,21.6
542,Zaza Pachulia,68,878,.642,15.0
637,Zhaire Smith,6,111,.235,16.4
572,Zhou Qi,1,1,.000,43.4
0,Álex Abrines,31,588,.083,12.2
175,Ángel Delgado,2,15,.400,16.5
