,Player,% of FGA by Distance - 2P,% of FGA by Distance - 0-3,% of FGA by Distance - 3-10,% of FGA by Distance - 10-16,% of FGA by Distance - 16-3P,% of FGA by Distance - 3P,% of FG Ast'd - 2P,% of FG Ast'd - 3P,Dunks - %FGA,Corner 3s - %3PA
585,Andrew Wiggins,.816,.291,.131,.139,.253,.184,.414,.757,.052,.104
49,Anthony Bennett,.478,.370,.087,.011,.011,.522,.440,.923,.098,.375
72,Anthony Brown,.460,.140,.100,.060,.160,.540,.545,.571,.040,.148
126,Anthony Davis,.912,.283,.233,.168,.228,.088,.644,1.000,.094,.082
392,Anthony Morrow,.472,.063,.155,.151,.099,.528,.596,.976,.000,.338
547,Anthony Tolliver,.345,.151,.103,.040,.054,.655,.646,1.000,.031,.278
198,Archie Goodwin,.773,.606,.091,.015,.061,.227,.355,.800,.076,.133
433,Arinze Onuaku,1.000,.000,.750,.250,.000,.000,1.000,,.000,
40,Aron Baynes,1.000,.513,.251,.136,.100,.000,.734,,.115,
5,Arron Afflalo,.640,.100,.117,.186,.236,.360,.504,.968,.002,.384
478,Austin Rivers,.591,.298,.183,.055,.055,.409,.208,.703,.015,.197
66,Avery Bradley,.643,.270,.076,.066,.231,.357,.614,.815,.031,.296
548,Axel Toupane,.556,.111,.000,.000,.444,.444,.750,1.000,.000,.750
50,Ben Bentil,.667,.000,.333,.000,.333,.333,,,.000,1.000
374,Ben McLemore,.594,.210,.115,.060,.212,.406,.696,.908,.048,.306
557,Beno Udrih,.838,.213,.096,.279,.249,.162,.136,.545,.000,.156
53,Bismack Biyombo,1.000,.581,.319,.077,.029,.000,.816,,.230,
215,Blake Griffin,.884,.348,.192,.061,.283,.116,.499,.974,.078,.239
355,Boban Marjanović,1.000,.417,.485,.098,.000,.000,.653,,.114,
75,Bobby Brown,.417,.067,.133,.100,.117,.583,.222,.786,.000,.086
461,Bobby Portis,.744,.267,.160,.115,.203,.256,.642,1.000,.043,.458
57,Bojan Bogdanović,.536,.290,.102,.077,.067,.464,.509,.924,.025,.227
137,Boris Diaw,.752,.373,.156,.076,.147,.248,.373,.950,.003,.259
42,Bradley Beal,.582,.238,.101,.085,.157,.418,.486,.803,.038,.154
607,Brandan Wright,.993,.630,.252,.096,.015,.007,.892,,.274,.000
37,Brandon Bass,.984,.532,.118,.237,.097,.016,.679,1.000,.199,.333
274,Brandon Ingram,.727,.278,.141,.150,.159,.273,.362,.982,.047,.412
285,Brandon Jennings,.529,.215,.099,.099,.116,.471,.177,.506,.000,.179
312,Brandon Knight,.735,.246,.158,.118,.211,.265,.171,.511,.011,.245
493,Brandon Rush,.390,.176,.048,.043,.128,.610,.808,.977,.037,.658
480,Brian Roberts,.639,.172,.115,.123,.230,.361,.345,.882,.000,.159
576,Briante Weber,.833,.367,.200,.083,.183,.167,.333,.000,.000,.100
290,Brice Johnson,1.000,.429,.429,.143,.000,.000,.500,,.000,
343,Brook Lopez,.670,.229,.298,.108,.037,.330,.504,.985,.049,.137
83,Bruno Caboclo,.625,.313,.125,.000,.188,.375,.500,1.000,.063,.500
173,Bryn Forbes,.465,.030,.061,.091,.283,.535,.474,.765,.000,.208
244,Buddy Hield,.506,.197,.091,.100,.117,.494,.436,.791,.012,.169
382,C.J. Miles,.368,.127,.070,.043,.128,.632,.571,.953,.017,.308
575,C.J. Watson,.577,.185,.056,.089,.246,.423,.484,.656,.000,.267
586,C.J. Wilcox,.516,.129,.000,.032,.355,.484,.600,1.000,.000,.200
361,CJ McCollum,.695,.178,.148,.146,.222,.305,.260,.741,.009,.155
445,Cameron Payne,.554,.140,.135,.140,.140,.446,.216,.852,.000,.093
334,Caris LeVert,.516,.284,.097,.071,.066,.484,.348,.746,.050,.223
20,Carmelo Anthony,.697,.127,.076,.211,.284,.303,.313,.762,.011,.109
440,Chandler Parsons,.581,.288,.059,.131,.104,.419,.660,.800,.014,.161
179,Channing Frye,.356,.129,.077,.058,.094,.644,.832,1.000,.050,.224
469,Chasson Randle,.520,.327,.133,.041,.020,.480,.292,.688,.010,.106
136,Cheick Diallo,1.000,.276,.158,.289,.263,.000,.667,,.053,
434,Chinanu Onuaku,1.000,.714,.286,.000,.000,.000,.800,,.429,
12,Chris Andersen,.864,.636,.045,.045,.136,.136,.556,,.136,.000
363,Chris McCullough,.781,.438,.063,.125,.156,.219,.667,1.000,.156,.286
443,Chris Paul,.615,.074,.070,.210,.261,.385,.124,.395,.000,.103
605,Christian Wood,.783,.652,.087,.043,.000,.217,.500,,.217,.200
89,Clint Capela,1.000,.787,.202,.005,.004,.000,.826,,.318,
614,Cody Zeller,.998,.655,.194,.029,.120,.002,.798,,.205,.000
7,Cole Aldrich,1.000,.581,.407,.012,.000,.000,.733,,.128,
67,Corey Brewer,.661,.408,.193,.040,.020,.339,.600,.963,.080,.619
307,Cory Joseph,.796,.248,.212,.120,.216,.204,.175,.958,.000,.311
327,Courtney Lee,.618,.163,.107,.152,.202,.382,.521,.889,.014,.405
167,Cristiano Felício,1.000,.729,.118,.032,.127,.000,.648,,.222,
494,D'Angelo Russell,.557,.146,.131,.125,.153,.443,.259,.637,.005,.133
26,D.J. Augustin,.470,.164,.097,.060,.149,.530,.200,.737,.000,.186
297,Dahntay Jones,.750,.250,.250,.125,.125,.250,1.000,,.000,1.000
298,Damian Jones,1.000,.563,.000,.000,.438,.000,.750,,.188,
338,Damian Lillard,.611,.269,.126,.080,.137,.389,.235,.495,.003,.045
492,Damjan Rudež,.273,.045,.011,.045,.170,.727,.727,1.000,.000,.172
428,Daniel Ochefu,1.000,.630,.296,.037,.037,.000,.667,,.148,
180,Danilo Gallinari,.568,.208,.073,.097,.188,.432,.502,.952,.063,.185
210,Danny Green,.307,.111,.071,.053,.071,.693,.586,.924,.009,.315
122,Dante Cunningham,.496,.284,.084,.028,.100,.504,.777,1.000,.092,.691
162,Dante Exum,.590,.435,.094,.033,.030,.410,.315,.977,.069,.503
259,Danuel House Jr.,,,,,,,,,,
497,Dario Šarić,.632,.283,.146,.056,.149,.368,.513,.925,.015,.082
23,Darrell Arthur,.456,.140,.033,.079,.205,.544,.786,.981,.023,.231
107,Darren Collison,.755,.223,.150,.112,.272,.245,.360,.753,.001,.280
251,Darrun Hilliard,.635,.135,.135,.079,.286,.365,.400,.917,.016,.370
328,David Lee,1.000,.600,.245,.081,.074,.000,.698,,.107,
423,David Nwaba,.938,.753,.123,.025,.037,.062,.609,1.000,.235,.800
579,David West,.968,.274,.210,.103,.381,.032,.795,1.000,.044,.250
306,DeAndre Jordan,.997,.877,.120,.000,.000,.003,.723,,.477,.000
335,DeAndre Liggins,.676,.451,.092,.028,.106,.324,.447,.941,.007,.587
46,DeAndre' Bembry,.816,.582,.092,.092,.051,.184,.696,1.000,.112,.333
135,DeMar DeRozan,.920,.158,.216,.236,.310,.080,.188,.848,.020,.395
114,DeMarcus Cousins,.747,.339,.214,.054,.139,.253,.399,.893,.056,.030
90,DeMarre Carroll,.418,.169,.133,.044,.073,.582,.586,.954,.011,.322
399,Dejounte Murray,.802,.293,.362,.095,.052,.198,.415,.889,.026,.217
608,Delon Wright,.741,.379,.233,.069,.052,.259,.128,.600,.043,.233
277,Demetrius Jackson,.750,.250,.000,.000,.500,.250,.500,1.000,.000,.000
499,Dennis Schröder,.758,.375,.125,.091,.168,.242,.210,.670,.002,.088
562,Denzel Valentine,.278,.076,.090,.042,.069,.722,.517,.904,.000,.303
588,Deron Williams,.610,.135,.145,.112,.218,.390,.202,.706,.000,.145
165,Derrick Favors,.976,.391,.201,.177,.206,.024,.795,1.000,.144,.300
299,Derrick Jones Jr.,.909,.620,.149,.050,.091,.091,.677,1.000,.298,.455
486,Derrick Rose,.939,.411,.201,.149,.177,.061,.217,.692,.009,.183
591,Derrick Williams,.602,.369,.053,.057,.119,.398,.705,.967,.078,.423
64,Devin Booker,.717,.202,.129,.156,.229,.283,.333,.762,.021,.133
223,Devin Harris,.481,.270,.109,.012,.091,.519,.474,.828,.000,.209
130,Dewayne Dedmon,1.000,.722,.178,.058,.042,.000,.702,,.297,
128,Deyonta Davis,1.000,.638,.149,.021,.191,.000,.667,,.255,
526,Diamond Stone,1.000,.308,.231,.154,.308,.000,1.000,,.000,
571,Dion Waiters,.676,.345,.077,.051,.201,.324,.194,.800,.005,.260
419,Dirk Nowitzki,.692,.062,.053,.217,.360,.308,.770,1.000,.003,.057
495,Domantas Sabonis,.669,.283,.206,.067,.114,.331,.624,1.000,.035,.289
395,Donatas Motiejūnas,.659,.188,.399,.065,.007,.341,.739,1.000,.014,.170
172,Dorian Finney-Smith,.426,.261,.075,.024,.069,.574,.647,.964,.093,.419
369,Doug McDermott,.581,.185,.135,.115,.149,.419,.766,.987,.022,.332
48,Dragan Bender,.373,.205,.062,.019,.087,.627,.552,1.000,.031,.287
211,Draymond Green,.595,.394,.138,.035,.031,.405,.712,.975,.109,.068
260,Dwight Howard,.997,.757,.175,.029,.038,.003,.657,,.346,1.000
463,Dwight Powell,.804,.446,.103,.053,.199,.196,.838,1.000,.146,.216
570,Dwyane Wade,.848,.250,.160,.206,.232,.152,.328,.644,.036,.145
51,Dāvis Bertāns,.261,.150,.030,.026,.056,.739,.765,.957,.073,.202
389,E'Twaun Moore,.664,.192,.199,.139,.137,.336,.422,.883,.010,.351
129,Ed Davis,1.000,.718,.275,.007,.000,.000,.667,,.176,
529,Edy Tavares,1.000,.400,.600,.000,.000,.000,.750,,.200,
448,Elfrid Payton,.840,.424,.219,.088,.106,.160,.133,.900,.018,.253
385,Elijah Millsap,.714,.286,.143,.000,.286,.286,.000,,.000,.000
397,Emmanuel Mudiay,.677,.363,.113,.111,.094,.323,.368,.911,.025,.208
178,Enes Freedom,.948,.571,.212,.081,.084,.052,.496,1.000,.042,.474
56,Eric Bledsoe,.700,.278,.143,.105,.178,.300,.116,.510,.004,.077
202,Eric Gordon,.349,.194,.094,.015,.044,.651,.446,.841,.007,.130
269,Ersan İlyasova,.548,.245,.098,.081,.124,.452,.736,.930,.009,.204
174,Evan Fournier,.613,.276,.166,.065,.105,.387,.457,.875,.011,.172
555,Evan Turner,.786,.197,.176,.263,.149,.214,.176,.903,.011,.449
308,Frank Kaminsky,.559,.214,.213,.074,.056,.441,.627,1.000,.015,.110
563,Fred VanVleet,.739,.378,.180,.063,.108,.261,.250,.818,.000,.310
536,Garrett Temple,.491,.190,.069,.076,.153,.509,.515,.915,.009,.377
224,Gary Harris,.600,.383,.096,.042,.077,.400,.662,.972,.066,.239
406,Gary Neal,.714,.000,.000,.143,.571,.286,,,.000,.000
449,Gary Payton II,.591,.364,.136,.091,.000,.409,.571,1.000,.091,.000
248,George Hill,.616,.203,.134,.144,.132,.384,.256,.670,.008,.249
409,Georges Niang,.667,.306,.250,.083,.028,.333,.625,1.000,.000,.250
437,Georgios Papagiannis,.980,.363,.392,.157,.069,.020,.554,,.196,.000
212,Gerald Green,.522,.147,.095,.164,.121,.478,.589,.821,.039,.279
236,Gerald Henderson,.687,.203,.119,.190,.172,.313,.538,.902,.033,.283
19,Giannis Antetokounmpo,.857,.496,.149,.064,.146,.143,.420,.714,.164,.111
481,Glenn Robinson III,.630,.228,.101,.080,.222,.370,.633,1.000,.071,.600
141,Goran Dragić,.743,.267,.187,.177,.113,.257,.204,.658,.000,.211
235,Gordon Hayward,.676,.230,.126,.138,.181,.324,.429,.745,.062,.134
138,Gorgui Dieng,.935,.337,.177,.135,.286,.065,.782,.938,.079,.721
388,Greg Monroe,.994,.569,.303,.055,.066,.006,.581,,.029,.000
565,Greivis Vásquez,.625,.125,.375,.125,.000,.375,.000,.000,.000,.000
32,Harrison Barnes,.827,.183,.186,.194,.265,.173,.434,.949,.045,.284
584,Hassan Whiteside,1.000,.445,.374,.106,.075,.000,.585,,.179,
151,Henry Ellenson,.453,.219,.047,.047,.156,.547,.615,1.000,.000,.171
540,Hollis Thompson,.525,.235,.120,.075,.095,.475,.733,.969,.010,.389
104,Ian Clark,.624,.236,.127,.139,.122,.376,.667,.967,.000,.294
352,Ian Mahinmi,1.000,.631,.324,.027,.009,.000,.723,,.117,
509,Iman Shumpert,.466,.151,.049,.065,.198,.534,.346,.883,.031,.429
88,Isaiah Canaan,.457,.150,.127,.064,.116,.543,.368,.920,.012,.298
532,Isaiah Taylor,.714,.286,.286,.000,.143,.286,1.000,,.000,.500
538,Isaiah Thomas,.561,.331,.104,.064,.062,.439,.341,.604,.000,.130
582,Isaiah Whitehead,.707,.386,.169,.057,.094,.293,.306,.864,.016,.154
514,Ish Smith,.860,.294,.171,.142,.252,.140,.116,.750,.005,.229
618,Ivica Zubac,.987,.403,.399,.092,.088,.013,.802,,.101,.000
31,J.J. Barea,.569,.146,.169,.125,.128,.431,.180,.396,.000,.068
515,J.R. Smith,.239,.067,.034,.039,.101,.761,.321,.958,.025,.284
474,JJ Redick,.474,.076,.056,.049,.293,.526,.815,.955,.000,.143
213,JaMychal Green,.710,.434,.084,.058,.136,.290,.600,.982,.116,.552
372,JaVale McGee,.991,.777,.188,.019,.003,.009,.769,,.417,.000
438,Jabari Parker,.781,.416,.146,.069,.150,.219,.599,.985,.120,.309
121,Jae Crowder,.453,.213,.039,.038,.164,.547,.761,.930,.018,.228
429,Jahlil Okafor,1.000,.408,.374,.161,.055,.000,.426,,.047,
326,Jake Layman,.427,.191,.056,.022,.157,.573,.692,.923,.045,.196
458,Jakob Poeltl,1.000,.722,.235,.035,.009,.000,.687,,.096,
119,Jamal Crawford,.630,.093,.125,.122,.292,.370,.210,.612,.002,.171
400,Jamal Murray,.529,.226,.096,.090,.116,.471,.483,.713,.026,.218
407,Jameer Nelson,.548,.212,.079,.056,.200,.452,.327,.726,.000,.103
155,James Ennis III,.573,.421,.075,.012,.065,.427,.621,.941,.059,.409
219,James Harden,.507,.242,.134,.076,.053,.493,.095,.317,.014,.056
291,James Johnson,.667,.354,.159,.083,.073,.333,.306,.931,.049,.336
300,James Jones,.283,.065,.022,.054,.141,.717,.615,.935,.000,.364
359,James Michael McAdoo,.932,.590,.188,.077,.085,.068,.850,1.000,.291,.250
609,James Young,.397,.172,.086,.069,.069,.603,.769,1.000,.052,.371
143,Jared Dudley,.413,.147,.032,.061,.173,.587,.613,1.000,.000,.197
528,Jared Sullinger,.617,.255,.149,.085,.149,.383,.833,.667,.000,.056
149,Jarell Eddie,.158,.105,.000,.053,.000,.842,.500,1.000,.000,.250
356,Jarell Martin,.834,.517,.099,.040,.179,.166,.633,1.000,.113,.600
525,Jarnell Stokes,1.000,1.000,.000,.000,.000,.000,1.000,,.000,
276,Jarrett Jack,.667,.333,.000,.000,.333,.333,.500,,.000,1.000
559,Jarrod Uthoff,.763,.237,.211,.184,.132,.237,.615,.667,.132,.556
516,Jason Smith,.763,.173,.076,.097,.416,.237,.854,1.000,.043,.449
537,Jason Terry,.296,.115,.074,.049,.058,.704,.594,.932,.000,.520
77,Jaylen Brown,.681,.404,.130,.076,.073,.319,.623,.957,.078,.356
214,Jeff Green,.654,.233,.174,.111,.136,.346,.437,.943,.020,.176
534,Jeff Teague,.723,.237,.295,.099,.091,.277,.096,.600,.002,.091
604,Jeff Withey,.990,.777,.165,.019,.029,.010,.600,,.068,.000
206,Jerami Grant,.646,.375,.131,.049,.091,.354,.651,.977,.149,.552
319,Jeremy Lamb,.703,.230,.161,.165,.147,.297,.357,.756,.033,.205
339,Jeremy Lin,.610,.235,.153,.098,.125,.390,.239,.621,.000,.090
209,Jerian Grant,.555,.179,.096,.113,.166,.445,.278,.796,.010,.246
39,Jerryd Bayless,.844,.313,.094,.250,.188,.156,.222,.000,.000,.000
82,Jimmy Butler,.802,.282,.125,.164,.232,.198,.365,.637,.038,.153
413,Joakim Noah,.995,.881,.089,.000,.015,.005,.495,,.084,.000
377,Jodie Meeks,.465,.148,.074,.105,.137,.535,.766,.929,.008,.139
225,Joe Harris,.390,.249,.066,.017,.058,.610,.710,.929,.008,.244
273,Joe Ingles,.381,.182,.073,.040,.086,.619,.370,.821,.009,.355
292,Joe Johnson,.588,.077,.224,.126,.157,.412,.150,.858,.000,.326
610,Joe Young,.681,.181,.083,.153,.264,.319,.238,.400,.028,.174
21,Joel Anthony,1.000,.563,.313,.125,.000,.000,.800,,.250,
63,Joel Bolomboy,.750,.500,.188,.000,.063,.250,.750,1.000,.250,.250
154,Joel Embiid,.772,.324,.191,.170,.086,.228,.530,.972,.065,.020
321,Joffrey Lauvergne,.708,.387,.205,.036,.077,.292,.696,1.000,.086,.286
237,John Henson,.997,.511,.356,.052,.081,.003,.723,,.146,.000
284,John Jenkins,.600,.000,.000,.000,.600,.400,1.000,1.000,.000,.500
347,John Lucas III,.750,.250,.000,.500,.000,.250,.000,,.000,.000
573,John Wall,.810,.380,.082,.109,.238,.190,.140,.629,.031,.096
424,Johnny O'Bryant,.800,.300,.167,.200,.133,.200,.833,1.000,.067,.000
333,Jon Leuer,.741,.263,.150,.181,.149,.259,.739,1.000,.051,.228
288,Jonas Jerebko,.504,.248,.164,.031,.061,.496,.580,1.000,.023,.408
561,Jonas Valančiūnas,.997,.446,.295,.145,.113,.003,.615,1.000,.100,.000
192,Jonathan Gibson,.526,.179,.063,.095,.189,.474,.300,.800,.000,.044
511,Jonathon Simmons,.758,.349,.140,.081,.188,.242,.510,1.000,.093,.363
105,Jordan Clarkson,.668,.246,.205,.109,.106,.332,.253,.778,.020,.160
120,Jordan Crawford,.564,.106,.170,.083,.206,.436,.221,.838,.009,.116
164,Jordan Farmar,.250,.167,.083,.000,.000,.750,,.750,.000,.222
249,Jordan Hill,1.000,.385,.231,.154,.231,.000,.200,,.077,
375,Jordan McRae,.660,.287,.113,.127,.133,.340,.375,.944,.033,.412
379,Jordan Mickey,.971,.676,.147,.000,.147,.029,.733,,.235,1.000
262,Josh Huestis,.636,.364,.091,.000,.182,.364,.750,1.000,.364,.250
376,Josh McRoberts,.737,.288,.144,.144,.153,.263,.516,.923,.068,.129
476,Josh Richardson,.558,.172,.096,.101,.189,.442,.354,.933,.025,.260
84,José Calderón,.522,.142,.022,.090,.269,.478,.486,.900,.000,.219
252,Jrue Holiday,.685,.292,.158,.095,.140,.315,.230,.480,.020,.132
238,Juancho Hernangómez,.496,.353,.098,.018,.031,.504,.618,1.000,.080,.257
472,Julius Randle,.918,.437,.335,.062,.085,.082,.489,.941,.067,.063
14,Justin Anderson,.558,.319,.128,.057,.050,.442,.539,.948,.096,.227
216,Justin Hamilton,.525,.264,.164,.063,.032,.475,.739,.982,.040,.389
221,Justin Harper,.417,.083,.167,.083,.083,.583,1.000,1.000,.000,.000
253,Justin Holiday,.493,.197,.048,.071,.177,.507,.743,.979,.048,.348
603,Justise Winslow,.844,.320,.258,.062,.204,.156,.397,1.000,.040,.600
420,Jusuf Nurkić,.998,.612,.285,.015,.084,.002,.605,,.092,.000
366,K.J. McDaniels,.609,.349,.178,.041,.041,.391,.544,.950,.107,.212
551,Karl-Anthony Towns,.814,.378,.252,.074,.109,.186,.596,.960,.093,.200
331,Kawhi Leonard,.705,.172,.143,.180,.210,.295,.384,.782,.055,.155
166,Kay Felder,.861,.342,.108,.133,.278,.139,.200,.714,.000,.318
431,Kelly Olynyk,.622,.368,.110,.065,.083,.378,.719,.956,.045,.161
435,Kelly Oubre Jr.,.575,.330,.095,.068,.084,.425,.545,.981,.106,.431
572,Kemba Walker,.585,.304,.065,.073,.144,.415,.201,.513,.000,.066
163,Kenneth Faried,.986,.639,.281,.038,.026,.014,.627,,.142,.000
41,Kent Bazemore,.631,.272,.100,.062,.198,.369,.522,.848,.021,.327
87,Kentavious Caldwell-Pope,.529,.152,.079,.113,.185,.471,.525,.784,.020,.172
148,Kevin Durant,.696,.268,.116,.161,.151,.304,.565,.803,.107,.125
345,Kevin Love,.551,.212,.156,.099,.084,.449,.551,.986,.014,.355
506,Kevin Séraphin,.990,.263,.338,.192,.197,.010,.661,,.066,.000
342,Kevon Looney,.916,.701,.121,.037,.056,.084,.833,1.000,.290,.000
381,Khris Middleton,.688,.126,.201,.186,.174,.312,.495,.889,.003,.279
543,Klay Thompson,.530,.156,.061,.124,.189,.470,.750,.955,.004,.272
316,Kosta Koufos,.997,.411,.495,.089,.003,.003,.727,,.097,.000
147,Kris Dunn,.767,.240,.150,.083,.294,.233,.289,.667,.029,.247
263,Kris Humphries,.748,.374,.079,.168,.131,.252,.676,1.000,.089,.204
462,Kristaps Porziņģis,.681,.207,.162,.196,.116,.319,.668,.982,.086,.111
17,Kyle Anderson,.809,.344,.196,.105,.163,.191,.577,1.000,.019,.725
313,Kyle Korver,.303,.041,.019,.047,.196,.697,.909,.975,.002,.267
346,Kyle Lowry,.490,.194,.167,.059,.071,.510,.142,.523,.000,.083
427,Kyle O'Quinn,.959,.470,.119,.114,.257,.041,.662,1.000,.092,.118
512,Kyle Singler,.554,.386,.084,.048,.036,.446,.630,1.000,.048,.405
602,Kyle Wiltjer,.071,.000,.000,.000,.071,.929,,.750,.000,.000
275,Kyrie Irving,.689,.264,.123,.159,.144,.311,.223,.531,.001,.195
8,LaMarcus Aldridge,.947,.222,.194,.202,.328,.053,.577,.957,.041,.411
441,Lamar Patterson,.600,.333,.133,.133,.000,.400,.000,1.000,.000,.167
521,Lance Stephenson,.833,.250,.133,.150,.300,.167,.396,.667,.017,.100
539,Lance Thomas,.652,.217,.152,.061,.221,.348,.441,.974,.008,.471
181,Langston Galloway,.435,.090,.061,.057,.229,.565,.460,.917,.000,.149
402,Larry Nance Jr.,.900,.416,.186,.114,.191,.100,.756,1.000,.169,.306
496,Larry Sanders,1.000,.750,.250,.000,.000,.000,.000,,.000,
9,Lavoy Allen,.994,.357,.256,.060,.321,.006,.740,,.030,.000
281,LeBron James,.746,.432,.106,.105,.102,.254,.355,.492,.112,.102
30,Leandro Barbosa,.750,.321,.120,.082,.230,.250,.321,.829,.000,.367
594,Lou Williams,.553,.207,.172,.113,.062,.447,.245,.601,.007,.193
358,Luc Mbah a Moute,.709,.450,.048,.016,.196,.291,.811,.977,.074,.745
417,Lucas Nogueira,.923,.776,.103,.013,.032,.077,.780,1.000,.410,.167
500,Luis Scola,.669,.384,.199,.053,.040,.331,.407,.941,.007,.360
27,Luke Babbitt,.253,.043,.032,.100,.078,.747,.615,.966,.000,.305
134,Luol Deng,.611,.283,.094,.083,.156,.389,.549,.922,.031,.339
477,Malachi Richardson,.588,.118,.103,.074,.294,.412,.650,.750,.015,.321
70,Malcolm Brogdon,.696,.406,.118,.083,.088,.304,.415,.897,.039,.244
132,Malcolm Delaney,.716,.121,.067,.070,.459,.284,.235,.885,.005,.309
43,Malik Beasley,.616,.466,.014,.068,.068,.384,.417,1.000,.068,.429
226,Manny Harris,.867,.267,.333,.000,.267,.133,.333,,.000,.000
196,Manu Ginóbili,.483,.214,.123,.091,.057,.517,.451,.787,.005,.159
185,Marc Gasol,.769,.129,.255,.196,.189,.231,.570,.981,.022,.019
261,Marcelo Huertas,.721,.132,.279,.279,.029,.279,.238,.500,.000,.105
203,Marcin Gortat,.997,.522,.312,.141,.022,.003,.710,,.083,.000
45,Marco Belinelli,.540,.132,.052,.052,.306,.460,.679,.853,.003,.145
191,Marcus Georges-Hunt,.714,.286,.286,.000,.143,.286,1.000,1.000,.000,.000
390,Marcus Morris,.645,.113,.086,.192,.255,.355,.380,.915,.007,.154
513,Marcus Smart,.557,.224,.179,.077,.076,.443,.417,.904,.013,.223
545,Marcus Thornton,.619,.214,.171,.071,.162,.381,.482,.750,.000,.188
240,Mario Hezonja,.564,.182,.097,.042,.242,.436,.500,.837,.036,.222
391,Markieff Morris,.780,.287,.181,.154,.157,.220,.597,.972,.083,.332
100,Marquese Chriss,.646,.411,.111,.046,.076,.354,.656,.986,.204,.438
518,Marreese Speights,.495,.245,.126,.055,.068,.505,.667,.981,.036,.112
451,Marshall Plumlee,1.000,.633,.233,.000,.100,.000,.500,,.167,
597,Marvin Williams,.497,.230,.143,.070,.055,.503,.717,.976,.020,.246
452,Mason Plumlee,.990,.626,.197,.080,.090,.010,.719,,.226,.000
33,Matt Barnes,.444,.220,.114,.032,.080,.556,.735,.897,.019,.255
133,Matthew Dellavedova,.597,.150,.266,.101,.077,.403,.310,.861,.000,.144
220,Maurice Harkless,.689,.522,.112,.014,.042,.311,.626,1.000,.119,.459
405,Maurice Ndour,.919,.384,.163,.198,.151,.081,.737,1.000,.105,.286
606,Metta World Peace,.441,.132,.059,.059,.191,.559,.300,.889,.000,.263
332,Meyers Leonard,.437,.090,.103,.085,.159,.563,.764,.986,.040,.117
44,Michael Beasley,.894,.303,.246,.167,.175,.106,.545,1.000,.034,.488
92,Michael Carter-Williams,.791,.265,.294,.144,.088,.209,.423,.933,.020,.406
188,Michael Gbinije,.600,.400,.000,.000,.200,.400,.000,,.000,.000
310,Michael Kidd-Gilchrist,.985,.474,.129,.121,.259,.015,.707,1.000,.065,.444
109,Mike Conley,.585,.199,.135,.083,.167,.415,.266,.561,.001,.115
144,Mike Dunleavy,.391,.209,.032,.027,.123,.609,.775,.962,.005,.306
383,Mike Miller,.130,.000,.087,.000,.043,.870,1.000,1.000,.000,.050
401,Mike Muscala,.674,.291,.077,.131,.175,.326,.847,1.000,.045,.309
501,Mike Scott,.542,.119,.169,.169,.068,.458,.769,.750,.000,.222
546,Mike Tobey,1.000,.750,.000,.000,.250,.000,.000,,.250,
455,Miles Plumlee,1.000,.598,.348,.054,.000,.000,.864,,.261,
317,Mindaugas Kuzminskas,.545,.371,.138,.014,.019,.455,.625,.907,.079,.220
535,Mirza Teletović,.270,.115,.055,.045,.055,.730,.750,.971,.012,.200
