,Player,Fouls Drawn - Shoot
225,Larry Hughes,106
248,Larry Johnson,56
445,Larry Robinson,2
475,Latrell Sprewell,146
422,Lavor Postell,8
168,Lawrence Funderburke,34
365,Lee Nailon,23
226,Lindsey Hunter,35
556,Lorenzen Wright,96
518,Loy Vaught,6
284,Luc Longley,8
205,Lucious Harris,58
0,Mahmoud Abdul-Rauf,8
452,Malik Rose,59
364,Mamadou N'Diaye,1
234,Marc Jackson,80
71,Marcus Camby,111
160,Marcus Fizer,66
149,Mario Elie,28
39,Mark Blount,32
64,Mark Bryant,2
235,Mark Jackson,27
292,Mark Madsen,14
418,Mark Pope,16
489,Mark Strickland,27
92,Mateen Cleaves,58
68,Matt Bullard,2
178,Matt Geiger,21
200,Matt Harpring,63
297,Matt Maloney,3
502,Maurice Taylor,72
555,Metta World Peace,108
111,Michael Curry,27
134,Michael Dickerson,100
136,Michael Doleac,21
158,Michael Finley,131
210,Michael Hawkins,0
384,Michael Olowokandi,65
429,Michael Redd,2
453,Michael Ruffin,29
469,Michael Smith,72
481,Michael Stewart,9
33,Mike Bibby,48
339,Mike Miller,45
404,Mike Penberthy,8
470,Mike Smith,6
352,Mikki Moore,54
396,Milt Palacio,37
436,Mitch Richmond,53
543,Monty Williams,57
374,Moochie Norris,71
35,Mookie Blaylock,31
411,Morris Peterson,64
40,Muggsy Bogues,0
345,Nazr Mohammed,61
12,Nick Anderson,0
514,Nick Van Exel,75
145,Obinna Ekezie,24
417,Olden Polynice,25
393,Olumide Oyedeji,4
202,Othella Harrington,85
509,Otis Thorpe,10
58,P.J. Brown,89
175,Pat Garrity,40
155,Patrick Ewing,120
325,Paul McPherson,29
414,Paul Pierce,292
484,Peja Stojaković,110
458,Pepe Sánchez,0
152,Pervis Ellison,0
22,Player,Shoot
253,Popeye Jones,21
435,Quentin Richardson,72
279,Quincy Lewis,9
274,Raef LaFrentz,118
8,Rafer Alston,7
28,Raja Bell,0
59,Randy Brown,11
281,Randy Livingston,0
280,Rashard Lewis,80
526,Rasheed Wallace,131
371,Rasho Nesterović,28
7,Ray Allen,139
340,Reggie Miller,88
466,Reggie Slater,53
193,Richard Hamilton,107
60,Rick Brunson,4
164,Rick Fox,45
124,Ricky Davis,2
217,Robert Horry,21
394,Robert Pack,62
510,Robert Traylor,69
492,Rod Strickland,71
67,Rodney Buford,12
449,Rodney Rogers,103
199,Ron Harper,18
330,Ron Mercer,93
322,Roshown McLeod,23
401,Ruben Patterson,167
169,Rubén Garcés,4
554,Rubén Wolkowyski,15
48,Ryan Bowen,21
78,Sam Cassell,105
239,Sam Jacobson,2
343,Sam Mitchell,23
406,Sam Perkins,13
523,Samaki Walker,57
416,Scot Pollard,75
69,Scott Burrell,2
395,Scott Padgett,8
544,Scott Williams,29
415,Scottie Pippen,61
97,Sean Colson,0
150,Sean Elliott,34
450,Sean Rooks,49
545,Shammond Williams,27
13,Shandon Anderson,90
377,Shaquille O'Neal,365
2,Shareef Abdur-Rahim,198
51,Shawn Bradley,80
258,Shawn Kemp,54
300,Shawn Marion,130
463,Shawnelle Scott,10
138,Sherman Douglas,41
456,Soumaila Samake,8
17,Stacey Augmon,38
329,Stanislav Medvedenko,5
238,Stephen Jackson,59
299,Stephon Marbury,174
166,Steve Francis,151
184,Steve Goodrich,4
259,Steve Kerr,1
367,Steve Nash,49
471,Steve Smith,98
498,Stromile Swift,63
1,Tariq Abdul-Wahad,13
438,Terrance Roberson,0
53,Terrell Brandon,53
125,Terry Davis,7
342,Terry Mills,0
420,Terry Porter,40
427,Theo Ratliff,78
141,Tim Duncan,274
198,Tim Hardaway,34
240,Tim James,7
508,Tim Thomas,100
126,Todd Day,12
167,Todd Fuller,4
290,Todd MacCulloch,32
190,Tom Gugliotta,28
195,Tom Hammonds,1
268,Toni Kukoč,62
27,Tony Battie,27
132,Tony Delk,83
308,Tony Massenburg,36
472,Tony Smith,1
317,Tracy McGrady,256
358,Tracy Murray,19
275,Trajan Langdon,20
32,Travis Best,77
267,Travis Knight,6
224,Troy Hudson,30
100,Tyrone Corbin,2
215,Tyrone Hill,115
368,Tyrone Nesby,45
288,Tyronn Lue,4
142,Tyus Edney,13
309,Vernon Maxwell,13
21,Vin Baker,141
77,Vince Carter,172
129,Vinny Del Negro,10
423,Vitaly Potapenko,65
135,Vlade Divac,148
478,Vladimir Stepania,10
106,Vonteego Cummings,47
277,Voshon Lenard,64
499,Wally Szczerbiak,80
546,Walt Williams,43
312,Walter McCarty,10
558,Wang Zhizhi,3
410,Wesley Person,9
405,Will Perdue,1
19,William Avery,15
194,Zendon Hamilton,3
227,Zydrunas Ilgauskas,38
500,Žan Tabak,15
