,Player,% of FGA by Distance - 2P,% of FGA by Distance - 0-3,% of FGA by Distance - 3-10,% of FGA by Distance - 10-16,% of FGA by Distance - 16-3P,% of FGA by Distance - 3P,% of FG Ast'd - 2P,% of FG Ast'd - 3P,Dunks - %FGA,Corner 3s - %3PA
237,Blake Griffin,.677,.284,.224,.060,.109,.323,.378,.694,.055,.112
399,Boban Marjanović,1.000,.453,.432,.088,.027,.000,.620,,.155,
86,Bobby Brown,.310,.121,.034,.086,.069,.690,.000,.273,.000,.075
526,Bobby Portis,.725,.296,.191,.105,.132,.275,.540,1.000,.031,.112
63,Bogdan Bogdanović,.574,.144,.128,.127,.175,.426,.358,.760,.004,.122
64,Bojan Bogdanović,.547,.262,.123,.096,.066,.453,.530,.942,.016,.272
41,Bradley Beal,.643,.206,.104,.146,.187,.357,.355,.784,.034,.098
674,Brandan Wright,1.000,.696,.167,.118,.020,.000,.814,,.284,
303,Brandon Ingram,.862,.375,.152,.135,.200,.138,.363,.951,.074,.276
322,Brandon Jennings,.542,.125,.125,.125,.167,.458,.222,.667,.000,.121
506,Brandon Paul,.575,.315,.110,.047,.094,.425,.675,.933,.094,.278
646,Briante Weber,.744,.279,.233,.116,.116,.256,.200,.250,.023,.091
325,Brice Johnson,.976,.333,.262,.095,.286,.024,.650,,.048,.000
388,Brook Lopez,.590,.178,.251,.130,.032,.410,.545,.982,.059,.123
99,Bruno Caboclo,.452,.161,.097,.161,.032,.548,.333,1.000,.032,.353
204,Bryn Forbes,.541,.082,.149,.121,.189,.459,.683,.944,.002,.193
273,Buddy Hield,.563,.160,.106,.105,.192,.437,.442,.773,.015,.164
428,C.J. Miles,.242,.095,.065,.032,.048,.758,.635,.933,.025,.196
660,C.J. Williams,.604,.228,.142,.142,.091,.396,.677,.773,.015,.333
411,CJ McCollum,.684,.183,.153,.169,.179,.316,.218,.624,.007,.124
597,Caleb Swanigan,.867,.500,.233,.033,.100,.133,.696,1.000,.050,.125
509,Cameron Payne,.577,.195,.200,.079,.102,.423,.154,.629,.005,.088
379,Caris LeVert,.667,.310,.190,.103,.063,.333,.302,.729,.044,.131
16,Carmelo Anthony,.594,.120,.063,.184,.228,.406,.376,.876,.020,.116
494,Cedi Osman,.532,.247,.102,.054,.129,.468,.517,.938,.016,.448
503,Chandler Parsons,.483,.158,.077,.098,.150,.517,.368,.824,.021,.165
209,Channing Frye,.458,.184,.061,.071,.142,.542,.754,1.000,.019,.148
136,Charles Cooke,.429,.143,.143,.000,.143,.571,.000,1.000,.000,.375
163,Cheick Diallo,1.000,.477,.239,.176,.108,.000,.824,,.136,
493,Chinanu Onuaku,1.000,.200,.600,.000,.200,.000,.500,,.200,
72,Chris Boucher,.000,.000,.000,.000,.000,1.000,,,.000,1.000
414,Chris McCullough,.810,.357,.167,.190,.095,.190,.882,1.000,.214,.000
507,Chris Paul,.525,.093,.104,.218,.110,.475,.081,.243,.000,.142
107,Clint Capela,.999,.802,.180,.016,.000,.001,.819,,.351,.000
683,Cody Zeller,.981,.622,.192,.019,.135,.019,.795,1.000,.109,.000
5,Cole Aldrich,1.000,.533,.467,.000,.000,.000,.800,,.067,
78,Corey Brewer,.652,.509,.101,.019,.022,.348,.604,1.000,.089,.709
348,Cory Joseph,.685,.171,.106,.152,.255,.315,.270,.910,.000,.242
372,Courtney Lee,.632,.166,.099,.151,.216,.368,.491,.796,.007,.299
198,Cristiano Felício,.991,.637,.200,.070,.084,.009,.756,,.102,.000
561,D'Angelo Russell,.586,.159,.176,.134,.118,.414,.144,.644,.003,.094
26,D.J. Augustin,.496,.241,.146,.054,.054,.504,.231,.675,.000,.154
669,D.J. Wilson,.688,.313,.188,.063,.125,.313,.714,1.000,.125,.200
328,Dakari Johnson,1.000,.538,.308,.128,.026,.000,.727,,.128,
339,Damian Jones,1.000,.500,.273,.045,.182,.000,.818,,.273,
383,Damian Lillard,.555,.271,.088,.079,.117,.445,.180,.436,.009,.040
658,Damien Wilkins,.538,.205,.103,.179,.051,.462,.222,.750,.000,.556
373,Damion Lee,.605,.178,.217,.132,.079,.395,.660,1.000,.000,.300
167,Damyean Dotson,.578,.211,.062,.118,.186,.422,.640,1.000,.019,.221
240,Daniel Hamilton,.545,.273,.091,.091,.091,.455,.333,.500,.000,.600
606,Daniel Theis,.751,.464,.099,.103,.086,.249,.759,1.000,.202,.259
213,Danilo Gallinari,.566,.215,.059,.105,.188,.434,.606,.833,.070,.153
232,Danny Green,.430,.173,.102,.059,.096,.570,.624,.991,.018,.288
148,Dante Cunningham,.538,.332,.115,.041,.049,.462,.849,.983,.052,.661
192,Dante Exum,.793,.425,.333,.023,.011,.207,.297,.800,.034,.389
291,Danuel House Jr.,.550,.372,.109,.008,.062,.450,.512,.867,.147,.293
565,Dario Šarić,.552,.252,.142,.046,.111,.448,.663,1.000,.020,.100
429,Darius Miller,.265,.021,.039,.072,.133,.735,.594,.959,.002,.196
21,Darrell Arthur,.511,.128,.064,.149,.170,.489,.929,1.000,.021,.174
131,Darren Collison,.679,.240,.063,.067,.309,.321,.295,.802,.002,.317
279,Darrun Hilliard,.684,.158,.263,.053,.211,.316,.200,,.000,.167
481,David Nwaba,.877,.527,.307,.043,.000,.123,.522,.944,.090,.481
594,David Stockton,.000,.000,.000,.000,.000,1.000,,.000,.000,.000
649,David West,.979,.336,.193,.185,.265,.021,.761,.667,.090,.125
542,Davon Reed,.500,.171,.079,.053,.197,.500,.455,1.000,.000,.132
206,De'Aaron Fox,.808,.238,.223,.146,.201,.192,.217,.617,.034,.203
347,DeAndre Jordan,1.000,.843,.145,.005,.002,.000,.665,,.401,
380,DeAndre Liggins,.500,.189,.104,.038,.170,.500,.429,.947,.000,.566
49,DeAndre' Bembry,.766,.500,.148,.109,.008,.234,.405,1.000,.070,.333
162,DeMar DeRozan,.797,.199,.168,.243,.186,.203,.263,.674,.021,.289
139,DeMarcus Cousins,.660,.375,.175,.041,.069,.340,.411,.942,.056,.020
108,DeMarre Carroll,.502,.210,.175,.066,.051,.498,.461,.931,.015,.251
461,Dejounte Murray,.944,.412,.223,.210,.099,.056,.330,1.000,.028,.618
677,Delon Wright,.646,.394,.211,.025,.014,.354,.248,.786,.032,.216
310,Demetrius Jackson,.611,.611,.000,.000,.000,.389,.167,.000,.056,.143
567,Dennis Schröder,.771,.290,.126,.161,.194,.229,.193,.566,.002,.053
582,Dennis Smith Jr.,.669,.317,.110,.092,.148,.331,.191,.585,.049,.068
623,Denzel Valentine,.487,.117,.121,.125,.125,.513,.487,.790,.004,.219
194,Derrick Favors,.910,.480,.179,.120,.131,.090,.785,1.000,.226,.873
340,Derrick Jones Jr.,.660,.358,.245,.057,.000,.340,.278,1.000,.132,.444
555,Derrick Rose,.839,.419,.172,.075,.172,.161,.405,.571,.005,.367
641,Derrick Walton,.320,.000,.000,.040,.280,.680,.000,.714,.000,.176
652,Derrick White,.606,.152,.212,.152,.091,.394,.250,.625,.000,.077
661,Derrick Williams,.500,.250,.250,.000,.000,.500,1.000,,.250,1.000
67,Devin Booker,.636,.180,.143,.176,.137,.364,.338,.612,.013,.112
245,Devin Harris,.500,.293,.117,.037,.053,.500,.556,.747,.002,.181
552,Devin Robinson,1.000,.667,.000,.000,.333,.000,.000,,.000,
157,Dewayne Dedmon,.704,.281,.138,.147,.138,.296,.800,1.000,.115,.461
155,Deyonta Davis,1.000,.581,.147,.117,.155,.000,.770,,.196,
83,Dillon Brooks,.658,.275,.142,.118,.123,.342,.533,.904,.021,.182
636,Dion Waiters,.585,.246,.124,.046,.168,.415,.171,.769,.007,.271
478,Dirk Nowitzki,.555,.044,.028,.201,.284,.445,.774,1.000,.003,.045
562,Domantas Sabonis,.944,.470,.224,.088,.162,.056,.737,1.000,.086,.135
437,Donovan Mitchell,.596,.260,.147,.096,.094,.404,.248,.658,.036,.109
203,Dorian Finney-Smith,.446,.207,.107,.041,.091,.554,.615,.950,.074,.343
415,Doug McDermott,.575,.311,.085,.065,.114,.425,.841,1.000,.037,.301
50,Dragan Bender,.335,.180,.099,.025,.031,.665,.507,.992,.021,.255
233,Draymond Green,.586,.355,.111,.076,.044,.414,.716,.909,.073,.066
30,Dwayne Bacon,.776,.182,.104,.193,.302,.224,.525,1.000,.026,.372
97,Dwight Buycks,.773,.288,.157,.086,.242,.227,.284,.400,.000,.044
292,Dwight Howard,.992,.568,.280,.053,.092,.008,.570,1.000,.210,.000
528,Dwight Powell,.805,.549,.156,.030,.070,.195,.828,1.000,.251,.155
633,Dwyane Wade,.837,.309,.151,.196,.183,.163,.401,.531,.031,.216
51,Dāvis Bertāns,.311,.137,.068,.057,.049,.689,.836,1.000,.033,.143
446,E'Twaun Moore,.638,.225,.234,.093,.087,.362,.641,.984,.013,.405
156,Ed Davis,.997,.695,.267,.031,.003,.003,.576,,.154,.000
596,Edmond Sumner,1.000,1.000,.000,.000,.000,.000,.000,,.000,
620,Ekpe Udoh,.992,.542,.308,.117,.025,.008,.683,,.150,.000
510,Elfrid Payton,.862,.405,.264,.105,.088,.138,.207,.833,.016,.261
486,Emeka Okafor,1.000,.474,.263,.179,.084,.000,.792,,.189,
454,Emmanuel Mudiay,.719,.238,.203,.154,.124,.281,.306,.787,.013,.169
208,Enes Freedom,.997,.610,.262,.076,.048,.003,.491,,.050,.000
59,Eric Bledsoe,.636,.295,.122,.098,.122,.364,.280,.744,.019,.167
226,Eric Gordon,.373,.234,.089,.027,.022,.627,.386,.849,.012,.122
447,Eric Moreland,1.000,.574,.311,.090,.025,.000,.712,,.164,
413,Erik McCree,.500,.500,.000,.000,.000,.500,,,.000,.000
298,Ersan İlyasova,.587,.299,.104,.085,.100,.413,.753,.967,.013,.269
205,Evan Fournier,.582,.209,.165,.094,.115,.418,.573,.843,.010,.170
618,Evan Turner,.771,.128,.184,.315,.144,.229,.236,.976,.014,.417
349,Frank Kaminsky,.617,.170,.251,.130,.066,.383,.517,.990,.022,.077
404,Frank Mason III,.774,.279,.203,.100,.192,.226,.257,.484,.003,.105
479,Frank Ntilikina,.686,.174,.088,.156,.268,.314,.333,.800,.014,.153
624,Fred VanVleet,.521,.327,.132,.037,.026,.479,.242,.778,.000,.295
358,Furkan Korkmaz,.393,.107,.071,.107,.107,.607,.333,1.000,.036,.118
603,Garrett Temple,.523,.155,.061,.097,.210,.477,.427,.888,.015,.335
248,Gary Harris,.566,.250,.119,.097,.100,.434,.577,.891,.052,.208
513,Gary Payton II,.662,.459,.081,.095,.027,.338,.458,1.000,.095,.440
275,George Hill,.600,.189,.136,.119,.156,.400,.318,.753,.010,.322
474,Georges Niang,.636,.182,.364,.091,.000,.364,.250,,.000,.750
498,Georgios Papagiannis,1.000,.429,.214,.167,.190,.000,.667,,.119,
234,Gerald Green,.278,.121,.036,.070,.051,.722,.500,.773,.036,.262
123,Gian Clavell,.167,.000,.056,.056,.056,.833,,1.000,.000,.400
15,Giannis Antetokounmpo,.900,.454,.173,.114,.160,.100,.429,.907,.122,.107
553,Glenn Robinson III,.600,.188,.153,.082,.176,.400,.636,1.000,.035,.471
170,Goran Dragić,.721,.269,.171,.175,.106,.279,.273,.784,.000,.180
263,Gordon Hayward,.500,.000,.500,.000,.000,.500,1.000,,.000,.000
164,Gorgui Dieng,.843,.250,.129,.152,.312,.157,.784,.895,.075,.770
440,Greg Monroe,1.000,.516,.396,.044,.044,.000,.514,,.023,
678,Guerschon Yabusele,.393,.213,.066,.016,.098,.607,.786,1.000,.016,.108
35,Harrison Barnes,.724,.210,.205,.136,.172,.276,.366,.832,.031,.255
655,Hassan Whiteside,.997,.434,.330,.151,.081,.003,.587,1.000,.168,.000
182,Henry Ellenson,.589,.164,.253,.089,.082,.411,.455,1.000,.021,.217
119,Ian Clark,.606,.152,.216,.109,.129,.394,.550,.806,.000,.267
397,Ian Mahinmi,.992,.621,.310,.044,.012,.008,.623,,.173,.000
14,Ike Anigbogu,1.000,.222,.111,.333,.333,.000,.500,,.222,
574,Iman Shumpert,.552,.121,.069,.052,.310,.448,.467,.429,.017,.308
104,Isaiah Canaan,.518,.314,.146,.036,.022,.482,.200,.591,.000,.167
272,Isaiah Hicks,.875,.514,.181,.111,.069,.125,.806,1.000,.194,.333
599,Isaiah Taylor,.795,.374,.256,.108,.056,.205,.266,.750,.010,.138
607,Isaiah Thomas,.553,.192,.124,.135,.102,.447,.275,.545,.000,.128
654,Isaiah Whitehead,.791,.349,.314,.070,.058,.209,.121,.429,.000,.056
583,Ish Smith,.874,.257,.222,.191,.203,.126,.203,.629,.002,.277
536,Ivan Rabb,1.000,.461,.145,.151,.243,.000,.686,,.151,
689,Ivica Zubac,.992,.582,.303,.090,.016,.008,.656,,.189,.000
34,J.J. Barea,.546,.168,.184,.117,.077,.454,.154,.626,.000,.067
584,J.R. Smith,.360,.089,.072,.071,.128,.640,.320,.916,.017,.315
541,JJ Redick,.477,.075,.043,.063,.297,.523,.768,.902,.000,.133
563,JaKarr Sampson,.877,.519,.235,.049,.074,.123,.538,1.000,.173,.400
235,JaMychal Green,.740,.447,.086,.064,.143,.260,.583,.977,.111,.417
418,JaVale McGee,.973,.621,.215,.073,.064,.027,.824,,.356,.167
54,Jabari Bird,.731,.615,.038,.038,.038,.269,.750,1.000,.154,.286
501,Jabari Parker,.756,.349,.145,.108,.154,.244,.581,.968,.136,.173
137,Jack Cooley,1.000,.481,.333,.148,.037,.000,.615,,.000,
532,Jacob Pullen,.500,.000,.000,.500,.000,.500,1.000,,.000,.000
657,Jacob Wiley,.500,.250,.000,.000,.250,.500,,1.000,.000,1.000
145,Jae Crowder,.492,.255,.069,.043,.125,.508,.807,.927,.007,.261
488,Jahlil Okafor,.971,.428,.377,.159,.007,.029,.487,.000,.072,.500
370,Jake Layman,.574,.213,.106,.106,.149,.426,.600,1.000,.085,.250
523,Jakob Poeltl,.995,.734,.211,.047,.003,.005,.730,1.000,.102,1.000
343,Jalen Jones,.618,.382,.176,.029,.015,.382,.438,.700,.029,.192
143,Jamal Crawford,.577,.058,.075,.121,.323,.423,.230,.731,.000,.204
463,Jamal Murray,.589,.194,.158,.116,.121,.411,.398,.770,.030,.126
642,Jameel Warney,1.000,.500,.250,.250,.000,.000,.429,,.000,
470,Jameer Nelson,.492,.139,.070,.082,.201,.508,.389,.634,.000,.137
22,Jamel Artis,.633,.152,.228,.076,.177,.367,.696,.875,.013,.310
185,James Ennis III,.602,.349,.120,.070,.063,.398,.695,1.000,.078,.333
242,James Harden,.502,.273,.118,.071,.039,.498,.088,.260,.013,.072
329,James Johnson,.699,.383,.181,.064,.072,.301,.413,.912,.094,.378
408,James Michael McAdoo,.000,.000,.000,.000,.000,1.000,,1.000,.000,.143
645,James Webb III,.208,.125,.042,.000,.042,.792,1.000,1.000,.083,.579
679,James Young,.286,.000,.214,.071,.000,.714,1.000,1.000,.000,.400
670,Jamil Wilson,.222,.074,.049,.025,.074,.778,.818,1.000,.025,.095
176,Jared Dudley,.344,.189,.033,.033,.090,.656,.789,1.000,.000,.213
179,Jarell Eddie,.000,.000,.000,.000,.000,1.000,,,.000,.000
403,Jarell Martin,.802,.413,.091,.091,.208,.198,.636,1.000,.095,.418
7,Jarrett Allen,.962,.668,.232,.038,.023,.038,.843,1.000,.353,.867
308,Jarrett Jack,.806,.124,.212,.174,.296,.194,.195,.600,.000,.128
585,Jason Smith,.722,.209,.096,.130,.287,.278,.854,1.000,.043,.344
605,Jason Terry,.253,.084,.026,.058,.084,.747,.579,.975,.000,.478
189,Jawun Evans,.787,.277,.194,.095,.217,.213,.392,.733,.000,.296
87,Jaylen Brown,.619,.356,.136,.055,.071,.381,.536,.967,.077,.376
448,Jaylen Morris,.688,.438,.094,.063,.094,.313,.727,1.000,.094,.400
598,Jayson Tatum,.710,.320,.107,.096,.188,.290,.565,.924,.071,.227
236,Jeff Green,.725,.398,.146,.087,.095,.275,.583,.962,.115,.400
600,Jeff Teague,.713,.209,.272,.157,.073,.287,.104,.560,.013,.096
672,Jeff Withey,.375,.250,.063,.000,.063,.625,.750,1.000,.125,.200
229,Jerami Grant,.759,.586,.121,.022,.031,.241,.731,.938,.184,.500
190,Jeremy Evans,1.000,1.000,.000,.000,.000,.000,.000,,1.000,
366,Jeremy Lamb,.695,.204,.177,.154,.160,.305,.399,.681,.025,.181
384,Jeremy Lin,.833,.500,.083,.083,.167,.167,.250,.000,.000,.000
230,Jerian Grant,.628,.199,.111,.131,.187,.372,.155,.656,.010,.080
38,Jerryd Bayless,.443,.168,.118,.050,.107,.557,.727,.963,.004,.329
96,Jimmy Butler,.783,.251,.168,.208,.155,.217,.332,.757,.047,.205
475,Joakim Noah,1.000,.400,.600,.000,.000,.000,.400,,.100,
424,Jodie Meeks,.466,.120,.120,.099,.127,.534,.765,.944,.003,.200
249,Joe Harris,.424,.258,.113,.027,.026,.576,.639,.947,.010,.218
301,Joe Ingles,.354,.164,.103,.040,.046,.646,.359,.848,.008,.295
330,Joe Johnson,.597,.033,.244,.189,.131,.403,.226,.975,.003,.386
680,Joe Young,.645,.226,.091,.129,.199,.355,.273,.840,.011,.197
66,Joel Bolomboy,.833,.667,.000,.167,.000,.167,1.000,,.333,.000
184,Joel Embiid,.797,.293,.176,.220,.106,.203,.439,.924,.087,.051
368,Joffrey Lauvergne,.974,.542,.358,.047,.026,.026,.643,,.132,.600
128,John Collins,.914,.589,.167,.110,.050,.086,.742,1.000,.273,.723
266,John Henson,.986,.558,.317,.026,.084,.014,.815,1.000,.227,.143
283,John Holland,.390,.186,.051,.085,.068,.610,.500,.818,.051,.250
638,John Wall,.750,.310,.090,.093,.253,.250,.101,.645,.028,.042
452,Johnathan Motley,.920,.320,.400,.080,.120,.080,.667,1.000,.093,.167
482,Johnny O'Bryant,.749,.216,.158,.257,.117,.251,.574,.929,.029,.093
378,Jon Leuer,.917,.389,.194,.222,.111,.083,.867,,.028,.667
323,Jonas Jerebko,.540,.261,.176,.041,.062,.460,.691,1.000,.038,.420
622,Jonas Valančiūnas,.892,.443,.333,.093,.025,.108,.636,.900,.108,.081
220,Jonathan Gibson,.478,.261,.087,.043,.087,.522,.500,.833,.000,.083
306,Jonathan Isaac,.683,.186,.124,.193,.179,.317,.667,1.000,.110,.413
578,Jonathon Simmons,.732,.269,.229,.114,.118,.268,.351,.855,.038,.270
48,Jordan Bell,.978,.703,.130,.103,.043,.022,.733,,.292,.000
120,Jordan Clarkson,.667,.246,.142,.133,.146,.333,.277,.795,.017,.164
144,Jordan Crawford,.481,.000,.185,.148,.148,.519,.250,.750,.037,.071
426,Jordan Mickey,.805,.500,.232,.037,.037,.195,.649,1.000,.159,.438
231,Josh Gray,.683,.390,.073,.098,.122,.317,.000,.667,.000,.000
257,Josh Hart,.475,.317,.061,.053,.043,.525,.633,.936,.027,.198
293,Josh Huestis,.368,.275,.038,.022,.033,.632,.556,1.000,.115,.357
313,Josh Jackson,.767,.349,.193,.111,.115,.233,.361,.912,.082,.235
396,Josh Magette,.522,.022,.130,.130,.239,.478,.286,.750,.000,.045
423,Josh McRoberts,.000,.000,.000,.000,.000,1.000,,,.000,.000
546,Josh Richardson,.620,.198,.141,.119,.163,.380,.397,.953,.025,.250
586,Josh Smith,1.000,.750,.000,.000,.250,.000,.000,,.000,
102,José Calderón,.476,.178,.043,.076,.178,.524,.229,.822,.000,.155
281,Jrue Holiday,.714,.298,.219,.110,.085,.286,.345,.708,.030,.163
267,Juancho Hernangómez,.333,.200,.133,.000,.000,.667,.533,.929,.027,.340
538,Julius Randle,.950,.545,.315,.041,.048,.050,.534,1.000,.116,.111
595,Julyan Stone,.000,.000,.000,.000,.000,1.000,,1.000,.000,.538
11,Justin Anderson,.490,.302,.104,.040,.045,.510,.679,.941,.104,.291
282,Justin Holiday,.426,.130,.068,.075,.151,.574,.705,.957,.024,.301
314,Justin Jackson,.558,.186,.150,.112,.110,.442,.711,1.000,.024,.384
505,Justin Patton,1.000,.000,.500,.500,.000,.000,1.000,,.000,
671,Justise Winslow,.736,.367,.238,.072,.055,.264,.468,1.000,.037,.543
480,Jusuf Nurkić,.993,.466,.304,.091,.131,.007,.694,,.068,.000
8,Kadeem Allen,.500,.318,.091,.091,.000,.500,.500,,.045,.364
616,Karl-Anthony Towns,.757,.341,.246,.089,.080,.243,.642,.975,.096,.161
376,Kawhi Leonard,.685,.207,.108,.252,.117,.315,.122,.636,.027,.143
195,Kay Felder,.729,.157,.171,.114,.286,.271,.235,.750,.014,.105
492,Kelly Olynyk,.560,.274,.137,.066,.082,.440,.533,.906,.033,.139
495,Kelly Oubre Jr.,.533,.242,.148,.063,.080,.467,.531,.921,.067,.271
637,Kemba Walker,.559,.227,.086,.095,.151,.441,.151,.481,.001,.048
517,Kendrick Perkins,1.000,.500,.500,.000,.000,.000,.000,,.000,
193,Kenneth Faried,.993,.514,.365,.088,.027,.007,.697,,.223,.000
40,Kent Bazemore,.595,.226,.139,.080,.149,.405,.472,.833,.031,.285
103,Kentavious Caldwell-Pope,.480,.197,.065,.061,.157,.520,.613,.874,.026,.154
178,Kevin Durant,.662,.179,.096,.201,.185,.338,.488,.688,.084,.094
390,Kevin Love,.547,.243,.122,.095,.089,.453,.645,.978,.008,.297
387,Kevon Looney,.974,.627,.202,.073,.067,.026,.685,1.000,.218,.000
53,Khem Birch,1.000,.587,.238,.159,.016,.000,.706,,.246,
427,Khris Middleton,.680,.140,.133,.218,.189,.320,.427,.842,.023,.199
611,Klay Thompson,.558,.121,.054,.140,.244,.442,.743,.952,.009,.175
579,Kobi Simmons,.794,.312,.196,.153,.132,.206,.435,.818,.042,.308
361,Kosta Koufos,1.000,.391,.476,.131,.003,.000,.689,,.064,
177,Kris Dunn,.799,.263,.168,.179,.189,.201,.173,.628,.033,.134
527,Kristaps Porziņģis,.744,.156,.156,.264,.165,.256,.647,.989,.067,.053
12,Kyle Anderson,.870,.388,.249,.128,.105,.130,.514,.947,.039,.649
130,Kyle Collinsworth,.828,.354,.384,.081,.010,.172,.294,1.000,.051,.353
360,Kyle Korver,.223,.062,.017,.037,.107,.777,.948,.976,.000,.223
362,Kyle Kuzma,.582,.257,.176,.074,.073,.418,.531,.881,.035,.180
391,Kyle Lowry,.369,.175,.085,.055,.054,.631,.267,.643,.000,.102
484,Kyle O'Quinn,.956,.477,.190,.135,.154,.044,.659,1.000,.086,.235
580,Kyle Singler,.762,.333,.190,.143,.095,.238,1.000,1.000,.048,.000
304,Kyrie Irving,.626,.223,.158,.132,.112,.374,.264,.530,.002,.123
6,LaMarcus Aldridge,.932,.275,.212,.256,.189,.068,.502,.963,.036,.163
593,Lance Stephenson,.673,.292,.086,.072,.223,.327,.237,.716,.025,.194
610,Lance Thomas,.536,.228,.127,.049,.131,.464,.500,1.000,.034,.452
214,Langston Galloway,.359,.038,.076,.085,.159,.641,.451,.920,.000,.202
171,Larry Drew II,.625,.167,.125,.042,.292,.375,.000,1.000,.000,.222
466,Larry Nance Jr.,.971,.581,.157,.087,.148,.029,.744,1.000,.269,.250
402,Lauri Markkanen,.535,.244,.118,.080,.093,.465,.642,.966,.079,.115
316,LeBron James,.743,.423,.114,.089,.118,.257,.301,.356,.080,.084
518,London Perrantes,.769,.077,.462,.000,.231,.231,.500,,.000,.000
33,Lonzo Ball,.477,.273,.092,.053,.059,.523,.327,.744,.030,.115
88,Lorenzo Brown,.647,.088,.235,.176,.147,.353,.250,.500,.029,.417
662,Lou Williams,.613,.222,.146,.120,.123,.387,.242,.651,.010,.195
407,Luc Mbah a Moute,.499,.403,.075,.000,.020,.501,.777,.984,.072,.410
477,Lucas Nogueira,.763,.700,.063,.000,.000,.238,.818,1.000,.375,.211
444,Luis Montero,1.000,1.000,.000,.000,.000,.000,,,.000,
27,Luke Babbitt,.274,.042,.056,.102,.074,.726,.548,.983,.009,.276
350,Luke Kennard,.581,.133,.135,.127,.185,.419,.528,.975,.011,.144
359,Luke Kornet,.368,.192,.080,.056,.040,.632,.810,.964,.056,.114
161,Luol Deng,1.000,.500,.500,.000,.000,.000,1.000,,.000,
547,Malachi Richardson,.556,.233,.078,.067,.178,.444,.611,.833,.011,.225
81,Malcolm Brogdon,.680,.374,.127,.115,.064,.320,.396,.726,.022,.261
159,Malcolm Delaney,.565,.168,.095,.084,.218,.435,.397,.739,.004,.226
