,Player,% of FGA by Distance - 2P,% of FGA by Distance - 0-3,% of FGA by Distance - 3-10,% of FGA by Distance - 10-16,% of FGA by Distance - 16-3P,% of FGA by Distance - 3P,% of FG Ast'd - 2P,% of FG Ast'd - 3P,Dunks - %FGA,Corner 3s - %3PA
476,Miles Plumlee,1.000,.610,.291,.087,.012,.000,.654,,.193,
499,Miroslav Raduljica,1.000,.250,.625,.125,.000,.000,1.000,,.000,
588,Mirza Teletović,.395,.201,.103,.022,.069,.605,.633,.984,.016,.088
393,Mitch McGary,.988,.558,.206,.152,.073,.012,.739,,.097,.500
650,Mo Williams,.595,.067,.069,.100,.359,.405,.275,.580,.000,.083
185,Monta Ellis,.790,.250,.144,.090,.306,.210,.319,.704,.010,.204
518,Nate Robinson,.561,.153,.102,.106,.200,.439,.298,.677,.000,.170
659,Nate Wolters,.877,.333,.351,.088,.105,.123,.500,,.000,.429
417,Nazr Mohammed,1.000,.400,.167,.200,.200,.000,.615,,.033,
278,Nenê,.992,.423,.158,.191,.220,.008,.699,1.000,.106,.600
445,Nerlens Noel,1.000,.462,.329,.124,.084,.000,.672,,.193,
95,Nick Calathes,.826,.360,.263,.109,.093,.174,.452,.727,.000,.186
124,Nick Collison,.763,.379,.138,.047,.198,.237,.689,1.000,.040,.567
323,Nick Johnson,.720,.427,.240,.027,.027,.280,.476,.800,.067,.333
669,Nick Young,.527,.101,.067,.139,.221,.473,.308,.602,.006,.196
45,Nicolas Batum,.485,.180,.040,.078,.187,.515,.564,.770,.033,.207
576,Nik Stauskas,.497,.179,.084,.061,.172,.503,.467,.917,.014,.255
416,Nikola Mirotić,.498,.264,.077,.063,.095,.502,.545,.909,.027,.291
470,Nikola Peković,1.000,.463,.460,.073,.003,.000,.647,,.003,
622,Nikola Vučević,.995,.308,.276,.153,.257,.005,.655,1.000,.053,.000
621,Noah Vonleh,.829,.447,.250,.066,.066,.171,.360,.800,.039,.000
120,Norris Cole,.685,.244,.102,.093,.246,.315,.400,.836,.004,.295
384,O.J. Mayo,.605,.197,.111,.110,.187,.395,.624,.919,.013,.430
346,Ognjen Kuzmić,1.000,.500,.000,.333,.167,.000,.875,,.083,
108,Omri Casspi,.796,.382,.358,.035,.021,.204,.667,.914,.063,.149
482,Otto Porter Jr.,.734,.225,.133,.084,.292,.266,.759,.943,.056,.433
254,P.J. Hairston,.394,.171,.067,.048,.108,.606,.553,.939,.007,.147
611,P.J. Tucker,.577,.267,.141,.049,.121,.423,.397,.874,.015,.611
492,Pablo Prigioni,.272,.118,.048,.053,.053,.728,.471,.807,.000,.157
55,Patrick Beverley,.393,.179,.145,.038,.032,.607,.270,.939,.002,.399
113,Patrick Christopher,.667,.250,.083,.000,.333,.333,.000,,.000,.250
463,Patrick Patterson,.471,.159,.144,.095,.073,.529,.533,1.000,.017,.353
413,Patty Mills,.458,.122,.063,.057,.217,.542,.515,.855,.000,.253
220,Pau Gasol,.977,.319,.251,.167,.241,.023,.609,1.000,.049,.808
225,Paul George,.551,.204,.041,.143,.163,.449,.333,.889,.061,.227
415,Paul Millsap,.768,.377,.214,.086,.090,.232,.590,.948,.057,.241
474,Paul Pierce,.538,.197,.056,.111,.174,.462,.571,1.000,.020,.191
25,Pero Antić,.416,.240,.034,.037,.105,.584,.714,1.000,.020,.173
328,Perry Jones,.674,.201,.293,.071,.109,.326,.644,.929,.043,.250
486,Phil Pressey,.626,.328,.121,.057,.121,.374,.146,.500,.000,.046
24,Player,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,%3PA
0,Quincy Acy,.819,.296,.094,.133,.296,.181,.724,1.000,.106,.383
410,Quincy Miller,.526,.184,.184,.000,.158,.474,.333,1.000,.000,.167
479,Quincy Pondexter,.454,.242,.101,.047,.065,.546,.629,.912,.038,.414
524,Rajon Rondo,.867,.309,.205,.060,.293,.133,.262,.778,.006,.326
542,Ramon Sessions,.820,.308,.296,.093,.123,.180,.443,.789,.009,.183
201,Randy Foye,.346,.100,.087,.020,.139,.654,.259,.819,.002,.198
91,Rasual Butler,.545,.141,.066,.104,.234,.455,.685,.934,.043,.426
387,Ray McCallum,.764,.313,.177,.106,.168,.236,.355,.794,.030,.441
198,Raymond Felton,.679,.236,.113,.085,.245,.321,.242,.600,.000,.118
84,Reggie Bullock,.343,.143,.043,.000,.157,.657,.778,1.000,.000,.435
191,Reggie Evans,.985,.555,.387,.036,.007,.015,.603,,.073,.500
299,Reggie Jackson,.758,.271,.197,.119,.171,.242,.131,.486,.024,.091
654,Reggie Williams,.513,.256,.128,.051,.077,.487,.583,.667,.000,.263
306,Richard Jefferson,.522,.253,.136,.040,.093,.478,.577,.924,.080,.413
353,Ricky Ledo,.719,.313,.260,.010,.135,.281,.409,.800,.010,.000
529,Ricky Rubio,.767,.178,.014,.100,.475,.233,.354,.769,.000,.216
291,Robbie Hummel,.703,.174,.076,.041,.413,.297,.794,1.000,.012,.471
131,Robert Covington,.410,.206,.112,.033,.058,.590,.576,.910,.012,.188
532,Robert Sacre,.997,.157,.301,.297,.242,.003,.683,,.029,.000
368,Robin Lopez,.998,.542,.286,.098,.071,.002,.705,,.094,.000
287,Rodney Hood,.545,.128,.182,.099,.136,.455,.323,.855,.016,.206
584,Rodney Stuckey,.813,.257,.166,.156,.233,.187,.390,.800,.001,.305
491,Ronnie Price,.511,.197,.090,.063,.161,.489,.261,.871,.027,.174
612,Ronny Turiaf,,,,,,,,,,
276,Roy Hibbert,.997,.220,.394,.172,.211,.003,.603,,.049,.000
221,Rudy Gay,.803,.203,.264,.167,.168,.197,.312,.734,.060,.223
228,Rudy Gobert,.995,.789,.185,.007,.014,.005,.597,,.344,.000
569,Russ Smith,.560,.200,.160,.160,.040,.440,.000,1.000,.000,.091
638,Russell Westbrook,.804,.349,.103,.170,.183,.196,.185,.512,.036,.052
20,Ryan Anderson,.508,.214,.092,.082,.119,.492,.379,.943,.010,.148
286,Ryan Hollins,1.000,.573,.244,.061,.122,.000,.642,,.293,
335,Ryan Kelly,.566,.146,.142,.152,.126,.434,.678,.978,.029,.216
141,Samuel Dalembert,1.000,.377,.262,.238,.123,.000,.667,,.154,
338,Sean Kilpatrick,.350,.250,.000,.050,.050,.650,.333,1.000,.050,.154
589,Sebastian Telfair,.520,.200,.168,.024,.128,.480,.143,.500,.000,.200
293,Serge Ibaka,.739,.202,.127,.118,.291,.261,.741,.987,.064,.180
334,Sergey Karasev,.597,.284,.149,.060,.104,.403,.737,1.000,.000,.426
139,Seth Curry,.667,.000,.000,.000,.667,.333,,,.000,.000
429,Shabazz Muhammad,.872,.365,.267,.131,.108,.128,.638,.950,.108,.431
434,Shabazz Napier,.482,.154,.061,.053,.215,.518,.182,.791,.000,.254
349,Shane Larkin,.731,.282,.148,.086,.215,.269,.474,.800,.000,.086
81,Shannon Brown,.632,.421,.000,.053,.158,.368,.000,.333,.158,.286
366,Shaun Livingston,.995,.270,.237,.417,.071,.005,.460,,.111,.000
501,Shavlik Randolph,.857,.286,.486,.029,.057,.143,.444,,.029,.000
376,Shawn Marion,.828,.404,.315,.094,.015,.172,.766,1.000,.101,.761
655,Shawne Williams,.407,.157,.033,.057,.160,.593,.632,.984,.010,.483
640,Shayne Whittington,.857,.310,.286,.024,.238,.143,.722,1.000,.071,.333
373,Shelvin Mack,.565,.199,.137,.092,.137,.435,.442,.800,.000,.165
56,Sim Bhullar,1.000,.000,.500,.500,.000,.000,.000,,.000,
281,Solomon Hill,.672,.352,.142,.084,.095,.328,.350,.971,.060,.346
166,Spencer Dinwiddie,.615,.219,.154,.112,.130,.385,.128,.167,.006,.062
269,Spencer Hawes,.576,.198,.193,.070,.116,.424,.759,1.000,.031,.165
140,Stephen Curry,.518,.186,.098,.072,.163,.482,.332,.584,.003,.122
62,Steve Blake,.330,.067,.040,.058,.165,.670,.333,.753,.000,.288
447,Steve Novak,.143,.000,.000,.000,.143,.857,1.000,1.000,.000,.271
2,Steven Adams,.995,.604,.351,.038,.003,.005,.650,,.213,.000
632,T.J. Warren,.902,.444,.252,.117,.089,.098,.620,1.000,.051,.333
226,Taj Gibson,1.000,.555,.198,.168,.081,.000,.717,,.144,
58,Tarik Black,.996,.692,.238,.018,.048,.004,.643,,.231,.000
495,Tayshaun Prince,.833,.177,.149,.157,.351,.167,.596,.968,.030,.701
329,Terrence Jones,.876,.508,.298,.037,.033,.124,.600,1.000,.100,.054
528,Terrence Ross,.482,.134,.094,.104,.150,.518,.579,.931,.050,.346
540,Thabo Sefolosha,.687,.418,.124,.040,.100,.313,.684,.960,.044,.551
670,Thaddeus Young,.881,.400,.277,.080,.124,.119,.557,.921,.030,.165
521,Thomas Robinson,.992,.565,.204,.092,.131,.008,.563,,.123,.000
575,Tiago Splitter,1.000,.624,.356,.017,.003,.000,.692,,.043,
179,Tim Duncan,.991,.355,.353,.138,.144,.009,.739,1.000,.057,.286
203,Tim Frazier,.721,.246,.213,.131,.131,.279,.188,.800,.000,.000
260,Tim Hardaway Jr.,.506,.191,.093,.059,.163,.494,.519,.893,.015,.192
426,Timofey Mozgov,.989,.597,.212,.065,.115,.011,.756,1.000,.253,.833
267,Tobias Harris,.748,.296,.201,.115,.136,.252,.558,.966,.052,.427
168,Toney Douglas,.647,.176,.157,.137,.176,.353,.071,1.000,.000,.278
12,Tony Allen,.936,.690,.165,.031,.051,.064,.595,1.000,.053,.621
461,Tony Parker,.893,.255,.224,.129,.286,.107,.243,.947,.000,.764
572,Tony Snell,.469,.226,.111,.030,.102,.531,.535,.932,.051,.289
667,Tony Wroten,.673,.507,.145,.014,.007,.327,.370,.703,.037,.063
430,Toure' Murry,1.000,.400,.200,.000,.400,.000,.500,,.200,
635,Travis Wear,.856,.124,.077,.234,.421,.144,.493,.818,.005,.300
26,Trevor Ariza,.390,.225,.047,.035,.081,.610,.581,.933,.056,.377
68,Trevor Booker,.819,.375,.209,.101,.134,.181,.569,.931,.088,.393
87,Trey Burke,.612,.149,.156,.085,.222,.388,.211,.895,.000,.190
604,Tristan Thompson,1.000,.668,.244,.072,.016,.000,.715,,.260,
142,Troy Daniels,.285,.061,.036,.030,.158,.715,.667,.767,.000,.220
352,Ty Lawson,.779,.251,.120,.164,.244,.221,.147,.614,.001,.093
187,Tyler Ennis,.701,.306,.181,.090,.125,.299,.325,.667,.014,.233
259,Tyler Hansbrough,.958,.648,.248,.024,.036,.042,.765,1.000,.127,1.000
324,Tyler Johnson,.713,.293,.174,.066,.180,.287,.442,.944,.084,.250
674,Tyler Zeller,1.000,.460,.346,.057,.134,.000,.791,,.063,
192,Tyreke Evans,.805,.537,.135,.023,.110,.195,.252,.696,.006,.220
599,Tyrus Thomas,1.000,.000,.000,1.000,.000,.000,1.000,,.000,
110,Tyson Chandler,1.000,.805,.086,.030,.080,.000,.727,,.432,
268,Udonis Haslem,.958,.444,.117,.117,.280,.042,.695,1.000,.067,1.000
64,Vander Blue,.667,.400,.100,.000,.167,.333,.286,1.000,.033,.100
119,Victor Claver,.450,.300,.050,.000,.100,.550,1.000,1.000,.050,.273
454,Victor Oladipo,.772,.424,.104,.080,.164,.228,.316,.726,.046,.214
104,Vince Carter,.429,.131,.074,.067,.158,.571,.242,.928,.012,.138
184,Wayne Ellington,.606,.160,.057,.075,.314,.394,.579,.689,.016,.165
325,Wesley Johnson,.625,.156,.052,.109,.308,.375,.651,.923,.055,.336
381,Wesley Matthews,.408,.146,.105,.070,.086,.592,.451,.873,.013,.290
41,Will Barton,.759,.346,.210,.085,.119,.241,.472,.696,.071,.294
93,Will Bynum,.710,.161,.161,.097,.290,.290,.100,,.000,.000
112,Will Cherry,.526,.316,.158,.000,.053,.474,.333,1.000,.000,.333
249,Willie Green,.605,.196,.124,.049,.235,.395,.408,.833,.023,.372
111,Wilson Chandler,.584,.267,.175,.057,.084,.416,.452,.935,.038,.244
274,Xavier Henry,1.000,.385,.077,.231,.308,.000,.667,,.000,
351,Zach LaVine,.753,.278,.117,.066,.292,.247,.349,.789,.062,.144
504,Zach Randolph,.979,.409,.282,.122,.165,.021,.477,.857,.011,.100
457,Zaza Pachulia,.994,.427,.132,.287,.147,.006,.742,,.023,.000
173,Zoran Dragić,.533,.400,.033,.033,.067,.467,.500,1.000,.067,.357
28,Ömer Aşık,1.000,.896,.090,.012,.002,.000,.690,,.223,
