,Player,G,MP,FTr,USG%
276,Jarrett Jack,2,33,.667,9.2
559,Jarrod Uthoff,9,115,.184,18.1
516,Jason Smith,74,1068,.155,16.7
537,Jason Terry,74,1365,.119,9.8
77,Jaylen Brown,78,1341,.293,18.1
214,Jeff Green,69,1534,.301,20.3
534,Jeff Teague,82,2657,.457,22.1
604,Jeff Withey,51,432,.466,14.9
206,Jerami Grant,80,1531,.448,12.1
319,Jeremy Lamb,62,1143,.263,23.2
339,Jeremy Lin,36,883,.353,26.6
209,Jerian Grant,63,1028,.243,16.0
39,Jerryd Bayless,3,71,.313,27.7
82,Jimmy Butler,76,2809,.540,26.5
413,Joakim Noah,46,1015,.386,12.6
377,Jodie Meeks,36,738,.289,19.4
225,Joe Harris,52,1138,.135,16.5
273,Joe Ingles,82,1972,.151,13.9
292,Joe Johnson,78,1843,.123,18.5
610,Joe Young,33,135,.208,27.8
21,Joel Anthony,19,122,.500,8.7
63,Joel Bolomboy,12,53,.375,18.2
154,Joel Embiid,31,786,.569,36.0
321,Joffrey Lauvergne,70,980,.217,18.5
237,John Henson,58,1123,.346,16.6
284,John Jenkins,4,13,.400,18.9
347,John Lucas III,5,11,.000,16.1
573,John Wall,78,2836,.367,30.6
424,Johnny O'Bryant,11,80,.200,21.1
333,Jon Leuer,75,1944,.175,17.3
288,Jonas Jerebko,78,1232,.141,11.4
561,Jonas Valančiūnas,80,2066,.309,19.5
192,Jonathan Gibson,17,231,.305,26.3
511,Jonathon Simmons,78,1392,.314,18.0
105,Jordan Clarkson,82,2397,.157,23.3
120,Jordan Crawford,19,442,.119,25.5
164,Jordan Farmar,2,35,.000,19.4
249,Jordan Hill,7,47,.154,16.8
375,Jordan McRae,37,384,.227,20.8
379,Jordan Mickey,25,141,.412,15.5
262,Josh Huestis,2,31,.091,15.7
376,Josh McRoberts,22,381,.076,16.9
476,Josh Richardson,53,1614,.150,16.8
84,José Calderón,41,539,.090,14.4
252,Jrue Holiday,67,2190,.188,23.5
238,Juancho Hernangómez,62,842,.339,14.6
472,Julius Randle,74,2132,.365,21.4
14,Justin Anderson,75,1228,.294,20.9
216,Justin Hamilton,64,1177,.137,16.2
221,Justin Harper,3,31,.000,22.4
253,Justin Holiday,82,1639,.149,16.9
603,Justise Winslow,18,625,.209,19.8
420,Jusuf Nurkić,65,1391,.393,23.9
366,K.J. McDaniels,49,505,.225,18.1
551,Karl-Anthony Towns,82,3030,.289,27.5
331,Kawhi Leonard,74,2474,.406,31.1
166,Kay Felder,42,386,.310,24.2
431,Kelly Olynyk,75,1538,.242,19.0
435,Kelly Oubre Jr.,79,1605,.224,14.6
572,Kemba Walker,79,2739,.248,29.2
163,Kenneth Faried,61,1296,.454,18.3
41,Kent Bazemore,73,1963,.233,20.5
87,Kentavious Caldwell-Pope,76,2529,.199,19.2
148,Kevin Durant,62,2070,.374,27.8
345,Kevin Love,60,1885,.340,26.4
506,Kevin Séraphin,49,559,.111,19.0
342,Kevon Looney,53,447,.318,13.4
381,Khris Middleton,29,889,.276,22.5
543,Klay Thompson,78,2649,.158,26.1
316,Kosta Koufos,71,1419,.158,15.3
147,Kris Dunn,78,1333,.188,14.2
263,Kris Humphries,56,689,.383,17.6
462,Kristaps Porziņģis,66,2164,.256,24.3
17,Kyle Anderson,72,1020,.273,12.1
313,Kyle Korver,67,1753,.082,15.2
346,Kyle Lowry,60,2244,.398,24.9
427,Kyle O'Quinn,79,1229,.201,18.5
512,Kyle Singler,32,385,.205,11.2
602,Kyle Wiltjer,14,44,.143,19.1
275,Kyrie Irving,72,2525,.231,30.8
8,LaMarcus Aldridge,72,2335,.258,24.5
441,Lamar Patterson,5,40,.200,22.2
521,Lance Stephenson,18,361,.108,18.7
539,Lance Thomas,46,968,.209,13.1
181,Langston Galloway,74,1495,.117,18.4
402,Larry Nance Jr.,63,1442,.222,13.4
496,Larry Sanders,5,13,.500,23.6
9,Lavoy Allen,61,871,.196,10.9
281,LeBron James,74,2794,.395,30.0
30,Leandro Barbosa,67,963,.115,20.0
594,Lou Williams,81,1994,.458,29.1
358,Luc Mbah a Moute,80,1787,.230,11.6
417,Lucas Nogueira,57,1088,.429,9.5
500,Luis Scola,36,461,.245,18.7
27,Luke Babbitt,68,1065,.053,13.0
134,Luol Deng,56,1486,.149,14.2
477,Malachi Richardson,22,198,.279,19.3
70,Malcolm Brogdon,75,1982,.198,18.5
132,Malcolm Delaney,73,1248,.240,18.3
43,Malik Beasley,22,165,.137,22.0
226,Manny Harris,4,25,.267,35.4
196,Manu Ginóbili,69,1291,.244,20.4
185,Marc Gasol,74,2531,.286,26.4
261,Marcelo Huertas,23,237,.250,17.0
203,Marcin Gortat,82,2556,.236,14.7
45,Marco Belinelli,74,1778,.273,19.2
191,Marcus Georges-Hunt,5,48,1.429,12.3
390,Marcus Morris,79,2565,.184,20.3
513,Marcus Smart,79,2399,.334,18.8
545,Marcus Thornton,33,575,.129,18.7
240,Mario Hezonja,65,960,.152,18.8
391,Markieff Morris,76,2374,.242,20.5
100,Marquese Chriss,82,1743,.286,19.7
518,Marreese Speights,82,1286,.250,23.6
451,Marshall Plumlee,21,170,.633,12.8
597,Marvin Williams,76,2295,.213,16.3
452,Mason Plumlee,81,2148,.482,18.1
33,Matt Barnes,74,1777,.188,15.6
133,Matthew Dellavedova,76,1986,.180,16.3
220,Maurice Harkless,77,2223,.199,15.2
405,Maurice Ndour,32,331,.302,14.3
606,Metta World Peace,25,160,.235,21.9
332,Meyers Leonard,74,1222,.106,15.5
44,Michael Beasley,56,935,.259,25.3
92,Michael Carter-Williams,45,846,.252,20.9
188,Michael Gbinije,9,32,.200,15.0
310,Michael Kidd-Gilchrist,81,2349,.314,14.6
109,Mike Conley,69,2292,.365,26.3
144,Mike Dunleavy,53,841,.205,14.0
383,Mike Miller,20,151,.087,10.4
401,Mike Muscala,70,1237,.190,14.8
501,Mike Scott,18,195,.136,15.8
546,Mike Tobey,2,25,.000,9.0
455,Miles Plumlee,45,484,.424,13.1
317,Mindaugas Kuzminskas,68,1016,.184,19.2
535,Mirza Teletović,70,1133,.108,19.1
153,Monta Ellis,74,1998,.230,16.8
222,Montrezl Harrell,58,1064,.351,17.6
556,Myles Turner,81,2541,.349,19.5
54,Nemanja Bjelica,65,1190,.171,16.4
247,Nenê,67,1198,.496,19.7
414,Nerlens Noel,51,1047,.359,17.6
108,Nick Collison,20,128,.348,10.1
611,Nick Young,60,1556,.142,19.5
38,Nicolas Batum,77,2617,.291,22.3
78,Nicolás Brussino,54,521,.156,16.0
320,Nicolás Laprovíttola,18,174,.191,18.2
520,Nik Stauskas,80,2188,.237,16.4
296,Nikola Jokić,73,2038,.267,23.5
387,Nikola Mirotić,70,1679,.205,19.8
568,Nikola Vučević,75,2163,.155,24.8
567,Noah Vonleh,74,1265,.348,13.1
464,Norman Powell,76,1368,.314,21.1
106,Norris Cole,13,125,.192,21.5
581,Okaro White,35,471,.253,10.8
93,Omri Casspi,36,643,.177,14.4
460,Otto Porter Jr.,80,2605,.148,15.1
552,P.J. Tucker,81,2236,.193,11.2
510,Pascal Siakam,55,859,.156,13.1
110,Pat Connaughton,39,316,.125,13.0
184,Patricio Garino,5,43,.000,10.2
52,Patrick Beverley,67,2058,.175,14.1
360,Patrick McCaw,71,1074,.151,11.9
442,Patrick Patterson,65,1599,.156,12.5
384,Patty Mills,80,1754,.129,19.5
186,Pau Gasol,64,1627,.305,21.3
190,Paul George,75,2689,.277,28.9
386,Paul Millsap,69,2343,.417,24.4
450,Paul Pierce,25,277,.186,14.8
617,Paul Zipser,44,843,.181,14.4
278,Pierre Jackson,8,84,.179,25.3
24,Player,G,MP,FTr,USG%
1,Quincy Acy,38,558,.353,16.8
111,Quinn Cook,14,188,.076,19.6
264,R.J. Hunter,3,9,.000,4.8
485,Rajon Rondo,69,1843,.089,17.8
101,Rakeem Christmas,29,219,.674,13.1
508,Ramon Sessions,50,811,.449,20.1
175,Randy Foye,69,1284,.194,14.4
566,Rashad Vaughn,41,458,.032,17.2
408,Raul Neto,40,346,.099,14.8
168,Raymond Felton,80,1700,.125,16.5
79,Reggie Bullock,31,467,.055,13.4
279,Reggie Jackson,52,1424,.201,26.4
598,Reggie Williams,6,79,.304,14.6
283,Richard Jefferson,79,1614,.315,12.2
256,Richaun Holmes,57,1193,.250,18.6
491,Ricky Rubio,75,2469,.438,17.4
117,Robert Covington,67,2119,.238,19.2
344,Robin Lopez,81,2271,.134,17.5
257,Rodney Hood,59,1593,.173,22.9
373,Rodney McGruder,78,1966,.154,12.3
527,Rodney Stuckey,39,696,.439,22.2
28,Ron Baker,52,857,.198,14.8
255,Rondae Hollis-Jefferson,78,1761,.467,18.7
466,Ronnie Price,14,134,.167,9.0
241,Roy Hibbert,48,682,.510,14.0
187,Rudy Gay,30,1013,.312,25.8
197,Rudy Gobert,81,2744,.762,16.7
580,Russell Westbrook,81,2802,.433,41.7
18,Ryan Anderson,72,2116,.194,17.9
309,Ryan Kelly,16,110,.214,13.7
378,Salah Mejri,73,905,.445,10.6
131,Sam Dekker,77,1419,.159,14.9
569,Sasha Vujačić,42,408,.176,17.3
311,Sean Kilpatrick,70,1754,.329,23.8
103,Semaj Christon,64,973,.139,12.2
265,Serge Ibaka,79,2422,.127,20.9
484,Sergio Rodríguez,68,1518,.050,19.3
123,Seth Curry,70,2029,.142,19.5
398,Shabazz Muhammad,78,1516,.318,21.5
404,Shabazz Napier,53,512,.268,21.2
340,Shaun Livingston,76,1345,.190,13.0
341,Shawn Long,18,234,.321,25.4
350,Sheldon Mac,30,287,.360,14.0
351,Shelvin Mack,55,1205,.202,19.6
318,Skal Labissière,33,612,.339,21.3
250,Solomon Hill,80,2374,.268,11.5
139,Spencer Dinwiddie,59,1334,.526,14.1
232,Spencer Hawes,54,797,.188,19.8
293,Stanley Johnson,77,1371,.145,14.8
124,Stephen Curry,79,2638,.251,30.1
616,Stephen Zimmerman,19,108,.161,14.8
418,Steve Novak,8,22,.000,14.5
4,Steven Adams,80,2389,.392,16.2
362,T.J. McConnell,81,2133,.176,14.4
574,T.J. Warren,66,2048,.189,19.2
193,Taj Gibson,78,1989,.223,19.3
55,Tarik Black,67,1091,.371,15.7
467,Taurean Prince,59,981,.330,17.2
301,Terrence Jones,54,1270,.346,21.4
487,Terrence Ross,78,1955,.103,19.3
490,Terry Rozier,74,1263,.161,17.1
502,Thabo Sefolosha,62,1596,.190,13.3
613,Thaddeus Young,74,2237,.125,16.4
483,Thomas Robinson,48,560,.337,20.7
354,Thon Maker,57,562,.271,17.8
519,Tiago Splitter,8,76,.355,23.9
176,Tim Frazier,65,1525,.319,16.3
218,Tim Hardaway Jr.,79,2154,.235,22.5
468,Tim Quarterman,16,80,.103,22.8
396,Timofey Mozgov,54,1104,.238,16.8
348,Timothé Luwawu-Cabarrot,69,1190,.341,17.8
228,Tobias Harris,82,2567,.213,21.7
498,Tomáš Satoranský,57,719,.224,12.1
140,Toney Douglas,24,394,.248,17.4
10,Tony Allen,71,1914,.218,17.9
439,Tony Parker,63,1587,.206,20.2
517,Tony Snell,80,2336,.107,12.1
205,Treveon Graham,27,189,.375,11.8
22,Trevor Ariza,80,2773,.158,14.1
65,Trevor Booker,71,1754,.186,18.7
80,Trey Burke,57,703,.114,19.6
349,Trey Lyles,71,1158,.180,21.7
544,Tristan Thompson,78,2336,.487,11.3
125,Troy Daniels,67,1183,.109,21.7
599,Troy Williams,30,557,.192,17.1
325,Ty Lawson,69,1732,.416,19.5
156,Tyler Ennis,53,588,.120,19.1
294,Tyler Johnson,73,2178,.308,20.9
558,Tyler Ulis,61,1123,.162,20.3
615,Tyler Zeller,51,525,.247,16.5
159,Tyreke Evans,40,788,.249,26.7
98,Tyson Chandler,47,1298,.544,11.2
304,Tyus Jones,60,774,.238,13.6
231,Udonis Haslem,16,130,.652,12.8
430,Victor Oladipo,67,2222,.165,21.4
91,Vince Carter,73,1799,.235,14.9
29,Wade Baldwin,33,405,.322,19.1
152,Wayne Ellington,62,1500,.077,17.9
503,Wayne Selden,14,236,.379,15.3
295,Wesley Johnson,68,810,.085,12.5
357,Wesley Matthews,73,2495,.211,19.4
36,Will Barton,60,1705,.285,21.1
97,Willie Cauley-Stein,75,1421,.314,19.7
475,Willie Reed,71,1031,.309,15.3
239,Willy Hernangómez,72,1324,.269,20.3
99,Wilson Chandler,71,2197,.207,22.0
169,Yogi Ferrell,46,1197,.226,19.6
324,Zach LaVine,47,1749,.197,21.7
473,Zach Randolph,73,1786,.200,29.2
436,Zaza Pachulia,70,1268,.410,15.3
0,Álex Abrines,68,1055,.144,15.9
25,Ömer Aşık,31,482,.600,8.8
